"rownum","Id","BuffDDSFile","EPKFiles1","EPKFiles2","PreloadGroups","bool","BuffName","MiscAnimated1","MiscAnimated2","BuffDescription","EPKFile","HasExtraArt","ExtraArt","[i32]","EPKFiles","BuffVisualOrbs","MiscAnimated3","rid"
121,"flask_utility_push","Art/2DArt/BuffIcons/Evasion.dds","[""Metadata/Effects/misc/flask_effects/evasion/evasion.epk""]",[],[],"","","","","","","","",[],[],[],"",""
122,"flask_utility_statue_wip","Art/2DArt/BuffIcons/flaskcharge.dds","[""Metadata/Effects/StatusAilments/Frozen.epk""]",[],[],1,"","","","","","","",[],[],[],"",""
123,"flask_utility_aquamarine","Art/2DArt/BuffIcons/AquamarineFlaskBuff.dds","[""Metadata/Effects/misc/flask_effects/Aquamarine/Aquamarine.epk""]",[],[],1,"","","","","","","",[],[],[],"",""
124,"flask_utility_bismith","Art/2DArt/BuffIcons/BismuthFlaskBuff.dds","[""Metadata/Effects/misc/flask_effects/Bismuth/bismuth.epk""]",[],[],1,"","","","","","","",[],[],[],"",""
125,"flask_utility_stibnite","Art/2DArt/BuffIcons/StibniteFlaskBuff.dds","[""Metadata/Effects/misc/flask_effects/Stibnite/stibnite.epk""]",[],[],1,"","","","","","","",[],[],[],"",""
126,"flask_utility_sulphur","Art/2DArt/BuffIcons/GoldFlaskBuff.dds","[""Metadata/Effects/misc/flask_effects/Gold/gold.epk""]",[],[],1,"","","","","","","",[],[],[],"",""
127,"flask_utility_silver","Art/2DArt/BuffIcons/SilverFlaskBuff.dds","[""Metadata/Effects/misc/flask_effects/Mercury/mercury.epk""]",[],[],1,"","","","","","","",[],[],[],"",""
128,"flask_utility_basalt","Art/2DArt/BuffIcons/StoneFlaskBuff.dds","[""Metadata/Effects/misc/flask_effects/Stone/stone.epk""]",[],[],1,"","","","","","","",[],[],[],"",""
129,"flask_utility_rarity","Art/2DArt/BuffIcons/GoldRarityFlaskBuff.dds","[""Metadata/Effects/misc/flask_effects/item_rarity/silver.epk""]",[],[],1,"","","","","","","",[],[],[],"",""
130,"flask_utility_ward","Art/2DArt/BuffIcons/WardFlaskBuff.dds","[""Metadata/Effects/misc/flask_effects/ward/ward.epk""]",[],[],1,"","","","","","","",[],[],[],"",""
131,"flask_utility_adaptation","Art/2DArt/BuffIcons/AdaptationFlaskBuff.dds","[""Metadata/Effects/misc/flask_effects/Mercury/mercury.epk""]",[],[],1,"","","","","","","",[],[],[],"",""
132,"flask_utility_stun_protection","Art/2DArt/BuffIcons/AntiStunFlaskBuff.dds","[""Metadata/Effects/misc/flask_effects/corundum/buff.epk""]",[],[],1,"","","","","","","",[],[],[],"",""
133,"monster_aura_cannot_die","Art/2DArt/BuffIcons/invulnerability.dds","[""Metadata/Effects/StatusAilments/auras/monster_auras/monster_buffed/godmode.epk""]","[""Metadata/Effects/StatusAilments/auras/monster_auras/godmode.epk""]",[],1,"","","","","","","",[],[],[],"",""
134,"monster_aura_slow","Art/2DArt/BuffIcons/TotemSlow.dds","[""Metadata/Effects/StatusAilments/auras/monster_auras/effect_player/slow.epk""]","[""Metadata/Effects/StatusAilments/auras/monster_auras/slow.epk""]",[],1,"","","","","","","",[],[],[],"",""
135,"monster_aura_damage_reduction","Art/2DArt/BuffIcons/Fortify.dds","[""Metadata/Effects/Spells/monsters_effects/aura/affected_player.epk""]","[""Metadata/Effects/Spells/monsters_effects/league_avatar/DR_Bubble/damagereduction.epk""]",[37],"","","","","","","","",[],[],[],"",""
136,"block_test","Art/2DArt/SkillIcons/passives/shieldblock.dds",[],[],[],"","","","","","","","",[],[],[],"",""
137,"puncture","Art/2DArt/BuffIcons/buffbleed.dds","[""Metadata/Effects/Spells/rupturing_strike/epk/standing.epk"",""Metadata/Effects/Spells/rupturing_strike/epk/standing.epk"",""Metadata/Effects/Spells/rupturing_strike/epk/mid_standing.epk"",""Metadata/Effects/Spells/rupturing_strike/epk/large_standing.epk""]",[],[],1,"","","","","","","",[],[],[],"",""
138,"puncture_moving","","[""Metadata/Effects/Spells/rupturing_strike/epk/walking.epk"",""Metadata/Effects/Spells/rupturing_strike/epk/walking.epk"",""Metadata/Effects/Spells/rupturing_strike/epk/mid_walking.epk"",""Metadata/Effects/Spells/rupturing_strike/epk/large_walking.epk""]",[],[],1,"","","","","","","",[],[],[],"",""
139,"puncture_purple","Art/2DArt/BuffIcons/buffbleed.dds","[""Metadata/Effects/Spells/rupturing_strike/epk/purple/standing.epk"",""Metadata/Effects/Spells/rupturing_strike/epk/purple/standing.epk"",""Metadata/Effects/Spells/rupturing_strike/epk/purple/mid_standing.epk"",""Metadata/Effects/Spells/rupturing_strike/epk/purple/large_standing.epk""]",[],[],1,"","","","","","","",[],[],[],"",""
140,"puncture_moving_purple","","[""Metadata/Effects/Spells/rupturing_strike/epk/purple/walking.epk"",""Metadata/Effects/Spells/rupturing_strike/epk/purple/walking.epk"",""Metadata/Effects/Spells/rupturing_strike/epk/purple/mid_walking.epk"",""Metadata/Effects/Spells/rupturing_strike/epk/purple/large_walking.epk""]",[],[],1,"","","","","","","",[],[],[],"",""
141,"player_aura_armour","Art/2DArt/SkillIcons/auraarmour.dds","[""Metadata/Effects/Spells/monsters_effects/aura/affected_player.epk""]","[""Metadata/Effects/Spells/monsters_effects/aura/player_auras/armour/armour.epk""]",[],1,"","","","","","","",[],[],[],"",""
142,"player_aura_evasion","Art/2DArt/SkillIcons/auraevasion.dds","[""Metadata/Effects/Spells/monsters_effects/aura/affected_player.epk""]","[""Metadata/Effects/Spells/monsters_effects/aura/player_auras/evasion_aura/evade.epk""]",[],1,"","","","","","","",[],[],[],"",""
143,"player_aura_resists","Art/2DArt/SkillIcons/auraresist.dds","[""Metadata/Effects/Spells/monsters_effects/aura/affected_player.epk""]","[""Metadata/Effects/Spells/monsters_effects/aura/player_auras/increase_resistances/resistance.epk""]",[],1,"","","","","","","",[],[],[],"",""
144,"player_aura_fire_resist","Art/2DArt/SkillIcons/aurafireresist.dds","[""Metadata/Effects/Spells/monsters_effects/aura/affected_player.epk""]","[""Metadata/Effects/Spells/monsters_effects/aura/resistance/fire/fire.epk""]",[],1,"","","","","","","",[],[],[],"",""
145,"player_aura_cold_resist","Art/2DArt/SkillIcons/auracoldresist.dds","[""Metadata/Effects/Spells/monsters_effects/aura/affected_player.epk""]","[""Metadata/Effects/Spells/monsters_effects/aura/resistance/ice/ice.epk""]",[],1,"","","","","","","",[],[],[],"",""
146,"player_aura_lightning_resist","Art/2DArt/SkillIcons/auralightningresist.dds","[""Metadata/Effects/Spells/monsters_effects/aura/affected_player.epk""]","[""Metadata/Effects/Spells/monsters_effects/aura/resistance/lightning/lightning.epk""]",[],1,"","","","","","","",[],[],[],"",""
147,"player_aura_energy_shield","Art/2DArt/SkillIcons/auraenergy.dds","[""Metadata/Effects/Spells/monsters_effects/aura/affected_player.epk""]","[""Metadata/Effects/Spells/monsters_effects/aura/player_auras/energy_sheild/energy_sheild.epk""]",[],1,"","","","","","","",[],[],[],"",""
148,"player_aura_energy_shield_alternate","",[],"[""Metadata/Effects/Microtransactions/Spells/auras/discipline/barrier/barrier.epk""]",[],"","","","","","","","",[],[],[],"",""
149,"player_aura_fire_damage","Art/2DArt/SkillIcons/aurafire.dds","[""Metadata/Effects/Spells/monsters_effects/aura/affected_player.epk""]","[""Metadata/Effects/Spells/monsters_effects/aura/player_auras/elemental_damage/fire/fire.epk""]",[],1,"","","","","","","",[],[],[],"",""
150,"player_aura_fire_damage_alternate","",[],"[""Metadata/Effects/Microtransactions/Spells/auras/elemental/skull/skull_fire_aura.epk""]",[],"","","","","","","","",[],[],[],"",""
151,"aura_fire_damage_talisman","Art/2DArt/SkillIcons/aurafire.dds","[""Metadata/Effects/Spells/monsters_effects/aura/affected_player.epk""]","[""Metadata/Effects/Spells/monsters_effects/aura/curse_aura_zone/sml_anger_loop.epk""]",[0],"","","","","","","","",[],[],[],"",""
152,"player_aura_fire_damage_ground","Art/2DArt/SkillIcons/aurafire.dds","[""Metadata/Effects/Spells/monsters_effects/aura/affected_player.epk""]","[""Metadata/Effects/Microtransactions/Spells/Arctic_breath_02/Aura/Anger_Grd.epk""]",[],1,"","","","","","","",[],[],[],"",""
153,"player_aura_cold_damage","Art/2DArt/SkillIcons/auracold.dds","[""Metadata/Effects/Spells/monsters_effects/aura/affected_player.epk""]","[""Metadata/Effects/Spells/monsters_effects/aura/player_auras/elemental_damage/ice/ice.epk""]",[],1,"","","","","","","",[],[],[],"",""
154,"player_aura_cold_damage_alternate","",[],"[""Metadata/Effects/Microtransactions/Spells/auras/elemental/skull/skull_cold_aura.epk""]",[],"","","","","","","","",[],[],[],"",""
155,"aura_cold_damage_talisman","Art/2DArt/SkillIcons/auracold.dds","[""Metadata/Effects/Spells/monsters_effects/aura/affected_player.epk""]","[""Metadata/Effects/Spells/monsters_effects/aura/curse_aura_zone/sml_hatred_loop.epk""]",[0],"","","","","","","","",[],[],[],"",""
156,"player_aura_cold_damage_ground","Art/2DArt/SkillIcons/auracold.dds","[""Metadata/Effects/Spells/monsters_effects/aura/affected_player.epk""]","[""Metadata/Effects/Microtransactions/Spells/Arctic_breath_02/Aura/Hatred_Grd.epk""]",[],1,"","","","","","","",[],[],[],"",""
157,"player_aura_lightning_damage","Art/2DArt/SkillIcons/auralightning.dds","[""Metadata/Effects/Spells/monsters_effects/aura/affected_player.epk""]","[""Metadata/Effects/Spells/monsters_effects/aura/player_auras/elemental_damage/light/light.epk""]",[],1,"","","","","","","",[],[],[],"",""
158,"player_aura_lightning_damage_alternate","",[],"[""Metadata/Effects/Microtransactions/Spells/auras/elemental/skull/skull_lightning_aura.epk""]",[],"","","","","","","","",[],[],[],"",""
159,"aura_lightning_damage_talisman","Art/2DArt/SkillIcons/auralightning.dds","[""Metadata/Effects/Spells/monsters_effects/aura/affected_player.epk""]","[""Metadata/Effects/Spells/monsters_effects/aura/curse_aura_zone/sml_wrath_loop.epk""]",[0],"","","","","","","","",[],[],[],"",""
160,"player_aura_lightning_damage_ground","Art/2DArt/SkillIcons/auralightning.dds","[""Metadata/Effects/Spells/monsters_effects/aura/affected_player.epk""]","[""Metadata/Effects/Microtransactions/Spells/Arctic_breath_02/Aura/Wrath_Grd.epk""]",[],1,"","","","","","","",[],[],[],"",""
161,"player_aura_chaos_damage","Art/2DArt/SkillIcons/Envy.dds","[""Metadata/Effects/Spells/monsters_effects/aura/affected_player.epk""]","[""Metadata/Effects/Spells/envy/envy.epk""]",[],1,"","","","","","","",[],[],[],"",""
162,"player_aura_speed","Art/2DArt/SkillIcons/auraspeed.dds","[""Metadata/Effects/Spells/monsters_effects/aura/affected_player.epk""]","[""Metadata/Effects/Spells/monsters_effects/aura/player_auras/faster_attack/faster_attack.epk""]",[],1,"","","","","","","",[],[],[],"",""
163,"player_aura_speed_talisman","Art/2DArt/SkillIcons/auraspeed.dds","[""Metadata/Effects/Spells/monsters_effects/aura/affected_player.epk""]","[""Metadata/Effects/Spells/monsters_effects/aura/curse_aura_zone/sml_haste_loop.epk""]",[],1,"","","","","","","",[],[],[],"",""
164,"player_aura_life_regen","Art/2DArt/SkillIcons/auraregen.dds","[""Metadata/Effects/Spells/monsters_effects/aura/affected_player.epk""]","[""Metadata/Effects/Spells/monsters_effects/aura/player_auras/life_regen/life_regen.epk""]",[],1,"","","","","","","",[],[],[],"",""
165,"player_aura_mana_regen","Art/2DArt/SkillIcons/auramana.dds","[""Metadata/Effects/Spells/monsters_effects/aura/affected_player.epk""]","[""Metadata/Effects/Spells/monsters_effects/aura/player_auras/clarity/clarity_epk.epk""]",[],1,"","","","","","","",[],[],[],"",""
166,"player_aura_mana_regen_4_0_0","Art/2DArt/SkillIcons/auramana.dds","[""Metadata/Effects/Spells/monsters_effects/aura/affected_player.epk""]","[""Metadata/Effects/Spells/player_auras/clarity.epk""]",[],1,"","","","","","","",[],[],[],"",""
167,"player_aura_mana_regen_alternate","",[],"[""Metadata/Effects/Microtransactions/Aura/clarity_aura/clarity_aura.epk""]",[],"","","","","","","","",[],[],[],"",""
168,"str_int_mission_mana_regen_relic","Art/2DArt/SkillIcons/auramana.dds","[""Metadata/Effects/Spells/monsters_effects/aura/affected_player.epk""]","[""Metadata/Effects/Microtransactions/Aura/clarity_aura/clarity_aura.epk""]",[12],"","","","","","","","",[],[],[],"",""
169,"vaal_aura_life_regen","Art/2DArt/SkillIcons/auraregen.dds","[""Metadata/Effects/Spells/monsters_effects/aura/vaal_auras/affected/affected.epk""]","[""Metadata/Effects/Spells/monsters_effects/aura/vaal_auras/caster/vitality_caster.epk""]",[],"","","","","","","","",[],[],[],"",""
170,"vaal_aura_armour","Art/2DArt/SkillIcons/auraarmour.dds","[""Metadata/Effects/Spells/monsters_effects/aura/affected_player.epk""]","[""Metadata/Effects/Spells/monsters_effects/aura/vaal_auras/caster/determination_caster.epk""]",[],"","","","","","","","",[],[],[],"",""
171,"beartrap_debuff","Art/2DArt/SkillIcons/beartrap.dds","[""Metadata/Effects/Spells/bear_trap/epk.epk""]",[],[],1,"","","","","","","",[],[],[],"",""
172,"trap_convert_buff","Art/2DArt/SkillIcons/conversiontrap.dds","[""Metadata/Effects/Spells/traps/gas_trap/epk.epk""]",[],[],1,"","","","","","","",[],[],[],"",""
173,"ground_fire_burn","Art/2DArt/SkillIcons/groundfire.dds","[""Metadata/Effects/StatusAilments/Ignited.epk"",""Metadata/Effects/StatusAilments/Ignited.epk"",""Metadata/Effects/StatusAilments/monsters/large_monsters/Ignited.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],1,"","","","","","","",[],[],[],"",""
174,"ground_ice_chill","Art/2DArt/BuffIcons/buffchilled.dds","[""Metadata/Effects/StatusAilments/Chilled.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],1,"","","","","","","",[],[],[],"",""
175,"ground_tar_slow","Art/2DArt/BuffIcons/buffspeed.dds",[],"[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],1,"","","","","","","",[],[],[],"",""
176,"totem_aura_life_regen","Art/2DArt/SkillIcons/liferegentotem.dds","[""Metadata/Effects/Spells/totems/spells/life_regen/affected.epk""]","[""Metadata/Effects/Spells/totems/spells/life_regen/totem.epk""]",[],1,"","","","","","","",[],[],[],"",""
177,"monster_aura_cold_damage","Art/2DArt/SkillIcons/auracold.dds","[""Metadata/Effects/Spells/monsters_effects/aura/monster_buff/element_fire/ice.epk""]","[""Metadata/Effects/Spells/monsters_effects/aura/elemental_damage/ice/ice.epk""]",[],1,"","","","","","","",[],[],[],"",""
178,"monster_aura_fire_damage","Art/2DArt/SkillIcons/aurafire.dds","[""Metadata/Effects/Spells/monsters_effects/aura/monster_buff/element_fire/fire.epk""]","[""Metadata/Effects/Spells/monsters_effects/aura/elemental_damage/fire/fire.epk""]",[],1,"","","","","","","",[],[],[],"",""
179,"monster_aura_lightning_damage","Art/2DArt/SkillIcons/auralightning.dds","[""Metadata/Effects/Spells/monsters_effects/aura/monster_buff/element_fire/light.epk""]","[""Metadata/Effects/Spells/monsters_effects/aura/elemental_damage/light/light.epk""]",[],1,"","","","","","","",[],[],[],"",""
180,"ambrosia_aura_fire_damage","Art/2DArt/SkillIcons/aurafire.dds","[""Metadata/Effects/Spells/monsters_effects/League_Ritual/ritual_rune/runetypes/MonsterFire1.epk""]","[""Metadata/Effects/Spells/monsters_effects/seawitchambrosia_aura/seawitchambrosia_aura.epk""]",[],1,"","","","","","","",[],[],[],"",""
181,"amarissa_aura_lightning_damage","Art/2DArt/SkillIcons/auralightning.dds","[""Metadata/Effects/Spells/monsters_effects/League_Ritual/ritual_rune/runetypes/MonsterLightning1.epk""]","[""Metadata/Effects/Spells/monsters_effects/seawitchamarissa_aura/seawitchamarissa_aura.epk""]",[],1,"","","","","","","",[],[],[],"",""
182,"blinded","Art/2DArt/BuffIcons/buffblinded.dds",[],[],[],"","","","","","","","",[],[],[62],"",""
183,"blinded_uniquewand13","Art/2DArt/BuffIcons/buffblinded.dds",[],"[""Metadata/Effects/Microtransactions/Aura/Uniques/BlindingAura/BlindingAura.epk""]",[],1,"","","","You are blinded by an enemy Blinding Aura","","","",[],[],[62],"",""
184,"monster_aura_always_crit","Art/2DArt/BuffIcons/flaskcritstrike.dds","[""Metadata/Effects/Spells/monsters_effects/aura/monster_buff/critical/epk.epk""]","[""Metadata/Effects/Spells/monsters_effects/aura/critical/epk.epk""]",[],1,"","","","","","","",[],[],[],"",""
185,"monster_aura_evasion","Art/2DArt/SkillIcons/auraevasion.dds","[""Metadata/Effects/Spells/monsters_effects/aura/monster_buff/evasion/evade.epk""]","[""Metadata/Effects/Spells/monsters_effects/aura/evasion_aura/evade.epk""]",[],1,"","","","","","","",[],[],[],"",""
186,"ice_shield","Art/2DArt/SkillIcons/Iceshield.dds",[],[],[],"","","","","","","","",[],[],[],"",""
187,"frozen_damage_increase","Art/2DArt/BuffIcons/bufffrozen.dds",[],[],[],"","","","","","","","",[],[],[],"",""
188,"red_team","","[""Metadata/Effects/misc/pvp/red_pvpring.epk""]",[],[7],"","","","","","","","",[],[],[],"",""
189,"blue_team","","[""Metadata/Effects/misc/pvp/blue_pvpring.epk""]",[],[7],"","","","","","","","",[],[],[],"",""
190,"minion_red_team","","[""Metadata/Effects/misc/pvp/redsummon_pvpring.epk""]",[],[7],"","","","","","","","",[],[],[],"",""
191,"minion_blue_team","","[""Metadata/Effects/misc/pvp/bluesummon_pvpring.epk""]",[],[7],"","","","","","","","",[],[],[],"",""
192,"trap_red_team","","[""Metadata/Effects/misc/pvp/red_pvptrap.epk""]",[],[7],"","","","","","","","",[],[],[],"",""
193,"trap_blue_team","","[""Metadata/Effects/misc/pvp/blue_pvptrap.epk""]",[],[7],"","","","","","","","",[],[],[],"",""
194,"cheat_alternate_skill_art","Art/2DArt/SkillIcons/iconbash.dds",[],[],[],"","","","","","","","",[],[],[],"",""
195,"lightning_thorns","Art/2DArt/BuffIcons/resistlightning.dds","[""Metadata/Effects/Spells/monsters_effects/act3/lightning_sheild/lightning_sheild_epk.epk""]",[],[],"","","","","","","","",[],[],[],"",""
196,"shavronne_lightning_thorns","Art/2DArt/BuffIcons/resistlightning.dds","[""Metadata/Effects/Spells/monsters_effects/act4/Shavronne/lightning_aura_epk.epk""]",[],[],"","","","","","","","",[],[],[],"",""
197,"piety_transformed_debuff","","[""Metadata/Effects/Spells/monsters_effects/act3/piety/owned_state/shocked.epk""]",[],[],"","","","","","","","",[],[],[],"",""
198,"cheat_blood_override","Art/2DArt/BuffIcons/buffbleed.dds",[],[],[],"","","","","","","","",[],[],[],"",""
199,"awesomerorybuff","Art/2DArt/SkillIcons/Ignite.dds",[],[],[],"","","","","","","","",[],[],[],"",""
200,"strdexint","Art/2DArt/SkillIcons/passives/stun2h.dds",[],[],[],"","","","","","","","",[],[],[],"",""
201,"searing_bond_in_beam","Art/2DArt/BuffIcons/buffonfire.dds","[""Metadata/Effects/StatusAilments/Ignited.epk"",""Metadata/Effects/StatusAilments/Ignited.epk"",""Metadata/Effects/StatusAilments/monsters/large_monsters/Ignited.epk""]",[],[],1,"","","","","","","",[],[],[],"",""
202,"minionstest","Art/2DArt/SkillIcons/passives/miniondex.dds",[],[],[],"","","","","","","","",[],[],[],"",""
203,"projectiletest","Art/2DArt/SkillIcons/passives/projectilespeed.dds",[],[],[],"","","","","","","","",[],[],[],"",""
204,"durationtest","Art/2DArt/SkillIcons/passives/skillduration.dds",[],[],[],"","","","","","","","",[],[],[],"",""
205,"totemtest","Art/2DArt/SkillIcons/passives/totemlife.dds",[],[],[],"","","","","","","","",[],[],[],"",""
206,"traptest","Art/2DArt/SkillIcons/passives/trapsmax.dds",[],[],[],"","","","","","","","",[],[],[],"",""
207,"ground_desecration","Art/2DArt/BuffIcons/desecrated.dds","[""Metadata/Effects/Spells/ground_effects/evil/evil_epk.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],1,"","","","","","","",[],[],[],"",""
208,"ground_consecration","Art/2DArt/BuffIcons/consecrated.dds","[""Metadata/Effects/Spells/ground_effects/holy/holy_epk.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],1,"","","","","","","",[],[],[],"",""
209,"ground_profane","Art/2DArt/BuffIcons/ProfaneGroundBuff.dds","[""Metadata/Effects/Spells/ground_effects_v3/profane/profane.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],1,"","","","","","","",[],[],[],"",""
