"rownum","Id","MonsterType","MovementSpeed","ObjectSize","MinimumAttackDistance","MaximumAttackDistance","ACTFiles","AOFiles","BaseMonsterTypeIndex","Mods","i32_96","string_100","string_108","ModelSizeMultiplier","i32_120","i32_124","rid_128","i32_144","i32_148","Tags","ExperienceMultiplier","[i32]_172","MinAgroRange","MaxAgroRange","SpotlightColour1","SpotlightColour2","SpotlightColour3","GrantedEffects","AISFile","Mods2","Stance","rid_256","Name","Name (French)","Name (German)","Name (Japanese)","Name (Korean)","Name (Portuguese)","Name (Russian)","Name (Spanish)","Name (Thai)","Name (Traditional Chinese)","DamageMultiplier","LifeMultiplier","AttackSpeed","Weapon1_ItemVisualIdentity","Weapon2_ItemVisualIdentity","Back_ItemVisualIdentity","MainHand_ItemClass","OffHand_ItemClass","Helmet_ItemVisualIdentity","i32_388","KillSpecificMonsterCount_AchievementItems","Special_Mods","KillRare_AchievementItems","bool_440","i32_441","i32_445","i32_449","i32_453","i32_457","i32_461","HASH16","bool_467","string_468"," (French)"," (German)"," (Japanese)"," (Korean)"," (Portuguese)"," (Russian)"," (Spanish)"," (Thai)"," (Traditional Chinese)","KillWhileOnslaughtIsActive_AchievementItem","MonsterSegment","MonsterArmour","KillWhileTalismanIsActive_AchievementItem","Part1_Mods","Part2_Mods","Endgame_Mods","rid_588","i32_604","i32_608","[rid]_612","MultiPartAchievements","i32_644","SinkAnimation_AOFile","bool_656","[rid]_657","bool_673","bool_674","bool_675","i32_676","i32_680","f32_684","AilmentThreshold","AilmentThreshold (French)","AilmentThreshold (German)","AilmentThreshold (Japanese)","AilmentThreshold (Korean)","AilmentThreshold (Portuguese)","AilmentThreshold (Russian)","AilmentThreshold (Spanish)","AilmentThreshold (Thai)","AilmentThreshold (Traditional Chinese)","SinkEffect","i32_696","MonsterConditionalEffectPack","bool_716","bool_717","i32_718","bool_722","i32_723","i32_727","i32_731","i32_735","i32_739","i32_743","i32_747","i32_751","i32_755"," (French)"," (German)"," (Japanese)"," (Korean)"," (Portuguese)"," (Russian)"," (Spanish)"," (Thai)"," (Traditional Chinese)","i32_759","i32_763","i32_767","BossHealthBar","rid_772","i32_788","bool_792","i32_793","i32_797","i32_801","i32_805","bool_809","rid_810","f32_826","f32_830","bool_834","[string]_835","rid_851","i32_867","i32_871","f32_875","rid_879","bool_895","i32_896","bool_900","i32_901","rid_905"
21,"Metadata/Monsters/RagingSpirit/RagingSpiritPlayerSummoned",29,45,1,6,12,"[""Metadata/Monsters/SummonRagingSpirit/SummonedRagingSpirit.act""]","[""Metadata/Monsters/SummonRagingSpirit/SummonedRagingSpiritAshen.ao""]","Metadata/Monsters/SummonRagingSpirit/SummonedRagingSpirit",[],1,"","",100,1,6,5,8,0,"[764,74,743,755,742,713,714,51,1025,73]",100,[],80,100,700,500,0,[965],"Metadata/Monsters/SummonRagingSpirit/SummonedRagingSpirit.ais",[],"",3,"Raging Spirit","Esprit enragé","Flammenschädel","レイジングスピリット","격노의 유령","Espírito Furioso","Неистовый дух","Espíritu encolerizado","วิญญาณเกรี้ยวกราด","怒炎之靈",70,25,1000,[],[],"","","","",0,[],[4536],[],"",1,6,135,0,0,135,2995,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,-5,5,0,80,80,80,80,80,80,80,80,80,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,14598,14622,14612,14498,14474,14618,14574,14634,14614,14434,0,0,0,"","",7,"",0,0,0,0,"","",1,1,"",[],"",2,25,0.05,0,1,0,"",20,2
22,"Metadata/Monsters/RagingSpirit/RagingSpiritPlayerSummonedGhostly",29,45,1,6,12,"[""Metadata/Monsters/SummonedSkull/SummonedSkull.act""]","[""Metadata/Monsters/SummonedSkull/FairgravesSkullMinion.ao""]","Metadata/Monsters/SummonRagingSpirit/SummonedRagingSpirit",[],1,"","",100,1,6,5,8,0,"[764,74,743,755,742,713,714,51,1025,73]",100,[],80,100,700,500,0,[965],"Metadata/Monsters/SummonedSkull/SummonedSkull.ais",[],"",3,"Raging Spirit","Esprit enragé","Flammenschädel","レイジングスピリット","격노의 유령","Espírito Furioso","Неистовый дух","Espíritu encolerizado","วิญญาณเกรี้ยวกราด","怒炎之靈",70,25,1000,[],[],"","","","",0,[],[4536],[],"",1,6,135,0,0,135,33879,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,-5,5,0,80,80,80,80,80,80,80,80,80,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,15258,15282,15272,15158,15134,15278,15234,15294,15274,15094,0,0,0,"","",7,"",0,0,0,0,"","",1,1,"",[],"",2,25,0.05,0,1,0,"",20,2
23,"Metadata/Monsters/RagingSpirit/RagingSpiritPlayerSummonedRaven",29,45,1,6,12,"[""Metadata/Monsters/SummonedSkull/SummonedRaven.act""]","[""Metadata/Monsters/SummonedSkull/SummonedRaven.ao""]","Metadata/Monsters/SummonedSkull/SummonedRaven",[],1,"","",100,1,6,5,8,0,"[764,74,743,755,742,713,714,51,1025,73]",100,[],80,100,700,500,0,[965],"Metadata/Monsters/SummonedSkull/SummonedSkull.ais",[],"",3,"Raging Spirit","Esprit enragé","Flammenschädel","レイジングスピリット","격노의 유령","Espírito Furioso","Неистовый дух","Espíritu encolerizado","วิญญาณเกรี้ยวกราด","怒炎之靈",70,25,1000,[],[],"","","","",0,[],[4536],[],"",1,6,135,0,0,135,39572,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,-5,5,0,80,80,80,80,80,80,80,80,80,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,15890,15914,15904,15790,15766,15910,15866,15926,15906,15726,0,0,0,"","",7,"",0,0,0,0,"","",1,1,"",[],"",2,25,0.05,0,1,0,"",20,2
24,"Metadata/Monsters/RagingSpirit/RagingSpiritPlayerSummonedBloodRaven",29,45,1,6,12,"[""Metadata/Monsters/SummonedSkull/SummonedRaven.act""]","[""Metadata/Monsters/SummonedSkull/SummonedBloodRaven.ao""]","Metadata/Monsters/SummonedSkull/SummonedRaven",[],1,"","",100,1,6,5,8,0,"[764,74,743,755,742,713,714,51,1025,73]",100,[],80,100,700,500,0,[965],"Metadata/Monsters/SummonedSkull/SummonedSkull.ais",[],"",3,"Raging Spirit","Esprit enragé","Flammenschädel","レイジングスピリット","격노의 유령","Espírito Furioso","Неистовый дух","Espíritu encolerizado","วิญญาณเกรี้ยวกราด","怒炎之靈",70,25,1000,[],[],"","","","",0,[],[4536],[],"",1,6,135,0,0,135,25503,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,-5,5,0,80,80,80,80,80,80,80,80,80,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,16346,16370,16360,16246,16222,16366,16322,16382,16362,16182,0,0,0,"","",7,"",0,0,0,0,"","",1,1,"",[],"",2,25,0.05,0,1,0,"",20,2
25,"Metadata/Monsters/RagingSpirit/RagingSpiritPlayerSummonedBee",29,45,1,6,12,"[""Metadata/Monsters/SummonedSkull/SummonedBees.act""]","[""Metadata/Monsters/SummonedSkull/SummonedBees.ao""]","Metadata/Monsters/SummonedSkull/SummonedBees",[],1,"","",130,1,6,5,8,0,"[764,74,755,742,747,713,714,51,1025,73]",100,[],80,100,700,500,0,[965],"Metadata/Monsters/SummonedSkull/SummonedSkull.ais",[],"",3,"Raging Spirit","Esprit enragé","Flammenschädel","レイジングスピリット","격노의 유령","Espírito Furioso","Неистовый дух","Espíritu encolerizado","วิญญาณเกรี้ยวกราด","怒炎之靈",70,25,1000,[],[],"","","","",0,[],[4536],[],"",1,6,135,0,0,135,3855,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,-5,5,0,80,80,80,80,80,80,80,80,80,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,16968,16992,16982,16868,16844,16988,16944,17004,16984,16804,0,0,0,"","",7,"",0,0,0,0,"","",1,1,"",[],"",2,25,0.05,0,1,0,"",20,2
26,"Metadata/Monsters/RagingSpirit/RagingSpiritPlayerSummonedEye",29,45,1,6,12,"[""Metadata/Monsters/SummonedSkull/SummonedEye.act""]","[""Metadata/Monsters/SummonedSkull/SummonedEye.ao""]","Metadata/Monsters/SummonRagingSpirit/SummonedRagingSpirit",[],1,"","",100,1,6,5,8,0,"[764,74,755,742,713,714,51,1025,73]",100,[],80,100,700,500,0,[965],"Metadata/Monsters/SummonedSkull/SummonedSkull.ais",[],"",3,"Raging Spirit","Esprit enragé","Flammenschädel","レイジングスピリット","격노의 유령","Espírito Furioso","Неистовый дух","Espíritu encolerizado","วิญญาณเกรี้ยวกราด","怒炎之靈",70,25,1000,[],[],"","","","",0,[],[4536],[],"",1,6,135,0,0,135,23513,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,-5,5,0,80,80,80,80,80,80,80,80,80,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,17478,17502,17492,17378,17354,17498,17454,17514,17494,17314,0,0,0,"","",7,"",0,0,0,0,"","",1,1,"",[],"",2,25,0.05,0,1,0,"",20,2
27,"Metadata/Monsters/Daemon/ChestDaemonBarrelExplodeBurningGround",28,8,0,6,6,"[""Metadata/Monsters/Daemon/Daemon.act""]","[""Metadata/Monsters/Daemon/Daemon.ao""]","Metadata/Monsters/Daemon/ChestDaemon",[],1,"","",100,1,9,5,9,0,"[1025,752]",100,[],105,105,700,500,0,[1756],"Metadata/Monsters/NoAi.ais",[],"",3,"Daemon","Démon","Dämon","デーモン","다이몬","Demônio","Демон","Demonio","ปีศาจ","惡魔",67,100,1000,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,51416,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,80,80,80,80,80,80,80,80,80,80,0,0,"","","",3,1,0,0,0,0,0,0,0,0,17746,17770,17760,17646,17622,17766,17722,17782,17762,17582,0,0,0,"","",7,"",0,0,0,0,"","",1,1,"",[],"",0,100,0.05,0,1,0,"",0,""
28,"Metadata/Monsters/Double/DoubleMarauder",34,55,1,6,6,"[""Metadata/Characters/CharacterDouble.act""]","[""Metadata/Characters/Str/StrFour.ao""]","Metadata/Monsters/Double/Double",[],1,"","",100,3,1,1,1,0,"[1021,74,755,757,742,747,781,118,771,756]",100,[],105,105,700,500,0,[],"Metadata/Monsters/NoAi.ais",[],"",37,"Double","Double","Doppelgänger","ダブル","복제","Duplicata","Двойник","Doble","ร่างคู่","複生體",100,100,830,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,34533,"","","M","M","","","F","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,80,80,80,80,80,80,80,80,80,80,0,0,"","","",3,1,0,0,0,0,0,0,0,0,18240,18264,18266,18134,18108,18266,18218,18274,18258,18070,0,0,0,"","",7,"",0,0,0,0,"","",1,1,"",[],"",0,100,0.05,0,1,0,"",30,2
29,"Metadata/Monsters/Double/DoubleRanger",34,55,1,6,6,"[""Metadata/Characters/CharacterDouble.act""]","[""Metadata/Characters/Dex/DexFour.ao""]","Metadata/Monsters/Double/Double",[],1,"","",100,3,1,1,1,0,"[1021,74,755,757,742,747,781,118,771,756]",100,[],105,105,700,500,0,[],"Metadata/Monsters/NoAi.ais",[],"",37,"Double","Double","Doppelgänger","ダブル","복제","Duplicata","Двойник","Doble","ร่างคู่","複生體",100,100,830,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,9158,"","","M","M","","","F","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,80,80,80,80,80,80,80,80,80,80,0,0,"","","",3,1,0,0,0,0,0,0,0,0,18566,18590,18592,18460,18434,18592,18544,18600,18584,18396,0,0,0,"","",7,"",0,0,0,0,"","",1,1,"",[],"",0,100,0.05,0,1,0,"",30,2
30,"Metadata/Monsters/Double/DoubleWitch",34,55,1,6,6,"[""Metadata/Characters/CharacterDouble.act""]","[""Metadata/Characters/Int/IntFour.ao""]","Metadata/Monsters/Double/Double",[],1,"","",100,3,1,1,1,0,"[1021,74,755,757,742,747,781,118,771,756]",100,[],105,105,700,500,0,[],"Metadata/Monsters/NoAi.ais",[],"",37,"Double","Double","Doppelgänger","ダブル","복제","Duplicata","Двойник","Doble","ร่างคู่","複生體",100,100,830,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,57691,"","","M","M","","","F","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,80,80,80,80,80,80,80,80,80,80,0,0,"","","",3,1,0,0,0,0,0,0,0,0,18890,18914,18916,18784,18758,18916,18868,18924,18908,18720,0,0,0,"","",7,"",0,0,0,0,"","",1,1,"",[],"",0,100,0.05,0,1,0,"",30,2
31,"Metadata/Monsters/Double/DoubleDuelist",34,55,1,6,6,"[""Metadata/Characters/CharacterDouble.act""]","[""Metadata/Characters/StrDex/StrDexFour.ao""]","Metadata/Monsters/Double/Double",[],1,"","",100,3,1,1,1,0,"[1021,74,755,757,742,747,781,118,771,756]",100,[],105,105,700,500,0,[],"Metadata/Monsters/NoAi.ais",[],"",37,"Double","Double","Doppelgänger","ダブル","복제","Duplicata","Двойник","Doble","ร่างคู่","複生體",100,100,830,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,49143,"","","M","M","","","F","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,80,80,80,80,80,80,80,80,80,80,0,0,"","","",3,1,0,0,0,0,0,0,0,0,19230,19254,19256,19124,19098,19256,19208,19264,19248,19060,0,0,0,"","",7,"",0,0,0,0,"","",1,1,"",[],"",0,100,0.05,0,1,0,"",30,2
32,"Metadata/Monsters/Double/DoubleTemplar",34,55,1,6,6,"[""Metadata/Characters/CharacterDouble.act""]","[""Metadata/Characters/StrInt/StrIntFour.ao""]","Metadata/Monsters/Double/Double",[],1,"","",100,3,1,1,1,0,"[1021,74,755,757,742,747,781,118,771,756]",100,[],105,105,700,500,0,[],"Metadata/Monsters/NoAi.ais",[],"",37,"Double","Double","Doppelgänger","ダブル","복제","Duplicata","Двойник","Doble","ร่างคู่","複生體",100,100,830,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,46697,"","","M","M","","","F","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,80,80,80,80,80,80,80,80,80,80,0,0,"","","",3,1,0,0,0,0,0,0,0,0,19570,19594,19596,19464,19438,19596,19548,19604,19588,19400,0,0,0,"","",7,"",0,0,0,0,"","",1,1,"",[],"",0,100,0.05,0,1,0,"",30,2
33,"Metadata/Monsters/Double/DoubleShadow",34,55,1,6,6,"[""Metadata/Characters/CharacterDouble.act""]","[""Metadata/Characters/DexInt/DexIntFour.ao""]","Metadata/Monsters/Double/Double",[],1,"","",100,3,1,1,1,0,"[1021,74,755,757,742,747,781,118,771,756]",100,[],105,105,700,500,0,[],"Metadata/Monsters/NoAi.ais",[],"",37,"Double","Double","Doppelgänger","ダブル","복제","Duplicata","Двойник","Doble","ร่างคู่","複生體",100,100,830,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,54439,"","","M","M","","","F","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,80,80,80,80,80,80,80,80,80,80,0,0,"","","",3,1,0,0,0,0,0,0,0,0,19908,19932,19934,19802,19776,19934,19886,19942,19926,19738,0,0,0,"","",7,"",0,0,0,0,"","",1,1,"",[],"",0,100,0.05,0,1,0,"",30,2
34,"Metadata/Monsters/Double/DoubleMarauderTwo",34,55,1,6,6,"[""Metadata/Characters/CharacterDouble.act""]","[""Metadata/Characters/Str/StrFourB.ao""]","Metadata/Monsters/Double/DoubleTwo",[],1,"","",100,3,1,1,1,0,"[1021,74,755,757,742,747,781,118,771,756]",100,[],105,105,700,500,0,[],"Metadata/Monsters/NoAi.ais",[],"",37,"Double","Double","Doppelgänger","ダブル","복제","Duplicata","Двойник","Doble","ร่างคู่","複生體",100,100,830,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,2584,"","","M","M","","","F","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,80,80,80,80,80,80,80,80,80,80,0,0,"","","",3,1,0,0,0,0,0,0,0,0,20318,20342,20344,20212,20186,20344,20296,20352,20336,20148,0,0,0,"","",7,"",0,0,0,0,"","",1,1,"",[],"",0,100,0.05,0,1,0,"",30,2
35,"Metadata/Monsters/Double/DoubleRangerTwo",34,55,1,6,6,"[""Metadata/Characters/CharacterDouble.act""]","[""Metadata/Characters/Dex/DexFourB.ao""]","Metadata/Monsters/Double/DoubleTwo",[],1,"","",100,3,1,1,1,0,"[1021,74,755,757,742,747,781,118,771,756]",100,[],105,105,700,500,0,[],"Metadata/Monsters/NoAi.ais",[],"",37,"Double","Double","Doppelgänger","ダブル","복제","Duplicata","Двойник","Doble","ร่างคู่","複生體",100,100,830,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,20321,"","","M","M","","","F","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,80,80,80,80,80,80,80,80,80,80,0,0,"","","",3,1,0,0,0,0,0,0,0,0,20652,20676,20678,20546,20520,20678,20630,20686,20670,20482,0,0,0,"","",7,"",0,0,0,0,"","",1,1,"",[],"",0,100,0.05,0,1,0,"",30,2
36,"Metadata/Monsters/Double/DoubleWitchTwo_",34,55,1,6,6,"[""Metadata/Characters/CharacterDouble.act""]","[""Metadata/Characters/Int/IntFourB.ao""]","Metadata/Monsters/Double/DoubleTwo",[],1,"","",100,3,1,1,1,0,"[1021,74,755,757,742,747,781,118,771,756]",100,[],105,105,700,500,0,[],"Metadata/Monsters/NoAi.ais",[],"",37,"Double","Double","Doppelgänger","ダブル","복제","Duplicata","Двойник","Doble","ร่างคู่","複生體",100,100,830,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,15969,"","","M","M","","","F","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,80,80,80,80,80,80,80,80,80,80,0,0,"","","",3,1,0,0,0,0,0,0,0,0,20986,21010,21012,20880,20854,21012,20964,21020,21004,20816,0,0,0,"","",7,"",0,0,0,0,"","",1,1,"",[],"",0,100,0.05,0,1,0,"",30,2
37,"Metadata/Monsters/Double/DoubleDuelistTwo",34,55,1,6,6,"[""Metadata/Characters/CharacterDouble.act""]","[""Metadata/Characters/StrDex/StrDexFourB.ao""]","Metadata/Monsters/Double/DoubleTwo",[],1,"","",100,3,1,1,1,0,"[1021,74,755,757,742,747,781,118,771,756]",100,[],105,105,700,500,0,[],"Metadata/Monsters/NoAi.ais",[],"",37,"Double","Double","Doppelgänger","ダブル","복제","Duplicata","Двойник","Doble","ร่างคู่","複生體",100,100,830,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,25378,"","","M","M","","","F","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,80,80,80,80,80,80,80,80,80,80,0,0,"","","",3,1,0,0,0,0,0,0,0,0,21334,21358,21360,21228,21202,21360,21312,21368,21352,21164,0,0,0,"","",7,"",0,0,0,0,"","",1,1,"",[],"",0,100,0.05,0,1,0,"",30,2
38,"Metadata/Monsters/Double/DoubleTemplarTwo",34,55,1,6,6,"[""Metadata/Characters/CharacterDouble.act""]","[""Metadata/Characters/StrInt/StrIntFourB.ao""]","Metadata/Monsters/Double/DoubleTwo",[],1,"","",100,3,1,1,1,0,"[1021,74,755,757,742,747,781,118,771,756]",100,[],105,105,700,500,0,[],"Metadata/Monsters/NoAi.ais",[],"",37,"Double","Double","Doppelgänger","ダブル","복제","Duplicata","Двойник","Doble","ร่างคู่","複生體",100,100,830,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,43948,"","","M","M","","","F","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,80,80,80,80,80,80,80,80,80,80,0,0,"","","",3,1,0,0,0,0,0,0,0,0,21682,21706,21708,21576,21550,21708,21660,21716,21700,21512,0,0,0,"","",7,"",0,0,0,0,"","",1,1,"",[],"",0,100,0.05,0,1,0,"",30,2
39,"Metadata/Monsters/Double/DoubleShadowTwo",34,55,1,6,6,"[""Metadata/Characters/CharacterDouble.act""]","[""Metadata/Characters/DexInt/DexIntFourB.ao""]","Metadata/Monsters/Double/DoubleTwo",[],1,"","",100,3,1,1,1,0,"[1021,74,755,757,742,747,781,118,771,756]",100,[],105,105,700,500,0,[],"Metadata/Monsters/NoAi.ais",[],"",37,"Double","Double","Doppelgänger","ダブル","복제","Duplicata","Двойник","Doble","ร่างคู่","複生體",100,100,830,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,40193,"","","M","M","","","F","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,80,80,80,80,80,80,80,80,80,80,0,0,"","","",3,1,0,0,0,0,0,0,0,0,22028,22052,22054,21922,21896,22054,22006,22062,22046,21858,0,0,0,"","",7,"",0,0,0,0,"","",1,1,"",[],"",0,100,0.05,0,1,0,"",30,2
40,"Metadata/Monsters/Dummy/D1",38,0,3,6,6,"[""Metadata/Monsters/Mannequin/MannequinDestroyable.act""]","[""Metadata/Monsters/Mannequin/MannequinDestroyable.ao""]","Metadata/Monsters/Mannequin/MannequinDestroyable",[8969],1,"","",100,3,3,5,2,0,"[74,163,742,758,747,1025]",100,[],105,105,700,500,0,[1751],"Metadata/Monsters/NoAi.ais",[],"",3,"-|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|-","-|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|-","-|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|-","-|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|-","-|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|-","-|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|-"," ","-|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|-","-|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|-","-|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|-",100,0,1500,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,19681,"","","M","","","","N","","","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,80,80,80,80,80,80,80,80,80,80,0,0,"","","",3,1,0,0,0,0,0,0,0,0,22848,22872,22874,22742,22716,22874,22526,22882,22866,22678,0,0,0,"","",7,"",0,0,0,0,"","",1,1,"",[],"",0,0,0.05,0,1,0,"",30,2
41,"Metadata/Monsters/Dummy/D10",38,0,3,6,6,"[""Metadata/Monsters/Mannequin/MannequinDestroyable.act""]","[""Metadata/Monsters/Mannequin/MannequinDestroyable.ao""]","Metadata/Monsters/Mannequin/MannequinDestroyable",[8970],1,"","",100,3,3,5,2,0,"[74,163,742,758,747,1025]",100,[],105,105,700,500,0,[1751],"Metadata/Monsters/NoAi.ais",[],"",3,"-|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|-","-|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|-","-|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|-","-|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|-","-|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|-","-|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|-"," ","-|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|-","-|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|-","-|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|-",100,0,1500,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,16141,"","","M","","","","N","","","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,80,80,80,80,80,80,80,80,80,80,0,0,"","","",3,1,0,0,0,0,0,0,0,0,23050,23074,23076,22944,22918,23076,22728,23084,23068,22880,0,0,0,"","",7,"",0,0,0,0,"","",1,1,"",[],"",0,0,0.05,0,1,0,"",30,2
