"rownum","Id","Event","i32_24","i32_28","Goddess_CharacterTextAudioKeys","JackTheAxe_CharacterTextAudioKeys","bool_64","bool_65","[rid]_66","i32_82","i32_86","bool_90","[string]_91","rid_107","i32_123","i32_127","i32_131","i32_135"
910,"KingTransportToMaze","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,0,100
911,"KingInTheMistsDefeatedEndgame",90,0,0,[],[],"","",[],-16843010,-16843010,"","[""猀琀漀瀀瀀攀爀""]","",-16843010,-16843010,0,100
912,"KingInTheMistsFirstDefeatedEndgame",92,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,0,100
913,"KillFirstBossBossRush","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,0,100
914,"KillFinalBossBossRush","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,0,100
915,"EnterUniqueMapWildwood",93,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,0,100
916,"Skill_InfusingStrike","",0,0,[],[],"","",[0],841,0,"",[],"",-16843010,-16843010,0,100
917,"Skill_SolarisSpear","",0,0,[],[],"","",[0],841,0,"",[],"",-16843010,-16843010,0,100
918,"Skill_TameBeast","",0,0,[],[],"","",[0],-16843010,-16843010,"",[],"",-16843010,-16843010,0,100
919,"PlayerHeavyStunDecayStart","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,0,100
920,"Skill_FrenzySpear","",0,0,[],[],"","",[0],841,0,"",[],"",-16843010,-16843010,0,100
921,"DelwynMet","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,0,100
