"rownum","Id","Description","SetId","Objective","HASH16","bool","HideAchievementItems","bool","MinCompletedItems","TwoColumnLayout","ShowItemCompletionsAsOne","string","SoftcoreOnly","HardcoreOnly","bool","string","string","string"
161,"ProphecyCompleteEncounters1","Complete these Encounters I",14,"Complete each of the following Encounters.",26568,1,"","",0,"","","","","","","","",""
162,"ProphecyKillNormalActBosses","Kill these Normal Act Bosses",14,"Kill each of the following Unique bosses in Normal Difficulty.",23317,"","","",0,"","","","","","","","",""
163,"ProphecyCreateHideout","Create a Hideout",14,"Create a Hideout of any size.",21299,"",1,"",0,1,"","","","","","","",""
164,"ProphecyFullClearSewers","Clear Cruel Sewers",14,"Fully clear each of the following areas in Cruel or Merciless Difficulty. Use the /remaining command to see how many monsters remain, once you're getting close. Everyone in the area will receive credit for the clear.",-24371,"","","",0,1,"","","","","","","",""
165,"ProphecyCruelQuests","Complete These Cruel Quests",14,"Complete each of the following quests in Cruel Difficulty.",-8745,1,"","",0,1,"","","","","","","",""
166,"ProphecyUseCurrency","Use these Currency Items",14,"Use each of the following Currency Items.",-20753,1,"","",0,1,"","","","","","","",""
167,"ProphecyCompleteEncounters2","Complete these Encounters II",14,"Complete each of the following Encounters.",-20503,1,"","",0,"","","","","","","","",""
168,"ProphecyKillCruelActBosses","Kill Cruel Act Bosses",14,"Kill each of the following Unique bosses in Cruel Difficulty.",3592,"","","",0,"","","","","","","","",""
169,"ProphecyClearMercilessDriedLake","Clear Merciless Dried Lake",14,"Fully clear The Dried Lake in Merciless Difficulty. Use the /remaining command to see how many monsters remain, once you're getting close. Everyone in the area will receive credit for the clear.",17171,"",1,"",0,1,"","","","","","","",""
170,"ProphecyFulfilOneChain","Fulfill a Prophecy Chain",14,"Complete a Prophecy Chain.",-9163,"",1,"",0,1,"","","","","","","",""
171,"ProphecyKillMercilessRares","Kill Merciless Rares",14,"Kill a Rare Monster of each of these types in Merciless Difficulty.",10919,1,"","",0,1,"","","","","","","",""
172,"ProphecyCompleteTypes1","Fulfill these Prophecy Types I",14,"Complete a Prophecy of each of the following types.",-25106,1,"","",0,"","","","","","","","",""
173,"ProphecyKillVaalBosses","Kill 25 Vaal Bosses",14,"Kill 25 Unique Corrupted Side Area Bosses in any Difficulty.",13466,"",1,"",0,1,"","","","","","","",""
174,"ProphecyVendorRecipes","Currency from Vendor Recipes",14,"Complete vendor recipes to receive each of the following items. A vendor recipe is when you trade a specific pattern of items to a vendor, not when you buy items from his/her purchase screen.",7937,1,"","",0,1,"","","","","","","",""
175,"ProphecyLevelGem","Level a Gem to 20",14,"Upgrade a Skill Gem or a Support Gem to level 20. You can trade it away afterwards.",31260,"",1,"",0,1,"","","","","","","",""
176,"ProphecyUniqueStrongbox","Open a Unique strongbox",14,"Open one of the following six Unique Strongboxes. Strongboxes do not need to be identified to complete the challenge. The ambushers must be defeated before it is counted as open.",11258,1,"","",1,1,"","","","","","","",""
177,"ProphecyUpgradeHideout","Fully Upgrade your Hideout",14,"Create or Upgrade to a Large-sized Hideout.",-26789,"",1,"",0,1,"","","","","","","",""
178,"ProphecyMercilessIzaro","Kill Merciless Izaro",14,"Kill Izaro in Merciless Difficulty.",-20186,"",1,"",0,1,"","","","","","","",""
179,"ProphecyCompleteTypes2","Fulfill these Prophecy Types II",14,"Complete a Prophecy of each of the following types.",2018,1,"","",0,"","","","","","","","",""
180,"ProphecySlayBeyondDemons","Kill these Beyond Demons",14,"Kill any five of the following six Unique bosses.",-25992,"","","",5,"","","","","","","","",""
181,"ProphecyIdentifyUniques","Identify 50 Unique Items",14,"Identify any 50 Unique Items. You can trade them away afterwards. Warning: Identifying multiple uniques within the same second may prevent them from being counted correctly.",-18220,"",1,"",0,1,"","","","","","","",""
182,"ProphecyCompleteEncounters3","Complete these Encounters III",14,"Complete each of the following Encounters.",15397,1,"","",0,"","","","","","","","",""
183,"ProphecyKillMercilessActBosses","Kill these Merciless Act Bosses",14,"Kill each of the following Unique bosses in Merciless Difficulty.",15962,"","","",0,"","","","","","","","",""
184,"ProphecyFulfilChains","Fulfill these Prophecy Chains",14,"Complete 4 of the following 8 Prophecy Chains.",28440,1,"","",4,1,"","","","","","","",""
185,"ProphecyLevel90","Reach Level 90",14,"Attain character level 90. This challenge still counts even if your character dies afterwards.",13499,"",1,"",0,1,"","","","","","","",""
186,"ProphecyClearUnidentifiedRareMaps","Clear Unidentified Rare Maps",14,"Fully clear the following rare end-game Maps while they're unidentified. Use the /remaining command to see how many monsters remain, once you're getting close. Everyone in the area will receive credit for the clear.",31734,"","","",0,1,"","","","","","","",""
187,"ProphecyUnsealEndgameLabyrinth","Unseal the Eternal Labyrinth",14,"Complete all of the Map Ascendancy Trials to unlock the Eternal Labyrinth.",-5711,"","","",0,1,"","","","","","","",""
188,"ProphecyKillMapBosses","Kill these Map Bosses",14,"Kill each of the following Unique bosses.",-8738,1,"","",0,1,"","","","","","","",""
189,"ProphecyKillMapArgus","Kill Argus in the Eternal Labyrinth",14,"Kill Argus in the Eternal Labyrinth.",5402,"",1,"",0,1,"","","","","","","",""
190,"ProphecyDefeatPaleCouncil","Defeat the Pale Council",14,"Open a portal to the Pale Court and defeat the Pale Council.",-27229,1,"","",0,"","","","","","","","",""
191,"ProphecyRedeemDivinationCards","Redeem Divination Card Sets",14,"Turn in sets of at least 7 of the following 12 Divination card types to Tasuni.",-30554,1,"","",7,1,"","","","","","","",""
192,"ProphecyClearTwinnedMaps","Clear Twinned Maps",14,"Fully clear maps in each of the following tiers while they have the Twinned mod. Use the /remaining command to see how many monsters remain, once you're getting close. Everyone in the area will receive credit for the clear.",-30266,"","","",0,1,"","","","","","","",""
193,"ProphecyGetMapDrops","Get Maps From Map Bosses",14,"Complete 300 Map boss encounters that result in at least one Map being dropped by the boss. Maps do not have to be allocated to you to count for this challenge.",14564,"",1,"",0,1,"","","","","","","",""
194,"ProphecyCompleteEncounters4","Complete these Encounters IV",14,"Complete each of the following encounters.",-28275,1,"","",0,"",1,"","","","","","",""
195,"ProphecyClear8ModMaps","Clear Maps with Eight Mods",14,"Fully clear maps in 10 of the following 15 tiers while they have 8 mods. Maps having 8 mods is a potential outcome of Vaal Orb corruption. Use the /remaining command to see how many monsters remain, once you're getting close. Everyone in the area will receive credit for the clear.",5348,"","","",10,1,"","","","","","","",""
196,"ProphecyEndgameGrinds","Complete Two Endgame Grinds",14,"Kill two of these four Unique Bosses the following numbers of times.",-16343,1,"","",2,"",1,"","","","","","",""
197,"EssenceActivateWaypoints","Activate these Waypoints",15,"Activate the Waypoints in each of the following areas in Normal difficulty.",4790,"","","",0,1,"","","","","","","",""
198,"EssenceCombineEssences","Combine three Essences",15,"Trade any three identical Essences to a vendor.",7827,"",1,"",0,"","","","","","","","",""
199,"EssenceKillMonstersWithEssences","Kill 50 Monsters with Essences",15,"Kill 50 monsters that have Essences.",23207,"",1,"",0,"","","","","","","","",""
200,"EssenceNormalQuests","Complete these Normal Quests",15,"Complete each of the following quests in Normal Difficulty.",23107,"","","",0,1,"","","","","","","",""
201,"EssenceCompleteEncounters1","Complete these Encounters I",15,"Complete each of the following Encounters.",-6752,1,"","",0,"","","","","","","","",""
202,"EssenceKillNormalActBosses","Kill these Normal Act Bosses",15,"Kill each of the following Unique Bosses in Normal Difficulty.",-31022,"","","",0,"","","","","","","","",""
203,"EssenceKillCruelRares","Kill Rare Monsters in Cruel",15,"Kill a Rare Monster of each of these types in either Cruel or Merciless Difficulty.",-8227,1,"","",0,1,"","","","","","","",""
204,"EssenceCompleteEncounters2","Complete these Encounters II",15,"Complete each of the following Encounters.",-22915,1,"","",0,"","","","","","","","",""
205,"EssenceAllEssenceCorruptions","Corrupt Essences",15,"Obtain each of the following results when using a Remnant of Corruption on a monster trapped by an Essence.",-26986,1,"","",0,"","","","","","","","",""
206,"EssenceKillCruelUniques","Kill these Unique Monsters",15,"Kill each of the following Unique Monsters in either Cruel or Merciless Difficulty.",-23745,1,"","",0,1,"","","","","","","",""
207,"EssenceUseCurrency","Use these Currency Items",15,"Use each of the following Currency items.",-16715,1,"","",0,1,"","","","","","","",""
208,"EssenceKillCruelActBosses","Kill these Cruel Act Bosses",15,"Kill each of the following Unique Bosses in Cruel Difficulty.",-4547,"","","",0,"","","","","","","","",""
209,"EssenceKillSilverBearers","Kill 40 Monsters Bearing Silver",15,"Kill 40 monsters that are carrying Silver Coins.",-17844,"",1,"",0,"","","","","","","","",""
210,"EssenceKillMonstersWithSpecificEssences","Claim these Essences",15,"Kill a monster that has each of the following Essences.",-29463,1,"","",0,1,"","","","","","","",""
211,"EssenceKillVaalBosses","Kill these Vaal Bosses",15,"Kill each of the following Unique monsters in any Difficulty.",15032,1,"","",0,"","","","","","","","",""
212,"EssenceLevelMasters","Level these Masters",15,"Reach Reputation Level 5 with at least 6 of these 8 Forsaken Masters.",-13032,1,"","",6,"","","","","","","","",""
213,"EssenceKill500Rares","Kill 500 Rare Monsters",15,"Kill 500 Rare Monsters in any Difficulty.",-5371,"",1,"",0,"","","","","","","","",""
214,"EssenceKillMonstersWithNumberEssences","Kill Multi-Essence Monsters",15,"Kill Monsters that have multiple Essences, with these quantities.",-25717,"","","",0,1,"","","","","","","",""
215,"EssenceVendorRecipes","Currency from Vendor Recipes",15,"Complete vendor recipes to receive each of the following items. A vendor recipe is when you trade a specific pattern of items to a vendor, not when you buy items from his/her purchase screen.",-6122,1,"","",0,1,"","","","","","","",""
216,"EssenceUseEssenceTiers","Use these Essences",15,"Use each of the following Essences to upgrade or reforge items.",-2000,"","","",0,1,"","","","","","","",""
217,"EssenceUpgradeHideout","Fully Upgrade your Hideout",15,"Create or Upgrade to a Large-sized Hideout.",885,"",1,"",0,"","","","","","","","",""
218,"EssenceLevelGem","Level a Gem to 20",15,"Upgrade a Skill Gem or a Support Gem to level 20. You can trade it away afterwards.",-7724,"",1,"",0,"","","","","","","","",""
219,"EssenceIdentifyUniques","Identify 100 Unique Items",15,"Identify any 100 Unique Items. You can trade them away afterwards.",-29478,"",1,"",0,"","","","","","","","",""
220,"EssenceFulfilChain","Fulfil a Prophecy Chain",15,"Complete a Prophecy Chain associated with Pale Council members.",14553,1,"","",1,1,"","","","","","","",""
221,"EssenceCompleteEncounters3","Complete these Encounters III",15,"Complete each of the following Encounters.",24409,1,"","",5,"",1,"","","","","","",""
222,"EssenceKillMercilessActBosses","Kill these Merciless Act Bosses",15,"Kill each of the following Unique bosses in Merciless Difficulty.",-24897,"","","",0,"","","","","","","","",""
223,"EssenceAscension","Achieve Ascension",15,"Use the Ascendancy Device in each of the following places.",3508,"","","",0,"","","","","","","","",""
224,"EssenceLevel90","Reach Level 90",15,"Attain character level 90. This challenge still counts even if your character dies afterwards.",-26309,"",1,"",0,"","","","","","","","",""
225,"EssenceUseShaperOrb","Shape these Maps",15,"Use a Shaper's Orb to upgrade Maps of the following Tiers.",-23685,"","","",0,1,"","","","","","","",""
226,"EssenceKillWarbandLeaders","Kill these Warband Leaders",15,"Kill each of the following Warband Leaders.",17728,1,"","",0,"","","","","","","","",""
227,"EssenceTouchMemoryFragments","Read Memory Fragments",15,"Read each of the following Memory Fragments.",12048,"","","",0,1,"","","","","","","",""
228,"EssenceCompleteTwinnedMaps","Complete Twinned Maps",15,"Complete Maps in 10 of the following 15 tiers while they have the Twinned mod. These Maps are completed by killing their Unique Bosses.",-3986,"","","",10,1,"","","","","","","",""
229,"EssenceIdentifyRareBaseType","Identify Rare Items",15,"Identify Rare Items of 6 of the following 11 types.",22294,"","","",6,1,"","","","","","","",""
230,"EssenceRedeemDivinationCards","Redeem Divination Card Sets",15,"Turn in sets of at least 7 of the following 12 Divination card types to Tasuni.",-8447,"","","",7,1,"","","","","","","",""
231,"EssenceCompleteUniqueMaps","Complete Unique Maps",15,"Complete any 10 of the following 16 Unique Maps on your Atlas. A Map is completed by killing its Unique Boss or Bosses if it has any. Maps without Unique Bosses are completed by opening specific Unique Chests.",-23466,1,"","",10,"","","","","","","","",""
