"rownum","Id","Event","i32","i32","Goddess_CharacterTextAudioKeys","JackTheAxe_CharacterTextAudioKeys","bool","bool","[rid]","i32","i32","bool","[rid]","rid","i32","i32","i32","i32"
919,"EnterMapCrimsonShores",2338,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
920,"EnterMapSavanna",2339,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
921,"EnterMapWetlands",2340,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
922,"EnterMapRustbowl",2341,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
923,"EnterMapBloomingField",2342,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
924,"EnterMapFortress",2355,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
925,"EnterMapPenitentiary",2356,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
926,"EnterMapLostTowers",2357,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
927,"EnterMapForge",2686,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
928,"EnterMapMire",2687,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
929,"EnterMapAugury",2688,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
930,"EnterMapHive",2689,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
931,"EnterMapHeadland",2730,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
932,"EnterMapSump",2731,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
933,"EnterMapSeepage",2732,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
934,"EnterMapBloodwood",2733,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
935,"EnterMapRiverside",2734,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
936,"EnterMapSulphuricCaverns",2735,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
937,"EnterMapCenotes","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
938,"EnterMapSandspit","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
939,"EnterMapLoftySummit","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
940,"EnterMapWillow","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
941,"EnterMapHiddenGrotto","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
942,"EnterMapSteamingSprings","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
943,"EnterMapWoodland","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
944,"EnterMapCrypt","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
945,"EnterMapNecropolis","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
946,"EnterMapRavine","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
947,"EnterMapAbyss","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
948,"FindPinnacleBossGateNoKeys",2329,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
949,"KillUberBossGetKey1","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
950,"KillUberBossGetKey2","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
951,"KillUberBossGetKey3","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
952,"OpenPinnacleBossGate","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
953,"GeneralLandmarkRemarkOne","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
954,"GeneralLandmarkRemarkTwo","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
955,"GeneralLandmarkRemarkThree","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
956,"GeneralLandmarkRemarkFour","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
957,"AscendancyPitch1","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
958,"AscendancyPitch2","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
959,"AscendancyPitch3","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
960,"EnterKingsmarchFirstTime",4426,2000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
961,"DisengagePreacher","",1000,5000,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
962,"DannigMet",2182,200,5000,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,2,100
963,"RogCharterObtained",2181,1500,5000,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
964,"MakoruMet","",1000,5000,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
965,"ShrikeIslandVisited",4427,2500,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
966,"EnterFirstShrikeCave",4428,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
967,"ShrikeBossSeen",4068,1000,5000,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
968,"FleshPupShrikeBossEmerge",4429,500,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
969,"FleshPupShrikeBossReturn",4430,500,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
970,"ShrikeBossKilled",4069,3000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
971,"KedgeBayVisited",4431,2500,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
972,"JourneysEndVisited",3865,2500,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
973,"JourneysEndShipExplode","",1000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
974,"JourneysEndFreyaMet",4446,2000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
975,"CaptainHartlinCannon","",1000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
976,"CaptainHartlinKilled",4287,6000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
977,"JourneysEndVerisiumObtained",4286,1000,60000,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
978,"JourneysEndSpikesForged",4284,1500,5000,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
979,"JourneysEndAfterDelirium",4281,2000,5000,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
980,"IsleOfKinGoblinMiningSeen",4432,1000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
981,"IsleOfKinBlindBeastSeen","",800,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
982,"IsleOfKinBlindBeastKilled",4061,1500,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
983,"VolcanoVisited",3863,2000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
984,"VolcanoHeatComment",4433,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
985,"VolcanoGoblinBossStomping","",1000,60000,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
986,"VolcanoGoblinBossKilled",4112,4000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
987,"TropicalIslandVisited",4434,2500,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
988,"TropicalIslandAbandonedSettlement",4447,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
989,"TropicalIslandAbandoneSettlement2",4448,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
990,"SingingCavernsVisited",3867,8000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
991,"SingingCavernsSirenSeen",4116,8000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
992,"SingingCavernsSirenKilled",4117,6000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
993,"UpperPrisonVisited",4435,2000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
994,"UpperPrisonLockedDoor",4436,500,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
995,"UpperPrisonUseLever",4437,500,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
996,"LowerPrisonVisited",3871,9000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
997,"LowerPrisonWaveCaught","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
998,"LowerPrisonAfterFirstDoor",4438,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
999,"LowerPrisonBossDownFirst",4439,1000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
1000,"LowerPrisonBossDownSecond",4440,1000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
1001,"LowerPrisonBossDownLast",4441,1000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
1002,"LowerPrisonUseLeverBeforeDown","",0,10000,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
1003,"LowerPrisonBossKilled",4127,3000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
1004,"TemplesVisited",3979,9000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
1005,"TemplesBrownCarpetSeen",4518,500,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
1006,"TemplesBlueCarpetSeen",4519,500,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
1007,"TemplesGoldFloorSeen",4520,500,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
1008,"TemplesRiverOfBloodSeen",4521,500,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
1009,"TemplesMuralFloorSeen",4522,500,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
1010,"TemplesBossSeen",4523,9000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
1011,"TemplesBossPhaseTransition","",2000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
1012,"TemplesBossKilled",4524,11000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
1013,"CrossbowAmmoUnloadAmmo","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
1014,"CrossbowAmmoIncendiaryBolt","",0,0,[],[],"",1,[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
1015,"CrossbowAmmoPiercingBolt","",0,0,[],[],"",1,[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
1016,"CrossbowAmmoFreezingBolt","",0,0,[],[],"",1,[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
1017,"CrossbowAmmoStormblastBolt","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
1018,"PoEM_MeetDominusComment",3720,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
1019,"PoEM_Tunnel1Comment",4022,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
1020,"PoEM_Tunnel2Comment",4023,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
1021,"PoEM_Tunnel3Comment",4024,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
1022,"PoEM_MurderExilesComment",4025,1500,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
1023,"PoEM_M1_2_FirstArrivalComment",4142,2000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
1024,"PoEM_M1_2_EncounterScoutComment",4143,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
1025,"PoEM_M1_2_BossCorpseComment",4144,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
1026,"PoEM_M1_3_IcyTrailComment",4055,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
1027,"PoEM_M1_3_BrokenBridgeComment",4056,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
1028,"PoEM_M1_3_AncientTunnedComment",4163,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
1029,"PoEM_M1_3_IcyTrail2_Comment",4164,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
1030,"PoEM_M1_3_FrozenTempleComment",4165,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
1031,"PoEM_M1_4_FirstArrivalComment",4167,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
1032,"PoEM_M1_4_BossDeathComment",3606,2000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
1033,"PoEM_M1_4_WatcherSpiritComment",4166,1000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
1034,"PoEM_M1_5_BoneCircleComment",4173,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
1035,"PoEM_M1_5_BoneArchwayComment",4169,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
1036,"PoEM_M1_5_ValdoFleesComment",4170,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
1037,"PoEM_M1_6_FirstArrivalComment",4206,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
1038,"PoEM_M1_6_BossKill1Comment",4207,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
1039,"PoEM_M1_6_BossKill2Comment",4208,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
1040,"PoEM_M1_6_BossKill3Comment",3608,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
1041,"PoEM_M1_7_FirstArrivalComment",4274,2000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
1042,"PoEM_M1_7_EncounterWanderingSpirit",4275,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
1043,"PoEM_M1_7_BossKillComment",4276,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
1044,"PoEM_M1_7_EnterCryptComment",4277,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
1045,"PoEM_M1_8_FirstArrivalComment",4278,2000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
1046,"PoEM_M1_8_BossEncounterComment",4279,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
1047,"PoEM_M1_8_BossKillComment",4280,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
1048,"NoAudio","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
1049,"Skill","",0,0,[],[],"","",[0],-16843010,-16843010,1,[],"",-16843010,-16843010,1,100
1050,"GreaterOrEqualQuarterOfLifeTakenRecently","",200,0,[],[],"","",[1],-16843010,-16843010,1,[],"",-16843010,-16843010,1,100
1051,"MediumHitTakenRecently","",200,0,[],[],"","",[],-16843010,-16843010,1,[],"",-16843010,-16843010,1,100
