"rownum","Id","Name (English)","Name (French)","Name (German)","Name (Japanese)","Name (Korean)","Name (Portuguese)","Name (Russian)","Name (Spanish)","Name (Thai)","Name (Traditional Chinese)","IsCategory","Category","SkillGem"
580,"WillpowerAmulet","Willpower Amulet","Pendentif de Volonté","Anhänger der Willenskraft","ウィルパワーアミュレット","의지력 목걸이","Amuleto da Força de Vontade","Амулет воли","Colgante de Voluntad","สร้อยอำนาจจิต","項鍊特效：神志","",381,[]
581,"FlaskEffectSentinel","Nexus Flask Effects","Effets de Flacons du Nexus","Nexus-Fläschcheneffekte","ネクサスフラスコエフェクト","결속 플라스크 이펙트","Efeitos de Frascos Nexus","Эффекты флаконов Нексуса","Efectos de Nexo para frasco","เอฟเฟคขวดยา Nexus","藥劑效果．靈能匯流","",381,[]
582,"CrystallineChargeSentinel","Crystal Charges","Charges cristallines","Kristall-Ladungen","クリスタルチャージ","수정 충전","Cargas de Cristal","Кристальные заряды","Cargas cristalinas","ชาร์จผลึก","能量球．水晶","",410,[]
583,"FlareCharacterEffect","Flare Character Effect","Effet de personnage du Flamboiement","Fackel-Charaktereffekt","フレアキャラクターエフェクト","섬광 캐릭터 이펙트","Efeito Personagem Inflamado","Вспыхивающий эффект персонажа","Efecto de Bengala para el personaje","เอฟเฟคตัวละครไฟปะทุ","角色特效：光耀閃爍","",342,[]
584,"WarpRuneHideout","Hideout Warp Runes","Runes de transfert","Teleport-Runen","隠れ家ワープルーン","은신처 차원 이동 룬","Runas de Teleporte de Refúgios","Руны телепортации для убежища","Runa de teletransporte para guarida","อักขระวาร์ปที่ซ่อน","藏身處傳送符紋","",381,[]
585,"ShardcrownHelmet","Shardcrown Helmet","Couronne d'éclats","Splitterkrone-Helm","シャードクラウンヘルメット","파편 왕관 투구","Elmo Coroa Fragmentada","Корона осколков","Corona de cristales","หมวกมงกุฎ","頭部外觀：浮游王冠","",410,[]
586,"DeathnotchBow","Deathnotch Bow","Arc de Morte-encoche","Leichensammler-Bogen","デスノッチの弓","죽음의 오늬 활","Arco do Nó Mortal","Смертоносный зазубренный лук","Arco de muescas mortales","ธนูง้างมรณะ","武器外觀：死亡刻痕","",381,[]
587,"TreasureHunterWeaponEffect","Treasure Hunter Weapon Effect","Effet d'arme du Chasseur de trésors","Waffeneffekt des Schatzjägers","トレジャーハンターの武器エフェクト","보물 사냥꾼 무기 이펙트","Efeito Arma do Caçador de Tesouros","Эффект оружия охотника за сокровищами","Efecto de Cazatesoros para arma","เอฟเฟคอาวุธนักล่าสมบัติ","武器特效：寶藏獵人","",534,[]
588,"LakeOfKalandraTheme","Lake of Kalandra","Lake of Kalandra","Lake of Kalandra","レイクオブカランドラ","칼란드라 호수","Lago de Kalandra","Озеро Каландры","Lake of Kalandra","Lake of Kalandra","卡蘭德迷湖","",341,[]
589,"PyromaniacWeaponEffect","Pyromaniac Weapon Effect","Effet d'arme du Pyromane","Waffeneffekt des Pyromanen","放火魔の武器エフェクト","방화광 무기 이펙트","Efeito Arma do Piromaníaco","Эффект оружия пироманьяка","Efecto de pirómano para arma","เอฟเฟคอาวุธผู้คลั่งเพลิง","武器特效：縱火犯","",342,[]
590,"SummonersAmulet","Summoner's Amulet","Amulette d'Invocateur","Amulett des Beschwörers","召喚士のアミュレット","소환사의 목걸이","Amuleto do Convocador","Амулет призывателя","Amuleto del invocador","สร้อยนักอัญเชิญ","項鍊外觀：召喚師","",381,[]
591,"OshabisHeaddress","Oshabi's Headdress","Coiffe d'Oshabi","Oshabis Kopfschmuck","オシャービの頭飾り","오샤비의 머리 방어구","Elmo de Oshabi","Головной убор Ошаби","Tocado de Oshabi","เฮดเดรสโอชาบิ","頭部外觀：奧莎比","",515,[]
592,"CrystallisedBodyArmour","Crystallised Body Armour","Armure cristallisée","Kristallisierte Körperrüstung","結晶化したアーマー","결정 갑옷","Peitoral Cristalizado","Нательный доспех с кристаллами","Armadura cristalizada","เสื้อเกราะสร้างผลึก","身體外觀：晶化","",410,[]
593,"EnchantersRing","Enchanter's Ring","Bague de l'Enchanteur","Zauberring","魔法使いの指輪","인챈터의 반지","Anel Encantado","Кольцо зачарователя","Anillo del encantador","แหวนผู้ลงเสน่ห์","戒指外觀：魔戒","",381,[]
594,"TorturersGloves","Torturer's Gloves","Gants du Bourreau","Handschuhe des Folterers","拷問人のグローブ","고문자의 장갑","Luvas do Torturador","Перчатки мучителя","Guantes del torturador","ถุงมือนักทรมาน","手部外觀：刑求暴徒","",381,[]
595,"FireworksBackAttachment","Fireworks Back Attachment","Accessoire dorsal Feux d'artifice","Feuerwerk-Rückenzusatz","花火の背面装飾品","폭죽 등 부착물","Adorno Dorsal dos Fogos de Artifício","Заплечное украшение с фейерверками","Accesorio para la espalda de fuegos artificiales","แฟชั่นติดหลังดอกไม้ไฟ","背飾：絢爛花火","",381,[]
596,"CrystalariumBoots","Crystalarium Boots","Bottes du Cristalarium","Kristallarium-Stiefel","クリスタラリウムブーツ","크리스탈라리움 장화","Botas do Cristalarium","Сапоги с кристаллами","Botas del cristalario","รองเท้าเกาะผลึก","腳部外觀：水晶魔柱","",410,[]
597,"GloriousHelmet","Glorious Helmet","Casque splendide","Glorreicher Helm","グローリアスヘルメット","영광의 투구","Elmo Glorioso","Великолепный шлем","Casco glorioso","หมวกเกรียงไกร","頭部外觀：無上榮耀","",381,[]
598,"RaincallerFlask","Raincaller Flask","Flacon du Mande-pluie","Fläschchen des Regenbeschwörers","レインコーラーフラスコ","비 소환사 플라스크","Frasco do Invocador de Chuva","Флакон призывателя дождя","Frasco invocalluvia","ขวดยาผู้เรียกฝน","生命藥劑：祈雨","",381,[]
599,"DovecallerWings","Dovecaller Wings","Ailes du Mande-colombe","Flügel des Taubenflüsterers","ダヴコーラーの翼","비둘기 소환자 날개","Asas do Invocador de Pombas","Крылья голубя","Alas del palomero","ปีกผู้เรียกพิราบ","背飾：和平喚鴿","",381,[]
600,"StormHarrier","Storm Harrier Pet","Busard des tempêtes (Familier)","Sturmweihe","ストームハリアーペット","폭풍 개구리매 애완동물","Mascote Saqueador das Tempestades","Питомец - штормовой лунь","Mascota Harrier de la tormenta","สัตว์เลี้ยงนกแฮร์เรียร์มรสุม","寵物：風暴獵鷹","",381,[]
601,"RevelationBlade","Revelation Blade","Lame de révélation","Klinge der Offenbarung","啓示の剣","탈각 검","Lâmina da Revelação","Клинок Откровения","Espada de revelación","ดาบแสดงฤทธิ์","武器外觀：啟示之劍","",381,[]
602,"Arachnomorph","Arachnomorph Pet","Arachnomorphe (Familier)","Arachnomorph","アラクノモルフペット","거미 괴물 애완동물","Mascote Aracnomorfo","Питомец - арахноморф","Mascota Aracnomorfa","สัตว์เลี้ยงอารัคโนมอร์ฟ","寵物：多腳毒蛛","",381,[]
603,"TinkersWaypoint","Tinker's Waypoint","Point de téléportation du Bricoleur","Wegpunkt des Tüftlers","からくりウェイポイント","땜장이의 거점","Marcador do Faz-tudo","Портал лудильщика для убежища","Traslocador del calderero","เวย์พอยน์ช่างเชื่อม","裝飾物：匠師傳送點","",381,[]
604,"ForbiddenSanctum","Forbidden Sanctum","Forbidden Sanctum","Forbidden Sanctum","Forbidden Sanctum","금지된 성역","Sanctum Proibido","Запретное святилище","Forbidden Sanctum","Forbidden Sanctum","禁忌聖域","",341,[]
605,"Core2023","Core 2023","Universel (2023)","Universell 2023","コア 2023","코어 2023","Principais 2023","Основные наборы 2023","Universal 2023","คอร์ 2023","2023 熔核之心","",341,[]
606,"AlchemistTheme","Alchemist","Alchimiste","Alchemist","錬金術師","연금술사","Alquimista","Алхимик","Alquimista","Alchemist","煉金術師","",341,[]
607,"VaultPass","Kirac's Vault","Salle des coffres de Kirac","Kiracs Schatzkammer","キラックの金庫室","키락의 금고실","Cofre de Kirac","Хранилище Кирака","Bóveda de Kirac","คลังของคิรัค","基拉克的秘寶","","",[]
608,"ArachnidTheme","Arachnid","Arachnide","Arachnide","アラクニド","거미류","Aracnídeo","Арахнид","Arácnido","Arachnid","蜘蛛","",341,[]
609,"ShadeTheme","Shade","Fantôme","Schatten","シェード","망령","Sombrio","Тень","Sombra","Shade","影魅","",341,[]
610,"DiscipleTheme","Disciple","Disciple","Jünger","ディサイプル","신봉자","Discípulo","Адепт","Discípulo","Disciple","門徒","",341,[]
611,"TrialOfTheAncestorsTheme","Trial of the Ancestors","Tournoi des Ancêtres","Trial of the Ancestors","Trial of the Ancestors","선조들의 심판","Torneio dos Ancestrais","Испытание Предков","Trial of the Ancestors","Trial of the Ancestors","祖靈的試煉","",341,[]
612,"MagmaticTheme","Magmatic","Magmatique","Magmatisch","マグマ","마그마","Magmático","Магматический","Magmático","Magmatic","岩漿","",341,[]
