"rownum","Id","ItemClass","Width","Height","Name","InheritsFrom","DropLevel","FlavourText","Implicit_Mods","SizeOnGround","SoundEffect","Tags","ModDomain","SiteVisibility","ItemVisualIdentity","HASH32","VendorRecipe_AchievementItems","Inflection","Equip_AchievementItem","IsCorrupted","Identify_AchievementItems","IdentifyMagic_AchievementItems","FragmentBaseItemType","bool","UncutGemSoundEffect","rid","bool","TradeMarketCategory","Unmodifiable","Achievement","ShopTag","rid"
117,"Metadata/Items/Currency/CurrencyFractureRare",30,1,1,"Fracturing Orb","Metadata/Items/Currency/StackableCurrency",1,"",[],1,511,[],37,1,109,3087220426,[],"","","",[],[],"","","","","","","",[],"",""
118,"Metadata/Items/Currency/CurrencyRemoveModShard",30,1,1,"Annulment Shard","Metadata/Items/Currency/StackableCurrency",35,"",[],1,34,[231],37,1,110,4035982144,[],"","","",[],[],"","","","","","","",[],"",""
119,"Metadata/Items/Currency/CurrencyUpgradeToRareAndSetSocketsShard",30,1,1,"Binding Shard","Metadata/Items/Currency/StackableCurrency",25,"",[],1,34,[231],37,1,111,2934339341,[],"","","",[],[],"","","","","","","",[],"",""
120,"Metadata/Items/Currency/CurrencyRerollMapTypeShard",30,1,1,"Horizon Shard","Metadata/Items/Currency/StackableCurrency",52,"",[],1,34,[231],37,1,112,522826314,[],"","","",[],[],"","","","","","","",[],"",""
121,"Metadata/Items/Currency/CurrencyUpgradeMapTierShard",30,1,1,"Harbinger's Shard","Metadata/Items/Currency/StackableCurrency",52,"",[],1,34,"[231,232]",37,1,113,3736268180,[],"","","",[],[],"","","","","","","",[],"",""
122,"Metadata/Items/Currency/CurrencyStrongboxQualityShard",30,1,1,"Engineer's Shard","Metadata/Items/Currency/StackableCurrency",8,"",[],1,34,[231],37,1,114,3749412435,[],"","","",[],[],"","","","","","","",[],"",""
123,"Metadata/Items/Currency/CurrencyRerollUniqueShard",30,1,1,"Ancient Shard","Metadata/Items/Currency/StackableCurrency",35,"",[],1,34,[231],37,1,115,2477017263,[],"","","",[],[],"","","","","","","",[],"",""
124,"Metadata/Items/Currency/CurrencyRerollRareShard",30,1,1,"Chaos Shard","Metadata/Items/Currency/StackableCurrency",8,"",[],1,34,[231],37,1,116,3591524800,[],"","","",[],[],"","","","","","","",[],"",""
125,"Metadata/Items/Currency/CurrencyDuplicateShard",30,1,1,"Mirror Shard","Metadata/Items/Currency/StackableCurrency",35,"",[],1,34,[231],37,1,117,447012987,[],"","","",[],[],"","","","","","","",[],"",""
126,"Metadata/Items/Currency/CurrencyAddModToRareShard",30,1,1,"Exalted Shard","Metadata/Items/Currency/StackableCurrency",35,"",[],1,34,[231],37,1,118,419137181,[9012],"","","",[],[],"","","","","","","",[],"",""
127,"Metadata/Items/Currency/CurrencyUpgradeMagicToRareShard",30,1,1,"Regal Shard","Metadata/Items/Currency/StackableCurrency",5,"",[],1,34,[231],37,1,119,2915929402,[],"","","",[],[],"","","","","","","",[],"",""
128,"Metadata/Items/Currency/CurrencyFractureRareShard",30,1,1,"Fracturing Shard","Metadata/Items/Currency/StackableCurrency",35,"",[],1,511,[231],37,1,120,2444371222,[],"","","",[],[],"","","","","","","",[],"",""
129,"Metadata/Items/Currency/CurrencyAddEquipmentSocketShard",30,1,1,"Artificer's Shard","Metadata/Items/Currency/StackableCurrency",5,"",[],1,34,[231],37,1,121,3749427599,[],"","","",[],[],"","","","","","","",[],"",""
130,"Metadata/Items/Currency/Bestiary/BestiaryNet1",30,1,1,"Simple Rope Net","Metadata/Items/Currency/StackableCurrency",2,"",[],1,34,[299],37,0,122,4116506106,[],"","","",[],[],"","","","","","","",[],"",""
131,"Metadata/Items/Currency/Bestiary/BestiaryNet2",30,1,1,"Reinforced Rope Net","Metadata/Items/Currency/StackableCurrency",7,"",[],1,34,[299],37,0,123,3779311575,[],"","","",[],[],"","","","","","","",[],"",""
132,"Metadata/Items/Currency/Bestiary/BestiaryNet3",30,1,1,"Strong Rope Net","Metadata/Items/Currency/StackableCurrency",15,"",[],1,34,[299],37,0,124,941611544,[],"","","",[],[],"","","","","","","",[],"",""
133,"Metadata/Items/Currency/Bestiary/BestiaryNet4",30,1,1,"Simple Iron Net","Metadata/Items/Currency/StackableCurrency",25,"",[],1,34,[299],37,0,125,2579563953,[],"","","",[],[],"","","","","","","",[],"",""
134,"Metadata/Items/Currency/Bestiary/BestiaryNet5",30,1,1,"Reinforced Iron Net","Metadata/Items/Currency/StackableCurrency",37,"",[],1,34,[299],37,0,126,1861160770,[],"","","",[],[],"","","","","","","",[],"",""
135,"Metadata/Items/Currency/Bestiary/BestiaryNet6",30,1,1,"Strong Iron Net","Metadata/Items/Currency/StackableCurrency",48,"",[],1,34,[299],37,0,127,1172309839,[],"","","",[],[],"","","","","","","",[],"",""
136,"Metadata/Items/Currency/Bestiary/BestiaryNet7",30,1,1,"Simple Steel Net","Metadata/Items/Currency/StackableCurrency",58,"",[],1,34,[299],37,0,128,3960873579,[],"","","",[],[],"","","","","","","",[],"",""
137,"Metadata/Items/Currency/Bestiary/BestiaryNet8",30,1,1,"Reinforced Steel Net","Metadata/Items/Currency/StackableCurrency",60,"",[],1,34,[299],37,0,129,1533948721,[],"","","",[],[],"","","","","","","",[],"",""
138,"Metadata/Items/Currency/Bestiary/BestiaryNet9",30,1,1,"Strong Steel Net","Metadata/Items/Currency/StackableCurrency",64,"",[],1,34,[299],37,0,130,160379496,[],"","","",[],[],"","","","","","","",[],"",""
139,"Metadata/Items/Currency/Bestiary/BestiaryNet10",30,1,1,"Thaumaturgical Net","Metadata/Items/Currency/StackableCurrency",68,"",[],1,34,[299],37,0,131,1332963512,[],"","","",[],[],"","","","","","","",[],"",""
140,"Metadata/Items/Currency/Bestiary/BestiaryNet11",30,1,1,"Necromancy Net","Metadata/Items/Currency/StackableCurrency",68,"",[],1,34,[299],37,0,132,3204121623,[],"","","",[],[],"","","","","","","",[],"",""
141,"Metadata/Items/Currency/CurrencyIncursionVialTrap",30,1,1,"Vial of Dominance","Metadata/Items/Currency/StackableCurrency",50,1841,[],1,"",[],37,1,133,2615876761,[],"","","",[],[],"",1,"","","","","",[],"",""
142,"Metadata/Items/Currency/CurrencyIncursionVialHealing",30,1,1,"Vial of Summoning","Metadata/Items/Currency/StackableCurrency",50,1842,[],1,"",[],37,1,134,4276508036,[],"","","",[],[],"",1,"","","","","",[],"",""
143,"Metadata/Items/Currency/CurrencyIncursionVialPoison",30,1,1,"Vial of Awakening","Metadata/Items/Currency/StackableCurrency",50,1843,[],1,"",[],37,1,135,3891771558,[],"","","",[],[],"",1,"","","","","",[],"",""
144,"Metadata/Items/Currency/CurrencyIncursionVialLightning",30,1,1,"Vial of the Ritual","Metadata/Items/Currency/StackableCurrency",50,1844,[],1,"",[],37,1,136,1192521250,[],"","","",[],[],"",1,"","","","","",[],"",""
145,"Metadata/Items/Currency/CurrencyIncursionVialFire",30,1,1,"Vial of Fate","Metadata/Items/Currency/StackableCurrency",50,1845,[],1,"",[],37,1,137,1174261461,[],"","","",[],[],"",1,"","","","","",[],"",""
146,"Metadata/Items/Currency/CurrencyIncursionVialMinion",30,1,1,"Vial of Consequence","Metadata/Items/Currency/StackableCurrency",50,1846,[],1,"",[],37,1,138,1532455455,[],"","","",[],[],"",1,"","","","","",[],"",""
147,"Metadata/Items/Currency/CurrencyIncursionVialBossFlask",30,1,1,"Vial of the Ghost","Metadata/Items/Currency/StackableCurrency",68,1847,[],1,"",[],37,1,139,1351510769,[],"","","",[],[],"",1,"","","","","",[],"",""
148,"Metadata/Items/Currency/CurrencyIncursionVialBossJewel",30,1,1,"Vial of Transcendence","Metadata/Items/Currency/StackableCurrency",50,1848,[],1,"",[],37,1,140,1664797128,[],"","","",[],[],"",1,"","","","","",[],"",""
149,"Metadata/Items/Currency/CurrencyIncursionVialBossAmulet",30,1,1,"Vial of Sacrifice","Metadata/Items/Currency/StackableCurrency",68,1849,[],1,"",[],37,1,143,4012389973,[],"","","",[],[],"",1,"","","","","",[],"",""
150,"Metadata/Items/Currency/CurrencyDelveCraftingFire",30,1,1,"Scorched Fossil","Metadata/Items/Currency/StackableCurrency",1,"",[],1,"",[],37,1,144,987058444,[],"","","",[],[],"","","","","",43,"",[],"",""
151,"Metadata/Items/Currency/CurrencyDelveCraftingCold",30,1,1,"Frigid Fossil","Metadata/Items/Currency/StackableCurrency",1,"",[],1,"",[],37,1,145,699113226,[],"","","",[],[],"","","","","",43,"",[],"",""
152,"Metadata/Items/Currency/CurrencyDelveCraftingLightning",30,1,1,"Metallic Fossil","Metadata/Items/Currency/StackableCurrency",1,"",[],1,"",[],37,1,146,1600297399,[],"","","",[],[],"","","","","",43,"",[],"",""
153,"Metadata/Items/Currency/CurrencyDelveCraftingPhysical",30,1,1,"Jagged Fossil","Metadata/Items/Currency/StackableCurrency",1,"",[],1,"",[],37,1,147,3925760046,[],"","","",[],[],"","","","","",43,"",[],"",""
154,"Metadata/Items/Currency/CurrencyDelveCraftingChaos",30,1,1,"Aberrant Fossil","Metadata/Items/Currency/StackableCurrency",1,"",[],1,"",[],37,1,148,3460160215,[],"","","",[],[],"","","","","",43,"",[],"",""
155,"Metadata/Items/Currency/CurrencyDelveCraftingLife",30,1,1,"Pristine Fossil","Metadata/Items/Currency/StackableCurrency",1,"",[],1,"",[],37,1,149,2752133980,[],"","","",[],[],"","","","","",43,"",[],"",""
156,"Metadata/Items/Currency/CurrencyDelveCraftingDefences",30,1,1,"Dense Fossil","Metadata/Items/Currency/StackableCurrency",1,"",[],1,"",[],37,1,150,2574378249,[],"","","",[],[],"","","","","",43,"",[],"",""
157,"Metadata/Items/Currency/CurrencyDelveCraftingBleedPoison",30,1,1,"Corroded Fossil","Metadata/Items/Currency/StackableCurrency",1,"",[],1,"",[],37,1,151,1014259708,[],"","","",[],[],"","","","","",43,"",[],"",""
158,"Metadata/Items/Currency/CurrencyDelveCraftingElemental",30,1,1,"Prismatic Fossil","Metadata/Items/Currency/StackableCurrency",1,"",[],1,"",[],37,1,152,4268366547,[],"","","",[],[],"","","","","",43,"",[],"",""
159,"Metadata/Items/Currency/CurrencyDelveCraftingCasterMods",30,1,1,"Aetheric Fossil","Metadata/Items/Currency/StackableCurrency",1,"",[],1,"",[],37,1,153,2676071586,[],"","","",[],[],"","","","","",43,"",[],"",""
160,"Metadata/Items/Currency/CurrencyDelveCraftingAttackMods",30,1,1,"Serrated Fossil","Metadata/Items/Currency/StackableCurrency",1,"",[],1,"",[],37,1,154,280270341,[],"","","",[],[],"","","","","",43,"",[],"",""
161,"Metadata/Items/Currency/CurrencyDelveCraftingMana",30,1,1,"Lucent Fossil","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,1,155,2179167052,[],"","","",[],[],"","","","","",43,"",[],"",""
162,"Metadata/Items/Currency/CurrencyDelveCraftingSpeed",30,1,1,"Shuddering Fossil","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,1,156,1428696025,[],"","","",[],[],"","","","","",43,"",[],"",""
163,"Metadata/Items/Currency/CurrencyDelveCraftingMinionsAuras",30,1,1,"Bound Fossil","Metadata/Items/Currency/StackableCurrency",1,"",[],1,"",[],37,1,157,266460745,[],"","","",[],[],"","","","","",43,"",[],"",""
164,"Metadata/Items/Currency/CurrencyDelveCraftingQuality",30,1,1,"Perfect Fossil","Metadata/Items/Currency/StackableCurrency",1,"",[],1,"",[],37,1,158,3628692590,[],"","","",[],[],"","","","","",43,"",[],"",""
165,"Metadata/Items/Currency/CurrencyDelveCraftingEnchant",30,1,1,"Deft Fossil","Metadata/Items/Currency/StackableCurrency",1,"",[],1,"",[],37,1,159,763829362,[],"","","",[],[],"","","","","",43,"",[],"",""
166,"Metadata/Items/Currency/CurrencyDelveCraftingSockets",30,1,1,"Fundamental Fossil","Metadata/Items/Currency/StackableCurrency",1,"",[],1,"",[],37,1,160,4186640927,[],"","","",[],[],"","","","","",43,"",[],"",""
167,"Metadata/Items/Currency/CurrencyDelveCraftingGemLevel",30,1,1,"Faceted Fossil","Metadata/Items/Currency/StackableCurrency",1,"",[],1,"",[],37,1,161,1154781992,[],"","","",[],[],"","","","","",43,"",[],"",""
168,"Metadata/Items/Currency/CurrencyDelveCraftingVaal",30,1,1,"Bloodstained Fossil","Metadata/Items/Currency/StackableCurrency",1,"",[],1,"",[],37,1,162,3203210914,[],"","","",[],[],"","","","","",43,"",[],"",""
169,"Metadata/Items/Currency/CurrencyDelveCraftingAbyss",30,1,1,"Hollow Fossil","Metadata/Items/Currency/StackableCurrency",1,"",[],1,"",[],37,1,163,1054878553,[],"","","",[],[],"","","","","",43,"",[],"",""
170,"Metadata/Items/Currency/CurrencyDelveCraftingMirror",30,1,1,"Fractured Fossil","Metadata/Items/Currency/StackableCurrency",1,"",[],1,"",[],37,1,164,3603109666,[],"","","",[],[],"","","","","",43,"",[],"",""
171,"Metadata/Items/Currency/CurrencyDelveCraftingCorruptEssence",30,1,1,"Glyphic Fossil","Metadata/Items/Currency/StackableCurrency",1,"",[],1,"",[],37,1,165,2073631444,[],"","","",[],[],"","","","","",43,"",[],"",""
172,"Metadata/Items/Currency/CurrencyDelveCraftingRandom",30,1,1,"Tangled Fossil","Metadata/Items/Currency/StackableCurrency",1,"",[],1,"",[],37,1,166,318540902,[],"","","",[],[],"","","","","",43,"",[],"",""
173,"Metadata/Items/Currency/CurrencyDelveCraftingLuckyModRolls",30,1,1,"Sanctified Fossil","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,1,167,929710899,[],"","","",[],[],"","","","","",43,"",[],"",""
174,"Metadata/Items/Currency/CurrencyDelveCraftingSellPrice",30,1,1,"Gilded Fossil","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,1,168,4271007104,[],"","","",[],[],"","","","","",43,"",[],"",""
175,"Metadata/Items/Delve/DelveSocketableCurrencyUpgrade1",52,1,1,"Primitive Alchemical Resonator","Metadata/Items/Delve/DelveSocketableCurrency",1,"",[],1,"",[],37,0,169,3598924811,[],"","","",[],[],183,"","","","","","",[],"",""
176,"Metadata/Items/Delve/DelveSocketableCurrencyUpgrade2",52,1,2,"Potent Alchemical Resonator","Metadata/Items/Delve/DelveSocketableCurrency",1,"",[],1,"",[],37,0,170,2176277541,[],"","","",[],[],184,"","","","","","",[],"",""
177,"Metadata/Items/Delve/DelveSocketableCurrencyUpgrade3",52,2,2,"Powerful Alchemical Resonator","Metadata/Items/Delve/DelveSocketableCurrency",34,"",[],1,"",[],37,0,171,3436591054,[],"","","",[],[],185,"","","","","","",[],"",""
178,"Metadata/Items/Delve/DelveSocketableCurrencyUpgrade4",52,2,2,"Prime Alchemical Resonator","Metadata/Items/Delve/DelveSocketableCurrency",68,"",[],1,"",[],37,0,172,2558566207,[],"","","",[],[],186,"","","","","","",[],"",""
179,"Metadata/Items/Delve/DelveSocketableCurrencyReroll1",52,1,1,"Primitive Chaotic Resonator","Metadata/Items/Delve/DelveSocketableCurrency",34,"",[],1,"",[],37,0,177,1388187056,[],"","","",[],[],187,"","","","","","",[],"",""
180,"Metadata/Items/Delve/DelveSocketableCurrencyReroll2",52,1,2,"Potent Chaotic Resonator","Metadata/Items/Delve/DelveSocketableCurrency",34,"",[],1,"",[],37,0,178,2939705575,[],"","","",[],[],188,"","","","","","",[],"",""
181,"Metadata/Items/Delve/DelveSocketableCurrencyReroll3",52,2,2,"Powerful Chaotic Resonator","Metadata/Items/Delve/DelveSocketableCurrency",34,"",[],1,"",[],37,0,179,3313643930,[],"","","",[],[],189,"","","","","","",[],"",""
182,"Metadata/Items/Delve/DelveSocketableCurrencyReroll4",52,2,2,"Prime Chaotic Resonator","Metadata/Items/Delve/DelveSocketableCurrency",68,"",[],1,"",[],37,0,180,1775639944,[],"","","",[],[],190,"","","","","","",[],"",""
183,"Metadata/Items/Delve/DelveStackableSocketableCurrencyUpgrade1",58,1,1,"Primitive Alchemical Resonator","Metadata/Items/Delve/DelveStackableSocketableCurrency",1,"",[],1,"",[],37,1,169,554139943,[],"","","",[],[],"","","","","","","",[],"",""
184,"Metadata/Items/Delve/DelveStackableSocketableCurrencyUpgrade2",58,1,2,"Potent Alchemical Resonator","Metadata/Items/Delve/DelveStackableSocketableCurrency",1,"",[],1,"",[],37,1,170,667173830,[],"","","",[],[],"","","","","","","",[],"",""
185,"Metadata/Items/Delve/DelveStackableSocketableCurrencyUpgrade3",58,2,2,"Powerful Alchemical Resonator","Metadata/Items/Delve/DelveStackableSocketableCurrency",34,"",[],1,"",[],37,1,171,2447645157,[],"","","",[],[],"","","","","","","",[],"",""
186,"Metadata/Items/Delve/DelveStackableSocketableCurrencyUpgrade4",58,2,2,"Prime Alchemical Resonator","Metadata/Items/Delve/DelveStackableSocketableCurrency",68,"",[],1,"",[],37,1,172,172606354,[],"","","",[],[],"","","","","","","",[],"",""
187,"Metadata/Items/Delve/DelveStackableSocketableCurrencyReroll1",58,1,1,"Primitive Chaotic Resonator","Metadata/Items/Delve/DelveStackableSocketableCurrency",34,"",[],1,"",[],37,1,177,260863666,[],"","","",[],[],"","","","","","","",[],"",""
188,"Metadata/Items/Delve/DelveStackableSocketableCurrencyReroll2",58,1,2,"Potent Chaotic Resonator","Metadata/Items/Delve/DelveStackableSocketableCurrency",34,"",[],1,"",[],37,1,178,2634399013,[],"","","",[],[],"","","","","","","",[],"",""
189,"Metadata/Items/Delve/DelveStackableSocketableCurrencyReroll3",58,2,2,"Powerful Chaotic Resonator","Metadata/Items/Delve/DelveStackableSocketableCurrency",34,"",[],1,"",[],37,1,179,3811594348,[],"","","",[],[],"","","","","","","",[],"",""
190,"Metadata/Items/Delve/DelveStackableSocketableCurrencyReroll4",58,2,2,"Prime Chaotic Resonator","Metadata/Items/Delve/DelveStackableSocketableCurrency",68,"",[],1,"",[],37,1,180,2300974411,[],"","","",[],[],"","","","","","","",[],"",""
191,"Metadata/Items/Currency/CurrencyJewelleryQualityLife",30,1,1,"Flesh Catalyst","Metadata/Items/Currency/StackableCurrency",1,"",[],1,35,[615],37,1,13026,4143255412,[],"","","",[],[],"","","","","","","",[],"",""
192,"Metadata/Items/Currency/CurrencyJewelleryQualityMana",30,1,1,"Neural Catalyst","Metadata/Items/Currency/StackableCurrency",1,"",[],1,35,[615],37,1,13027,1564609421,[],"","","",[],[],"","","","","","","",[],"",""
193,"Metadata/Items/Currency/CurrencyJewelleryQualityDefences",30,1,1,"Carapace Catalyst","Metadata/Items/Currency/StackableCurrency",1,"",[],1,35,[615],37,1,13028,3501512006,[],"","","",[],[],"","","","","","","",[],"",""
194,"Metadata/Items/Currency/CurrencyJewelleryQualityPhysical",30,1,1,"Uul-Netol's Catalyst","Metadata/Items/Currency/StackableCurrency",1,"",[],1,35,[615],37,1,13029,2577406715,[],"","","",[],[],"","","","","","","",[],"",""
195,"Metadata/Items/Currency/CurrencyJewelleryQualityFire",30,1,1,"Xoph's Catalyst","Metadata/Items/Currency/StackableCurrency",1,"",[],1,35,[615],37,1,13030,4045250771,[],"","","",[],[],"","","","","","","",[],"",""
196,"Metadata/Items/Currency/CurrencyJewelleryQualityCold",30,1,1,"Tul's Catalyst","Metadata/Items/Currency/StackableCurrency",1,"",[],1,35,[615],37,1,13031,1062529869,[],"","","",[],[],"","","","","","","",[],"",""
197,"Metadata/Items/Currency/CurrencyJewelleryQualityLightning",30,1,1,"Esh's Catalyst","Metadata/Items/Currency/StackableCurrency",1,"",[],1,35,[615],37,1,13032,2641960081,[],"","","",[],[],"","","","","","","",[],"",""
198,"Metadata/Items/Currency/CurrencyJewelleryQualityChaos",30,1,1,"Chayula's Catalyst","Metadata/Items/Currency/StackableCurrency",1,"",[],1,35,[615],37,1,13033,1148435673,[],"","","",[],[],"","","","","","","",[],"",""
199,"Metadata/Items/Currency/CurrencyJewelleryQualityAttack",30,1,1,"Reaver Catalyst","Metadata/Items/Currency/StackableCurrency",1,"",[],1,35,[615],37,1,13034,2478311720,[],"","","",[],[],"","","","","","","",[],"",""
200,"Metadata/Items/Currency/CurrencyJewelleryQualityCaster",30,1,1,"Sibilant Catalyst","Metadata/Items/Currency/StackableCurrency",1,"",[],1,35,[615],37,1,13035,2700494433,[],"","","",[],[],"","","","","","","",[],"",""
201,"Metadata/Items/Currency/CurrencyJewelleryQualitySpeed",30,1,1,"Skittering Catalyst","Metadata/Items/Currency/StackableCurrency",1,"",[],1,35,[615],37,1,13036,383768127,[],"","","",[],[],"","","","","","","",[],"",""
202,"Metadata/Items/Currency/CurrencyJewelleryQualityAttribute",30,1,1,"Adaptive Catalyst","Metadata/Items/Currency/StackableCurrency",1,"",[],1,35,[615],37,1,13037,2219224995,[],"","","",[],[],"","","","","","","",[],"",""
203,"Metadata/Items/Currency/CurrencyHarbingerBlessingBelt",30,1,1,"Time-light Scroll","Metadata/Items/Currency/StackableCurrency",1,"",[],1,34,[],37,1,13038,2700116227,[],"","","",[],[],"",1,"","","","","",[],"",""
204,"Metadata/Items/Currency/CurrencyHarbingerBlessingQuiver",30,1,1,"Fragmentation Scroll","Metadata/Items/Currency/StackableCurrency",1,"",[],1,34,[],37,1,13039,524737615,[],"","","",[],[],"",1,"","","","","",[],"",""
205,"Metadata/Items/Currency/CurrencyHarbingerBlessingHelmet",30,1,1,"Deregulation Scroll","Metadata/Items/Currency/StackableCurrency",1,"",[],1,34,[],37,1,13040,943903412,[],"","","",[],[],"",1,"","","","","",[],"",""
206,"Metadata/Items/Currency/CurrencyHarbingerBlessingSword",30,1,1,"Electroshock Scroll","Metadata/Items/Currency/StackableCurrency",1,"",[],1,34,[],37,1,13041,2755381835,[],"","","",[],[],"",1,"","","","","",[],"",""
207,"Metadata/Items/Currency/CurrencyHarbingerBlessingStaff",30,1,1,"Haemocombustion Scroll","Metadata/Items/Currency/StackableCurrency",1,"",[],1,34,[],37,1,13042,105390128,[],"","","",[],[],"",1,"","","","","",[],"",""
