"rownum","Id","ItemClassesKey","Width","Height","Name","InheritsFrom","DropLevel","FlavourTextKey","Implicit_ModsKeys","SizeOnGround","SoundEffect","TagsKeys","ModDomain","IsDropDisabled","ItemVisualIdentity","HASH","VendorRecipe_AchievementItems","Inflection","Equip_AchievementItemsKey","IsCorrupted","Identify_AchievementItems","ItemThemesKey","IdentifyMagic_AchievementItems","FragmentBaseItemTypesKey","bool","ItemShopType","rid","rid","bool"
120,"Metadata/Items/Currency/CurrencyEssenceFear4",30,1,1,"Screaming Essence of Fear","Metadata/Items/Currency/StackableCurrency",58,"",[],1,34,[302],29,"",9943,-575837846,[],"","","",[],"",[],"","","","","",""
121,"Metadata/Items/Currency/CurrencyEssenceFear5",30,1,1,"Shrieking Essence of Fear","Metadata/Items/Currency/StackableCurrency",74,"",[],1,34,[302],29,"",9944,117284401,[],"","","",[],"",[],"","","","","",""
122,"Metadata/Items/Currency/CurrencyEssenceFear6",30,1,1,"Deafening Essence of Fear","Metadata/Items/Currency/StackableCurrency",82,"",[],1,34,[302],29,"",9945,-779044208,[],"","","",[],"",[],"","","","","",""
123,"Metadata/Items/Currency/CurrencyEssenceSuffering1",30,1,1,"Weeping Essence of Suffering","Metadata/Items/Currency/StackableCurrency",26,"",[],1,34,[302],29,"",9946,836789809,[],"","","",[],"",[],"","","","","",""
124,"Metadata/Items/Currency/CurrencyEssenceSuffering2",30,1,1,"Wailing Essence of Suffering","Metadata/Items/Currency/StackableCurrency",42,"",[],1,34,[302],29,"",9947,-1267169214,[],"","","",[],"",[],"","","","","",""
125,"Metadata/Items/Currency/CurrencyEssenceSuffering3",30,1,1,"Screaming Essence of Suffering","Metadata/Items/Currency/StackableCurrency",58,"",[],1,34,[302],29,"",9948,-1833058895,[],"","","",[],"",[],"","","","","",""
126,"Metadata/Items/Currency/CurrencyEssenceSuffering4",30,1,1,"Shrieking Essence of Suffering","Metadata/Items/Currency/StackableCurrency",74,"",[],1,34,[302],29,"",9949,864068417,[],"","","",[],"",[],"","","","","",""
127,"Metadata/Items/Currency/CurrencyEssenceSuffering5",30,1,1,"Deafening Essence of Suffering","Metadata/Items/Currency/StackableCurrency",82,"",[],1,34,[302],29,"",9950,222024053,[],"","","",[],"",[],"","","","","",""
128,"Metadata/Items/Currency/CurrencyEssenceRage1",30,1,1,"Weeping Essence of Rage","Metadata/Items/Currency/StackableCurrency",26,"",[],1,34,[302],29,"",9951,-1583709973,[],"","","",[],"",[],"","","","","",""
129,"Metadata/Items/Currency/CurrencyEssenceRage2",30,1,1,"Wailing Essence of Rage","Metadata/Items/Currency/StackableCurrency",42,"",[],1,34,[302],29,"",9952,292711936,[],"","","",[],"",[],"","","","","",""
130,"Metadata/Items/Currency/CurrencyEssenceRage3",30,1,1,"Screaming Essence of Rage","Metadata/Items/Currency/StackableCurrency",58,"",[],1,34,[302],29,"",9953,-645724387,[],"","","",[],"",[],"","","","","",""
131,"Metadata/Items/Currency/CurrencyEssenceRage4",30,1,1,"Shrieking Essence of Rage","Metadata/Items/Currency/StackableCurrency",74,"",[],1,34,[302],29,"",9954,-193173256,[],"","","",[],"",[],"","","","","",""
132,"Metadata/Items/Currency/CurrencyEssenceRage5",30,1,1,"Deafening Essence of Rage","Metadata/Items/Currency/StackableCurrency",82,"",[],1,34,[302],29,"",9955,-954409300,[],"","","",[],"",[],"","","","","",""
133,"Metadata/Items/Currency/CurrencyEssenceWrath1",30,1,1,"Weeping Essence of Wrath","Metadata/Items/Currency/StackableCurrency",26,"",[],1,34,[302],29,"",9956,1046769873,[],"","","",[],"",[],"","","","","",""
134,"Metadata/Items/Currency/CurrencyEssenceWrath2",30,1,1,"Wailing Essence of Wrath","Metadata/Items/Currency/StackableCurrency",42,"",[],1,34,[302],29,"",9957,-383181272,[],"","","",[],"",[],"","","","","",""
135,"Metadata/Items/Currency/CurrencyEssenceWrath3",30,1,1,"Screaming Essence of Wrath","Metadata/Items/Currency/StackableCurrency",58,"",[],1,34,[302],29,"",9958,491155825,[],"","","",[],"",[],"","","","","",""
136,"Metadata/Items/Currency/CurrencyEssenceWrath4",30,1,1,"Shrieking Essence of Wrath","Metadata/Items/Currency/StackableCurrency",74,"",[],1,34,[302],29,"",9959,-150361862,[],"","","",[],"",[],"","","","","",""
137,"Metadata/Items/Currency/CurrencyEssenceWrath5",30,1,1,"Deafening Essence of Wrath","Metadata/Items/Currency/StackableCurrency",82,"",[],1,34,[302],29,"",9960,1926779813,[],"","","",[],"",[],"","","","","",""
138,"Metadata/Items/Currency/CurrencyEssenceDoubt1",30,1,1,"Weeping Essence of Doubt","Metadata/Items/Currency/StackableCurrency",26,"",[],1,34,[302],29,"",9961,-557327777,[],"","","",[],"",[],"","","","","",""
139,"Metadata/Items/Currency/CurrencyEssenceDoubt2",30,1,1,"Wailing Essence of Doubt","Metadata/Items/Currency/StackableCurrency",42,"",[],1,34,[302],29,"",9962,-1074439089,[],"","","",[],"",[],"","","","","",""
140,"Metadata/Items/Currency/CurrencyEssenceDoubt3",30,1,1,"Screaming Essence of Doubt","Metadata/Items/Currency/StackableCurrency",58,"",[],1,34,[302],29,"",9963,1419643846,[],"","","",[],"",[],"","","","","",""
141,"Metadata/Items/Currency/CurrencyEssenceDoubt4",30,1,1,"Shrieking Essence of Doubt","Metadata/Items/Currency/StackableCurrency",74,"",[],1,34,[302],29,"",9964,2044538361,[],"","","",[],"",[],"","","","","",""
142,"Metadata/Items/Currency/CurrencyEssenceDoubt5",30,1,1,"Deafening Essence of Doubt","Metadata/Items/Currency/StackableCurrency",82,"",[],1,34,[302],29,"",9965,-444339820,[],"","","",[],"",[],"","","","","",""
143,"Metadata/Items/Currency/CurrencyEssenceAnguish1",30,1,1,"Wailing Essence of Anguish","Metadata/Items/Currency/StackableCurrency",42,"",[],1,34,[302],29,"",9966,-964777382,[],"","","",[],"",[],"","","","","",""
144,"Metadata/Items/Currency/CurrencyEssenceAnguish2",30,1,1,"Screaming Essence of Anguish","Metadata/Items/Currency/StackableCurrency",58,"",[],1,34,[302],29,"",9967,1027011185,[],"","","",[],"",[],"","","","","",""
145,"Metadata/Items/Currency/CurrencyEssenceAnguish3",30,1,1,"Shrieking Essence of Anguish","Metadata/Items/Currency/StackableCurrency",74,"",[],1,34,[302],29,"",9968,-1839053998,[],"","","",[],"",[],"","","","","",""
146,"Metadata/Items/Currency/CurrencyEssenceAnguish4",30,1,1,"Deafening Essence of Anguish","Metadata/Items/Currency/StackableCurrency",82,"",[],1,34,[302],29,"",9969,1845632009,[],"","","",[],"",[],"","","","","",""
147,"Metadata/Items/Currency/CurrencyEssenceLoathing1",30,1,1,"Wailing Essence of Loathing","Metadata/Items/Currency/StackableCurrency",42,"",[],1,34,[302],29,"",9970,-1618168670,[],"","","",[],"",[],"","","","","",""
148,"Metadata/Items/Currency/CurrencyEssenceLoathing2",30,1,1,"Screaming Essence of Loathing","Metadata/Items/Currency/StackableCurrency",58,"",[],1,34,[302],29,"",9971,-2058874949,[],"","","",[],"",[],"","","","","",""
149,"Metadata/Items/Currency/CurrencyEssenceLoathing3",30,1,1,"Shrieking Essence of Loathing","Metadata/Items/Currency/StackableCurrency",74,"",[],1,34,[302],29,"",9972,-697952158,[],"","","",[],"",[],"","","","","",""
150,"Metadata/Items/Currency/CurrencyEssenceLoathing4",30,1,1,"Deafening Essence of Loathing","Metadata/Items/Currency/StackableCurrency",82,"",[],1,34,[302],29,"",9973,-417900903,[],"","","",[],"",[],"","","","","",""
151,"Metadata/Items/Currency/CurrencyEssenceSpite1",30,1,1,"Wailing Essence of Spite","Metadata/Items/Currency/StackableCurrency",42,"",[],1,34,[302],29,"",9974,-2072698540,[],"","","",[],"",[],"","","","","",""
152,"Metadata/Items/Currency/CurrencyEssenceSpite2",30,1,1,"Screaming Essence of Spite","Metadata/Items/Currency/StackableCurrency",58,"",[],1,34,[302],29,"",9975,-19953861,[],"","","",[],"",[],"","","","","",""
153,"Metadata/Items/Currency/CurrencyEssenceSpite3",30,1,1,"Shrieking Essence of Spite","Metadata/Items/Currency/StackableCurrency",74,"",[],1,34,[302],29,"",9976,-1542366365,[],"","","",[],"",[],"","","","","",""
154,"Metadata/Items/Currency/CurrencyEssenceSpite4",30,1,1,"Deafening Essence of Spite","Metadata/Items/Currency/StackableCurrency",82,"",[],1,34,[302],29,"",9977,473094408,[],"","","",[],"",[],"","","","","",""
155,"Metadata/Items/Currency/CurrencyEssenceZeal1",30,1,1,"Wailing Essence of Zeal","Metadata/Items/Currency/StackableCurrency",42,"",[],1,34,[302],29,"",9978,-355385139,[],"","","",[],"",[],"","","","","",""
156,"Metadata/Items/Currency/CurrencyEssenceZeal2",30,1,1,"Screaming Essence of Zeal","Metadata/Items/Currency/StackableCurrency",58,"",[],1,34,[302],29,"",9979,839378797,[],"","","",[],"",[],"","","","","",""
157,"Metadata/Items/Currency/CurrencyEssenceZeal3",30,1,1,"Shrieking Essence of Zeal","Metadata/Items/Currency/StackableCurrency",74,"",[],1,34,[302],29,"",9980,-1822562206,[],"","","",[],"",[],"","","","","",""
158,"Metadata/Items/Currency/CurrencyEssenceZeal4",30,1,1,"Deafening Essence of Zeal","Metadata/Items/Currency/StackableCurrency",82,"",[],1,34,[302],29,"",9981,1492393166,[],"","","",[],"",[],"","","","","",""
159,"Metadata/Items/Currency/CurrencyEssenceMisery1",30,1,1,"Screaming Essence of Misery","Metadata/Items/Currency/StackableCurrency",58,"",[],1,34,[302],29,"",9982,-760080401,[],"","","",[],"",[],"","","","","",""
160,"Metadata/Items/Currency/CurrencyEssenceMisery2",30,1,1,"Shrieking Essence of Misery","Metadata/Items/Currency/StackableCurrency",74,"",[],1,34,[302],29,"",9983,557934500,[],"","","",[],"",[],"","","","","",""
161,"Metadata/Items/Currency/CurrencyEssenceMisery3",30,1,1,"Deafening Essence of Misery","Metadata/Items/Currency/StackableCurrency",82,"",[],1,34,[302],29,"",9984,-1973061961,[],"","","",[],"",[],"","","","","",""
162,"Metadata/Items/Currency/CurrencyEssenceDread1",30,1,1,"Screaming Essence of Dread","Metadata/Items/Currency/StackableCurrency",58,"",[],1,34,[302],29,"",9985,2086905859,[],"","","",[],"",[],"","","","","",""
163,"Metadata/Items/Currency/CurrencyEssenceDread2",30,1,1,"Shrieking Essence of Dread","Metadata/Items/Currency/StackableCurrency",74,"",[],1,34,[302],29,"",9986,330229883,[],"","","",[],"",[],"","","","","",""
164,"Metadata/Items/Currency/CurrencyEssenceDread3",30,1,1,"Deafening Essence of Dread","Metadata/Items/Currency/StackableCurrency",82,"",[],1,34,[302],29,"",9987,1669260288,[],"","","",[],"",[],"","","","","",""
165,"Metadata/Items/Currency/CurrencyEssenceScorn1",30,1,1,"Screaming Essence of Scorn","Metadata/Items/Currency/StackableCurrency",58,"",[],1,34,[302],29,"",9988,122642368,[],"","","",[],"",[],"","","","","",""
166,"Metadata/Items/Currency/CurrencyEssenceScorn2",30,1,1,"Shrieking Essence of Scorn","Metadata/Items/Currency/StackableCurrency",74,"",[],1,34,[302],29,"",9989,-1016206409,[],"","","",[],"",[],"","","","","",""
167,"Metadata/Items/Currency/CurrencyEssenceScorn3",30,1,1,"Deafening Essence of Scorn","Metadata/Items/Currency/StackableCurrency",82,"",[],1,34,[302],29,"",9990,1247641969,[],"","","",[],"",[],"","","","","",""
168,"Metadata/Items/Currency/CurrencyEssenceEnvy1",30,1,1,"Screaming Essence of Envy","Metadata/Items/Currency/StackableCurrency",58,"",[],1,34,[302],29,"",9991,-1691201624,[],"","","",[],"",[],"","","","","",""
169,"Metadata/Items/Currency/CurrencyEssenceEnvy2",30,1,1,"Shrieking Essence of Envy","Metadata/Items/Currency/StackableCurrency",74,"",[],1,34,[302],29,"",9992,-718463325,[],"","","",[],"",[],"","","","","",""
170,"Metadata/Items/Currency/CurrencyEssenceEnvy3",30,1,1,"Deafening Essence of Envy","Metadata/Items/Currency/StackableCurrency",82,"",[],1,34,[302],29,"",9993,692127728,[],"","","",[],"",[],"","","","","",""
171,"Metadata/Items/Currency/CurrencyEssenceHysteria1",30,1,1,"Essence of Hysteria","Metadata/Items/Currency/StackableCurrency",74,"",[],1,34,[302],29,"",9994,-306989797,[],"","","",[],"",[],"","","","","",""
172,"Metadata/Items/Currency/CurrencyEssenceInsanity1",30,1,1,"Essence of Insanity","Metadata/Items/Currency/StackableCurrency",74,"",[],1,34,[302],29,"",9995,-1454947071,[],"","","",[],"",[],"","","","","",""
173,"Metadata/Items/Currency/CurrencyEssenceHorror1",30,1,1,"Essence of Horror","Metadata/Items/Currency/StackableCurrency",74,"",[],1,34,[302],29,"",9996,-2010504687,[],"","","",[],"",[],"","","","","",""
174,"Metadata/Items/Currency/CurrencyEssenceDelirium1",30,1,1,"Essence of Delirium","Metadata/Items/Currency/StackableCurrency",74,"",[],1,34,[302],29,"",9997,-1499847665,[],"","","",[],"",[],"","","","","",""
175,"Metadata/Items/Currency/CurrencyCorruptMonolith",30,1,1,"Remnant of Corruption","Metadata/Items/Currency/StackableCurrency",26,"",[],1,34,[],29,"",9998,411361590,[],"","","",[],"",[],"","","","","",""
176,"Metadata/Items/Currency/CurrencyAddAtlasMod",30,1,1,"Simple Sextant","Metadata/Items/Currency/StackableCurrency",68,"",[],1,34,"[70,674]",29,"",10001,-1612288497,[],"","","",[],"",[],"","","","","",""
177,"Metadata/Items/Currency/CurrencyAddAtlasModMid",30,1,1,"Prime Sextant","Metadata/Items/Currency/StackableCurrency",73,"",[],1,34,"[70,674]",29,"",10002,1119070842,[7487],"","","",[],"",[],"","","","","",""
178,"Metadata/Items/Currency/CurrencyAddAtlasModHigh",30,1,1,"Awakened Sextant","Metadata/Items/Currency/StackableCurrency",78,"",[],1,34,"[70,674]",29,"",10003,2064612145,[7487],"","","",[],"",[],"","","","","",""
179,"Metadata/Items/Currency/CurrencyAddAtlasModMaven",30,1,1,"Elevated Sextant","Metadata/Items/Currency/StackableCurrency",83,"",[],1,34,"[70,674]",29,"",10004,-379771748,[],"","","",[],"",[],"",1,"","","",""
180,"Metadata/Items/Currency/CurrencySealMapLow",30,1,1,"Apprentice Cartographer's Seal","Metadata/Items/Currency/StackableCurrency",1,"",[],1,34,[],29,1,10025,-1985734643,[],"","","",[],"",[],"","","","","",""
181,"Metadata/Items/Currency/CurrencySealMapMid",30,1,1,"Journeyman Cartographer's Seal","Metadata/Items/Currency/StackableCurrency",1,"",[],1,34,[],29,1,10026,385790233,[],"","","",[],"",[],"","","","","",""
182,"Metadata/Items/Currency/CurrencySealMapHigh",30,1,1,"Master Cartographer's Seal","Metadata/Items/Currency/StackableCurrency",1,"",[],1,34,[],29,1,10027,702360988,[],"","","",[],"",[],"","","","","",""
183,"Metadata/Items/Currency/CurrencyRespecShapersOrb",30,1,1,"Unshaping Orb","Metadata/Items/Currency/StackableCurrency",1,"",[],1,34,[],29,"",77,-1248033172,[],"","","",[],"",[],"","","","","",""
184,"Metadata/Items/Currency/CurrencyBreachFireShard",30,1,1,"Splinter of Xoph","Metadata/Items/Currency/StackableCurrency",1,"",[],1,"",[202],29,"",78,1990798296,[],"","","",[],"",[],"","","","","",""
185,"Metadata/Items/Currency/CurrencyBreachColdShard",30,1,1,"Splinter of Tul","Metadata/Items/Currency/StackableCurrency",1,"",[],1,"",[202],29,"",79,82596217,[],"","","",[],"",[],"","","","","",""
186,"Metadata/Items/Currency/CurrencyBreachLightningShard",30,1,1,"Splinter of Esh","Metadata/Items/Currency/StackableCurrency",1,"",[],1,"",[202],29,"",80,-1467398811,[],"","","",[],"",[],"","","","","",""
187,"Metadata/Items/Currency/CurrencyBreachPhysicalShard",30,1,1,"Splinter of Uul-Netol","Metadata/Items/Currency/StackableCurrency",1,"",[],1,"",[202],29,"",81,-1485214970,[],"","","",[],"",[],"","","","","",""
188,"Metadata/Items/Currency/CurrencyBreachChaosShard",30,1,1,"Splinter of Chayula","Metadata/Items/Currency/StackableCurrency",1,"",[],1,"",[202],29,"",82,1862256734,[],"","","",[],"",[],"","","","","",""
189,"Metadata/Items/Currency/CurrencyBreachUpgradeUniqueFire",30,1,1,"Blessing of Xoph","Metadata/Items/Currency/StackableCurrency",1,"",[],1,34,[443],29,"",83,-1497360724,[],"","","",[],"",[],"",1,"","","",""
190,"Metadata/Items/Currency/CurrencyBreachUpgradeUniqueCold",30,1,1,"Blessing of Tul","Metadata/Items/Currency/StackableCurrency",1,"",[],1,34,[443],29,"",84,-473126873,[],"","","",[],"",[],"",1,"","","",""
191,"Metadata/Items/Currency/CurrencyBreachUpgradeUniqueLightning",30,1,1,"Blessing of Esh","Metadata/Items/Currency/StackableCurrency",1,"",[],1,34,[443],29,"",85,-796395637,[],"","","",[],"",[],"",1,"","","",""
192,"Metadata/Items/Currency/CurrencyBreachUpgradeUniquePhysical",30,1,1,"Blessing of Uul-Netol","Metadata/Items/Currency/StackableCurrency",1,"",[],1,34,[443],29,"",86,1922475844,[],"","","",[],"",[],"",1,"","","",""
193,"Metadata/Items/Currency/CurrencyBreachUpgradeUniqueChaos",30,1,1,"Blessing of Chayula","Metadata/Items/Currency/StackableCurrency",1,"",[],1,34,[443],29,"",87,-1297711803,[],"","","",[],"",[],"",1,"","","",""
194,"Metadata/Items/Currency/CurrencyLegionKaruiShard",30,1,1,"Timeless Karui Splinter","Metadata/Items/Currency/StackableCurrency",1,"",[],1,"",[459],29,"",88,-930594287,[],"","","",[],"",[],"","","","","",""
195,"Metadata/Items/Currency/CurrencyLegionMarakethShard",30,1,1,"Timeless Maraketh Splinter","Metadata/Items/Currency/StackableCurrency",1,"",[],1,"",[459],29,"",89,-979183247,[],"","","",[],"",[],"","","","","",""
196,"Metadata/Items/Currency/CurrencyLegionEternalEmpireShard",30,1,1,"Timeless Eternal Empire Splinter","Metadata/Items/Currency/StackableCurrency",1,"",[],1,"",[459],29,"",90,-1085009195,[],"","","",[],"",[],"","","","","",""
197,"Metadata/Items/Currency/CurrencyLegionTemplarShard",30,1,1,"Timeless Templar Splinter","Metadata/Items/Currency/StackableCurrency",1,"",[],1,"",[459],29,"",91,-290236543,[],"","","",[],"",[],"","","","","",""
198,"Metadata/Items/Currency/CurrencyLegionVaalShard",30,1,1,"Timeless Vaal Splinter","Metadata/Items/Currency/StackableCurrency",1,"",[],1,"",[459],29,"",92,-390923639,[],"","","",[],"",[],"","","","","",""
199,"Metadata/Items/Currency/CurrencyAfflictionShard",30,1,1,"Simulacrum Splinter","Metadata/Items/Currency/StackableCurrency",1,"",[],1,"",[671],29,"",93,755297388,[],"","","",[],"",[],"","","","","",""
200,"Metadata/Items/Currency/CurrencyRemoveMod",30,1,1,"Orb of Annulment","Metadata/Items/Currency/StackableCurrency",35,"",[],1,34,[],29,"",94,-1213636056,[],"","","",[],"",[],"","","","","",""
201,"Metadata/Items/Currency/CurrencyUpgradeToRareAndSetSockets",30,1,1,"Orb of Binding","Metadata/Items/Currency/StackableCurrency",25,"",[],1,34,[],29,"",95,-83247260,[],"","","",[],"",[],"","","","","",""
202,"Metadata/Items/Currency/CurrencyRerollMapType",30,1,1,"Orb of Horizons","Metadata/Items/Currency/StackableCurrency",68,"",[],1,34,[],29,"",96,-874118445,[],"","","",[],"",[],"","","","","",""
203,"Metadata/Items/Currency/CurrencyUpgradeMapTier",30,1,1,"Harbinger's Orb","Metadata/Items/Currency/StackableCurrency",1,"",[],1,34,[],29,"",97,-82741359,[],"","","",[],"",[],"","","","","",""
204,"Metadata/Items/Currency/CurrencyStrongboxQuality",30,1,1,"Engineer's Orb","Metadata/Items/Currency/StackableCurrency",1,"",[],1,34,[],29,"",98,838636496,[],"","","",[],"",[],"","","","","",""
205,"Metadata/Items/Currency/CurrencyStrongboxQualityInfused",30,1,1,"Infused Engineer's Orb","Metadata/Items/Currency/StackableCurrency",1,"",[],1,34,[],29,"",99,-1843119296,[],"","","",[],"",[],"","","","","",""
206,"Metadata/Items/Currency/CurrencyRerollUnique",30,1,1,"Ancient Orb","Metadata/Items/Currency/StackableCurrency",1,"",[],1,34,[],29,"",100,-1064739039,[],"","","",[],"",[],"","","","","",""
207,"Metadata/Items/Currency/CurrencyRemoveModShard",30,1,1,"Annulment Shard","Metadata/Items/Currency/StackableCurrency",35,"",[],1,34,[231],29,"",101,-258985152,[],"","","",[],"",[],"","","","","",""
208,"Metadata/Items/Currency/CurrencyUpgradeToRareAndSetSocketsShard",30,1,1,"Binding Shard","Metadata/Items/Currency/StackableCurrency",25,"",[],1,34,[231],29,"",102,-1360627955,[],"","","",[],"",[],"","","","","",""
209,"Metadata/Items/Currency/CurrencyRerollMapTypeShard",30,1,1,"Horizon Shard","Metadata/Items/Currency/StackableCurrency",52,"",[],1,34,[231],29,"",103,522826314,[],"","","",[],"",[],"","","","","",""
210,"Metadata/Items/Currency/CurrencyUpgradeMapTierShard",30,1,1,"Harbinger's Shard","Metadata/Items/Currency/StackableCurrency",52,"",[],1,34,"[231,232]",29,"",104,-558699116,[],"","","",[],"",[],"","","","","",""
211,"Metadata/Items/Currency/CurrencyStrongboxQualityShard",30,1,1,"Engineer's Shard","Metadata/Items/Currency/StackableCurrency",8,"",[],1,34,[231],29,"",105,-545554861,[],"","","",[],"",[],"","","","","",""
212,"Metadata/Items/Currency/CurrencyRerollUniqueShard",30,1,1,"Ancient Shard","Metadata/Items/Currency/StackableCurrency",35,"",[],1,34,[231],29,"",106,-1817950033,[],"","","",[],"",[],"","","","","",""
213,"Metadata/Items/Currency/CurrencyRerollRareShard",30,1,1,"Chaos Shard","Metadata/Items/Currency/StackableCurrency",8,"",[],1,34,[231],29,"",107,-703442496,[],"","","",[],"",[],"","","","","",""
