"rownum","HideoutNPCsKey","Order","AddMod","Cost_BaseItemTypes","Cost_Values","RequiredLevel","Name","CraftingBenchCustomAction","ItemClasses","Links","SocketColours","Sockets","ItemQuantity","[i32]","Description","IsDisabled","IsAreaOption","RecipeIds","Tier","CraftingItemClassCategories","i32","UnlockCategory","UnveilsRequired","UnveilsRequired2","[rid]","[rid]","i32","i32","bool","rid","AddEnchantment","SortCategory","rid","bool"
671,5,267,16016,[10],[8],0,"",7,[],0,"",0,0,[],"","","",[],1,"[4,9,13]",0,2,1,1,[],[],1161,1161,"",16777,"",1,6110,1
672,5,268,16017,[6],[3],0,"",7,[],0,"",0,0,[],"","","",[],2,"[4,9,13]",0,2,1,1,[],[],1161,1161,"",16776,"",1,6110,1
673,5,269,16018,[2],[3],0,"",7,[],0,"",0,0,[],"","","",[],3,"[4,9,13]",0,2,1,1,[],[],1161,1161,"",16776,"",1,6110,1
674,5,270,16019,[10],[8],0,"",7,[],0,"",0,0,[],"","","",[],1,"[4,9,13]",0,0,1,1,[],[],1161,1161,"",16779,"",1,6111,1
675,5,271,16020,[6],[3],0,"",7,[],0,"",0,0,[],"","","",[],2,"[4,9,13]",0,0,1,1,[],[],1161,1161,"",16778,"",1,6111,1
676,5,272,16021,[2],[3],0,"",7,[],0,"",0,0,[],"","","",[],3,"[4,9,13]",0,0,1,1,[],[],1161,1161,"",16778,"",1,6111,1
677,5,273,16022,[11],[9],0,"",7,[],0,"",0,0,[],"","","",[],0,[11],0,71,1,1,[],[],1161,1161,"",16780,"",2,6080,1
678,5,274,16023,[11],[4],0,"",7,[],0,"",0,0,[],"","","",[],1,"[5,8]",0,35,1,1,[],[],1161,1161,"",16781,"",1,6082,1
679,5,275,16024,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[],2,"[5,8]",0,35,1,1,[],[],1161,1161,"",16781,"",1,6082,1
680,5,276,16025,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[],3,"[5,8]",0,35,1,1,[],[],1161,1161,"",16781,"",1,6082,1
681,5,277,16026,[11],[4],0,"",7,[],0,"",0,0,[],"","","",[],1,"[5,7]",0,93,1,1,[],[],1161,1161,"",16782,"",1,6083,1
682,5,278,16027,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[],2,"[5,7]",0,93,1,1,[],[],1161,1161,"",16782,"",1,6083,1
683,5,279,16028,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[],3,"[5,7]",0,93,1,1,[],[],1161,1161,"",16782,"",1,6083,1
684,5,280,16029,[11],[4],0,"",7,[],0,"",0,0,[],"","","",[],1,[9],0,99,1,1,[],[],1161,1161,"",16783,"",2,6085,1
685,5,281,16030,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[],2,[9],0,99,1,1,[],[],1161,1161,"",16783,"",2,6085,1
686,5,282,16031,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[],3,[9],0,99,1,1,[],[],1161,1161,"",16783,"",2,6085,1
687,5,283,16032,[2],[3],0,"",7,[],0,"",0,0,[],"","","",[],0,[6],0,58,1,1,[],[],1161,1161,"",16784,"",2,6087,1
688,5,284,16033,[11],[6],0,"",7,[],0,"",0,0,[],"","","",[],1,[6],0,98,1,1,[],[],1161,1161,"",16785,"",2,6088,1
689,5,285,16034,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[],2,[6],0,98,1,1,[],[],1161,1161,"",16785,"",2,6088,1
690,5,286,16035,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[],3,[6],0,98,1,1,[],[],1161,1161,"",16785,"",2,6088,1
691,5,287,16036,[11],[4],0,"",7,[],0,"",0,0,[],"","","",[],1,"[1,3]",0,14,1,1,[],[],1161,1161,"",16786,"",2,6203,1
692,5,288,16037,[6],[8],0,"",7,[],0,"",0,0,[],"","","",[],2,"[1,3]",0,14,1,1,[],[],1161,1161,"",16786,"",2,6203,1
693,5,289,16038,[22],[1],0,"",7,[],0,"",0,0,[],"","","",[],3,"[1,3]",0,14,1,1,[],[],1161,1161,"",16786,"",2,6203,1
694,5,290,16039,[11],[4],0,"",7,[],0,"",0,0,[],"","","",[],1,"[0,2,4]",0,14,1,1,[],[],1161,1161,"",16787,"",2,6203,1
695,5,291,16040,[6],[8],0,"",7,[],0,"",0,0,[],"","","",[],2,"[0,2,4]",0,14,1,1,[],[],1161,1161,"",16787,"",2,6203,1
696,5,292,16041,[22],[1],0,"",7,[],0,"",0,0,[],"","","",[],3,"[0,2,4]",0,14,1,1,[],[],1161,1161,"",16787,"",2,6203,1
697,5,293,16042,[11],[6],0,"",7,[],0,"",0,0,[],"","","",[],1,[7],0,8,1,1,[],[],1161,1161,"",16788,"",2,6204,1
698,5,294,16043,[6],[3],0,"",7,[],0,"",0,0,[],"","","",[],2,[7],0,8,1,1,[],[],1161,1161,"",16788,"",2,6204,1
699,5,295,16044,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[],3,[7],0,8,1,1,[],[],1161,1161,"",16788,"",2,6204,1
700,5,296,16045,[11],[4],0,"",7,[],0,"",0,0,[],"","","",[],1,[5],0,105,1,1,[],[],1161,1161,"",16789,"",2,6205,1
701,5,297,16046,[6],[4],0,"",7,[],0,"",0,0,[],"","","",[],2,[5],0,105,1,1,[],[],1161,1161,"",16789,"",2,6205,1
702,5,298,16047,[22],[1],0,"",7,[],0,"",0,0,[],"","","",[],3,[5],0,105,1,1,[],[],1161,1161,"",16789,"",2,6205,1
703,5,299,16048,[2],[3],0,"",7,[],0,"",0,0,[],"","","",[],0,[8],0,49,1,1,[],[],1161,1161,"",16790,"",2,6206,1
704,5,300,16050,[2],[3],0,"",7,[],0,"",0,0,[],"","","",[],0,[10],0,56,1,1,[],[],1161,1161,"",16792,"",2,6209,1
705,5,301,16051,[11],[4],0,"",7,[],0,"",0,0,[],"","","",[],1,[6],0,45,1,1,[],[],1161,1161,"",16793,"",2,6210,1
706,5,302,16052,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[],2,[6],0,45,1,1,[],[],1161,1161,"",16793,"",2,6210,1
707,5,303,16053,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[],3,[6],0,45,1,1,[],[],1161,1161,"",16793,"",2,6210,1
708,5,304,16054,[2],[3],0,"",7,[],0,"",0,0,[],"","","",[],0,[5],0,110,1,1,[],[],1161,1161,"",16794,"",2,6211,1
709,5,305,16055,[2],[3],0,"",7,[],0,"",0,0,[],"","","",[],0,[6],0,32,1,1,[],[],1161,1161,"",16795,"",2,6213,1
710,5,306,16056,[2],[3],0,"",7,[],0,"",0,0,[],"","","",[],0,[7],0,84,1,1,[],[],1161,1161,"",16796,"",2,6214,1
711,5,307,16058,[2],[3],0,"",7,[],0,"",0,0,[],"","","",[],0,[10],0,101,1,1,[],[],1161,1161,"",16798,"",2,6217,1
712,5,308,16060,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[],1,"[9,11]",0,3,1,1,[],[],1161,1161,"",16799,"",1,1010,1
713,5,309,16061,[13],[1],0,"",7,[],0,"",0,0,[],"","","",[],2,"[9,11]",0,3,1,1,[],[],1161,1161,"",16799,"",1,1010,1
714,5,310,16062,[22],[1],0,"",7,[],0,"",0,0,[],"","","",[],1,"[0,2,1,3,4]",0,70,1,1,[],[],1161,1161,"",16800,"",1,1591,1
715,5,311,16063,[13],[2],0,"",7,[],0,"",0,0,[],"","","",[],2,"[0,2,1,3,4]",0,70,1,1,[],[],1161,1161,"",16800,"",1,1591,1
716,5,312,16067,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[],1,"[9,10]",0,97,1,1,[460],[],1161,1161,"",16802,"",1,6764,1
717,5,313,16068,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[],2,"[9,10]",0,97,1,1,[460],[],1161,1161,"",16802,"",1,6764,1
718,5,314,16069,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[],3,"[9,10]",0,97,1,1,[460],[],1161,1161,"",16802,"",1,6764,1
719,5,315,16070,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[],1,"[9,10]",0,97,1,1,[460],[],1161,1161,"",16803,"",1,6765,1
720,5,316,16071,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[],2,"[9,10]",0,97,1,1,[460],[],1161,1161,"",16803,"",1,6765,1
721,5,317,16072,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[],3,"[9,10]",0,97,1,1,[460],[],1161,1161,"",16803,"",1,6765,1
722,5,318,16074,[2],[3],0,"",7,[],0,"",0,0,[],"","","",[],1,"[7,10]",0,33,1,1,[],[],1161,1161,"",16804,"",1,6096,1
723,5,319,16075,[13],[1],0,"",7,[],0,"",0,0,[],"","","",[],2,"[7,10]",0,33,1,1,[],[],1161,1161,"",16804,"",1,6096,1
724,5,320,16077,[18],[8],0,"",7,[],0,"",0,0,[],"","","",[],1,"[0,2,1,3,4]",0,102,1,1,[],[],1161,1161,"",16805,"",1,6144,1
725,5,321,16078,[13],[1],0,"",7,[],0,"",0,0,[],"","","",[],2,"[0,2,1,3,4]",0,102,1,1,[],[],1161,1161,"",16805,"",1,6144,1
726,5,322,16083,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[],1,"[1,3]",0,13,1,1,[],[],1161,1161,"",16807,"",1,6090,1
727,5,323,16084,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[],2,"[1,3]",0,13,1,1,[],[],1161,1161,"",16807,"",1,6090,1
728,5,324,16080,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[],1,"[0,2]",0,13,1,1,[],[],1161,1161,"",16806,"",1,6090,1
729,5,325,16081,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[],2,"[0,2]",0,13,1,1,[],[],1161,1161,"",16806,"",1,6090,1
730,5,326,16085,[13],[3],0,"",7,[],0,"",0,0,[],"","","",[],0,"[0,1]",0,4,1,1,[],[],1161,1161,"",16808,"",1,386,1
731,5,327,16087,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[],1,[7],0,27,1,1,[],[],1161,1161,"",16809,"",1,2561,1
732,5,328,16088,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[],2,[7],0,27,1,1,[],[],1161,1161,"",16809,"",1,2561,1
733,5,329,16090,[7],[8],0,"",7,[],0,"",0,0,[],"","","",[],1,[5],0,54,1,1,[],[],1161,1161,"",16810,"",2,6247,1
734,5,330,16091,[14],[4],0,"",7,[],0,"",0,0,[],"","","",[],2,[5],0,54,1,1,[],[],1161,1161,"",16810,"",2,6247,1
735,5,331,16105,[33],[6],0,"",7,[],0,"",0,0,[],"","","",[],1,"[1,3]",0,88,1,1,[],[],1161,1161,"",16815,"",1,5324,1
736,5,332,16106,[33],[8],0,"",7,[],0,"",0,0,[],"","","",[],2,"[1,3]",0,88,1,1,[],[],1161,1161,"",16815,"",1,5324,1
737,5,333,16093,[33],[6],0,"",7,[],0,"",0,0,[],"","","",[],1,"[0,2,4]",0,88,1,1,[],[],1161,1161,"",16811,"",1,5324,1
738,5,334,16094,[33],[8],0,"",7,[],0,"",0,0,[],"","","",[],2,"[0,2,4]",0,88,1,1,[],[],1161,1161,"",16811,"",1,5324,1
739,5,335,16108,[33],[6],0,"",7,[],0,"",0,0,[],"","","",[],1,"[1,3]",0,88,1,1,[],[],1161,1161,"",16816,"",1,5325,1
740,5,336,16109,[33],[8],0,"",7,[],0,"",0,0,[],"","","",[],2,"[1,3]",0,88,1,1,[],[],1161,1161,"",16816,"",1,5325,1
741,5,337,16096,[33],[6],0,"",7,[],0,"",0,0,[],"","","",[],1,"[0,2,4]",0,88,1,1,[],[],1161,1161,"",16812,"",1,5325,1
742,5,338,16097,[33],[8],0,"",7,[],0,"",0,0,[],"","","",[],2,"[0,2,4]",0,88,1,1,[],[],1161,1161,"",16812,"",1,5325,1
743,5,339,16111,[33],[6],0,"",7,[],0,"",0,0,[],"","","",[],1,"[1,3]",0,88,1,1,[],[],1161,1161,"",16817,"",1,5326,1
744,5,340,16112,[33],[8],0,"",7,[],0,"",0,0,[],"","","",[],2,"[1,3]",0,88,1,1,[],[],1161,1161,"",16817,"",1,5326,1
745,5,341,16099,[33],[6],0,"",7,[],0,"",0,0,[],"","","",[],1,"[0,2,4]",0,88,1,1,[],[],1161,1161,"",16813,"",1,5326,1
746,5,342,16100,[33],[8],0,"",7,[],0,"",0,0,[],"","","",[],2,"[0,2,4]",0,88,1,1,[],[],1161,1161,"",16813,"",1,5326,1
747,5,343,16114,[33],[6],0,"",7,[],0,"",0,0,[],"","","",[],1,"[1,3]",0,88,1,1,[],[],1161,1161,"",16818,"",1,5327,1
748,5,344,16115,[33],[8],0,"",7,[],0,"",0,0,[],"","","",[],2,"[1,3]",0,88,1,1,[],[],1161,1161,"",16818,"",1,5327,1
749,5,345,16102,[33],[6],0,"",7,[],0,"",0,0,[],"","","",[],1,"[0,2,4]",0,88,1,1,[],[],1161,1161,"",16814,"",1,5327,1
750,5,346,16103,[33],[8],0,"",7,[],0,"",0,0,[],"","","",[],2,"[0,2,4]",0,88,1,1,[],[],1161,1161,"",16814,"",1,5327,1
751,5,347,16117,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[],1,[6],0,89,1,1,[],[],1161,1161,"",16819,"",2,3428,1
752,5,348,16118,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[],2,[6],0,89,1,1,[],[],1161,1161,"",16819,"",2,3428,1
753,5,349,16120,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[],1,[6],0,55,1,1,[],[],1161,1161,"",16820,"",1,6093,1
754,5,350,16121,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[],2,[6],0,55,1,1,[],[],1161,1161,"",16820,"",1,6093,1
755,5,351,16122,[2],[3],0,"",7,[],0,"",0,0,[],"","","",[],0,[10],0,37,1,1,[],[],1161,1161,"",16821,"",2,3628,1
756,5,352,16124,[22],[1],0,"",7,[],0,"",0,0,[],"","","",[],1,[5],0,95,1,1,[415],[],1161,1161,"",16822,"",1,935,1
757,5,353,16125,[13],[1],0,"",7,[],0,"",0,0,[],"","","",[],2,[5],0,95,1,1,[415],[],1161,1161,"",16822,"",1,935,1
758,5,354,16127,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[],1,[8],0,11,1,1,[],[],1161,1161,"",16823,"",1,2031,1
759,5,355,16128,[13],[1],0,"",7,[],0,"",0,0,[],"","","",[],2,[8],0,11,1,1,[],[],1161,1161,"",16823,"",1,2031,1
760,5,356,16130,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[],1,[9],0,20,1,1,[],[],1161,1161,"",16824,"",2,6248,1
761,5,357,16131,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[],2,[9],0,20,1,1,[],[],1161,1161,"",16824,"",2,6248,1
762,5,358,16133,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[],1,[9],0,50,1,1,[],[],1161,1161,"",16825,"",2,6091,1
763,5,359,16134,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[],2,[9],0,50,1,1,[],[],1161,1161,"",16825,"",2,6091,1
764,5,360,16136,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[],1,[9],0,52,1,1,[],[],1161,1161,"",16826,"",2,6092,1
765,5,361,16137,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[],2,[9],0,52,1,1,[],[],1161,1161,"",16826,"",2,6092,1
766,5,362,16138,[17],[6],0,"",7,[],0,"",0,0,[],"","","",[],0,[12],0,64,1,1,[],[],1161,1161,"",16827,"",2,6219,1
767,5,363,16140,[17],[6],0,"",7,[],0,"",0,0,[],"","","",[],0,[12],0,60,1,1,[],[],1161,1161,"",16829,"",2,6221,1
768,5,364,16141,[17],[6],0,"",7,[],0,"",0,0,[],"","","",[],0,[12],0,65,1,1,[],[],1161,1161,"",16830,"",2,6222,1
769,5,365,16142,[17],[6],0,"",7,[],0,"",0,0,[],"","","",[],0,[12],0,62,1,1,[],[],1161,1161,"",16831,"",2,6223,1
770,5,366,25674,[17],[6],0,"",7,[],0,"",0,0,[],"","","",[],0,[12],0,61,1,1,[],[],1161,1161,"",25673,"",2,9062,1
771,5,367,16144,[17],[6],0,"",7,[],0,"",0,0,[],"","","",[],0,[12],0,63,1,1,[],[],1161,1161,"",16833,"",2,6225,1
772,5,368,16152,[22],[1],0,"",7,[],0,"",0,0,[],"","","",[],1,"[0,2,1,3]",0,111,1,1,"[743,744]",[],1161,1161,"",16839,"",2,6229,1
773,5,369,16153,[13],[1],0,"",7,[],0,"",0,0,[],"","","",[],2,"[0,1]",0,111,1,1,"[743,744]",[],1161,1161,"",16838,"",2,6229,1
774,5,370,16154,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[],1,"[0,2,1,3]",0,112,1,1,"[742,744]",[],1161,1161,"",16840,"",2,6230,1
775,5,371,16155,[13],[1],0,"",7,[],0,"",0,0,[],"","","",[],2,"[0,2,1,3]",0,112,1,1,"[742,744]",[],1161,1161,"",16840,"",2,6230,1
776,5,372,16156,[11],[4],0,"",7,[],0,"",0,0,[],"","","",[],1,"[0,2,1,3]",0,113,1,1,"[742,743]",[],1161,1161,"",16841,"",2,6231,1
777,5,373,16157,[6],[4],0,"",7,[],0,"",0,0,[],"","","",[],2,"[0,2,1,3]",0,113,1,1,"[742,743]",[],1161,1161,"",16841,"",2,6231,1
778,5,374,16158,[22],[1],0,"",7,[],0,"",0,0,[],"","","",[],1,"[0,2,1,3]",0,114,1,1,[],[],1161,1161,"",16843,"",2,6232,1
779,5,375,16159,[13],[1],0,"",7,[],0,"",0,0,[],"","","",[],2,"[0,1]",0,114,1,1,[],[],1161,1161,"",16842,"",2,6232,1
780,5,376,16163,[11],[4],0,"",7,[],0,"",0,0,[],"","","",[],1,"[1,3]",0,115,1,1,[],[],1161,1161,"",16845,"",2,6233,1
781,5,377,16164,[6],[4],0,"",7,[],0,"",0,0,[],"","","",[],2,"[1,3]",0,115,1,1,[],[],1161,1161,"",16845,"",2,6233,1
782,5,378,16165,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[],3,"[1,3]",0,115,1,1,[],[],1161,1161,"",16845,"",2,6233,1
783,5,379,16160,[11],[4],0,"",7,[],0,"",0,0,[],"","","",[],1,"[0,2]",0,115,1,1,[],[],1161,1161,"",16844,"",2,6233,1
784,5,380,16161,[6],[4],0,"",7,[],0,"",0,0,[],"","","",[],2,"[0,2]",0,115,1,1,[],[],1161,1161,"",16844,"",2,6233,1
785,5,381,16162,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[],3,"[0,2]",0,115,1,1,[],[],1161,1161,"",16844,"",2,6233,1
786,5,382,16166,[2],[3],0,"",7,[],0,"",0,0,[],"","","",[],0,"[0,2,1,3]",0,116,1,1,[],[],1161,1161,"",16846,"",2,6234,1
787,5,383,16167,[10],[8],0,"",7,[],0,"",0,0,[],"","","",[],1,"[0,1,2,3,6,7,8,5,4,9,10,11,13]",0,117,1,1,[],[],1161,1161,"",16847,"",2,6236,""
788,5,384,16168,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[],2,"[0,1,2,3,6,7,8,5,4,9,10,11,13]",0,117,1,1,[],[],1161,1161,"",16847,"",2,6236,""
789,5,385,16169,[2],[3],0,"",7,[],0,"",0,0,[],"","","",[],3,"[0,1,2,3,6,7,8,5,4,9,10,11,13]",0,117,1,1,[],[],1161,1161,"",16847,"",2,6236,""
790,5,386,16170,[10],[8],0,"",7,[],0,"",0,0,[],"","","",[],1,"[0,1,2,3,6,7,8,5,4,9,10,11,13]",0,118,1,1,[],[],1161,1161,"",16848,"",2,6237,""
791,5,387,16171,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[],2,"[0,1,2,3,6,7,8,5,4,9,10,11,13]",0,118,1,1,[],[],1161,1161,"",16848,"",2,6237,""
792,5,388,16172,[2],[3],0,"",7,[],0,"",0,0,[],"","","",[],3,"[0,1,2,3,6,7,8,5,4,9,10,11,13]",0,118,1,1,[],[],1161,1161,"",16848,"",2,6237,""
793,5,389,16173,[10],[8],0,"",7,[],0,"",0,0,[],"","","",[],1,"[0,1,2,3,6,7,8,5,4,9,10,11,13]",0,119,1,1,[],[],1161,1161,"",16849,"",2,6238,""
794,5,390,16174,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[],2,"[0,1,2,3,6,7,8,5,4,9,10,11,13]",0,119,1,1,[],[],1161,1161,"",16849,"",2,6238,""
795,5,391,16175,[2],[3],0,"",7,[],0,"",0,0,[],"","","",[],3,"[0,1,2,3,6,7,8,5,4,9,10,11,13]",0,119,1,1,[],[],1161,1161,"",16849,"",2,6238,""
796,5,392,16185,[4],[8],0,"",7,[],0,"",0,0,[],"","","",[],1,"[6,4]",0,120,1,1,[742],[],1161,1161,"",16853,"",2,6242,1
797,5,393,16186,[6],[3],0,"",7,[],0,"",0,0,[],"","","",[],2,"[6,4]",0,120,1,1,[742],[],1161,1161,"",16853,"",2,6242,1
798,5,394,16187,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[],3,"[6,4]",0,120,1,1,[742],[],1161,1161,"",16853,"",2,6242,1
799,5,395,16188,[4],[8],0,"",7,[],0,"",0,0,[],"","","",[],1,"[6,4]",0,121,1,1,[743],[],1161,1161,"",16854,"",2,6243,1
800,5,396,16189,[6],[3],0,"",7,[],0,"",0,0,[],"","","",[],2,"[6,4]",0,121,1,1,[743],[],1161,1161,"",16854,"",2,6243,1
801,5,397,16190,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[],3,"[6,4]",0,121,1,1,[743],[],1161,1161,"",16854,"",2,6243,1
802,5,398,16191,[4],[8],0,"",7,[],0,"",0,0,[],"","","",[],1,"[6,4]",0,122,1,1,[744],[],1161,1161,"",16855,"",2,6244,1
803,5,399,16192,[6],[3],0,"",7,[],0,"",0,0,[],"","","",[],2,"[6,4]",0,122,1,1,[744],[],1161,1161,"",16855,"",2,6244,1
804,5,400,16193,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[],3,"[6,4]",0,122,1,1,[744],[],1161,1161,"",16855,"",2,6244,1
805,5,401,16004,[15],[6],0,"",7,[],0,"",0,0,[],"","","",[],1,"[10,11]",0,109,1,1,[],[],1161,1161,"",16771,"",2,1309,1
806,5,402,16005,[6],[3],0,"",7,[],0,"",0,0,[],"","","",[],2,"[10,11]",0,109,1,1,[],[],1161,1161,"",16771,"",2,1309,1
807,5,403,16006,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[],3,"[10,11]",0,109,1,1,[],[],1161,1161,"",16771,"",2,1309,1
808,5,404,16007,[15],[6],0,"",7,[],0,"",0,0,[],"","","",[],1,"[10,5]",0,78,1,1,[],[],1161,1161,"",16772,"",2,2087,1
809,5,405,16008,[6],[3],0,"",7,[],0,"",0,0,[],"","","",[],2,"[10,5]",0,78,1,1,[],[],1161,1161,"",16772,"",2,2087,1
810,5,406,16009,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[],3,"[10,5]",0,78,1,1,[],[],1161,1161,"",16772,"",2,2087,1
811,5,407,16010,[15],[6],0,"",7,[],0,"",0,0,[],"","","",[],1,"[10,7]",0,47,1,1,[],[],1161,1161,"",16773,"",2,6274,1
812,5,408,16011,[6],[3],0,"",7,[],0,"",0,0,[],"","","",[],2,"[10,7]",0,47,1,1,[],[],1161,1161,"",16773,"",2,6274,1
813,5,409,16012,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[],3,"[10,7]",0,47,1,1,[],[],1161,1161,"",16773,"",2,6274,1
814,5,410,16197,[2],[6],0,"",7,[],0,"",0,0,[],"","","",[],0,[6],0,124,1,1,[452],[],1161,1161,"",16857,"",1,2265,1
815,5,411,16198,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[],0,[6],0,125,1,1,[],[],1161,1161,"",16858,"",1,1099,1
816,5,412,16199,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[],0,[6],0,126,1,1,[],[],1161,1161,"",16859,"",1,1545,1
817,5,413,16201,[6],[6],0,"",7,[],0,"",0,0,[],"","","",[],0,[6],0,127,1,1,[],[],1161,1161,"",16861,"",1,2137,1
818,5,414,15718,[6],[3],0,"",7,[],0,"",0,0,[],"","","",[],1,[10],0,100,1,1,[],[],1161,1161,"",16661,"",1,6070,1
819,5,415,15719,[2],[3],0,"",7,[],0,"",0,0,[],"","","",[],2,[10],0,100,1,1,[],[],1161,1161,"",16661,"",1,6070,1
820,5,416,15720,[22],[1],0,"",7,[],0,"",0,0,[],"","","",[],3,[10],0,100,1,1,[],[],1161,1161,"",16661,"",1,6070,1
821,5,417,15721,[6],[3],0,"",7,[],0,"",0,0,[],"","","",[],1,[10],0,96,1,1,[],[],1161,1161,"",16662,"",1,6071,1
822,5,418,15722,[2],[3],0,"",7,[],0,"",0,0,[],"","","",[],2,[10],0,96,1,1,[],[],1161,1161,"",16662,"",1,6071,1
823,5,419,15723,[22],[1],0,"",7,[],0,"",0,0,[],"","","",[],3,[10],0,96,1,1,[],[],1161,1161,"",16662,"",1,6071,1
824,5,420,15724,[6],[3],0,"",7,[],0,"",0,0,[],"","","",[],1,[10],0,77,1,1,[],[],1161,1161,"",16663,"",1,6072,1
825,5,421,15725,[2],[3],0,"",7,[],0,"",0,0,[],"","","",[],2,[10],0,77,1,1,[],[],1161,1161,"",16663,"",1,6072,1
826,5,422,15726,[22],[1],0,"",7,[],0,"",0,0,[],"","","",[],3,[10],0,77,1,1,[],[],1161,1161,"",16663,"",1,6072,1
827,5,423,16049,[2],[3],0,"",7,[],0,"",0,0,[],"","","",[],0,[8],0,49,1,1,[],[],1161,1161,"",16791,"",2,6121,1
828,0,0,8170,[13],[2],0,"",7,[],0,"",0,0,[],"","","",[249],0,"[0,1,2,3,6,7,8,5,4,9,10,11,13]",1,"",0,0,[],[],1161,1161,"","","",2,1827,""
829,0,1,8171,[13],[2],0,"",7,[],0,"",0,0,[],"","","",[250],0,"[0,1,2,3,6,7,8,5,4,9,10,11,13]",1,"",0,0,[],[],1161,1161,"","","",1,1823,""
830,0,2,8174,[13],[2],0,"",7,[],0,"",0,0,[],"","","",[251],0,"[0,1,2,3,6,7,8,5,4,9,10,11,13]",1,"",0,0,[],[],1161,1161,"","","",2,1826,""
831,0,3,8172,[13],[1],0,"",7,[],0,"",0,0,[],"","","",[247],0,"[0,1,2,3,6,7,8,5,4,9,10,11,13]",1,"",0,0,[],[],1161,1161,"","","",2,1824,""
832,0,4,8173,[23],[5],0,"",7,[],0,"",0,0,[],"","","",[248],0,"[0,1,2,3,6,7,8,5,4,9,10,11,13]",1,"",0,0,[],[],1161,1161,"","","",2,1825,""
