"rownum","Area","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","[i32]","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32"
139,139,5,15,20,60,15,30,12,10,13,100,30,2,30,"[50,50,50,1]",20,10,80,20,80,20,20,23,10,0,100,0,12,0,13,10,0,0,72,15,10,0,0,0,11,0,100,12,100
140,140,5,15,20,60,15,30,12,10,13,100,30,2,30,"[50,50,50,1]",20,10,80,20,80,20,20,23,10,0,100,0,12,0,13,10,0,0,72,15,10,0,0,0,11,0,100,12,100
141,141,5,15,20,60,15,30,12,10,13,100,30,2,30,"[50,50,50,1]",20,10,80,20,80,20,20,23,10,0,100,0,12,0,13,10,0,0,72,15,10,0,0,0,11,0,100,12,100
142,142,5,15,20,60,15,30,12,10,13,100,30,2,30,"[50,50,50,1]",20,10,80,20,80,20,20,23,10,0,100,0,12,0,13,10,0,0,72,15,10,0,0,0,11,0,100,12,100
143,143,5,15,20,60,15,30,12,10,13,100,30,2,30,"[50,50,50,1]",20,10,80,20,80,20,20,23,10,0,100,0,12,0,13,10,0,0,72,15,10,0,0,0,11,0,100,12,100
144,144,0,15,0,0,0,0,0,0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,145,5,15,20,60,15,30,12,10,14,100,30,2,30,"[50,50,50,1]",20,10,80,20,80,20,20,23,10,0,100,0,11,0,13,10,0,0,72,15,10,0,0,0,11,0,100,12,100
146,146,5,15,20,60,15,30,12,10,14,100,30,2,30,"[50,50,50,1]",20,10,80,20,80,20,20,23,10,0,100,0,11,0,13,10,0,0,72,15,10,0,0,0,11,0,100,12,100
147,147,5,15,20,60,15,30,12,10,14,100,30,2,30,"[50,50,50,1]",20,10,80,20,80,20,20,23,10,0,100,0,11,0,13,10,0,0,72,15,10,0,0,0,11,0,100,12,100
148,148,5,15,20,60,15,30,12,10,14,100,30,2,30,"[50,50,50,1]",20,10,80,20,80,20,20,23,10,0,100,0,11,0,13,10,0,0,72,15,10,0,0,0,11,0,100,12,100
149,149,5,15,20,60,15,30,12,10,14,100,30,2,30,"[50,50,50,1]",20,10,80,20,80,20,20,23,10,0,100,0,11,0,13,10,0,0,72,15,10,0,0,0,11,0,100,12,100
150,150,5,15,20,60,15,30,12,10,14,100,30,2,30,"[50,50,50,1]",20,10,80,20,80,20,20,23,10,0,100,0,11,0,13,10,0,0,72,15,10,0,0,0,11,0,100,12,100
151,151,5,15,20,60,15,30,12,10,14,100,30,2,30,"[50,50,50,1]",20,10,80,20,80,20,20,23,10,0,100,0,11,0,13,10,0,0,72,15,10,0,0,0,11,0,100,12,100
152,152,5,15,20,60,15,30,12,10,14,100,30,2,30,"[50,50,50,1]",20,10,80,20,80,20,20,23,10,0,100,0,11,0,13,10,0,0,72,15,10,0,0,0,11,0,100,12,100
153,153,5,15,20,60,15,30,12,10,14,100,30,2,30,"[50,50,50,1]",20,10,80,20,80,20,20,23,10,0,100,0,0,0,13,10,0,0,72,15,10,0,0,0,11,0,100,12,100
154,154,0,15,0,0,0,0,0,0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,155,0,15,0,0,0,0,0,0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,156,0,15,0,0,0,0,0,0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,157,0,0,0,0,0,0,0,0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,158,0,0,0,0,0,0,0,0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,159,0,0,0,0,0,0,0,10,14,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,160,0,0,0,0,0,0,0,0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,161,0,0,0,0,0,0,0,0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,162,0,0,0,0,0,0,0,0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,163,0,15,0,0,0,0,0,0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,164,5,15,0,0,0,0,0,0,4,0,0,1,16,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,165,5,15,0,0,0,0,0,0,4,0,0,1,16,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,166,5,15,0,0,0,0,0,0,4,0,0,1,16,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,167,5,15,0,0,0,0,0,0,4,0,0,1,16,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,168,5,15,0,0,0,0,0,0,4,0,0,1,16,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,169,5,15,0,0,0,0,0,0,4,0,0,1,16,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,170,5,15,0,0,0,10,0,10,10,0,0,1,16,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,171,5,15,0,0,0,10,0,10,10,0,0,1,16,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,172,5,15,0,0,0,10,0,10,10,0,0,1,16,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,173,5,15,0,0,0,10,0,10,10,0,0,1,16,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,174,5,15,0,0,0,10,0,10,10,0,0,1,16,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,175,5,15,0,0,0,10,0,10,10,0,0,1,16,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,176,5,15,0,0,0,10,0,10,10,0,0,1,16,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,177,5,15,0,0,0,10,0,10,10,0,0,1,16,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,178,5,15,0,0,0,10,0,10,10,0,0,1,16,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,179,5,15,0,0,0,10,0,10,10,0,0,1,16,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,180,5,15,0,0,0,10,0,10,10,0,0,1,16,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,181,5,15,0,0,0,10,0,10,10,0,0,1,16,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,182,5,15,0,0,0,10,0,10,10,0,0,1,16,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,183,5,15,0,0,0,10,0,10,10,0,0,1,16,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,184,5,15,0,0,0,10,0,10,10,0,0,1,16,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,185,5,15,0,0,0,10,0,10,10,0,0,1,16,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,186,5,15,0,0,0,10,0,10,10,0,0,1,16,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,187,5,15,0,0,0,10,0,10,10,0,0,1,16,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,188,5,15,0,0,0,10,0,10,10,0,0,1,16,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,189,5,15,0,0,0,10,0,10,10,0,0,1,16,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,190,5,15,0,0,0,10,0,10,10,0,0,1,16,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,191,5,15,0,0,0,10,0,10,10,0,0,1,16,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,192,5,15,0,0,0,10,0,10,10,0,0,1,16,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,193,5,15,0,0,0,10,0,10,10,0,0,1,16,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,194,5,15,0,0,0,10,0,10,10,0,0,1,16,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,195,5,15,0,0,0,10,0,10,10,0,0,1,16,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,196,5,15,0,0,0,10,0,10,10,0,0,1,16,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,197,5,15,0,0,0,10,0,10,10,0,0,1,16,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,198,5,15,0,0,0,10,0,10,10,0,0,1,16,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,199,5,15,0,0,0,10,0,10,10,0,0,1,16,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,200,5,15,0,0,0,10,0,10,10,0,0,1,16,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,201,5,15,0,0,0,10,0,10,10,0,0,1,16,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,202,5,15,0,0,0,10,0,10,10,0,0,1,16,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,203,5,15,0,0,0,10,0,10,10,0,0,1,16,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,204,5,15,0,0,0,10,0,10,10,0,0,1,16,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,205,5,15,0,0,0,10,0,10,10,0,0,1,16,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,206,5,15,0,0,0,10,0,10,10,0,0,1,16,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,207,5,15,0,0,0,10,0,10,10,0,0,1,16,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,208,5,15,0,0,0,10,0,10,10,0,0,1,16,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,209,5,15,0,0,0,10,0,10,10,0,0,1,16,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,210,5,15,0,0,0,10,0,10,10,0,0,1,16,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,211,5,15,0,0,0,10,0,10,10,0,0,1,16,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,212,5,15,0,0,0,10,0,10,10,0,0,1,16,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,213,5,15,0,0,0,10,0,10,10,0,0,1,16,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,214,5,15,0,0,0,10,0,10,10,0,0,1,16,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,215,5,15,0,0,0,10,0,10,10,0,0,1,16,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216,216,5,15,0,0,0,10,0,10,10,0,0,1,16,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,217,5,15,0,0,0,0,0,16,20,0,0,1,16,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,218,5,15,0,0,0,0,0,16,20,0,0,1,16,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,219,5,15,0,0,0,0,0,16,20,0,0,1,16,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,220,5,15,0,0,0,0,0,16,20,0,0,1,16,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,221,5,15,0,0,0,0,0,16,20,0,0,1,16,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,222,5,15,0,0,0,0,0,16,20,0,0,1,16,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,223,5,15,0,0,0,10,0,16,20,0,0,1,16,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,224,5,15,0,0,0,10,0,16,20,0,0,1,16,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,225,5,15,0,0,0,10,0,16,20,0,0,1,16,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,226,5,15,0,0,0,10,0,16,20,0,0,1,16,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227,227,5,15,0,0,0,10,0,16,20,0,0,1,16,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,228,5,15,0,0,0,10,0,16,20,0,0,1,16,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,229,5,15,0,0,0,10,0,16,20,0,0,1,16,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,230,5,15,0,0,0,10,0,16,20,0,0,1,16,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,231,5,15,0,0,0,10,0,16,20,0,0,1,16,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,232,5,15,0,0,0,10,0,16,20,0,0,1,16,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,233,5,15,0,0,0,10,0,16,20,0,0,1,16,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,234,5,15,0,0,0,10,0,16,20,0,0,1,16,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,235,5,15,0,0,0,10,0,16,20,0,0,1,16,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236,236,5,15,0,0,0,10,0,16,20,0,0,1,16,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237,237,5,15,0,0,0,10,0,16,20,0,0,1,16,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,238,5,15,0,0,0,10,0,16,20,0,0,1,16,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,239,5,15,0,0,0,10,0,16,20,0,0,1,16,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,240,5,15,0,0,0,10,0,16,20,0,0,1,16,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241,241,5,15,0,0,0,10,0,16,20,0,0,1,16,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,242,5,15,0,0,0,10,0,16,20,0,0,1,16,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243,243,5,15,0,0,0,10,0,16,20,0,0,1,16,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244,244,5,15,0,0,0,10,0,16,20,0,0,1,16,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,245,5,15,0,0,0,10,0,16,20,0,0,1,16,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,246,5,15,0,0,0,10,0,16,20,0,0,1,16,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,247,5,15,0,0,0,10,0,16,20,0,0,1,16,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,248,5,15,0,0,0,10,0,16,20,0,0,1,16,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,249,5,15,0,0,0,10,0,16,20,0,0,1,16,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,250,5,15,0,0,0,10,0,16,20,0,0,1,16,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251,251,5,15,0,0,0,10,0,16,20,0,0,1,16,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252,252,5,15,0,0,0,10,0,16,20,0,0,1,16,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,253,5,15,0,0,0,10,0,16,20,0,0,1,16,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254,254,5,15,0,0,0,10,0,16,20,0,0,1,16,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,255,5,15,0,0,0,10,0,16,20,0,0,1,16,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256,256,5,15,0,0,0,10,0,16,20,0,0,1,16,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257,257,5,15,0,0,0,10,0,16,20,0,0,1,16,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,258,5,15,0,0,0,10,0,16,20,0,0,1,16,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259,259,5,15,0,0,0,10,0,16,20,0,0,1,16,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,260,5,15,0,0,0,10,0,16,20,0,0,1,16,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261,261,5,15,0,0,0,10,0,16,20,0,0,1,16,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,262,5,15,0,0,0,10,0,16,20,0,0,1,16,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263,263,5,15,0,0,0,10,0,16,20,0,0,1,16,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,264,5,15,0,0,0,10,0,16,20,0,0,1,16,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,265,5,15,0,0,0,10,0,16,20,0,0,1,16,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
266,266,5,15,0,0,0,10,0,16,20,0,0,1,16,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267,267,5,15,0,0,0,10,0,16,20,0,0,1,16,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268,268,5,15,0,0,0,10,0,16,20,0,0,1,16,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269,269,5,15,0,0,0,10,0,16,20,0,0,1,16,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,270,5,15,0,0,0,10,0,16,20,0,0,1,16,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271,271,5,15,0,0,0,10,0,16,20,0,0,1,16,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272,272,5,15,0,0,0,10,0,16,20,0,0,1,16,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
273,273,5,0,0,0,0,0,0,0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274,274,5,0,0,0,0,0,0,0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,275,5,0,0,0,0,0,0,0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
276,276,5,0,0,0,0,0,0,0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277,277,5,0,0,0,0,0,0,0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
278,278,0,0,0,0,0,0,0,0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279,279,0,0,0,0,0,0,0,0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
