"rownum","Id","PositionX","PositionY","i32","i32","[rid]","string","string","[rid]","i32","[rid]","[rid]","rid","string","i32","i32","string","rid","rid","string","bool","i32","i32"
396,"C_G2_4_1_Kabala",184,0,0,0,[],"Kabala, Constrictor Queen","...whispers that Kabala has returned to Keth...",[3212],8,[72],[4347],"","WorldMapContentBossUpgrade",395,0,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinKabala",0,"","","",4119,4119
397,"C_G2_4_1_KabalaSlain",184,0,0,0,[],"Kabala, Constrictor Queen","...she knew the consequences.\r\n\r\n<white>{Grants Two Weapon Set Passive Skill Points}",[4347],8,[72],[],"","WorldMapContentBossUpgradeDone",395,0,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinKabala",0,"","","",4119,4119
398,"C_G2_4_1_Tomb",184,0,0,0,[],"Abandoned Shrine","...untouched by mortals for centuries at the least...",[3212],8,[72],[4900],"","WorldMapContentChest",395,0,"Metadata/Terrain/WorldMaps/Act2/Objects/SideContent/MapPinKethUndergroundTomb",0,"","","",4119,4119
399,"C_G2_4_1_TombDone",184,0,0,0,[],"Abandoned Shrine","...untouched by mortals for centuries at the least...",[4900],8,[72],[],"","WorldMapContentChestDone",395,0,"Metadata/Terrain/WorldMaps/Act2/Objects/SideContent/MapPinKethUndergroundTomb",0,"","","",4119,4119
400,"C_G2_4_2",185,0,0,0,[185],"The Lost City","A place of worship forgotten by the ages.",[3212],8,[3213],[],"","",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinKethDungeon","","","",1,4119,4119
401,"C_G2_4_2_Underground",185,0,0,0,[],"The Lost City","A place of worship forgotten by the ages.",[3212],8,[72],[],"","",400,0,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinKethDungeonUnderground","","","","",4119,4119
402,"C_G2_4_2_Beetle",185,0,0,0,[],"The Galleria","...where one could once see wonders...",[3213],8,[72],[4798],"","WorldMapContentRareMonster",400,0,"Metadata/Terrain/WorldMaps/Act2/Objects/SideContent/MapPinKethBeetle",0,"","","",4119,4119
403,"C_G2_4_2_BeetleDone",185,0,0,0,[],"The Galleria","...now nothing but an empty shell...",[4798],8,[72],[],"","WorldMapContentRareMonsterDone",400,0,"Metadata/Terrain/WorldMaps/Act2/Objects/SideContent/MapPinKethBeetle",0,"","","",4119,4119
404,"C_G2_4_2_Ambush",185,0,0,0,[],"Golden Tomb","...if you're fool enough to try...",[3213],8,[72],[4797],"","WorldMapContentChest",400,0,"Metadata/Terrain/WorldMaps/Act2/Objects/SideContent/MapPinKethTempleAmbush",0,"","","",4119,4119
405,"C_G2_4_2_AmbushDone",185,0,0,0,[],"Golden Tomb","...treasure for the lucky, it seems...",[4797],8,[72],[],"","WorldMapContentChestDone",400,0,"Metadata/Terrain/WorldMaps/Act2/Objects/SideContent/MapPinKethTempleAmbush",0,"","","",4119,4119
406,"C_G2_4_3",186,0,0,0,[186],"Buried Shrines","The Seven Rivers once met below these dry stones.",[3213],8,[3586],[],"","",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinKethSanctum","",3651,"In her divine slumber, Halani dreamt a thousand happy lifetimes with her son. Her nightmare only began once she awoke.",1,4119,4119
407,"C_G2_4_3_Underground",186,0,0,0,[],"Buried Shrines","The Seven Rivers once met below these dry stones.",[3213],8,[72],[],"","",406,0,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinKethSanctumUnderground","",3651,"In her divine slumber, Halani dreamt a thousand happy lifetimes with her son. Her nightmare only began once she awoke.","",4119,4119
408,"C_G2_4_3_ForsakenSon",186,0,0,0,[],"Azarian, the Forsaken Son","...Jamanra was not the only one brought back by Corruption...",[3586],8,[72],[4337],"","WorldMapContentBoss",406,0,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinForsakenSon",0,"","","",4119,4119
409,"C_G2_4_3_ForsakenSonSlain",186,0,0,0,[],"Azarian, the Forsaken Son","...a tragic reflection of our history...",[4337],8,[72],[],"","WorldMapContentBossDone",406,0,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinForsakenSon",0,"","","",4119,4119
410,"C_G2_4_3_Ambush",186,0,0,0,[],"Guarded Sarcophagus","...tombs were rarely left unprotected...",[3586],8,[72],[4781],"","WorldMapContentRareMonster",406,0,"Metadata/Terrain/WorldMaps/Act2/Objects/SideContent/MapPinKethSanctumAmbush",0,"","","",4119,4119
411,"C_G2_4_3_AmbushDone",186,0,0,0,[],"Guarded Sarcophagus","...of course it was a trap!...",[4781],8,[72],[],"","WorldMapContentRareMonsterDone",406,0,"Metadata/Terrain/WorldMaps/Act2/Objects/SideContent/MapPinKethSanctumAmbush",0,"","","",4119,4119
412,"C_G2_4_3_Offering",186,0,0,0,[],"Elemental Offering","...the gods are kind to those who choose...",[3586],8,[72],[4795],"","WorldMapContentChest",406,0,"Metadata/Terrain/WorldMaps/Act2/Objects/SideContent/MapPinKethChoice",0,"","","",4119,4119
413,"C_G2_4_3_OfferingDone",186,0,0,0,[],"Elemental Offering","...go with their blessing...",[4795],8,[72],[],"","WorldMapContentChestDone",406,0,"Metadata/Terrain/WorldMaps/Act2/Objects/SideContent/MapPinKethChoice",0,"","","",4119,4119
414,"C_G2_5_1",187,0,0,0,[187],"Mastodon Badlands","Certain places of power predate people. Certain places of death do not.","[2911,1527]",8,[2911],[],"","",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinBadlands","","","","",4119,4119
415,"C_G2_5_1_BoneChest",187,0,0,0,[],"Shrine of Bones","...the lost-men collect many things...","[2911,1527]",8,[72],[4793],"","WorldMapContentChest",414,0,"Metadata/Terrain/WorldMaps/Act2/Objects/SideContent/MapPinBadlandsChest",0,"","","",4119,4119
416,"C_G2_5_1_BoneChestDone",187,0,0,0,[],"Shrine of Bones","...the lost-men will not soon forget this lesson in blood...",[4793],8,[72],[],"","WorldMapContentChestDone",414,0,"Metadata/Terrain/WorldMaps/Act2/Objects/SideContent/MapPinBadlandsChest",0,"","","",4119,4119
417,"C_G2_5_2",188,0,0,0,[188],"The Bone Pits","Dark energies lurk among ancient bones.",[2911],8,[2912],[],"","",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinBonePits","","","","",4119,4119
418,"C_G2_5_2_Ekbab",188,0,0,0,[],"Ekbab, Ancient Steed","...truly the same Mastodon of legend?...",[2912],8,[72],[3188],"","WorldMapContentBoss",417,0,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinEkbab",0,"","","",4119,4119
419,"C_G2_5_2_EkbabSlain",188,0,0,0,[],"Ekbab, Ancient Steed","...the rest he earned...",[3188],8,[72],[],"","WorldMapContentBossDone",417,0,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinEkbab",0,"","","",4119,4119
420,"C_G2_6",189,0,0,0,[189],"Valley of the Titans","Forbidden lands hold wonders and terrors beyond explanation.","[2913,1527]",8,[2913],[],"","",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinTitanValley","","","","",4119,4119
421,"C_G2_6_FragmentAltar",189,0,0,0,[],"Medallion","...where the Third Pact was forged...",[2913],8,[72],"[4339,4341,4637,4638]","","Act2/WorldMapContentFragmentAltar",420,0,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinMedallion",0,"","","",4119,4119
422,"C_G2_6_FragmentAltarBoth",189,0,0,0,[],"Medallion","...where the Third Pact was forged...","[4339,4341]",8,[72],"[4638,4637]","","Act2/WorldMapContentFragmentAltar",420,0,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinMedallion",0,"","","",4119,4119
423,"C_G2_6_FragmentAltarLeft",-16843010,-16843010,-16843010,-16843010,[],"Medallion","...where the Third Pact was forged...",[4339],8,[72],"[4638,4637,4341]","","Act2/WorldMapContentFragmentAltarLeft",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinMedallion",2,"","","",4119,4119
424,"C_G2_6_FragmentAltarRight",-16843010,-16843010,-16843010,-16843010,[],"Medallion","...where the Third Pact was forged...",[4341],8,[72],"[4638,4637,4339]","","Act2/WorldMapContentFragmentAltarRight",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinMedallion",2,"","","",4119,4119
425,"C_G2_6_FragmentAltarLeftActive",-16843010,-16843010,-16843010,-16843010,[],"Medallion","...where the Third Pact was forged...",[4637],8,[72],[4638],"","Act2/WorldMapContentFragmentAltarLeftActive",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinMedallion",2,"","","",4119,4119
426,"C_G2_6_FragmentAltarRightActive",-16843010,-16843010,-16843010,-16843010,[],"Medallion","...where the Third Pact was forged...",[4638],8,[72],[4637],"","Act2/WorldMapContentFragmentAltarRightActive",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinMedallion",2,"","","",4119,4119
427,"C_G2_7",190,0,0,0,[190],"The Titan Grotto","Eons of silence can wear away even the strongest alliances.",[2913],8,[2914],[],"","",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinTitanGrotto","","","",1,4119,4119
428,"C_G2_7_Underground",190,0,0,0,[],"The Titan Grotto","Eons of silence can wear away even the strongest alliances.",[2913],8,[72],[],"","",427,0,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinTitanGrottoUnderground","","","","",4119,4119
429,"C_G2_7_TitanAugment",190,0,0,0,[],"Titans' Treasure","...ancient relics forged in primordial fire...",[72],8,[72],[2763],"","WorldMapContentBag",427,0,"Metadata/Terrain/WorldMaps/Act2/Objects/SideContent/MapPinTitanGrottoAugment",0,"","","",4119,4119
430,"C_G2_7_TitanAugmentDone",190,0,0,0,[],"Titans' Treasure","...ancient relics forged in primordial fire...",[72],8,[72],[],"","WorldMapContentBagDone",427,0,"Metadata/Terrain/WorldMaps/Act2/Objects/SideContent/MapPinTitanGrottoAugment",0,"","","",4119,4119
431,"C_G2_7_TheColossus",190,0,0,0,[],"Zalmarath, the Colossus","...a champion, sent for the Rite of Flame...",[2914],8,[72],[4335],"","WorldMapContentBoss",427,0,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinTheColossus",0,"","","",4119,4119
432,"C_G2_7_TheColossusSlain",190,0,0,0,[],"Zalmarath, the Colossus","...proven yourself worthy...",[4335],8,[72],[],"","WorldMapContentBossDone",427,0,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinTheColossus",0,"","","",4119,4119
433,"C_G2_8",191,0,0,0,[191],"Deshar","To remember the dead, they built monuments the sand could never steal.","[2915,4565]",8,[2915],[],"","",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinTowers","","","","",4119,4119
434,"C_G2_8_FinalLetter",191,0,0,0,[],"Final Letter","...a dekhara departed for Deshar in the dead of night...",[2915],8,[72],[4333],"","Act2/WorldMapContentLetter",433,0,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinFinalLetter",0,"","","",4119,4119
435,"C_G2_8_FinalLetterDone",191,0,0,0,[],"Final Letter","...she will be remembered.\r\n\r\n<white>{Grants Two Weapon Set Passive Skill Points}",[4333],8,[72],[],"","Act2/WorldMapContentLetterDone",433,0,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinFinalLetter",0,"","","",4119,4119
436,"C_G2_8_TwinBosses",191,0,0,0,[],"Watchful Twins","...they grow fat on the flesh of the dead...",[2915],8,[72],[4977],"","WorldMapContentRareMonsterSanctum",433,0,"Metadata/Terrain/WorldMaps/Act2/Objects/SideContent/MapPinSpiresTwinBosses",0,"","","",4119,4119
437,"C_G2_8_TwinBossesDone",191,0,0,0,[],"Watchful Twins","...good riddance to those carrion feeders...",[4977],8,[72],[],"","WorldMapContentRareMonsterSanctumDone",433,0,"Metadata/Terrain/WorldMaps/Act2/Objects/SideContent/MapPinSpiresTwinBosses",0,"","","",4119,4119
438,"C_G2_9_1",192,0,0,0,[192],"Path of Mourning","Countless feet have tread upon these stones... not all of them living.",[2915],8,[2916],[],"","",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinSpires","","","","",4119,4119
439,"C_G2_9_1_VaseRoom",192,0,0,0,[],"Shifting Vases","...what effect Corruption might have on the dead?...",[2916],8,[72],[4783],"","WorldMapContentChest",438,0,"Metadata/Terrain/WorldMaps/Act2/Objects/SideContent/MapPinSpiresVaseRoom",0,"","","",4119,4119
440,"C_G2_9_1_VaseRoomDone",192,0,0,0,[],"Shifting Vases","...nothing dead can be trusted now...",[4783],8,[72],[],"","WorldMapContentChestDone",438,0,"Metadata/Terrain/WorldMaps/Act2/Objects/SideContent/MapPinSpiresVaseRoom",0,"","","",4119,4119
441,"C_G2_9_2",193,0,0,0,[193],"The Spires of Deshar","The dead slowly become one with the wind.",[2916],8,[2922],[],"","",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinUpperSpires","","","","",4119,4119
442,"C_G2_9_2_LightningShrine",193,0,0,0,[],"Sisters of Garukhan","...they watch, and judge...",[2922],8,[72],[4898],"","Act2/WorldMapContentLightningShrine",441,0,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinLightningShrine",0,"","","",4119,4119
443,"C_G2_9_2_LightningShrineDone",193,0,0,0,[],"Sisters of Garukhan","...make a legend of yourself...\r\n\r\n<white>{+10% to Lightning Resistance}",[4898],8,[72],[],"","Act2/WorldMapContentLightningShrineDone",441,0,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinLightningShrine",0,"","","",4119,4119
444,"C_G2_9_2_TorGul",193,0,0,0,[],"Tor Gul, the Defiler","...what trap might Jamanra have in store?...",[2922],8,[72],[4776],"","WorldMapContentBoss",441,0,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinTorGul",0,"","","",4119,4119
445,"C_G2_9_2_TorGulSlain",193,0,0,0,[],"Tor Gul, the Defiler","...vile dog, violating our Honoured Dead!...",[4776],8,[72],[],"","WorldMapContentBossDone",441,0,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinTorGul",0,"","","",4119,4119
446,"C_G2_10_1",194,0,0,0,[194],"Mawdun Quarry","The Faridun toiled away for reasons unknown.","[2917,3461]",8,[2917],[],"","",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinQuarry","","","","",4119,4119
447,"C_G2_10_1_QualityCurrency",194,0,0,0,[],"Tinker's Tools","...a region known for crafstmen of all trades...",[72],8,[72],[2761],"","WorldMapContentBag",446,0,"Metadata/Terrain/WorldMaps/Act2/Objects/SideContent/MapPinQuarryQualityJewelry",0,"","","",4119,4119
448,"C_G2_10_1_QualityCurrencyDone",194,0,0,0,[],"Tinker's Tools","...forgotten tools, now in better hands...",[72],8,[72],[],"","WorldMapContentBagDone",446,0,"Metadata/Terrain/WorldMaps/Act2/Objects/SideContent/MapPinQuarryQualityJewelry",0,"","","",4119,4119
449,"C_G2_10_2",195,0,0,0,[195],"Mawdun Mine","To keep their plans secret, defectors were sealed away to die.",[2917],8,[2918],[],"","",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinFoundry","","","",1,4119,4119
450,"C_G2_10_2_Underground",195,0,0,0,[],"Mawdun Mine","To keep their plans secret, defectors were sealed away to die.",[2917],8,[72],[],"","",449,0,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinFoundryUnderground","","","","",4119,4119
451,"C_G2_10_2_Rudja",195,0,0,0,[],"Rudja, Dread Engineer","...driven totally insane, and fell in love with fire...",[2919],8,[72],[4782],"","WorldMapContentBoss",449,0,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinRudja",0,"","","",4119,4119
452,"C_G2_10_2_RudjaSlain",195,0,0,0,[],"Rudja, Dread Engineer","...one less terror in the world...",[4782],8,[72],[],"","WorldMapContentBossDone",449,0,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinRudja",0,"","","",4119,4119
453,"C_G2_12_1",197,0,0,0,[197],"The Dreadnought","War comes to Maraketh sands.","[2922,4582]",8,[2920],[],"","",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinDreadnought","","","","",4119,4119
454,"C_G2_12_2",198,0,0,0,[198],"Dreadnought Vanguard","History is written in the blood of tyrants.",[2920],8,[2923],[],"","",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinDreadnoughtVanguard","",3725,"The Faridun exist no more. All are now Maraketh.","",4119,4119
455,"C_G2_12_2_PerennialKing",198,0,0,0,[],"Jamanra, the Abomination","...he swore vengeance on the Maraketh...",[2923],8,[72],[3725],"","WorldMapContentActBoss",454,0,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinPerennialKingDreadnought",0,"","","",4119,4119
456,"C_G2_12_2_PerennialKingSlain",198,0,0,0,[],"Jamanra, the Abomination","...all they wanted was acceptance...",[3725],8,[72],[],"","WorldMapContentActBossDone",454,0,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinPerennialKingDreadnought",0,"","","",4119,4119
457,"C_G2_13",123,0,0,0,[],"Trial of the Sekhemas","Those who would be Sekhema had to prove themselves exceptional.","[2921,4543,4882]",8,[72],[],"","",180,0,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinAscendancy","",4938,"Wisdom and redemption go hand in hand.",1,4119,4119
458,"C_G2_13_Underground",123,0,0,0,[],"Trial of the Sekhemas","Those who would be Sekhema had to prove themselves exceptional.","[2921,4543,4882]",8,[72],[],"","",457,0,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinAscendancyUnderground","",4938,"Wisdom and redemption go hand in hand.","",4119,4119
459,"C_G2_13_AscendancyTrial",123,0,0,0,[],"Trial of Ascendancy","...choose your path...","[2921,4543,4882]",8,[72],[4938],"","WorldMapContentBoss",457,0,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinAscendancyTrial",0,"","","",4119,4119
460,"C_G2_13_AscendancyTrialDone",123,0,0,0,[],"Trial of Ascendancy","...walk with surety...",[4938],8,[72],[],4938,"WorldMapContentBossDone",457,0,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinAscendancyTrial",0,"","","",4119,4119
461,"C_G2_sandstorm",-16843010,-16843010,-16843010,-16843010,[183],"The Sandstorm Barrier","",[1527],8,[72],[4565],"","",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinSandstorm","","","","",4119,4119
462,"C_G2_ToAct3",200,0,0,0,[],"Sandswept Marsh","",[72],8,[72],[],"","",471,0,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinAct3","","","","",4119,4119
463,"C_G3_compassrose_visual",-16843010,-16843010,-16843010,-16843010,[],"","","[3640,3641]",9,[72],[],"","Act3/act3compassrose",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinCompass",11,"","","",4119,4119
464,"C_G3_compasstextbox_visual",-16843010,-16843010,-16843010,-16843010,[],"","","[3640,3641]",9,[72],[],"","Act3/MapBorderJungle",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinLabel",12,"","","",4119,4119
465,"C_G3_compass_label",-16843010,-16843010,-16843010,-16843010,[],"Utzaal region, draft #2\r\nsites of interest & fatality\r\nfor the future records of\r\nThe Reliquarians, 1619ic","","[3640,3641]",9,[72],"[3808,3765]","","",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinLabel",13,"","","",4119,4119
466,"C_G3_compassexposed_label",-16843010,-16843010,-16843010,-16843010,[],"Utzaal region, draft #3\r\nsites of treasure & death\r\nfor the future records of\r\nThe Reliquarians, 1619ic","",[3765],9,[72],"[3808,3814]",3765,"",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinLabel",13,"","","",4119,4119
467,"C_G3_compasspast_label",-16843010,-16843010,-16843010,-16843010,[],"Historical Utzaal, draft #1\r\nest. year 400bic\r\npreliminary survey\r\nfor the future records of\r\nThe Reliquarians, 1619ic","",[3814],9,[72],[3808],3814,"",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinLabel",13,"","","",4119,4119
468,"C_G3_MapBorder_Surface",-16843010,-16843010,-16843010,-16843010,[],"","","[3640,3641]",9,[72],[],"","WorldMapBorder",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinBorderSurface",3,"","","",4119,4119
469,"C_G3_MapBorder_Underground",-16843010,-16843010,-16843010,-16843010,[],"","","[3640,3641]",9,[72],[],"","WorldMapBorder",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinBorderUnderground",4,"","","",4119,4119
470,"C_G3_lake",-16843010,-16843010,-16843010,-16843010,[],"","",[3641],9,[72],[3765],"","",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinSunkenRuins","","","","",4119,4119
471,"C_G3_1",200,0,0,0,[200],"Sandswept Marsh","When the city flooded, the peasants fled quickly... but not quickly enough.",[1523],9,[3640],[3814],"","",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinSandsweptMarsh","","","","",4119,4119
472,"C_G3_1_Rootdredge",200,0,0,0,[],"Rootdredge","...the trees move, you best move as well...",[3640],9,[72],"[4824,3814]","","WorldMapContentBoss",471,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinRootdredge",0,"","","",4119,4119
473,"C_G3_1_RootdredgeSlain",200,0,0,0,[],"Rootdredge","...chopped down a tree, did you?...",[4824],9,[72],[3814],"","WorldMapContentBossDone",471,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinRootdredge",0,"","","",4119,4119
474,"C_G3_1_Corpse",200,0,0,0,[],"Hanging Tree","...we give sites like that plenty of space...",[3640],9,[72],"[4834,3814]","","WorldMapContentBag",471,0,"Metadata/Terrain/WorldMaps/Act3/Objects/SideContent/MapPinSandsweptCorpse",0,"","","",4119,4119
475,"C_G3_1_CorpseDone",200,0,0,0,[],"Hanging Tree","...never can be sure what killed them...",[4834],9,[72],[3814],"","WorldMapContentBagDone",471,0,"Metadata/Terrain/WorldMaps/Act3/Objects/SideContent/MapPinSandsweptCorpse",0,"","","",4119,4119
476,"C_G3_1_CannibalDuo",200,0,0,0,[],"Orok Campfire","...don't be stirring up the Orok!...",[3640],9,[72],"[4872,3814]","","WorldMapContentRareMonster",471,0,"Metadata/Terrain/WorldMaps/Act3/Objects/SideContent/MapPinSandsweptCannibalDuo",0,"","","",4119,4119
477,"C_G3_1_CannibalDuoDone",200,0,0,0,[],"Orok Campfire","...the Orok will be out for blood now...",[4872],9,[72],[3814],"","WorldMapContentRareMonsterDone",471,0,"Metadata/Terrain/WorldMaps/Act3/Objects/SideContent/MapPinSandsweptCannibalDuo",0,"","","",4119,4119
478,"C_G3_town",199,0,0,0,[199],"Ziggurat Encampment","Only a small crown of stone remains above the deadly waters.",[3640],9,[3641],[],"","",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinTown","",3765,"The last untouched Vaal ruin holds treasures and secrets for the ages.","",4119,4119
479,"C_G3_2_1",201,0,0,0,[201],"Infested Barrens","Armies march unseen under the earth.","[3750,3756]",9,[3642],[3814],"","",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinJungleOutskirts","","","","",4119,4119
480,"C_G3_2_1_ExplorerCamp",201,0,0,0,[],"Troubled Camp","...haven't seen them in weeks...",[3642],9,[72],[3814],"","WorldMapContentCamp",479,0,"Metadata/Terrain/WorldMaps/Act3/Objects/SideContent/MapPinOutskirtsCamp",0,"","","",4119,4119
481,"C_G3_2_1_ExplorerCampDone",201,0,0,0,[],"Troubled Camp","...well, now their silence makes sense...",[],9,[72],[3814],"","WorldMapContentCampDone",479,0,"Metadata/Terrain/WorldMaps/Act3/Objects/SideContent/MapPinOutskirtsCamp",0,"","","",4119,4119
482,"C_G3_2_2",-16843010,-16843010,-16843010,-16843010,[202],"The Matlan Waterways","When the end came, the nobles flooded the city to spite would-be looters.",[3642],9,[3804],[3814],"","",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinWaterways","","","","",4119,4119
483,"C_G3_2_2_WaterwaysMechanism",-16843010,-16843010,-16843010,-16843010,[],"Canal Lever","...surely, where the canals can be controlled?...",[3804],9,[72],"[3765,3814]","","Act3/WorldMapContentWaterwaysMechanism",482,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinWatewaysMechanism",0,"","","",4119,4119
484,"C_G3_2_2_WaterwaysMechanismDone",-16843010,-16843010,-16843010,-16843010,[],"Canal Lever","...finally, Utzaal is revealed!...",[3765],9,[72],[3814],"","Act3/WorldMapContentWaterwaysMechanismDone",482,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinWatewaysMechanism",0,"","","",4119,4119
485,"C_G3_2_2_Shaman",-16843010,-16843010,-16843010,-16843010,[],"Narag's Hut","...that one has a foul tongue indeed...",[3804],9,[72],"[4897,3814]","","WorldMapContentRareMonster",482,0,"Metadata/Terrain/WorldMaps/Act3/Objects/SideContent/MapPinWaterwaysShaman",0,"","","",4119,4119
486,"C_G3_2_2_ShamanDone",-16843010,-16843010,-16843010,-16843010,[],"Narag's Hut","...she won't be speaking much now...",[4897],9,[72],[3814],"","WorldMapContentRareMonsterDone",482,0,"Metadata/Terrain/WorldMaps/Act3/Objects/SideContent/MapPinWaterwaysShaman",0,"","","",4119,4119
487,"C_G3_3",203,0,0,0,[203],"Jungle Ruins","The bountiful fields of the city of Utzaal are now nothing but tangled jungle.",[3641],9,[3750],[3814],"","",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinJungleDepths","","","","",4119,4119
488,"C_G3_3_Silverback",203,0,0,0,[],"Mighty Silverfist","...you see the silver fur, you run...",[3750],9,[72],"[4682,3814]","","WorldMapContentBossUpgrade",487,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinSilverback",0,"","","",4119,4119
489,"C_G3_3_SilverbackSlain",203,0,0,0,[],"Mighty Silverfist","...a shame that such a majestic creature is gone...\r\n\r\n<white>{Grants Two Weapon Set Passive Skill Points}",[4682],9,[72],[3814],"","WorldMapContentBossUpgradeDone",487,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinSilverback",0,"","","",4119,4119
490,"C_G3_3_FinalRest",203,0,0,0,[],"Jungle Grave","...we're all still keeping an eye out for Servi's son...",[3750],9,[72],"[4869,3814]","","Act3/WorldMapContentFinalRest",487,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinFinalRest",0,"","","",4119,4119
491,"C_G3_3_FinalRestDone",203,0,0,0,[],"Jungle Grave","...oh... that's terrible...",[4869],9,[72],[3814],"","Act3/WorldMapContentFinalRestDone",487,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinFinalRest",0,"","","",4119,4119
492,"C_G3_3_ExplorerCamp",203,0,0,0,[],"Troubled Camp","...a few days overdue reporting back...",[3750],9,[72],[3814],"","WorldMapContentCamp",487,0,"Metadata/Terrain/WorldMaps/Act3/Objects/SideContent/MapPinDepthsCamp",0,"","","",4119,4119
493,"C_G3_3_ExplorerCampDone",203,0,0,0,[],"Troubled Camp","...I'll add it to my log...",[],9,[72],[3814],"","WorldMapContentCampDone",487,0,"Metadata/Terrain/WorldMaps/Act3/Objects/SideContent/MapPinDepthsCamp",0,"","","",4119,4119
494,"C_G3_4",-16843010,-16843010,-16843010,-16843010,[204],"The Venom Crypts","The remains of the Temple of Yaomac play host to countless deadly guests.",[3750],9,[3751],[3814],"","",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinSnakePit","","","",1,4119,4119
