"rownum","Id","Name","Act","IsTown","HasWaypoint","Connections_WorldAreasKeys","AreaLevel","HASH16","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","rid","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","f32","i32","i32","i32","i32","i32","i32","[rid]","bool","string","i32","i32","[rid]","bool","bool","bool","rid","rid","string","rid","[rid]","bool","bool","rid","rid","string","i32","rid","i32","rid","bool","bool","rid","i32","i32","rid","i32","rid","rid","i32","rid","i32","rid","i32"
43,"1_3_2","The Slums",3,"","","[41,44,51]",24,561943,393216,728760320,0,9895936,0,0,0,65536,0,753139712,0,393216,393216,0,754188288,0,2686976,0,117964800,-16908288,-16843010,-16843010,"",-16843010,130814,0,760479744,0,0,0,761528320,0,0,0,761528320,0,0,0,1572864,0,0,0,1677721600,45,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,1677721600,45,0,16777216,0,1677721600,45,0,100,[104],"","",7000,3500,"[334,374,379]","","","","","","","",[],"","","","","",2,86,19000,"","",1,54,0,11692,0,0,20,0,0,"",59,"",100
44,"1_3_3_1","The Crematorium",3,"",1,[43],25,544951,393216,728760320,0,9961472,0,0,0,65536,0,770179072,0,393216,589824,0,771227648,0,2686976,0,31457280,-16908288,-16843010,-16843010,"",-16843010,196350,0,780664832,0,0,0,782761984,0,0,0,782761984,0,0,0,1572864,0,0,0,-1476395008,46,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,-1476395008,46,2,16777247,0,-1476395008,46,0,100,"[106,93]","","",6000,3500,"[61,403,444,845]","","","","","","","",[],"","",300,"","",2,87,20000,"","",1,54,0,12048,0,0,20,0,0,"",60,"",100
45,"1_3_5","The Marketplace",3,"",1,"[51,46,47]",26,544785,393216,728760320,0,10092544,0,0,0,65536,0,794296320,0,393216,983040,0,795344896,0,2686976,0,58982400,-16908288,-16843010,-16843010,"",-16843010,130814,0,811073536,0,720896,0,812122112,0,0,0,823656448,0,0,0,1572864,0,0,0,402653184,49,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,402653184,49,0,16777216,0,402653184,49,0,100,[105],"","",7000,3500,"[334,358,374]","","","","","","","",[],"","","","","",2,89,20000,"","",1,54,0,12640,0,0,20,0,0,"",60,"",100
46,"1_3_6","The Catacombs",3,"","",[45],27,574175,393216,728760320,0,10158080,0,0,0,65536,0,831782912,0,393216,524288,0,832831488,0,2686976,0,31457280,-16908288,-16843010,-16843010,"",-16843010,65278,0,841220096,0,458752,0,841220096,0,0,0,848560128,0,0,0,1572864,0,16777216,0,-1811939328,50,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,-1543503872,50,0,16777216,0,-1543503872,50,0,100,[107],"","",6000,3500,"[61,328,369,845]","","","","","","","",[],"","","","","",2,90,15000,"","",1,54,0,13052,0,0,20,0,0,"",52,"",100
47,"1_3_7","The Battlefront",3,"",1,"[45,48,50]",27,550047,393216,728760320,0,10223616,0,0,0,65536,0,860094464,0,393216,393216,0,861143040,0,2686976,0,58982400,-16908288,-16843010,-16843010,"",-16843010,130814,0,867434496,0,458752,0,868483072,0,0,0,875823104,0,0,0,1572864,0,0,0,872415232,52,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,872415232,52,0,16777216,0,872415232,52,0,100,[105],"","",7000,3500,"[169,374,396,842]","","","","","","","",[],"","","","","",2,91,24000,"","",1,54,0,13452,0,0,20,0,0,"",67,"",100
48,"1_3_8_1","The Solaris Temple Level 1",3,"",1,"[47,49]",27,586245,393216,728760320,0,10289152,0,0,0,65536,0,887488512,0,393216,393216,0,888537088,0,2686976,0,31457280,-16908288,-16843010,-16843010,"",-16843010,196350,0,894828544,0,458752,0,896925696,0,0,0,904265728,0,0,0,1572864,0,0,0,-436207616,53,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,-436207616,53,0,16777216,0,-436207616,53,0,100,[108],"","",6000,3500,"[61,307,360]","","","","","","","",[],"","","","","",2,92,7000,"","",1,54,0,13870,0,0,20,0,0,"",37,"",100
49,"1_3_8_2","The Solaris Temple Level 2",3,"",1,[48],28,545898,393216,728760320,0,24510464,0,0,0,65536,0,914358272,0,393216,393216,0,915406848,0,2686976,0,31457280,-16908288,-16843010,-16843010,"",-16843010,261886,0,921698304,0,458752,0,924844032,0,0,0,932184064,0,0,0,1572864,0,0,0,-1879048192,55,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,-1879048192,55,0,16777216,0,-1879048192,55,0,100,[108],"","",6000,3500,"[61,169,307,360]","","","","","","","",[],"","","","","",2,93,7000,"","",1,54,0,14312,0,0,20,0,0,"",37,"",100
50,"1_3_9","The Docks",3,"",1,[47],29,532519,393216,728760320,0,10354688,0,0,0,65536,0,940834816,0,393216,196608,0,941883392,0,2686976,0,31457280,-16908288,-16843010,-16843010,"",-16843010,130814,0,945029120,0,0,0,946077696,0,0,0,946077696,0,0,0,1572864,0,0,0,1677721600,56,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,33488638,0,1677721600,56,0,16777216,0,1946157056,56,0,100,[109],"","",7000,3500,"[169,366,374,366]","","","","","","","",[],"","","","","",2,94,27500,"","",1,54,0,14540,0,0,20,0,0,"",72,"",100
51,"1_3_10_1","The Sewers",3,"",1,"[43,45,52]",26,585970,393216,728760320,0,10420224,0,0,0,65536,0,957349888,0,393216,196608,0,958398464,0,2686976,0,58982400,-16908288,-16843010,-16843010,"",-16843010,65278,0,961544192,0,0,0,961544192,0,0,0,961544192,0,0,0,1572864,0,0,0,1342177280,57,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,33488638,0,1342177280,57,0,16777216,0,1610612736,57,0,100,[110],"","",6000,3500,"[61,169,328,367,468]","","","","","","","",[],"","","","","",2,96,18000,"","",1,54,0,14792,0,0,20,0,0,"",57,"",100
52,"1_3_13","The Ebony Barracks",3,"",1,"[51,53,55]",29,568706,393216,728760320,0,10616832,0,0,0,65536,0,974651392,0,393216,65536,0,975699968,0,2686976,0,58982400,-16908288,-16843010,-16843010,"",-16843010,130814,0,976748544,0,0,0,977797120,0,0,0,977797120,0,0,0,1572864,0,0,0,1207959552,58,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,1207959552,58,0,16777216,0,1207959552,58,0,100,[111],"","",7000,3500,"[169,370,374,842]","","","","","","","",[],"","","","","",2,99,28000,"","",1,54,0,15008,0,0,20,0,0,"",73,"",100
53,"1_3_14_1","The Lunaris Temple Level 1",3,"",1,"[52,54]",29,548880,393216,728760320,0,10682368,0,0,0,65536,0,989593600,0,393216,262144,0,990642176,0,2686976,0,31457280,-16908288,-16843010,-16843010,"",-16843010,196350,0,994836480,0,0,0,996933632,0,0,0,996933632,0,0,0,1572864,0,0,0,1811939328,59,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,1811939328,59,0,16777216,0,1811939328,59,0,100,[112],"","",6000,3500,"[61,158,159,169,307,380]","","","","","","","",[],"","","","","",2,100,17250,"","",1,54,0,15332,0,0,20,0,0,"",56,"",100
54,"1_3_14_2","The Lunaris Temple Level 2",3,"","",[53],30,534982,393216,728760320,0,43253760,0,0,0,65536,0,1010302976,0,393216,786432,0,1011351552,0,2686976,0,58982400,-16908288,-16843010,-16843010,"",-16843010,196350,0,1023934464,0,0,0,1026031616,0,0,0,1026031616,0,0,0,1572864,0,0,0,671088640,61,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,671088640,61,0,16777216,0,671088640,61,0,100,[112],"","",6000,3500,"[61,158,159,169,307,380,410,843]","","","","","","","",[],"","","","","",2,103,35550,"","",1,54,0,15808,0,0,20,0,0,"",85,"",100
55,"1_3_15","The Imperial Gardens",3,"",1,"[52,56,58]",30,546935,393216,728760320,0,10747904,0,0,0,65536,0,1041498112,0,393216,458752,0,1042546688,0,2686976,0,58982400,-16908288,-16843010,-16843010,"",-16843010,196350,0,1049886720,0,0,0,1051983872,0,0,0,1051983872,0,0,0,1572864,0,0,0,-1275068416,62,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,33488638,0,-1275068416,62,0,16777216,0,-1006632960,62,0,100,[113],"","",7000,3500,"[169,335,336,365,364,842]","","","","","","","",[],"","","","","",2,106,25050,"","",1,54,0,16188,0,0,20,0,0,"",69,"",100
56,"1_3_17_1","The Library",3,"",1,"[55,57]",30,526440,393216,728760320,0,10878976,0,0,0,65536,0,1064960000,0,393216,196608,0,1066008576,0,2686976,0,58982400,-16908288,-16843010,-16843010,"",-16843010,65278,0,1069154304,0,0,0,1069154304,0,0,0,1069154304,0,0,0,1572864,0,0,0,-1174405120,63,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,-1174405120,63,0,16777216,0,-1174405120,63,0,100,[114],"","",6000,3500,"[61,307,357]","","","","","","","",[],"","","","","",2,108,28300,"","",1,54,0,16386,0,0,20,0,0,"",74,"",100
57,"1_3_17_2","The Archives",3,"","",[56],31,538920,393216,728760320,0,10878976,0,0,0,65536,0,1077542912,0,393216,65536,0,1078591488,0,2686976,0,31457280,-16908288,-16843010,-16843010,"",-16843010,130814,0,1079640064,0,0,0,1080688640,0,0,0,1080688640,0,0,0,1572864,0,16777216,0,1778384896,64,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,2046820352,64,0,16777216,0,2046820352,64,0,100,[114],"","",6000,3500,"[61,307,357,429]","","","","","","","",[],"","","","","",2,109,16500,"","",1,54,0,16594,0,0,20,0,0,"",54,"",100
58,"1_3_18_1","The Sceptre of God",3,"",1,"[55,59]",32,534125,393216,728760320,0,10944512,0,0,0,65536,0,1092485120,0,393216,65536,0,1093533696,0,2686976,0,31457280,-16908288,-16843010,-16843010,"",-16843010,130814,0,1094582272,0,0,0,1095630848,0,0,0,1095630848,0,0,0,1572864,0,0,0,1308622848,65,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,1308622848,65,0,16777216,0,1308622848,65,0,100,[115],"","",6000,3500,"[61,158,159,162,307,307,337,388,393]","","","","","","","",[],"","","","","",2,110,27000,"","",1,54,0,16886,0,0,20,0,0,"",72,"",100
59,"1_3_18_2","The Upper Sceptre of God",3,"","","[58,61]",33,583326,393216,728760320,0,10944512,0,0,0,65536,0,1112408064,0,393216,65536,0,1113456640,0,2686976,0,31457280,-16908288,-16843010,-16843010,"",-16843010,392958,0,1114505216,0,65536,0,1119748096,0,0,0,1120796672,0,0,0,1572864,0,0,0,-838860800,66,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,-838860800,66,0,16777216,0,-838860800,66,0,100,[115],"","",6000,3500,"[61,158,159,162,307,307,337,388,393,874]","","","","","","","",[],"","","","","",2,112,20250,"","",1,54,0,17286,0,0,20,0,0,"",61,"",100
60,"1_4_town","Highgate",4,1,1,"[61,62,63,73]",40,46654,0,1137573888,0,44040192,0,0,0,65536,0,1143734272,0,2097152,65536,0,1144782848,0,-16908288,-16843010,31522558,-16908288,-16843010,-16843010,"",-16843010,65278,0,1145831424,0,0,0,1145831424,0,0,0,1145831424,0,0,0,1572864,0,0,0,1275068416,68,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,1275068416,68,0,0,0,1275068416,68,16777216,100,[],"","",7000,3500,[],"","","","","","","",[],"","","",122,"",1,152,0,"","",1,54,0,17484,0,0,20,0,0,"",0,"",0
61,"1_4_1","The Aqueduct",4,"",1,"[59,60]",33,553811,393216,1137573888,0,44105728,0,0,0,65536,0,1149632512,0,393216,65536,0,1150681088,0,2686976,0,31457280,-16908288,-16843010,-16843010,"",-16843010,130814,0,1151729664,0,0,0,1152778240,0,0,0,1152778240,0,0,0,1572864,0,0,0,-1241513984,68,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,-1241513984,68,0,16777216,0,-1241513984,68,0,100,[109],"","",7000,3500,"[169,307,338,375,842]","","","","","","","",[],"","","","","",2,122,25750,"","",1,54,0,17694,0,0,20,0,0,"",70,"",100
62,"1_4_2","The Dried Lake",4,"","",[60],34,548374,393216,1137573888,0,44171264,0,0,0,65536,0,1163132928,0,393216,524288,0,1164181504,0,3932160,0,31457280,-16908288,-16843010,-16843010,"",-16843010,196350,0,1172570112,0,0,0,1174667264,0,0,0,1174667264,0,0,0,1572864,0,0,0,67108864,70,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,33488638,0,67108864,70,0,33554432,0,335544320,70,0,100,[90],"","",7000,3500,"[158,338,339,426,862,879]","","","","","","","",[],"","","","","",2,124,37750,"","",1,54,0,18068,0,0,20,0,0,"",88,"",100
63,"1_4_3_1","The Mines Level 1",4,"","","[60,64]",34,569101,393216,1137573888,0,44236800,0,0,0,65536,0,1188823040,0,393216,393216,0,1189871616,0,3932160,0,31457280,-16908288,-16843010,-16843010,"",-16843010,130814,0,1196163072,0,0,0,1197211648,0,0,0,1197211648,0,0,0,1572864,0,0,0,1543503872,71,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,1543503872,71,0,16777216,0,1543503872,71,0,100,[95],"","",6000,3500,"[61,383,397]","","","","","","","",[],"","","","","",2,125,15000,"","",1,54,0,18340,0,0,20,0,0,"",52,"",100
64,"1_4_3_2","The Mines Level 2",4,"","","[63,65]",35,565885,393216,1137573888,0,44302336,0,0,0,65536,0,1206648832,0,393216,393216,0,1207697408,0,3932160,0,31457280,-16908288,-16843010,-16843010,"",-16843010,196350,0,1213988864,0,0,0,1216086016,0,0,0,1216086016,0,0,0,1572864,0,0,0,2080374784,72,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,2080374784,72,0,16777216,0,2080374784,72,0,100,[95],"","",6000,3500,"[61,328,383,397]","","","","","","","",[],"","","","","",2,126,16200,"","",1,54,0,18644,0,0,20,0,0,"",54,"",100
65,"1_4_3_3","The Crystal Veins",4,"",1,"[64,66,68,70]",36,571616,393216,1137573888,0,44367872,0,0,0,65536,0,1227620352,0,393216,393216,0,1228668928,0,3932160,0,31457280,-16908288,-16843010,-16843010,"",-16843010,130814,0,1234960384,0,0,0,1236008960,0,0,0,1236008960,0,0,0,1572864,0,0,0,-1409286144,73,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,-1409286144,73,0,16777216,0,-1409286144,73,0,100,[95],"","",6000,3500,"[61,328,383,397,418,900]","","","","","","","",[],"","","","","",2,127,23000,"","",1,54,0,18980,0,0,20,0,0,"",65,"",100
66,"1_4_4_1","Kaom's Dream",4,"","","[65,67]",37,580424,393216,1137573888,0,44433408,0,0,0,65536,0,1247936512,0,393216,262144,0,1248985088,0,3932160,0,31457280,-16908288,-16843010,-16843010,"",-16843010,196350,0,1253179392,0,0,0,1255276544,0,0,0,1255276544,0,0,0,1572864,0,0,0,-771751936,74,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,-771751936,74,0,0,0,-771751936,74,0,100,[92],"","",7000,3500,"[169,340,355,406]","","","","","","","",[],"","","","","",2,129,41200,"","",1,54,0,19234,0,0,20,0,0,"",93,"",100
67,"1_4_4_3","Kaom's Stronghold",4,"",1,[66],38,567285,393216,1137573888,0,44564480,0,0,0,65536,0,1264713728,0,393216,262144,0,1265762304,0,3932160,0,31457280,-16908288,-16843010,-16843010,"",-16843010,130814,0,1269956608,0,0,0,1271005184,0,0,0,1271005184,0,0,0,1572864,0,0,0,-1040187392,75,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,-1040187392,75,0,0,0,-1040187392,75,0,100,[92],"","",7000,3500,"[158,162,169,340,355,406,913]","","","","","","","",[],"","","","","",2,131,37000,"","",1,54,0,19522,0,0,20,0,0,"",87,"",100
68,"1_4_5_1","Daresso's Dream",4,"","","[65,69]",37,550464,393216,1137573888,0,44630016,0,0,0,65536,0,1283850240,0,393216,327680,0,1284898816,0,3932160,0,31457280,-16908288,-16843010,-16843010,"",-16843010,261886,0,1290141696,0,0,0,1293287424,0,0,0,1293287424,0,0,0,1572864,0,0,0,369098752,77,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,369098752,77,0,0,0,369098752,77,0,100,[111],"","",7000,3500,"[341,356,378,406,879]","","","","","","","",[],"","","",123,"",2,135,22200,"","",1,54,0,19830,0,0,20,0,0,"",64,"",100
69,"1_4_5_2","The Grand Arena",4,"",1,[68],38,585096,393216,1137573888,0,44695552,0,0,0,65536,0,1303511040,0,393216,196608,0,1304559616,0,3932160,0,31457280,-16908288,-16843010,-16843010,"",-16843010,327422,0,1307705344,0,0,0,1311899648,0,0,0,1311899648,0,0,0,1572864,0,0,0,838860800,78,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,838860800,78,0,0,0,838860800,78,0,100,[111],"","",7000,3500,"[158,162,341,356,406,399,913]","","","","","","","",[],"","","","","",2,136,29500,"","",1,54,0,20146,0,0,20,0,0,"",76,"",100
70,"1_4_6_1","The Belly of the Beast Level 1",4,"","","[65,71]",38,586088,393216,1137573888,0,44761088,0,0,0,65536,0,1326710784,0,393216,393216,0,1327759360,0,3932160,0,31457280,-16908288,-16843010,-16843010,"",-16843010,130814,0,1334050816,0,0,0,1335099392,0,0,0,1335099392,0,0,0,1572864,0,0,0,-1811939328,79,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,-1811939328,79,0,0,0,-1811939328,79,0,100,[110],"","",6000,3500,"[61,152,159,359,406,468]","","","","","","","",[],"","","","","",2,143,25000,"","",1,54,0,20484,0,0,20,0,0,"",68,"",100
71,"1_4_6_2","The Belly of the Beast Level 2",4,"","","[70,72]",39,559985,393216,1137573888,0,44826624,0,0,0,65536,0,1348861952,0,393216,327680,0,1349910528,0,3932160,0,31457280,-16908288,-16843010,-16843010,"",-16843010,130814,0,1355153408,0,0,0,1356201984,0,0,0,1356201984,0,0,0,1572864,0,0,0,-704643072,80,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,-704643072,80,0,0,0,-704643072,80,0,100,[110],"","",6000,3500,"[61,152,159,359,406,468]","","","","","","","",[],"","","","","",2,144,23200,"","",1,54,0,20806,0,0,20,0,0,"",66,"",100
72,"1_4_6_3","The Harvest",4,"",1,"[71,60]",40,580685,393216,1137573888,0,44892160,0,0,0,65536,0,1367474176,0,393216,196608,0,1368522752,0,3932160,0,31457280,-16908288,-16843010,-16843010,"",-16843010,392958,0,1371668480,0,262144,0,1376911360,0,0,0,1381105664,0,0,0,1572864,0,16777216,0,1375731712,82,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,1644167168,82,0,0,0,1644167168,82,0,100,[110],"","",6000,3500,"[61,152,158,159,169,359,406,407,468,863,864,865,866]","","","","","","","",[],"","","","","",2,145,20200,"","",1,54,0,21314,0,0,20,0,0,"",61,"",100
73,"1_4_7","The Ascent",4,"","","[60,74]",40,550950,393216,1137573888,0,20512768,0,0,0,65536,0,1400373248,0,393216,131072,0,1401421824,0,3932160,0,31457280,-16908288,-16843010,-16843010,"",-16843010,130814,0,1403518976,0,0,0,1404567552,0,0,0,1404567552,0,0,0,1572864,0,0,0,-1207959552,83,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,-1207959552,83,0,16777216,0,-1207959552,83,0,100,[92],"","",6000,3500,"[402,413,842,1160]","","","","","","","",[],"","","","","",2,150,40200,"","",1,54,0,21520,0,0,20,0,0,"",92,"",100
74,"1_5_1","The Slave Pens",5,"",1,"[73,75]",41,562350,393216,1414397952,0,20774912,0,0,0,65536,0,1420558336,0,393216,262144,0,1421606912,0,3932160,0,31457280,-16908288,-16843010,-16843010,"",-16843010,130814,0,1425801216,0,0,0,1426849792,0,0,0,1426849792,0,0,0,1572864,0,0,0,201326592,85,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,201326592,85,0,0,0,201326592,85,0,100,[111],"","",6000,3500,"[61,343,361]","","","","","","","",[],"","","","","",2,154,34500,"","",1,54,0,21836,0,0,20,0,0,"",83,"",100
75,"1_5_town","Overseer's Tower",5,1,1,"[74,76]",45,48811,0,1414397952,0,68157440,0,0,0,65536,0,1435762688,0,2097152,65536,0,1436811264,0,-16908288,-16843010,31522558,-16908288,-16843010,-16843010,"",-16843010,65278,0,1437859840,0,0,0,1437859840,0,0,0,1437859840,0,0,0,1572864,0,0,0,-1275068416,85,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,-1275068416,85,-131072,0,0,-1275068416,85,16777216,100,[],"","",10000,5000,[],"","","","","","","",[],"","","",124,"",1,153,0,"","",1,54,0,21940,0,0,20,0,0,"",0,"",0
76,"1_5_2","The Control Blocks",5,"","","[75,75,77]",41,587018,393216,1414397952,0,68222976,0,0,0,65536,0,1442971648,0,393216,262144,0,1444020224,0,4915200,0,31457280,-16908288,-16843010,-16843010,"",-16843010,130814,0,1448214528,0,0,0,1449263104,0,0,0,1449263104,0,0,0,1572864,0,0,0,1644167168,86,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,1644167168,86,0,16777216,0,1644167168,86,0,100,[111],"","",6000,3500,"[61,361]","","","","","","","",[],"","","","","",2,155,39000,"","",1,54,0,22170,0,0,20,0,0,"",90,"",100
77,"1_5_3","Oriath Square",5,"",1,"[76,79]",42,542262,393216,1414397952,0,68288512,0,0,0,65536,0,1456865280,0,393216,65536,0,1457913856,0,4915200,0,31457280,-16908288,-16843010,-16843010,"",-16843010,130814,0,1458962432,0,0,0,1460011008,0,0,0,1460011008,0,0,0,1572864,0,0,0,100663296,87,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,100663296,87,0,33554432,0,100663296,87,0,100,[103],"","",6000,3500,"[169,842]","","","","","","","",[],"","","","","",2,156,65500,"","",1,54,0,22342,0,0,20,0,0,"",127,"",127
78,"1_5_3b","The Ruined Square",5,"",1,"[80,82,84,83]",44,576006,393216,1414397952,0,68354048,0,0,0,65536,0,1469841408,0,393216,65536,0,1470889984,0,4915200,0,31457280,-16908288,-16843010,-16843010,"",-16843010,196350,0,1471938560,0,0,0,1474035712,0,0,0,1474035712,0,0,0,1572864,0,0,0,-603979776,87,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,-603979776,87,0,33554432,0,-603979776,87,0,100,[103],"","",6000,3500,"[169,403,890]","","","","","","","",[],"","",1435,"","Metadata/NPC/Act5/Utula",2,163,44200,"","",1,54,0,22622,0,0,20,0,0,"",97,"",100
79,"1_5_4","The Templar Courts",5,"",1,"[77,81]",42,565645,393216,1414397952,0,68419584,0,0,0,65536,0,1487142912,0,393216,262144,0,1488191488,0,4915200,0,31457280,-16908288,-16843010,-16843010,"",-16843010,65278,0,1492385792,0,0,0,1492385792,0,0,0,1492385792,0,0,0,1572864,0,0,0,-201326592,88,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,-201326592,88,0,16777216,0,-201326592,88,0,100,[111],"","",6000,3500,"[61,307]","","","","","","","",[],"","","","","",2,157,33000,"","",1,54,0,22828,0,0,20,0,0,"",81,"",100
