"rownum","Id","DDSFile","AOFile","InventorySoundEffect","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","rid","string","string","string","string","string","string","string","string","string","string","string","string","string","bool","bool","[string]","bool","[rid]","string","i32","rid","rid","rid","rid","[rid]","[rid]","bool"
47,"CurrencyIncursionCorrupt1","Art/2DItems/Currency/IncursionItemCorruption.dds","Metadata/Items/Currency/CurrencyOrb.ao",33,15628486,0,0,0,448004096,0,0,0,448004096,0,0,0,448004096,0,0,0,448004096,0,0,0,448004096,0,0,0,448004096,0,0,0,448004096,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,448004096,0,0,0,448004096,0,0,0,448004096,0,15597568,0,0,0,448004096,0,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
48,"CurrencyIncursionCorrupt2","Art/2DItems/Currency/IncursionItemCorruption.dds","Metadata/Items/Currency/CurrencyOrb.ao",33,15625427,0,0,0,451543040,0,0,0,451543040,0,0,0,451543040,0,0,0,451543040,0,0,0,451543040,0,0,0,451543040,0,0,0,451543040,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,451543040,0,0,0,451543040,0,0,0,451543040,0,15597568,0,0,0,451543040,0,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
49,"CurrencyIncursionCorruptGem","Art/2DItems/Currency/IncursionGemCorruption.dds","Metadata/Items/Currency/CurrencyOrb.ao",33,15600232,0,0,0,461766656,0,0,0,461766656,0,0,0,461766656,0,0,0,461766656,0,0,0,461766656,0,0,0,461766656,0,0,0,461766656,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,461766656,0,0,0,461766656,0,0,0,461766656,0,15597568,0,0,0,461766656,0,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
50,"CurrencyPerandusCoin","Art/2DItems/Currency/CurrencyCoin.dds","Metadata/Items/Currency/CurrencyCoin.ao",10,15631225,0,0,0,475136000,0,0,0,475136000,0,0,0,475136000,0,0,0,475136000,0,0,0,475136000,0,0,0,475136000,0,0,0,475136000,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,475136000,0,0,0,475136000,0,0,0,475136000,0,15597568,0,0,0,475136000,0,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
51,"CurrencyProphecySilverCoin","Art/2DItems/Currency/SilverObol.dds","Metadata/Items/Currency/CurrencyOrb.ao",33,15599565,0,0,0,483655680,0,0,0,483655680,0,0,0,483655680,0,0,0,483655680,0,0,0,483655680,0,0,0,483655680,0,0,0,483655680,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,483655680,0,0,0,483655680,0,0,0,483655680,0,15597568,0,0,0,483655680,0,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
52,"CurrencyAncestralSilverCoin","Art/2DItems/Currency/Ancestors/NavaliCoin.dds","Metadata/Items/Currency/CurrencyOrb.ao",487,15600284,0,0,0,493617152,0,0,0,493617152,0,0,0,493617152,0,0,0,493617152,0,0,0,493617152,0,0,0,493617152,0,0,0,493617152,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,493617152,0,0,0,493617152,0,0,0,493617152,0,15597568,0,0,0,493617152,0,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
53,"CurrencyHinekorasLock","Art/2DItems/Currency/HinekorasLock.dds","Metadata/Items/Currency/HinekorasLockDrop.ao",486,15659027,0,0,0,507904000,0,0,0,507904000,0,0,0,507904000,0,0,0,507904000,0,0,0,507904000,0,0,0,507904000,0,0,0,507904000,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,507904000,0,0,0,507904000,0,0,0,507904000,0,15597568,0,0,0,507904000,0,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
54,"CurrencyAncestralOmenOnDeathPreventExpLoss","Art/2DItems/Currency/Azmeri/VoodooOmens1Blue.dds","Metadata/Items/Currency/AncestorOmenDropNew.ao",557,15658763,0,0,0,526516224,0,0,0,526516224,0,0,0,526516224,0,0,0,526516224,0,0,0,526516224,0,0,0,526516224,0,0,0,526516224,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,526516224,0,0,0,526516224,0,0,0,526516224,0,15597568,0,0,0,526516224,0,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
55,"CurrencyAncestralOmenOnDeathCreatePortal","Art/2DItems/Currency/Azmeri/VoodooOmens2Blue.dds","Metadata/Items/Currency/AncestorOmenDropNew.ao",557,15613836,0,0,0,538574848,0,0,0,538574848,0,0,0,538574848,0,0,0,538574848,0,0,0,538574848,0,0,0,538574848,0,0,0,538574848,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,538574848,0,0,0,538574848,0,0,0,538574848,0,15597568,0,0,0,538574848,0,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
56,"CurrencyAncestralOmenOnCriticalLifeAvoidDamage_","Art/2DItems/Currency/Azmeri/VoodooOmens1Yellow.dds","Metadata/Items/Currency/AncestorOmenDropNew.ao",557,15624004,0,0,0,551813120,0,0,0,551813120,0,0,0,551813120,0,0,0,551813120,0,0,0,551813120,0,0,0,551813120,0,0,0,551813120,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,551813120,0,0,0,551813120,0,0,0,551813120,0,15597568,0,0,0,551813120,0,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
57,"CurrencyAncestralOmenOnCriticalLifeRecoverFlaskCharges","Art/2DItems/Currency/Azmeri/VoodooOmens2Yellow.dds","Metadata/Items/Currency/AncestorOmenDropNew.ao",557,15623308,0,0,0,565968896,0,0,0,565968896,0,0,0,565968896,0,0,0,565968896,0,0,0,565968896,0,0,0,565968896,0,0,0,565968896,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,565968896,0,0,0,565968896,0,0,0,565968896,0,15597568,0,0,0,565968896,0,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
58,"CurrencyAncestralOmenOnLevelingUpGainSoulEater","Art/2DItems/Currency/Azmeri/VoodooOmens3Blue.dds","Metadata/Items/Currency/AncestorOmenDropNew.ao",557,15613967,0,0,0,578813952,0,0,0,578813952,0,0,0,578813952,0,0,0,578813952,0,0,0,578813952,0,0,0,578813952,0,0,0,578813952,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,578813952,0,0,0,578813952,0,0,0,578813952,0,15597568,0,0,0,578813952,0,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
59,"CurrencyAncestralOmenOnLevelingUpSpawnAccelerationShrine","Art/2DItems/Currency/Azmeri/VoodooOmens1Yellow.dds","Metadata/Items/Currency/AncestorOmenDropNew.ao",557,15626275,0,0,0,586416128,0,0,0,586416128,0,0,0,586416128,0,0,0,586416128,0,0,0,586416128,0,0,0,586416128,0,0,0,586416128,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,586416128,0,0,0,586416128,0,0,0,586416128,0,15597568,0,0,0,586416128,0,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
60,"CurrencyAncestralOmenOnChanceMakeUnique","Art/2DItems/Currency/Azmeri/VoodooOmens1Purple.dds","Metadata/Items/Currency/AncestorOmenDropNew.ao",557,15634710,0,0,0,598605824,0,0,0,598605824,0,0,0,598605824,0,0,0,598605824,0,0,0,598605824,0,0,0,598605824,0,0,0,598605824,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,598605824,0,0,0,598605824,0,0,0,598605824,0,15597568,0,0,0,598605824,0,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
61,"CurrencyAncestralOmenOnJewellersMakeFullSockets","Art/2DItems/Currency/Azmeri/VoodooOmens2Purple.dds","Metadata/Items/Currency/AncestorOmenDropNew.ao",557,15645993,0,0,0,611844096,0,0,0,611844096,0,0,0,611844096,0,0,0,611844096,0,0,0,611844096,0,0,0,611844096,0,0,0,611844096,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,611844096,0,0,0,611844096,0,0,0,611844096,0,15597568,0,0,0,611844096,0,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
62,"CurrencyAncestralOmenOnFusingMakeFullLinks","Art/2DItems/Currency/Azmeri/VoodooOmens3Purple.dds","Metadata/Items/Currency/AncestorOmenDropNew.ao",557,15604204,0,0,0,624427008,0,0,0,624427008,0,0,0,624427008,0,0,0,624427008,0,0,0,624427008,0,0,0,624427008,0,0,0,624427008,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,624427008,0,0,0,624427008,0,0,0,624427008,0,15597568,0,0,0,624427008,0,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
63,"CurrencyAncestralOmenOnChromaticAddWhiteSockets","Art/2DItems/Currency/Azmeri/VoodooOmens4Purple.dds","Metadata/Items/Currency/AncestorOmenDropNew.ao",557,15646746,0,0,0,637665280,0,0,0,637665280,0,0,0,637665280,0,0,0,637665280,0,0,0,637665280,0,0,0,637665280,0,0,0,637665280,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,637665280,0,0,0,637665280,0,0,0,637665280,0,15597568,0,0,0,637665280,0,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
64,"CurrencyAncestralOmenOnDeathNearbyEnemiesMoreDamage","Art/2DItems/Currency/Azmeri/VoodooOmens1Blue.dds","Metadata/Items/Currency/AncestorOmenDropNew.ao",557,15636475,0,0,0,644612096,0,0,0,644612096,0,0,0,644612096,0,0,0,644612096,0,0,0,644612096,0,0,0,644612096,0,0,0,644612096,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,644612096,0,0,0,644612096,0,0,0,644612096,0,15597568,0,0,0,644612096,0,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
65,"CurrencyAncestralOmenOnDeathGemsGainExperience__","Art/2DItems/Currency/Azmeri/VoodooOmens1Blue.dds","Metadata/Items/Currency/AncestorOmenDropNew.ao",557,15644169,0,0,0,651165696,0,0,0,651165696,0,0,0,651165696,0,0,0,651165696,0,0,0,651165696,0,0,0,651165696,0,0,0,651165696,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,651165696,0,0,0,651165696,0,0,0,651165696,0,15597568,0,0,0,651165696,0,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
66,"CurrencyAncestralOmenOnCriticalLifeRecoupLife","Art/2DItems/Currency/Azmeri/VoodooOmens1Yellow.dds","Metadata/Items/Currency/AncestorOmenDropNew.ao",557,15620947,0,0,0,657326080,0,0,0,657326080,0,0,0,657326080,0,0,0,657326080,0,0,0,657326080,0,0,0,657326080,0,0,0,657326080,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,657326080,0,0,0,657326080,0,0,0,657326080,0,15597568,0,0,0,657326080,0,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
67,"CurrencyAncestralOmenOnCriticalLifeGainAdrenaline","Art/2DItems/Currency/Azmeri/VoodooOmens3Yellow.dds","Metadata/Items/Currency/AncestorOmenDropNew.ao",557,15607284,0,0,0,670826496,0,0,0,670826496,0,0,0,670826496,0,0,0,670826496,0,0,0,670826496,0,0,0,670826496,0,0,0,670826496,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,670826496,0,0,0,670826496,0,0,0,670826496,0,15597568,0,0,0,670826496,0,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
68,"CurrencyAncestralOmenOnCriticalLifeGainShadeForm_","Art/2DItems/Currency/Azmeri/VoodooOmens4Yellow.dds","Metadata/Items/Currency/AncestorOmenDropNew.ao",557,15662715,0,0,0,684326912,0,0,0,684326912,0,0,0,684326912,0,0,0,684326912,0,0,0,684326912,0,0,0,684326912,0,0,0,684326912,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,684326912,0,0,0,684326912,0,0,0,684326912,0,15597568,0,0,0,684326912,0,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
69,"CurrencyAncestralOmenOnLevelingUpGainExperienceBuff","Art/2DItems/Currency/Azmeri/VoodooOmens4Blue.dds","Metadata/Items/Currency/AncestorOmenDropNew.ao",557,15607945,0,0,0,697827328,0,0,0,697827328,0,0,0,697827328,0,0,0,697827328,0,0,0,697827328,0,0,0,697827328,0,0,0,697827328,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,697827328,0,0,0,697827328,0,0,0,697827328,0,15597568,0,0,0,697827328,0,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
70,"CurrencyAncestralTattooStrength__","Art/2DItems/Currency/Ancestors/CommonStrTatttooEquipment.dds","Metadata/Items/Currency/AncestorTattooPickDrop/Red_AncestorTattooPickDrop.ao",484,15654339,0,0,0,720764928,0,0,0,720764928,0,0,0,720764928,0,0,0,720764928,0,0,0,720764928,0,0,0,720764928,0,0,0,720764928,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,720764928,0,0,0,720764928,0,0,0,720764928,0,15597568,0,0,0,720764928,0,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
71,"CurrencyAncestralTattooStrengthRare_","Art/2DItems/Currency/Ancestors/RareStrTatttooEquipment.dds","Metadata/Items/Currency/AncestorTattooPickDrop/Red_AncestorTattooPickDrop.ao",484,15616845,0,0,0,733609984,0,0,0,733609984,0,0,0,733609984,0,0,0,733609984,0,0,0,733609984,0,0,0,733609984,0,0,0,733609984,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,733609984,0,0,0,733609984,0,0,0,733609984,0,15597568,0,0,0,733609984,0,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
72,"CurrencyAncestralTattooDexterity","Art/2DItems/Currency/Ancestors/CommonDexTatttooEquipment.dds","Metadata/Items/Currency/AncestorTattooPickDrop/Green_AncestorTattooPickDrop.ao",484,15597720,0,0,0,756678656,0,0,0,756678656,0,0,0,756678656,0,0,0,756678656,0,0,0,756678656,0,0,0,756678656,0,0,0,756678656,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,756678656,0,0,0,756678656,0,0,0,756678656,0,15597568,0,0,0,756678656,0,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
73,"CurrencyAncestralTattooDexterityRare","Art/2DItems/Currency/Ancestors/RareDexTatttooEquipment.dds","Metadata/Items/Currency/AncestorTattooPickDrop/Green_AncestorTattooPickDrop.ao",484,15607932,0,0,0,769523712,0,0,0,769523712,0,0,0,769523712,0,0,0,769523712,0,0,0,769523712,0,0,0,769523712,0,0,0,769523712,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,769523712,0,0,0,769523712,0,0,0,769523712,0,15597568,0,0,0,769523712,0,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
74,"CurrencyAncestralTattooIntelligence","Art/2DItems/Currency/Ancestors/CommonIntTatttooEquipment.dds","Metadata/Items/Currency/AncestorTattooPickDrop/Blue_AncestorTattooPickDrop.ao",484,15642138,0,0,0,792854528,0,0,0,792854528,0,0,0,792854528,0,0,0,792854528,0,0,0,792854528,0,0,0,792854528,0,0,0,792854528,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,792854528,0,0,0,792854528,0,0,0,792854528,0,15597568,0,0,0,792854528,0,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
75,"CurrencyAncestralTattooIntelligenceRare","Art/2DItems/Currency/Ancestors/RareIntTatttooEquipment.dds","Metadata/Items/Currency/AncestorTattooPickDrop/Blue_AncestorTattooPickDrop.ao",484,15630999,0,0,0,806092800,0,0,0,806092800,0,0,0,806092800,0,0,0,806092800,0,0,0,806092800,0,0,0,806092800,0,0,0,806092800,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,806092800,0,0,0,806092800,0,0,0,806092800,0,15597568,0,0,0,806092800,0,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
76,"CurrencyAncestralTattooHinekora","Art/2DItems/Currency/Ancestors/HinekoraCommonTatttooEquipment.dds","Metadata/Items/Currency/AncestorTattooPickDrop/White_AncestorTattooPickDrop.ao",484,15632098,0,0,0,829685760,0,0,0,829685760,0,0,0,829685760,0,0,0,829685760,0,0,0,829685760,0,0,0,829685760,0,0,0,829685760,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,829685760,0,0,0,829685760,0,0,0,829685760,0,15597568,0,0,0,829685760,0,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
77,"CurrencyAncestralTattooHinekoraStrength","Art/2DItems/Currency/Ancestors/HinekoraRareStrTatttooEquipment.dds","Metadata/Items/Currency/AncestorTattooPickDrop/Red_AncestorTattooPickDrop.ao",484,15642344,0,0,0,843972608,0,0,0,843972608,0,0,0,843972608,0,0,0,843972608,0,0,0,843972608,0,0,0,843972608,0,0,0,843972608,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,843972608,0,0,0,843972608,0,0,0,843972608,0,15597568,0,0,0,843972608,0,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
78,"CurrencyAncestralTattooHinekoraDexterity","Art/2DItems/Currency/Ancestors/HinekoraRareDexTatttooEquipment.dds","Metadata/Items/Currency/AncestorTattooPickDrop/Green_AncestorTattooPickDrop.ao",484,15635098,0,0,0,858390528,0,0,0,858390528,0,0,0,858390528,0,0,0,858390528,0,0,0,858390528,0,0,0,858390528,0,0,0,858390528,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,858390528,0,0,0,858390528,0,0,0,858390528,0,15597568,0,0,0,858390528,0,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
79,"CurrencyAncestralTattooHinekoraIntelligence","Art/2DItems/Currency/Ancestors/HinekoraRareIntTatttooEquipment.dds","Metadata/Items/Currency/AncestorTattooPickDrop/Blue_AncestorTattooPickDrop.ao",484,15632171,0,0,0,873201664,0,0,0,873201664,0,0,0,873201664,0,0,0,873201664,0,0,0,873201664,0,0,0,873201664,0,0,0,873201664,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,873201664,0,0,0,873201664,0,0,0,873201664,0,15597568,0,0,0,873201664,0,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
80,"CurrencyAncestralTattooHinekoraUnique1","Art/2DItems/Currency/Ancestors/Unique1TatttooEquipment.dds","Metadata/Items/Currency/AncestorTattooPickDrop/Blue_AncestorTattooPickDrop.ao",484,15662551,0,0,0,886308864,0,0,0,886308864,0,0,0,886308864,0,0,0,886308864,0,0,0,886308864,0,0,0,886308864,0,0,0,886308864,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,886308864,0,0,0,886308864,0,0,0,886308864,0,15597568,0,0,0,886308864,0,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
81,"CurrencyAncestralTattooHinekoraUnique2__","Art/2DItems/Currency/Ancestors/Unique2TatttooEquipment.dds","Metadata/Items/Currency/AncestorTattooPickDrop/Blue_AncestorTattooPickDrop.ao",484,15660278,0,0,0,899678208,0,0,0,899678208,0,0,0,899678208,0,0,0,899678208,0,0,0,899678208,0,0,0,899678208,0,0,0,899678208,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,899678208,0,0,0,899678208,0,0,0,899678208,0,15597568,0,0,0,899678208,0,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
82,"CurrencyAncestralTattooHinekoraUnique3","Art/2DItems/Currency/Ancestors/Unique3TatttooEquipment.dds","Metadata/Items/Currency/AncestorTattooPickDrop/Blue_AncestorTattooPickDrop.ao",484,15655494,0,0,0,912785408,0,0,0,912785408,0,0,0,912785408,0,0,0,912785408,0,0,0,912785408,0,0,0,912785408,0,0,0,912785408,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,912785408,0,0,0,912785408,0,0,0,912785408,0,15597568,0,0,0,912785408,0,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
83,"CurrencyAncestralTattooHinekoraUnique4","Art/2DItems/Currency/Ancestors/Unique4TatttooEquipment.dds","Metadata/Items/Currency/AncestorTattooPickDrop/Blue_AncestorTattooPickDrop.ao",484,15614954,0,0,0,925892608,0,0,0,925892608,0,0,0,925892608,0,0,0,925892608,0,0,0,925892608,0,0,0,925892608,0,0,0,925892608,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,925892608,0,0,0,925892608,0,0,0,925892608,0,15597568,0,0,0,925892608,0,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
84,"CurrencyAncestralTattooHinekoraUnique5","Art/2DItems/Currency/Ancestors/Unique5TatttooEquipment.dds","Metadata/Items/Currency/AncestorTattooPickDrop/Blue_AncestorTattooPickDrop.ao",484,15625088,0,0,0,938999808,0,0,0,938999808,0,0,0,938999808,0,0,0,938999808,0,0,0,938999808,0,0,0,938999808,0,0,0,938999808,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,938999808,0,0,0,938999808,0,0,0,938999808,0,15597568,0,0,0,938999808,0,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
85,"CurrencyProphecy","Art/2DItems/Currency/ProphecyOrbRed.dds","Metadata/Items/Currency/CurrencyOrb.ao",33,15631507,0,0,0,946733056,0,0,0,946733056,0,0,0,946733056,0,0,0,946733056,0,0,0,946733056,0,0,0,946733056,0,0,0,946733056,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,946733056,0,0,0,946733056,0,0,0,946733056,0,15597568,0,0,0,946733056,0,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
86,"CurrencyBestiaryOrb","Art/2DItems/Currency/BestiaryOrbEmpty.dds","Metadata/Items/Currency/CurrencyOrb.ao",33,15601944,0,0,0,955121664,0,0,0,955121664,0,0,0,955121664,0,0,0,955121664,0,0,0,955121664,0,0,0,955121664,0,0,0,955121664,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,955121664,0,0,0,955121664,0,0,0,955121664,0,15597568,0,0,0,955121664,0,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
