"rownum","Id","Text (English)","Text (French)","Text (German)","Text (Japanese)","Text (Korean)","Text (Portuguese)","Text (Russian)","Text (Spanish)","Text (Thai)","Text (Traditional Chinese)","StatsKeys1","CharacterPanelDescriptionModesKey","StatsKeys2","StatsKeys3","CharacterPanelTabsKey","bool","[i32]","i32"
78,"MH_BleedingDamage","Bleeding Damage per second from Main Hand hits","Dégâts de Saignement par seconde (Main principale)","Blutungsschaden pro Sekunde von Haupthandtreffern","メインハンドヒット秒間出血ダメージ","주 무기로 명중 시 초당 출혈 피해","Dano de Sangramento por segundo de acertos da Mão Principal","Урон от кровотечения в секунду от ударов правой рукой","<size:23>{Daño de sangrado por segundo por golpes con la mano principal}","ความเสียหายต่อวินาทีของ เลือดไหล จากการปะทะ ด้วยมือหลัก","主手武器擊中時每秒流血傷害","[10193,10194]",2,[7650],"[435,1635]",0,1,"[2,0]",0
79,"MH_BleedingCritDamage","Bleeding Damage per second from Main Hand Critical Strikes","Dégâts de Saignement par seconde via Coup critique (Main principale)","Blutungsschaden pro Sekunde von krit. Haupthandtreffern","メインハンドクリティカル時秒間出血ダメージ","주 무기로 치명타 명중 시 초당 출혈 피해","Dano de Sangramento por segundo dos Golpes Críticos da Mão Principal","Урон от кровотечения в секунду от критических ударов правой рукой","<size:22>{Daño de sangrado por segundo por golpes críticos con la mano principal}","ความเสียหายต่อวินาทีของ เลือดไหล จากการคริติคอล ด้วยมือหลัก","主手武器暴擊時每秒流血傷害","[10189,10190]",2,[7650],"[435,1635]",0,1,"[2,0]",0
80,"OH_BleedingDamage","Bleeding Damage per second from Off Hand hits","Dégâts de Saignement par seconde (Main secondaire)","Blutungsschaden pro Sekunde von Nebenhandtreffern","オフハンドヒット秒間出血ダメージ","보조 장비로 명중 시 초당 출혈 피해","Dano de Sangramento por segundo de acertos da Mão Secundária","Урон от кровотечения в секунду от ударов левой рукой","<size:23>{Daño de sangrado por segundo por golpes con la mano secundaria}","ความเสียหายต่อวินาทีของ เลือดไหล จากการปะทะ ด้วยมือรอง","副手武器擊中時每秒流血傷害","[10195,10196]",2,[7651],"[435,1635]",0,1,"[2,0]",0
81,"OH_BleedingCritDamage","Bleeding Damage per second from Off Hand Critical Strikes","Dégâts de Saignement par seconde via Coup critique (Main secondaire)","Blutungsschaden pro Sekunde von krit. Nebenhandtreffern","オフハンドクリティカル時秒間出血ダメージ","보조 장비로 치명타 명중 시 초당 출혈 피해","Dano de Sangramento por segundo dos Golpes Críticos da Mão Secundária","Урон от кровотечения в секунду от критических ударов левой рукой","<size:22>{Daño de sangrado por segundo por golpes críticos con la mano secundaria}","ความเสียหายต่อวินาทีของ เลือดไหล จากการคริติคอล ด้วยมือรอง","副手武器暴擊時每秒流血傷害","[10191,10192]",2,[7651],"[435,1635]",0,1,"[2,0]",0
82,"MH_ChanceToIgnite","Chance to Ignite from Main Hand hits","Chances d'Embrasement (Main principale)","Chance auf Entzünden von Haupthandtreffern","メインハンドヒット発火確率","주 무기로 명중 시 점화 확률","Chance de Incendiar com acertos da Mão Principal","Шанс поджечь от ударов правой рукой","Probabilidad de quemar con golpes de la mano principal","โอกาสสร้างสถานะ ลุกไหม้ จากการปะทะ ด้วยมือหลัก","主手武器擊中時點燃機率",[6482],1,[7650],"[435,2755,10899,1635]",0,1,[],0
83,"OH_ChanceToIgnite","Chance to Ignite from Off Hand hits","Chances d'Embrasement (Main secondaire)","Chance auf Entzünden von Nebenhandtreffern","オフハンドヒット発火確率","보조 장비로 명중 시 점화 확률","Chance de Incendiar com acertos da Mão Secundária","Шанс поджечь от ударов левой рукой","Probabilidad de quemar con golpes de la mano secundaria","โอกาสสร้างสถานะ ลุกไหม้ จากการปะทะ ด้วยมือรอง","副手武器擊中時點燃機率",[6483],1,[7651],"[435,2755,10899,1635]",0,1,[],0
84,"Spell_ChanceToIgnite","Chance to Ignite","Chances d'Embrasement","Chance auf Entzünden","発火確率","점화 확률","Chance de Incendiar","Шанс поджечь","Probabilidad de quemar","โอกาสสร้างสถานะ ลุกไหม้","點燃機率",[6484],1,[435],"[1635,2755,10899]",0,1,[],0
85,"Secondary_ChanceToIgnite","Chance to Ignite","Chances d'Embrasement","Chance auf Entzünden","発火確率","점화 확률","Chance de Incendiar","Шанс поджечь","Probabilidad de quemar","โอกาสสร้างสถานะ ลุกไหม้","點燃機率",[6485],1,[1635],"[2755,10899]",0,1,[],0
86,"MH_IgniteDamage","Ignite Damage per second from Main Hand hits","Dégâts d'Embrasement par seconde (Main principale)","Entzündungsschaden pro Sekunde von Haupthandtreffern","メインハンドヒット秒間発火ダメージ","주 무기로 명중 시 초당 점화 피해","Dano de Incêndio por segundo de acertos da Mão Principal","Урон от поджога в секунду от ударов правой рукой","<size:22>{Daño de quemadura por segundo por golpes con la mano principal}","ความเสียหายต่อวินาทีของ ลุกไหม้ จากการปะทะ ด้วยมือหลัก","主手武器擊中時每秒點燃傷害","[5937,5938]",2,[7650],"[435,1635]",0,1,"[2,0]",0
87,"MH_IgniteCritDamage","Ignite Damage per second from Main Hand Critical Strikes","Dégâts d'Embrasement par seconde via Coup critique (Main principale)","Entzündungsschaden pro Sekunde von krit. Haupthandtreffern","メインハンドクリティカル時秒間発火ダメージ","주 무기로 치명타 명중 시 초당 점화 피해","Dano de Incêndio por segundo dos Golpes Críticos da Mão Principal","Урон от поджога в секунду от критических ударов правой рукой","<size:22>{Daño de quemadura por segundo por golpes críticos con la mano principal}","ความเสียหายต่อวินาทีของ ลุกไหม้ จากการคริติคอล ด้วยมือหลัก","主手武器暴擊時每秒點燃傷害","[10197,10198]",2,[7650],"[435,1635]",0,1,"[2,0]",0
88,"OH_IgniteDamage","Ignite Damage per second from Off Hand hits","Dégâts d'Embrasement par seconde (Main secondaire)","Entzündungsschaden pro Sekunde von Nebenhandtreffern","オフハンドヒット秒間発火ダメージ","보조 장비로 명중 시 초당 점화 피해","Dano de Incêndio por segundo de acertos da Mão Secundária","Урон от поджога в секунду от ударов левой рукой","<size:22>{Daño de quemadura por segundo por golpes con la mano secundaria}","ความเสียหายต่อวินาทีของ ลุกไหม้ จากการปะทะ ด้วยมือรอง","副手武器擊中時每秒點燃傷害","[5939,5940]",2,[7651],"[435,1635]",0,1,"[2,0]",0
89,"OH_IgniteCritDamage","Ignite Damage per second from Off Hand Critical Strikes","Dégâts d'Embrasement par seconde via Coup critique (Main secondaire)","Entzündungsschaden pro Sekunde von krit. Nebenhandtreffern","オフハンドクリティカル時秒間発火ダメージ","보조 장비로 치명타 명중 시 초당 점화 피해","Dano de Incêndio por segundo dos Golpes Críticos da Mão Secundária","Урон от поджога в секунду от критических ударов левой рукой","<size:22>{Daño de quemadura por segundo por golpes críticos con la mano secundaria}","ความเสียหายต่อวินาทีของ ลุกไหม้ จากการคริติคอล ด้วยมือรอง","副手武器暴擊時每秒點燃傷害","[10199,10200]",2,[7651],"[435,1635]",0,1,"[2,0]",0
90,"Spell_IgniteDamage","Ignite Damage per second","Dégâts d'Embrasement par seconde","Entzündungsschaden pro Sekunde","秒間発火ダメージ","초당 점화 피해","Dano de Incêndio por segundo","Урон от поджога в секунду","Daño de quemadura por segundo","ความเสียหายต่อวินาทีของ ลุกไหม้","每秒點燃傷害","[5941,5942]",2,[435],[1635],0,1,"[2,0]",0
91,"Spell_IgniteCritDamage","Ignite Damage per second from Critical Strikes","Dégâts d'Embrasement par seconde via Coup critique","Entzündungsschaden pro Sekunde von kritischen Treffern","クリティカル時秒間発火ダメージ","치명타 명중 시 초당 점화 피해","Dano de Incêndio por segundo dos Golpes Críticos","Урон от поджога в секунду от критических ударов","Daño de quemadura por segundo por golpes críticos","ความเสียหายต่อวินาทีของ ลุกไหม้ เมื่อคริติคอล","暴擊每秒點燃傷害","[10201,10202]",2,[435],[1635],0,1,"[2,0]",0
92,"Secondary_IgniteDamage","Ignite Damage per second","Dégâts d'Embrasement par seconde","Entzündungsschaden pro Sekunde","秒間発火ダメージ","초당 점화 피해","Dano de Incêndio por segundo","Урон от поджога в секунду","Daño de quemadura por segundo","ความเสียหายต่อวินาทีของ ลุกไหม้","每秒點燃傷害","[5943,5944]",2,[1635],[],0,1,"[2,0]",0
93,"Secondary_IgniteCritDamage","Ignite Damage per second from Critical Strikes","Dégâts d'Embrasement par seconde via Coup critique","Entzündungsschaden pro Sekunde von kritischen Treffern","クリティカル時秒間発火ダメージ","치명타 명중 시 초당 점화 피해","Dano de Incêndio por segundo dos Golpes Críticos","Урон от поджога в секунду от критических ударов","Daño de quemadura por segundo por golpes críticos","ความเสียหายต่อวินาทีของ ลุกไหม้ เมื่อคริติคอล","暴擊每秒點燃傷害","[10203,10204]",2,[1635],[],0,1,"[2,0]",0
94,"IgniteDuration","Ignite Duration modifier","Modificateur de Durée d'Embrasement","Modifikator für Entzündungsdauer","発火持続時間モッド","점화 지속시간 속성 부여","Modificador da Duração de Incêndio","Модификатор длительности поджога","Modificador de duración de la quemadura","ม็อดระยะเวลาของสถานะ ลุกไหม้","點燃時間修正",[2653],7,[],[],0,1,[],0
