"rownum","Id","MonsterTypesKey","i32","ObjectSize","MinimumAttackDistance","MaximumAttackDistance","ACTFiles","AOFiles","BaseMonsterTypeIndex","ModsKeys","i32","string","string","ModelSizeMultiplier","i32","i32","i32","i32","i32","TagsKeys","ExperienceMultiplier","[i32]","i32","i32","i32","CriticalStrikeChance","i32","GrantedEffectsKeys","AISFile","ModsKeys2","Stance","rid","Name","DamageMultiplier","LifeMultiplier","AttackSpeed","Weapon1_ItemVisualIdentityKeys","Weapon2_ItemVisualIdentityKeys","Back_ItemVisualIdentityKey","MainHand_ItemClassesKey","OffHand_ItemClassesKey","Helmet_ItemVisualIdentityKey","i32","KillSpecificMonsterCount_AchievementItemsKeys","Special_ModsKeys","KillRare_AchievementItemsKeys","bool","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","[string]","bool","bool","bool","i32","i32","f32","rid","rid","bool","bool","i32","bool","i32","i32","i32","i32","i32","i32","[string]","i32","i32","i32","i32","i32","bool","bool","bool"
24,"Metadata/Monsters/Bandits/BanditGuardBowSpawner",657,19,3,6,36,"[""Metadata/Monsters/Bandits/BanditBow.act""]","[""Metadata/Monsters/Bandits/Bandits.ao""]","Metadata/Monsters/Bandits/GuardBanditBow",[6630],1,"","",100,3,6,4,1,100,"[750,806,786,71,48,796,31,29,765,822,32,118,801]",120,[3],105,105,700,500,0,"[382,11096,4957]","Metadata/Monsters/Bandits/BanditBow.ais","[6190,6196]","",1,"Oak's Guardian",72,108,1995,[8375],[7296],7692,13,"","",0,[],[36720],[],"",1,6,100,0,0,100,1342186635,0,-33554432,-16843010,-16843010,-16843010,16711422,0,0,0,33554432,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,0,1442840576,54,0,0,1442840576,54,0,0,1442840576,54,-33554432,-16843010,-16843010,-16843010,-922812674,0,0,0,1442840576,54,0,0,1442840576,54,167772160,1342177280,0,0,[],"",1,"",-5,5,0,108,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
25,"Metadata/Monsters/Bandits/BanditGuardBowSpawnerMap",658,19,3,6,36,"[""Metadata/Monsters/Bandits/BanditBow.act""]","[""Metadata/Monsters/Bandits/Bandits.ao""]","Metadata/Monsters/Bandits/GuardBanditBowMap",[],1,"","",100,3,6,4,1,100,"[750,806,786,71,48,796,31,29,765,822,32,118,801]",120,[3],105,105,700,500,0,"[382,11096,4957]","Metadata/Monsters/Bandits/BanditBow.ais","[6190,6196]","",1,"Guard Archer",60,96,1995,[8375],[7296],7692,13,"","",0,[],[],[],"",1,6,100,0,0,100,1342240174,0,-33554432,-16843010,-16843010,-16843010,16711422,0,0,0,33554432,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,0,771751936,56,0,0,771751936,56,0,0,771751936,56,-33554432,-16843010,-16843010,-16843010,-922812674,0,0,0,771751936,56,0,0,771751936,56,167772160,1342177280,0,0,[],"",1,"",-5,5,0,96,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
26,"Metadata/Monsters/Bandits/BanditGuardBowBurningArrow",657,19,3,6,36,"[""Metadata/Monsters/Bandits/BanditBow.act""]","[""Metadata/Monsters/Bandits/Bandits.ao""]","Metadata/Monsters/Bandits/GuardBanditBow",[],1,"","",100,3,6,4,1,100,"[750,806,786,71,48,796,31,29,765,822,32,118,801]",120,[3],105,105,700,500,0,"[382,11096,1924]","Metadata/Monsters/Bandits/BanditBow.ais","[6190,6196]","",1,"Kraityn's High Guard",72,108,1995,[8375],[7296],7692,13,"","",0,[],[],[],"",1,6,100,0,0,100,1342184642,0,-33554432,-16843010,-16843010,-16843010,16711422,0,0,0,33554432,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,0,436207616,58,0,0,436207616,58,0,0,436207616,58,-33554432,-16843010,-16843010,-16843010,-922812674,0,0,0,436207616,58,0,0,436207616,58,167772160,1342177280,0,0,[],"",1,"",-5,5,0,108,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
27,"Metadata/Monsters/Bandits/BanditGuardBowBurningArrowSpawner",657,19,3,6,36,"[""Metadata/Monsters/Bandits/BanditBow.act""]","[""Metadata/Monsters/Bandits/Bandits.ao""]","Metadata/Monsters/Bandits/GuardBanditBow",[6630],1,"","",100,3,6,4,1,100,"[750,806,786,71,48,796,31,29,765,822,32,118,801]",120,[3],105,105,700,500,0,"[382,11096,1924]","Metadata/Monsters/Bandits/BanditBow.ais","[6190,6196]","",1,"Kraityn's High Guard",72,108,1995,[8375],[7296],7692,13,"","",0,[],[36720],[],"",1,6,100,0,0,100,1342182508,0,-33554432,-16843010,-16843010,-16843010,16711422,0,0,0,33554432,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,0,134217728,60,0,0,134217728,60,0,0,134217728,60,-33554432,-16843010,-16843010,-16843010,-922812674,0,0,0,134217728,60,0,0,134217728,60,167772160,1342177280,0,0,[],"",1,"",-5,5,0,108,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
28,"Metadata/Monsters/Bandits/BanditGuardBowExplosiveArrow",657,19,3,6,36,"[""Metadata/Monsters/Bandits/BanditBow.act""]","[""Metadata/Monsters/Bandits/Bandits.ao""]","Metadata/Monsters/Bandits/GuardBanditBow",[],1,"","",100,3,6,4,1,100,"[750,806,786,71,48,796,31,29,765,822,32,118,801]",120,[3],105,105,700,500,0,"[382,1038,11096]","Metadata/Monsters/Bandits/BanditBow.ais","[6190,6196]","",1,"Kraityn's High Guard",72,108,1995,[8375],[7296],7692,13,"","",0,[],[],[],"",1,6,100,0,0,100,1342192980,0,-33554432,-16843010,-16843010,-16843010,16711422,0,0,0,33554432,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,0,-872415232,61,0,0,-872415232,61,0,0,-872415232,61,-33554432,-16843010,-16843010,-16843010,-922812674,0,0,0,-872415232,61,0,0,-872415232,61,167772160,1342177280,0,0,[],"",1,"",-5,5,0,108,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
29,"Metadata/Monsters/Bandits/BanditGuardBowExplosiveArrowSpawner",657,19,3,6,36,"[""Metadata/Monsters/Bandits/BanditBow.act""]","[""Metadata/Monsters/Bandits/Bandits.ao""]","Metadata/Monsters/Bandits/GuardBanditBow",[6630],1,"","",100,3,6,4,1,100,"[750,806,786,71,48,796,31,29,765,822,32,118,801]",120,[3],105,105,700,500,0,"[382,1038,11096]","Metadata/Monsters/Bandits/BanditBow.ais","[6190,6196]","",1,"Kraityn's High Guard",72,108,1995,[8375],[7296],7692,13,"","",0,[],[36720],[],"",1,6,100,0,0,100,1342226769,0,-33554432,-16843010,-16843010,-16843010,16711422,0,0,0,33554432,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,0,-1107296256,63,0,0,-1107296256,63,0,0,-1107296256,63,-33554432,-16843010,-16843010,-16843010,-922812674,0,0,0,-1107296256,63,0,0,-1107296256,63,167772160,1342177280,0,0,[],"",1,"",-5,5,0,108,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
30,"Metadata/Monsters/Bandits/BanditGuardBowExplosiveArrowSpawnerMap",658,19,3,6,36,"[""Metadata/Monsters/Bandits/BanditBow.act""]","[""Metadata/Monsters/Bandits/Bandits.ao""]","Metadata/Monsters/Bandits/GuardBanditBowMap",[],1,"","",100,3,6,4,1,100,"[750,806,786,71,48,796,31,29,765,822,32,118,801]",120,[3],105,105,700,500,0,"[382,1038,11096]","Metadata/Monsters/Bandits/BanditBow.ais","[6190,6196]","",1,"Guard Archer",60,96,1995,[8375],[7296],7692,13,"","",0,[],[],[],"",1,6,100,0,0,100,1342232786,0,-33554432,-16843010,-16843010,-16843010,16711422,0,0,0,33554432,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,0,-1778384896,65,0,0,-1778384896,65,0,0,-1778384896,65,-33554432,-16843010,-16843010,-16843010,-922812674,0,0,0,-1778384896,65,0,0,-1778384896,65,167772160,1342177280,0,0,[],"",1,"",-5,5,0,96,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
31,"Metadata/Monsters/Bandits/BanditGuardBowPoison",657,19,3,6,36,"[""Metadata/Monsters/Bandits/BanditBow.act""]","[""Metadata/Monsters/Bandits/BanditCorrupted.ao""]","Metadata/Monsters/Bandits/GuardBanditBow",[],1,"","",100,3,6,4,1,100,"[750,769,806,786,71,48,796,31,29,765,822,32,118,801]",120,[3],105,105,700,500,0,"[382,639,11096]","Metadata/Monsters/Bandits/BanditBow.ais","[6190,6196]","",1,"Alira's Souleye",72,108,1995,[8375],[7296],7692,13,"","",0,[],[],[],"",1,6,100,0,0,100,1342210252,0,-33554432,-16843010,-16843010,-16843010,16711422,0,0,0,33554432,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,0,2080374784,67,0,0,2080374784,67,0,0,2080374784,67,-33554432,-16843010,-16843010,-16843010,-922812674,0,0,0,2080374784,67,0,0,2080374784,67,167772160,1342177280,0,0,[],"",1,"",-5,5,0,108,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
32,"Metadata/Monsters/BanditLeaderInt/BanditLeaderAlira",484,30,2,6,35,"[""Metadata/Monsters/BanditLeaderInt/BanditLeaderInt.act""]","[""Metadata/Monsters/BanditLeaderInt/BanditLeaderInt.ao""]","Metadata/Monsters/BanditLeaderInt/BanditLeaderInt","[20607,22889,3918]",1,"","",100,3,6,8,2,0,"[750,34,766,783,71,48,807,796,803,30,29,765,32,118]",120,[],105,105,700,500,0,"[390,8711]","Metadata/Monsters/BanditLeaderInt/BanditLeaderInt.ais",[],"Relaxed",1,"Alira Darktongue",144,540,1245,[9377],[7423],"",8,26,"",0,[],[],[],"",1,6,100,0,0,100,1342230142,0,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,704643072,71,0,0,704643072,71,0,0,704643072,71,-33554432,-16843010,-16843010,-16843010,-922812674,0,0,0,704643072,71,0,0,704643072,71,167772160,1342177280,0,0,[],"",1,1,0,0,0,540,"",1,1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
33,"Metadata/Monsters/BanditLeaderInt/BanditLeaderAliraStandalone",484,30,2,6,35,"[""Metadata/Monsters/BanditLeaderInt/BanditLeaderInt.act""]","[""Metadata/Monsters/BanditLeaderInt/BanditLeaderInt.ao""]","Metadata/Monsters/BanditLeaderInt/BanditLeaderIntStandalone","[20607,22889,3918]",1,"","",100,3,6,8,2,0,"[750,34,766,783,71,48,807,803,30,29,765,32,118]",120,[],105,105,700,500,0,"[390,8711]","Metadata/Monsters/BanditLeaderInt/BanditLeaderInt.ais",[],"",1,"Alira Darktongue",144,540,1245,[9377],[7423],"",8,26,"",0,[],[],[],"",1,6,100,0,0,100,1342201431,0,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,1912602624,73,0,0,1912602624,73,0,0,1912602624,73,-33554432,-16843010,-16843010,-16843010,-922812674,0,0,0,1912602624,73,0,0,1912602624,73,167772160,1342177280,0,0,[],"",1,1,0,0,0,540,"",1,1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
34,"Metadata/Monsters/BanditLeaderInt/BanditLeaderAliraEndlessLedge",487,30,2,6,35,"[""Metadata/Monsters/BanditLeaderInt/BanditLeaderInt.act""]","[""Metadata/Monsters/BanditLeaderInt/BanditLeaderInt.ao""]","Metadata/Monsters/BanditLeaderInt/MapBanditLeaderInt","[20607,22889]",1,"","",100,3,6,8,2,0,"[750,34,783,71,48,807,796,803,30,29,765,32,118]",120,[],105,105,700,500,0,"[359,390]","Metadata/Monsters/BanditLeaderInt/BanditLeaderInt.ais",[],"",1,"Alira",144,384,1245,[9377],[7423],"",8,26,"",0,[],[],[],"",1,6,100,0,0,100,1342202148,0,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,-1375731712,75,0,0,-1375731712,75,0,0,-1375731712,75,-33554432,-16843010,-16843010,-16843010,-922812674,0,0,0,-1375731712,75,0,0,-1375731712,75,167772160,1342177280,0,0,[],"",1,1,0,0,0,384,"",1,1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
35,"Metadata/Monsters/BanditLeaderInt/BanditLeaderAliraGauntlet",484,30,2,6,35,"[""Metadata/Monsters/BanditLeaderInt/BanditLeaderInt.act""]","[""Metadata/Monsters/BanditLeaderInt/BanditLeaderInt.ao""]","Metadata/Monsters/BanditLeaderInt/BanditLeaderIntGauntlet","[20607,22889,3918]",1,"","",100,3,6,8,2,0,"[750,34,766,783,71,48,807,796,803,30,29,765,32,118]",120,[],105,105,700,500,0,"[390,8711,3095]","Metadata/Monsters/BanditLeaderInt/BanditLeaderIntGauntlet.ais",[],"Relaxed",1,"Alira Darktongue",144,540,1245,[9377],[7423],"",8,26,"",0,[],[],[],"",1,6,100,0,0,100,1342204124,0,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,-1946157056,78,0,0,-1946157056,78,0,0,-1946157056,78,-33554432,-16843010,-16843010,-16843010,-922812674,0,0,0,-1946157056,78,0,0,-1946157056,78,167772160,1342177280,0,0,[],"",1,1,0,0,0,540,"",1,1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
36,"Metadata/Monsters/BanditLeaderDexInt/BanditLeaderKraityn",501,30,2,6,13,"[""Metadata/Monsters/BanditLeaderDexInt/BanditLeaderDexInt.act""]","[""Metadata/Monsters/BanditLeaderDexInt/BanditLeaderDexInt.ao""]","Metadata/Monsters/BanditLeaderDexInt/BanditLeaderDexInt","[22889,3918]",1,"","",100,3,6,2,2,0,"[750,775,777,774,71,48,807,796,803,764,31,765,118,820]",120,[],105,105,700,500,0,"[390,297,1463,1022,2805,2808,2809,2810]","Metadata/Monsters/BanditLeaderDexInt/BanditLeaderDexInt.ais",[],"Relaxed",1,"Kraityn, Scarbearer",115,600,1200,[7260],[9380],"",9,9,"",0,[],[],[],"",1,6,100,0,0,100,1342199352,0,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,-1207959552,82,0,0,-1207959552,82,0,0,-1207959552,82,-33554432,-16843010,-16843010,-16843010,-922812674,0,0,0,-1207959552,82,0,0,-1207959552,82,167772160,1342177280,0,0,[],"",1,1,0,0,0,600,"",1,1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
37,"Metadata/Monsters/BanditLeaderDexInt/BanditLeaderKraitynStandalone",501,30,2,6,13,"[""Metadata/Monsters/BanditLeaderDexInt/BanditLeaderDexInt.act""]","[""Metadata/Monsters/BanditLeaderDexInt/BanditLeaderDexInt.ao""]","Metadata/Monsters/BanditLeaderDexInt/BanditLeaderDexIntStandalone","[22889,3918]",1,"","",100,3,6,2,2,0,"[750,775,777,774,71,48,807,803,764,31,765,118,820]",120,[],105,105,700,500,0,"[390,297,1463,1022]","Metadata/Monsters/BanditLeaderDexInt/BanditLeaderDexInt.ais",[],"",1,"Kraityn, Scarbearer",115,600,1200,[7260],[9380],"",9,9,"",0,[],[],[],"",1,6,100,0,0,100,1342219755,0,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,637534208,85,0,0,637534208,85,0,0,637534208,85,-33554432,-16843010,-16843010,-16843010,-922812674,0,0,0,637534208,85,0,0,637534208,85,167772160,1342177280,0,0,[],"",1,1,0,0,0,600,"",1,1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
38,"Metadata/Monsters/BanditLeaderDexInt/BanditLeaderKraitynZombie",502,10,2,6,13,"[""Metadata/Monsters/BanditLeaderDexInt/BanditLeaderDexIntZombie.act""]","[""Metadata/Monsters/BanditLeaderDexInt/BanditLeaderDexIntZombie.ao""]","Metadata/Monsters/BanditLeaderDexInt/BanditLeaderDexIntZombie",[],1,"","",100,3,6,2,2,0,"[775,777,774,48,807,796,764,31,765,118,820,73,801,52]",120,[],105,105,700,500,0,"[390,8128]","Metadata/Monsters/BanditLeaderDexInt/BanditLeaderDexIntZombie.ais",[],"",1,"Kraityn, the Caged Rat",115,240,1500,[7260],[9380],"",9,9,"",0,[],[],[],"",1,6,100,0,0,100,1342203400,0,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,335544320,89,0,0,335544320,89,0,0,335544320,89,-33554432,-16843010,-16843010,-16843010,-922812674,0,0,0,335544320,89,0,0,335544320,89,167772160,1342177280,0,0,[],"",1,1,0,0,0,240,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
39,"Metadata/Monsters/BanditLeaderDexInt/BanditLeaderKraitynEndlessLedge",505,30,2,6,13,"[""Metadata/Monsters/BanditLeaderDexInt/BanditLeaderDexInt.act""]","[""Metadata/Monsters/BanditLeaderDexInt/BanditLeaderDexInt.ao""]","Metadata/Monsters/BanditLeaderDexInt/MapBanditLeaderDexInt",[22889],1,"","",100,3,6,2,2,0,"[750,775,777,774,71,48,807,796,803,764,31,765,118,820]",120,[],105,105,700,500,0,"[390,297,1463,1022]","Metadata/Monsters/BanditLeaderDexInt/BanditLeaderDexInt.ais",[],"",1,"Kraityn",115,420,1200,[7260],[9380],"",9,9,"",0,[],[],[],"",1,6,100,0,0,100,1342202558,0,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,-1979711488,91,0,0,-1979711488,91,0,0,-1979711488,91,-33554432,-16843010,-16843010,-16843010,-922812674,0,0,0,-1979711488,91,0,0,-1979711488,91,167772160,1342177280,0,0,[],"",1,1,0,0,0,420,"",1,1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
40,"Metadata/Monsters/BanditLeaderDexInt/BanditLeaderKraitynGauntlet",501,30,2,6,13,"[""Metadata/Monsters/BanditLeaderDexInt/BanditLeaderDexInt.act""]","[""Metadata/Monsters/BanditLeaderDexInt/BanditLeaderDexInt.ao""]","Metadata/Monsters/BanditLeaderDexInt/BanditLeaderDexIntGauntlet","[22889,3918]",1,"","",100,3,6,2,2,0,"[750,775,777,774,71,48,807,796,803,764,31,765,118,820]",120,[],105,105,700,500,0,"[390,297,1463,1022,2805,2808,2809,2810]","Metadata/Monsters/BanditLeaderDexInt/BanditLeaderDexIntGauntlet.ais",[],"Relaxed",1,"Kraityn, Scarbearer",115,600,1200,[7260],[9380],"",9,9,"",0,[],[],[],"",1,6,100,0,0,100,1342241809,0,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,-905969664,94,0,0,-905969664,94,0,0,-905969664,94,-33554432,-16843010,-16843010,-16843010,-922812674,0,0,0,-905969664,94,0,0,-905969664,94,167772160,1342177280,0,0,[],"",1,1,0,0,0,600,"",1,1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
41,"Metadata/Monsters/BanditLeaderStrDex/BanditLeaderOak",497,30,2,6,13,"[""Metadata/Monsters/BanditLeaderStrDex/BanditLeaderStrDex.act""]","[""Metadata/Monsters/BanditLeaderStrDex/BanditLeaderStrDex.ao""]","Metadata/Monsters/BanditLeaderStrDex/BanditLeaderStrDex","[22889,3918]",1,"","",100,3,6,3,1,0,"[750,821,806,788,776,71,48,796,803,764,31,29,765,118]",120,[],105,105,700,500,0,"[390,116,289,252,786,2805,2808,2809,2810]","Metadata/Monsters/BanditLeaderStrDex/BanditLeaderStrDex.ais",[],"Relaxed",1,"Oak, Skullbreaker",144,480,1050,[7308],[],"",14,"","",0,[],[],[],"",1,6,100,0,0,100,1342183599,0,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,-369098752,98,0,0,-369098752,98,0,0,-369098752,98,-33554432,-16843010,-16843010,-16843010,-922812674,0,0,0,-369098752,98,0,0,-369098752,98,167772160,1342177280,0,0,[],"",1,1,0,0,0,480,"",1,1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
42,"Metadata/Monsters/BanditLeaderStrDex/BanditLeaderOakStandalone",497,30,2,6,13,"[""Metadata/Monsters/BanditLeaderStrDex/BanditLeaderStrDex.act""]","[""Metadata/Monsters/BanditLeaderStrDex/BanditLeaderStrDex.ao""]","Metadata/Monsters/BanditLeaderStrDex/BanditLeaderStrDexStandalone","[22889,3918]",1,"","",100,3,6,3,1,0,"[750,821,806,788,776,71,48,803,764,31,29,765,118]",120,[],105,105,700,500,0,"[390,116,289,252,786]","Metadata/Monsters/BanditLeaderStrDex/BanditLeaderStrDex.ais",[],"",1,"Oak, Skullbreaker",144,480,1050,[7308],[],"",14,"","",0,[],[],[],"",1,6,100,0,0,100,1342187699,0,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,1342177280,101,0,0,1342177280,101,0,0,1342177280,101,-33554432,-16843010,-16843010,-16843010,-922812674,0,0,0,1342177280,101,0,0,1342177280,101,167772160,1342177280,0,0,[],"",1,1,0,0,0,480,"",1,1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
43,"Metadata/Monsters/BanditLeaderStrDex/BanditLeaderOakZombie",498,11,2,6,9,"[""Metadata/Monsters/BanditLeaderStrDex/BanditLeaderStrDexZombie.act""]","[""Metadata/Monsters/BanditLeaderStrDex/BanditLeaderStrDexZombie.ao""]","Metadata/Monsters/BanditLeaderStrDex/BanditLeaderStrDexZombie",[],1,"","",100,3,6,3,1,0,"[821,806,788,776,48,796,764,31,29,765,118,73,801,52]",120,[],105,105,700,500,0,"[390,8128]","Metadata/Monsters/BanditLeaderStrDex/BanditLeaderStrDexZombie.ais",[],"",1,"Oak, the Broken",144,240,1350,[7308],[],"",14,"","",0,[],[],[],"",1,6,100,0,0,100,1342212646,0,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,402653184,105,0,0,402653184,105,0,0,402653184,105,-33554432,-16843010,-16843010,-16843010,-922812674,0,0,0,402653184,105,0,0,402653184,105,167772160,1342177280,0,0,[],"",1,1,0,0,0,240,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
44,"Metadata/Monsters/BanditLeaderStrDex/BanditLeaderOakEndlessLedge",500,30,2,6,13,"[""Metadata/Monsters/BanditLeaderStrDex/BanditLeaderStrDex.act""]","[""Metadata/Monsters/BanditLeaderStrDex/BanditLeaderStrDex.ao""]","Metadata/Monsters/BanditLeaderStrDex/MapBanditLeaderStrDex",[22889],1,"","",100,3,6,3,1,0,"[750,821,806,788,776,71,48,796,803,764,31,29,765,118]",120,[],105,105,700,500,0,"[390,116,289,252,786]","Metadata/Monsters/BanditLeaderStrDex/BanditLeaderStrDex.ais",[],"",1,"Oak",144,336,1050,[7308],[],"",14,"","",0,[],[],[],"",1,6,100,0,0,100,1342202073,0,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,2113929216,107,0,0,2113929216,107,0,0,2113929216,107,-33554432,-16843010,-16843010,-16843010,-922812674,0,0,0,2113929216,107,0,0,2113929216,107,167772160,1342177280,0,0,[],"",1,1,0,0,0,336,"",1,1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
45,"Metadata/Monsters/Bandits/BanditMeleeKamikaze",256,43,3,6,6,"[""Metadata/Monsters/Bandits/BanditKamikaze.act""]","[""Metadata/Monsters/Bandits/Kamizaze/Kamikaze.ao""]","Metadata/Monsters/Bandits/Bandit_nonrare",[6342],1,"","",100,3,6,2,1,0,"[750,804,806,777,774,71,48,796,764,31,29,765,118,820,125,174]",100,[],105,105,700,500,0,"[382,2070]","Metadata/Monsters/Spawn/Kamikaze.ais","[6190,6196]","",1,"Alira's Martyr",100,100,1350,[],[],"","","","",0,[],[],[],1,1,6,100,0,0,100,1342187132,0,-33554432,-16843010,-16843010,-16843010,16711422,0,0,0,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,-1207959552,110,0,0,-1207959552,110,0,0,-1207959552,110,-33554432,-16843010,-16843010,-16843010,-922812674,0,0,0,-1207959552,110,0,0,-1207959552,110,167772160,1342177280,0,0,[],"",1,"",-5,5,0,100,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
46,"Metadata/Monsters/Bandits/BanditMeleeKamikazeSpawnerMap",656,38,3,6,11,"[""Metadata/Monsters/Bandits/BanditKamikaze.act""]","[""Metadata/Monsters/Bandits/Kamizaze/Kamikaze.ao""]","Metadata/Monsters/Bandits/GuardBanditRunMap",[6342],1,"","",100,3,6,2,1,0,"[750,804,806,787,774,71,48,796,764,31,765,118,820,125,174]",100,[3],105,105,700,500,0,"[382,2070]","Metadata/Monsters/Spawn/Kamikaze.ais","[6190,6196]","",1,"Crazed Martyr",80,100,1350,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,1342233068,0,-33554432,-16843010,-16843010,-16843010,16711422,0,0,0,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,-1677721600,112,0,0,-1677721600,112,0,0,-1677721600,112,-33554432,-16843010,-16843010,-16843010,-922812674,0,0,0,-1677721600,112,0,0,-1677721600,112,167772160,1342177280,0,0,[],"",1,1,-5,5,0,100,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
47,"Metadata/Monsters/Bandits/BanditTormentKamikaze",256,43,3,6,6,"[""Metadata/Monsters/Bandits/BanditKamikazeTormentMinion.act""]","[""Metadata/Monsters/Bandits/Kamizaze/Kamikaze.ao""]","Metadata/Monsters/Bandits/Bandit_nonrare","[6342,6630]",1,"","",100,3,6,2,1,0,"[750,804,806,777,774,71,48,796,764,31,29,765,118,820,125,174]",100,[],105,105,700,500,0,"[382,2070]","Metadata/Monsters/Spawn/Kamikaze.ais","[6190,6196]","",1,"Martyr's Devoted",100,100,1350,[],[],"","","","",0,[],[36720],[],"",1,6,100,0,0,100,1342239271,0,-33554432,-16843010,-16843010,-16843010,16711422,0,0,0,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,402653184,115,0,0,402653184,115,0,0,402653184,115,-33554432,-16843010,-16843010,-16843010,-922812674,0,0,0,402653184,115,0,0,402653184,115,167772160,1342177280,0,0,[],"",1,1,-5,5,0,100,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
