"rownum","Id","Name","Metadata","rid","NPCMasterKey","ShortName","i32","NPCAudios1","NPCAudios2","i32","i32","i32","i32","i32","rid","i32","i32","i32","i32","i32","i32","i32","i32"
442,"Metadata/NPC/DaughterOfSin","Daughter of Sin","Metadata/NPC/NPC","","","",0,[],[],-16865683,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,117374718,1,0
443,"Metadata/NPC/Freya","Freya","Metadata/NPC/NPC","","","",0,[],[],-16889775,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,117374718,1,0
444,"Metadata/Monsters/LeagueHarvest/Oshabi/OshabiBoss","Oshabi","Metadata/NPC/NPC","","","Oshabi",0,[],[],-16907848,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,117374718,1,0
445,"Metadata/Monsters/LeagueHeist/NPCAllies/HeistFence1","Faustus, the Fence","Metadata/NPC/NPC",3273,"","Faustus",0,[],[],-16907358,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,-1593901314,0,0
446,"Metadata/Monsters/LeagueHeist/NPCAllies/HeistLockPick1","Karst, the Lockpick","Metadata/NPC/NPC","","","Karst",0,[],[],-16892260,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,-1593901314,0,0
447,"Metadata/Monsters/LeagueHeist/NPCAllies/HeistInterrogator1","Niles, the Interrogator","Metadata/NPC/NPC","","","Niles",0,[],[],-16889786,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,-1593901314,0,0
448,"Metadata/Monsters/LeagueHeist/NPCAllies/HeistSoldier1","Huck, the Soldier","Metadata/NPC/NPC","","","Huck",0,[],[],-16856378,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,-1593901314,0,0
449,"Metadata/Monsters/LeagueHeist/NPCAllies/HeistHeavyLifter1","Tibbs, the Giant","Metadata/NPC/NPC","","","Tibbs",0,[],[],-16899131,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,-1593901314,0,0
450,"Metadata/Monsters/LeagueHeist/NPCAllies/HeistDetector1","Nenet, the Scout","Metadata/NPC/NPC","","","Nenet",0,[],[],-16907012,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,117374718,1,0
451,"Metadata/Monsters/LeagueHeist/NPCAllies/HeistDemolitionist1","Vinderi, the Dismantler","Metadata/NPC/NPC","","","Vinderi",0,[],[],-16852285,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,-1593901314,0,0
452,"Metadata/Monsters/LeagueHeist/NPCAllies/HeistCatBurglar1","Tullina, the Catburglar","Metadata/NPC/NPC","","","Tullina",0,[],[],-16879364,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,117374718,1,0
453,"Metadata/Monsters/LeagueHeist/NPCAllies/HeistIllusionist1_","Gianna, the Master of Disguise","Metadata/NPC/NPC","","","Gianna",0,[],[],-16898300,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,117374718,1,0
454,"Metadata/Monsters/LeagueHeist/NPCAllies/HeistEngineer1","Isla, the Engineer","Metadata/NPC/NPC","","","Isla",0,[],[],-16885374,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,117374718,1,0
455,"Metadata/NPC/League/Heist/TheBoss","Kurai, the Administrator","Metadata/NPC/NPC","","","Kurai",0,[101],[102],-16854476,-16843010,65278,0,0,0,0,-33488896,-16843010,-16843010,-16843010,117374718,1,0
456,"Metadata/NPC/League/Heist/Fence","Faustus, the Fence","Metadata/NPC/NPC",3273,"","Faustus",0,[123],[124],-16894236,-16843010,130814,0,0,0,0,-33488896,-16843010,-16843010,-16843010,-1593901314,0,0
457,"Metadata/NPC/League/Heist/Driver","Adiyah, the Wayfinder","Metadata/NPC/NPC","","","Adiyah",0,[99],[100],-16878796,-16843010,196350,0,0,0,0,419495936,0,0,0,100663296,1,0
458,"Metadata/NPC/League/Heist/Barber","Whakano, the Barber","Metadata/NPC/NPC","","","Whakano",0,[111],[112],-16881340,-16843010,261886,0,0,0,0,536936448,0,0,0,-1610612736,0,0
459,"Metadata/NPC/League/Heist/Lockpick1","Karst, the Lockpick","Metadata/NPC/NPC","","","Karst",0,[107],[108],-16885302,-16843010,327422,0,0,0,0,-33488896,-16843010,-16843010,-16843010,-1593901314,0,0
460,"Metadata/NPC/League/Heist/Interrogator1","Niles, the Interrogator","Metadata/NPC/NPC","","","Niles",0,[121],[122],-16889166,-16843010,392958,0,0,0,0,-33488896,-16843010,-16843010,-16843010,-1593901314,0,0
461,"Metadata/NPC/League/Heist/Soldier1","Huck, the Soldier","Metadata/NPC/NPC","","","Huck",0,[119],[120],-16869152,-16843010,458494,0,0,0,0,-33488896,-16843010,-16843010,-16843010,-1593901314,0,0
462,"Metadata/NPC/League/Heist/HeavyLifter1","Tibbs, the Giant","Metadata/NPC/NPC","","","Tibbs",0,[105],[106],-16855649,-16843010,524030,0,0,0,0,-33488896,-16843010,-16843010,-16843010,-1593901314,0,0
463,"Metadata/NPC/League/Heist/Detector1","Nenet, the Scout","Metadata/NPC/NPC","","","Nenet",0,[115],[116],-16899882,-16843010,589566,0,0,0,0,-33488896,-16843010,-16843010,-16843010,117374718,1,0
464,"Metadata/NPC/League/Heist/Demolitionist1","Vinderi, the Dismantler","Metadata/NPC/NPC","","","Vinderi",0,[117],[118],-16878169,-16843010,655102,0,0,0,0,-33488896,-16843010,-16843010,-16843010,-1593901314,0,0
465,"Metadata/NPC/League/Heist/CatBurglar1","Tullina, the Catburglar","Metadata/NPC/NPC","","","Tullina",0,[103],[104],-16897538,-16843010,720638,0,0,0,0,-33488896,-16843010,-16843010,-16843010,117374718,1,0
466,"Metadata/NPC/League/Heist/Illusionist1","Gianna, the Master of Disguise","Metadata/NPC/NPC","","","Gianna",0,[113],[114],-16857696,-16843010,786174,0,0,0,0,-33488896,-16843010,-16843010,-16843010,117374718,1,0
467,"Metadata/NPC/League/Heist/Engineer1","Isla, the Engineer","Metadata/NPC/NPC",3260,"","Isla",0,[109],[110],-16849058,-16843010,851710,0,0,0,0,-33488896,-16843010,-16843010,-16843010,117374718,1,0
468,"Metadata/Monsters/LeagueHeist/Boss/VicVox","Vic Vox","Metadata/NPC/NPC","","","Vic",0,[],[],-16876968,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,-1593901314,0,0
469,"Metadata/Monsters/LeagueHeist/Boss/VinnyVox","Vinny Vox","Metadata/NPC/NPC","","","Vinny",0,[],[],-16905390,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,-1593901314,0,0
470,"Metadata/Monsters/LeagueHeist/Boss/Jamanra_","Jamanra, The Great","Metadata/NPC/NPC","","","Jamanra",0,[],[],-16903478,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,-1593901314,0,0
471,"Metadata/Monsters/LeagueHeist/Boss/Danai","Nashta, The Usurper","Metadata/NPC/NPC","","","Nashta",0,[],[],-16843652,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,117374718,1,0
472,"Metadata/Monsters/LeagueHeist/Boss/AdmiralDarnaw","Admiral Darnaw","Metadata/NPC/NPC","","","Darnaw",0,[],[],-16843439,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,-1593901314,0,0
473,"Metadata/Monsters/LeagueHeist/Boss/Freidrich","Friedrich Tarollo, Slave Merchant","Metadata/NPC/NPC","","","Friedrich",0,[],[],-16881127,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,-1593901314,0,0
474,"Metadata/NPC/League/Heist/TheBossLioneyes","Kurai, the Administrator","Metadata/NPC/NPC","","","Kurai",0,[101],[102],-16906596,-16843010,65278,0,0,0,0,-33488896,-16843010,-16843010,-16843010,117374718,1,0
475,"Metadata/Monsters/LeagueHeist/NPCAllies/HeistAdiyah","Adiyah, the Wayfinder","Metadata/NPC/NPC","","","Adiyah",0,[],[],-16904271,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,117374718,1,0
476,"Metadata/Monsters/LeagueHeist/NPCAllies/HeistKurai","Kurai, the Administrator","Metadata/NPC/NPC","","","Kurai",0,[],[],-16894270,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,117374718,1,0
477,"Metadata/Monsters/LeagueHeist/Boss/VicVoxMeeting_","Vic Vox","Metadata/NPC/NPC","","","Vic",0,[],[],-16868333,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,-1593901314,0,0
478,"Metadata/NPC/League/Heist/TullinaFiance","Julius Farrow","Metadata/NPC/NPC","","","",0,[],[],-16896308,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,117374718,1,0
479,"Metadata/NPC/Act3/Tolman","Tolman","Metadata/NPC/NPC","","","",3,[],[],-16898979,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,-1593901314,0,0
480,"Metadata/NPC/Act8/Solaris","Solaris","Metadata/NPC/NPC","","","",0,[],[],-16905689,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,117374718,1,0
481,"Metadata/NPC/Act8/Lunarus","Lunaris","Metadata/NPC/NPC","","","",0,[],[],-16867886,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,117374718,1,0
482,"Metadata/NPC/RiddleQuest","","Metadata/NPC/NPC","","","",0,[],[],-16858606,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
483,"Metadata/NPC/League/EndlessDelve/Lilly","Lilly Roth","Metadata/NPC/Act10/Lilly","","","Lilly",0,[153],[154],-16884165,-16843010,-16843010,-16843010,-16843010,"",-16843010,402783998,0,0,0,100663296,1,0
484,"Metadata/NPC/Epilogue/Envoy","The Envoy","Metadata/NPC/NPC","","","",11,[128],[129],-16880575,-16843010,917246,0,0,0,0,-33488896,-16843010,-16843010,-16843010,-1593901314,0,0
485,"Metadata/NPC/Epilogue/EnvoyRandom","The Envoy","Metadata/NPC/NPC","","","",11,[128],[129],-16902602,-16843010,917246,0,0,0,0,-33488896,-16843010,-16843010,-16843010,-1593901314,0,0
486,"Metadata/NPC/Epilogue/EnvoyMaven","The Envoy","Metadata/NPC/NPC",3157,"","",11,[132],[133],-16890027,-16843010,917246,0,0,0,0,-33488896,-16843010,-16843010,-16843010,-1593901314,0,0
487,"Metadata/NPC/Epilogue/EnvoyTangle","The Envoy","Metadata/NPC/NPC","","","",11,[128],[129],-16885600,-16843010,917246,0,0,0,0,-33488896,-16843010,-16843010,-16843010,-1593901314,0,0
488,"Metadata/NPC/Epilogue/EnvoyCleansingFire","The Envoy","Metadata/NPC/NPC","","","",11,[128],[129],-16867833,-16843010,917246,0,0,0,0,-33488896,-16843010,-16843010,-16843010,-1593901314,0,0
489,"Metadata/NPC/Epilogue/EnvoyTangleBoss1","The Envoy","Metadata/NPC/Epilogue/EnvoyPostBoss","","","",11,[128],[129],-16874176,-16843010,917246,0,0,0,0,-33488896,-16843010,-16843010,-16843010,-1593901314,0,0
490,"Metadata/NPC/Epilogue/EnvoyTangleBoss2","The Envoy","Metadata/NPC/Epilogue/EnvoyPostBoss",3158,"","",11,[128],[129],-16884807,-16843010,917246,0,0,0,0,-33488896,-16843010,-16843010,-16843010,-1593901314,0,0
491,"Metadata/NPC/Epilogue/EnvoyCleansingFireBoss1","The Envoy","Metadata/NPC/Epilogue/EnvoyPostBoss","","","",11,[128],[129],-16846744,-16843010,917246,0,0,0,0,-33488896,-16843010,-16843010,-16843010,-1593901314,0,0
492,"Metadata/NPC/Epilogue/EnvoyCleansingFireBoss2","The Envoy","Metadata/NPC/Epilogue/EnvoyPostBoss",3159,"","",11,[128],[129],-16848390,-16843010,917246,0,0,0,0,-33488896,-16843010,-16843010,-16843010,-1593901314,0,0
493,"Metadata/NPC/Epilogue/Maven","The Maven","Metadata/NPC/NPC","","","",11,[],[],-16857926,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,117374718,1,0
494,"Metadata/NPC/Epilogue/MavenInfluenceIntro","The Maven","Metadata/NPC/NPC","","","",11,[],[],-16873502,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,117374718,1,0
495,"Metadata/NPC/Epilogue/MavenBossObserver","The Maven","Metadata/NPC/NPC","","","",11,[],[],-16876842,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,117374718,1,0
496,"Metadata/Monsters/MavenBoss/TheMaven","The Maven","Metadata/NPC/NPC","","","",11,[],[],-16904095,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,117374718,1,0
497,"Metadata/Monsters/MavenBoss/MavenBrainBoss","The Maven","Metadata/NPC/NPC","","","",11,[],[],-16897482,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,117374718,1,0
498,"Metadata/Monsters/CrimsonPriest","Kadaris, Crimson Mayor","Metadata/NPC/NPC","","","Kadaris",0,[],[],-16866338,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,-1593901314,0,0
499,"Metadata/Monsters/Skeletons/Pirate/BrutalPirateLordBoss","Captain Clayborne, The Accursed","Metadata/NPC/NPC","","","Clayborne",0,[],[],-16886178,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,-1593901314,0,0
500,"Metadata/Monsters/LunarisSolaris/LunarisMap","Khor, Sister of Shadows","Metadata/NPC/NPC","","","Khor",0,[],[],-16908013,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,117374718,1,0
501,"Metadata/Monsters/LunarisSolaris/SolarisMap","Ara, Sister of Light","Metadata/NPC/NPC","","","Ara",0,[],[],-16904856,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,117374718,1,0
502,"Metadata/Monsters/DjinnDemon/DjinnDemonMapBoss_","Ormud, Fiend of the Flood","Metadata/NPC/NPC","","","Ormud",0,[],[],-16892308,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,-1593901314,0,0
503,"Metadata/Monsters/Vilenta/VilentaMap_","Renkarr, The Kiln Keeper","Metadata/NPC/NPC","","","Renkarr",0,[],[],-16905141,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,117374718,1,0
504,"Metadata/Monsters/Thaumaturgy/ThaumaturgistBoss","Ciergan, Shadow Alchemist","Metadata/NPC/NPC","","","Ciergan",0,[],[],-16877597,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,-1593901314,0,0
505,"Metadata/NPC/League/Ultimatum/UltimatumNPC","The Trialmaster","Metadata/NPC/NPC","","","The Trialmaster",0,[134],"[135,136]",-16857574,-16843010,982782,0,0,0,0,-33488896,-16843010,-16843010,-16843010,-1593901314,0,0
506,"Metadata/NPC/League/Ultimatum/UltimatumNPCPostFight","The Trialmaster","Metadata/NPC/League/Ultimatum/UltimatumNPCBossEndScene","","","The Trialmaster",0,[134],[135],-16851729,-16843010,982782,0,0,0,0,-33488896,-16843010,-16843010,-16843010,-1593901314,0,0
507,"Metadata/Monsters/LeagueDelve/VaalCityBoss","Ahuatotli, the Blind","Metadata/Monsters/LeagueDelve/CityBosses/DelveVaalCityBoss","","","Ahuatotli",0,[],[],-16881056,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,-1593901314,0,0
508,"Metadata/Monsters/LeagueDelve/ProtoVaalCityBoss","Aul, the Crystal King","Metadata/Monsters/LeagueDelve/CityBosses/DelveProtoVaalCityBoss","","","Aul",0,[],[],-16896475,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,-1593901314,0,0
509,"Metadata/Monsters/LeagueUltimatum/TrialMaster/TrialMasterBoss","The Trialmaster","Metadata/Monsters/LeagueUltimatum/TrialMaster/TrialMasterBoss","","","The Trialmaster",0,[],[],-16852639,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,-1593901314,0,0
510,"Metadata/NPC/Hasina","Hasina","Metadata/NPC/NPC","","","",0,[],[],-16896374,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,117374718,1,0
511,"Metadata/NPC/League/Expedition/Saga","Dannig, Warrior Skald","Metadata/NPC/NPC",2410,"","Dannig",0,[137],[138],-16860184,-16843010,1113854,0,0,0,0,486604800,0,0,0,-1610612736,0,0
512,"Metadata/NPC/League/Expedition/Gambler","Gwennen, the Gambler","Metadata/NPC/NPC",2407,"","Gwennen",0,[145],[146],-16902758,-16843010,1179390,0,0,0,0,453050368,0,0,0,100663296,1,0
513,"Metadata/NPC/League/Expedition/Haggler","Tujen, the Haggler","Metadata/NPC/NPC",2408,"","Tujen",0,[143],[144],-16860069,-16843010,1244926,0,0,0,0,469827584,0,0,0,-1610612736,0,0
514,"Metadata/NPC/League/Expedition/Dealer","Rog, the Dealer","Metadata/NPC/NPC",2409,"","Rog",0,[140],[141],-16885115,-16843010,1310462,0,0,0,0,436273152,0,0,0,-1610612736,0,0
515,"Metadata/Monsters/LeagueExpedition/NPC/ExpeditionDannig","Dannig","Metadata/NPC/NPC",2410,"","Dannig",0,[139],[138],33527691,0,1048576,0,0,0,0,486604800,0,0,0,-1610612736,0,0
516,"Metadata/Monsters/LeagueExpedition/NPC/ExpeditionGwennen_","Gwennen","Metadata/NPC/NPC",2407,"","Gwennen",0,[145],"[146,147,148]",33580017,0,1114112,0,0,0,0,453050368,0,0,0,100663296,1,0
517,"Metadata/Monsters/LeagueExpedition/NPC/ExpeditionTujen","Tujen","Metadata/NPC/NPC",2408,"","Tujen",0,[143],[144],33655772,0,1179648,0,0,0,0,469827584,0,0,0,-1610612736,0,0
518,"Metadata/Monsters/LeagueExpedition/NPC/ExpeditionRog","Rog","Metadata/NPC/NPC",2409,"","Rog",0,[140],[141],33744212,0,1245184,0,0,0,0,436273152,0,0,0,-1610612736,0,0
519,"Metadata/NPC/League/Expedition/SagaHideout","Dannig, Warrior Skald","Metadata/NPC/NPC",2410,"","Dannig",0,[137],[138],33497582,0,1048576,0,0,0,0,486604800,0,0,0,-1610612736,0,0
520,"Metadata/NPC/League/Expedition/GamblerHideout","Gwennen, the Gambler","Metadata/NPC/NPC",2407,"","Gwennen",0,[145],[146],33592126,0,1114112,0,0,0,0,453050368,0,0,0,100663296,1,0
521,"Metadata/NPC/League/Expedition/HagglerHideout","Tujen, the Haggler","Metadata/NPC/NPC",2408,"","Tujen",0,[143],[144],33640321,0,1179648,0,0,0,0,469827584,0,0,0,-1610612736,0,0
522,"Metadata/NPC/League/Expedition/DealerHideout","Rog, the Dealer","Metadata/NPC/NPC",2409,"","Rog",0,[140],[141],33742502,0,1245184,0,0,0,0,436273152,0,0,0,-1610612736,0,0
523,"RoyaleAnnouncer","Royale Announcer","Metadata/NPC/NPC","","","Royale Announcer",0,[],[],-16903534,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,-1593901314,0,0
524,"Metadata/Monsters/LeagueExpedition/ReaperBoss/ReaperBoss_","Vorana, Last to Fall","Metadata/Monsters/LeagueExpedition/ReaperBoss/ReaperBoss","","","Vorana",0,[],[],-16903554,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,117374718,1,0
525,"Metadata/Monsters/LeagueExpedition/ReaperBoss/ReaperBossMap","Nightmare of Vorana","Metadata/Monsters/LeagueExpedition/ReaperBoss/ReaperBossMap","","","Nightmare of Vorana",0,[],[],-16862215,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,117374718,1,0
526,"Metadata/Monsters/LeagueExpedition/ApparitionBoss/ApparitionExpedition","Uhtred","Metadata/Monsters/LeagueExpedition/ApparitionBoss/ApparitionBoss","","","Uhtred",0,[],[],-16859538,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,-1593901314,0,0
527,"Metadata/Monsters/LeagueExpedition/ApparitionBoss/ApparitionExpeditionMap","Nightmare of Uhtred","Metadata/Monsters/LeagueExpedition/ApparitionBoss/ApparitionBossMap","","","Nightmare of Uhtred",0,[],[],-16873306,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,-1593901314,0,0
528,"Metadata/Monsters/LeagueExpedition/Olroth","Olroth, Origin of the Fall","Metadata/Monsters/LeagueExpedition/Olroth/Olroth","","","Olroth",0,[],[],-16879803,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,-1593901314,0,0
529,"Metadata/Monsters/LeagueExpedition/Medved","Medved","Metadata/Monsters/LeagueExpedition/Medved/MedvedBoss","","","Medved",0,[],[],-16881020,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,-1593901314,0,0
530,"Metadata/Monsters/LeagueExpedition/Medved/MedvedBossMap_","Nightmare of Medved","Metadata/Monsters/LeagueExpedition/Medved/MedvedBossMap","","","Nightmare of Medved",0,[],[],-16894911,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,-1593901314,0,0
531,"Metadata/NPC/League/Hellscape/HellscapeNPC","The Last to Die","Metadata/NPC/NPC","","","The Last to Die",0,[149],[150],-16896712,-16843010,1441534,0,0,0,0,-33488896,-16843010,-16843010,-16843010,117374718,1,0
532,"Metadata/NPC/League/Hellscape/HellscapeNPCWild","The Last to Die","Metadata/NPC/NPC","","","The Last to Die",0,[],[151],34805326,0,1376256,0,0,0,0,-33488896,-16843010,-16843010,-16843010,117374718,1,0
533,"Metadata/NPC/League/Hellscape/HellscapeNPCHideout","The Last to Die","Metadata/NPC/NPC","","","The Last to Die",0,[149],[150],34840690,0,1376256,0,0,0,0,-33488896,-16843010,-16843010,-16843010,117374718,1,0
534,"Metadata/NPC/Skadi","Skadi","Metadata/NPC/NPC","","","",0,[],[],-16875461,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,117374718,1,0
535,"Metadata/NPC/Epilogue/LillyHideout","Lilly Roth","Metadata/NPC/NPC","","","Lilly",0,[152],[],-16896905,-16843010,-16843010,-16843010,-16843010,"",0,587268096,0,0,0,100663296,1,0
536,"Metadata/NPC/Epilogue/HelenaIntro","Helena","Metadata/NPC/NPC","",3,"Helena",11,[24],[25],24135435,0,-16908288,-16843010,-16843010,"",0,-33488896,-16843010,-16843010,-16843010,117374718,1,0
537,"Metadata/Monsters/AtlasInvaders/BlackStarMonsters/BlackStarBoss","The Black Star","Metadata/Monsters/AtlasInvaders/BlackStarMonsters/BlackStarBoss","","","The Black Star",0,[],[],-16873058,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
538,"Metadata/Monsters/AtlasInvaders/CleansingMonsters/CleansingBoss","The Searing Exarch","Metadata/Monsters/AtlasInvaders/CleansingMonsters/CleansingBoss","","","The Searing Exarch",0,[],[],-16847679,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
539,"Metadata/Monsters/AtlasInvaders/ConsumeMonsters/ConsumeBoss","The Eater of Worlds","Metadata/Monsters/AtlasInvaders/ConsumeMonsters/ConsumeBoss","","","The Eater of Worlds",0,[],[],-16885598,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
540,"Metadata/Monsters/AtlasInvaders/DoomMonsters/DoomBoss_","The Infinite Hunger","Metadata/Monsters/AtlasInvaders/DoomMonsters/DoomBoss","","","The Infinite Hunger",0,[],[],-16872501,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
541,"Metadata/NPC/BladeSoul","Blade Soul","Metadata/NPC/NPC","","","",0,[],[],-16853658,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
542,"Metadata/NPC/League/Lake/Arbiter","Kalandra","Metadata/NPC/NPC","","","Kalandra",0,[],[],-16852739,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,117374718,1,0
543,"Metadata/Monsters/LeagueLake/ArbiterWild","Kalandra","Metadata/NPC/NPC","","","Kalandra",0,[],[],-16885868,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,117374718,1,0
544,"Metadata/Monsters/LeagueLake/ArbiterWildEvil","Kalandra","Metadata/NPC/NPC","","","Kalandra",0,[],[],-16868974,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,117374718,1,0
545,"Metadata/Monsters/LeagueLake/ArbiterHideout","Kalandra","Metadata/NPC/NPC","","","Kalandra",0,[],[],-16899486,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,117374718,1,0
546,"Metadata/Monsters/LeagueLake/ArbiterHideoutEvil","Kalandra","Metadata/NPC/NPC","","","Kalandra",0,[],[],-16893177,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,117374718,1,0
547,"Metadata/NPC/WarlordsLieutenant_Portal","Lieutenant","Metadata/NPC/NPC","","","Lieutenant",0,[],[],-16906262,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
548,"Metadata/NPC/CultistSpirit","Mysterious Voice","Metadata/NPC/NPC","","","Mysterious Voice",0,[],[],-16854302,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
549,"Metadata/NPC/MercenarySpirit","Mysterious Voice","Metadata/NPC/NPC","","","Mysterious Voice",0,[],[],-16881436,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
550,"Metadata/NPC/PyromaniacSpirit","Mysterious Voice","Metadata/NPC/NPC","","","Mysterious Voice",0,[],[],-16864217,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
551,"Metadata/NPC/TemplarZealotSpirit","Mysterious Voice","Metadata/NPC/NPC","","","Mysterious Voice",0,[],[],-16877864,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
552,"Metadata/NPC/Info/KalandraGlyph01","Ancient Etchings I","Metadata/NPC/League/Lake/LakeStoryGlyph","","","Ancient Etchings I",-1,[],[],-16892531,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
