"rownum","string","i32","string","string","string","string","string","string","rid","rid","rid","string","i32","i32","i32","i32","i32","bool","string","bool","bool","bool"
108,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionNewRaiseSpectre",-1136520131,"Alternate Raise Spectre","","","","","Raise Spectre Skin","","",387,"",3,1,1,20,5,"","",1,"",""
109,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionNewRaiseZombie",781958830,"Alternate Raise Zombie","","","","","Raise Zombie Skin","","",387,"",3,1,1,20,5,"","",1,"",""
110,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionNewTotem",2125056902,"Alternate Totem","","","","","Totem Skin","","",387,"",3,1,1,20,5,"","",1,"",""
111,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionBallistaFirestorm",411786802,"Siege Firestorm Effect","","Your Firestorm becomes a flaming siege assault","","","Firestorm Skin","",0,387,"",3,1,1,20,2,"","SiegeFirestorm",1,"",""
112,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionPlinthWarp",1039998513,"Plinth Warp","","","","","","","",387,"",3,1,1,20,5,"","",1,"",""
113,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionWaterNova",-967012741,"Water Nova Effect","","Your Ice Nova becomes a rippling burst of cold water","","","Ice Nova Skin","",0,387,"",3,1,1,20,2,"","WaterNova",1,"",""
114,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionColdSnapHand",-1570327327,"Cold Grasp Effect","","Your Cold Snap becomes a grasping hand of frost","","","Cold Snap Skin","",0,387,"",3,1,1,20,2,"","ColdGrasp",1,"",""
115,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionEtherealStars",1156704590,"Ethereal Stars Effect","","Your Ethereal Knives become a volley of spinning throwing stars","","","Ethereal Knives Skin","",2,565,"",3,1,1,20,2,"","EtherealStars",1,"",""
116,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionSparkSpiders",-1660932224,"Spark Spiders Effect","","Your Sparks become skittering spiders of raw electrical energy","","","Spark Skin","",2,368,"",3,1,1,20,2,"","SparkSpiders",1,"",""
117,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionTikiTotem",-984156228,"Tiki Totem Skin","","Your Spell or Ballista totem becomes a coloured totem that has carved tiki designs.","","","Totem Skin","",0,377,"",3,1,1,20,2,"","TikiTotem",1,"",""
118,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionBlueFlameIncinerate",-1366930907,"Blue Flame Incinerate Effect","","Your Incinerate becomes a ghostly blue flame.","","","Incinerate Skin","",0,359,"",3,1,1,20,2,"","BlueFlameIncinerate",1,"",""
119,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSawbladeCyclone",-1525790474,"Sawblade Cyclone Effect","","Your Cyclone becomes augmented with spinning sawblades.","","","Cyclone Skin","",0,517,"",3,1,1,20,2,"","SawbladeCyclone",1,"",""
120,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionWhiteCyclone",-1886113357,"White Cyclone Effect","","Your Cyclone becomes white.","","","Cyclone Skin","",0,387,"",3,1,1,20,2,"","WhiteCyclone",1,"",""
121,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionBlueCyclone",-1354461012,"Blue Cyclone Effect","","Your Cyclone becomes blue.","","","Cyclone Skin","",2,387,"",3,1,1,20,2,"","BlueCyclone",1,"",""
122,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionStormcloudArcticArmour",-1055457709,"Stormcloud Arctic Armour Effect","","Your Arctic Armour becomes a stormcloud that showers ice on you.","","","Arctic Armour Skin","",0,358,"",3,1,1,20,2,"","StormcloudArcticArmour",1,"",""
123,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionGreenSearingBond",-1956951312,"Green Searing Bond Effect","","Your Searing Bond beam becomes green.","","","Searing Bond Skin","",0,387,"",3,1,1,20,2,"","GreenSearingBond",1,"",""
124,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionDemonHandCleave",-2035474247,"Demon Hand Cleave Effect","","Your Cleave becomes a swiping, demonic claw.","","","Cleave Skin","",0,356,"",3,1,1,20,2,"","DemonHandCleave",1,"",""
125,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionDisciplineBarrier",-443119555,"Force Field Aura Effect","","Your aura effect becomes a force field bubble.","","","Aura Skin","",1,359,"",3,1,1,20,2,"","DisciplineForcefieldEffect",1,"",""
126,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionWrathSkull",1088383762,"Lightning Skull Aura Effect","","Your aura effect becomes a circling, sparking skull.","","","Aura Skin","",0,368,"",3,1,1,20,2,"","LightningSkullWrath",1,"",""
127,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionAngerSkull",2013147998,"Infernal Skull Aura Effect","","Your aura effect becomes a circling, burning skull.","","","Aura Skin","",0,348,"",3,1,1,20,2,"","InfernalSkullAnger",1,"",""
128,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionHatredSkull",-1362011341,"Arctic Skull Aura Effect","","Your aura effect becomes a circling, freezing skull.","","","Aura Skin","",0,358,"",3,1,1,20,2,"","ArcticSkullHatred",1,"",""
129,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionSpectralThrowGolden",-1788222882,"Golden Spectral Throw Effect","","Your Spectral Throw becomes golden.","","","Spectral Throw Skin","",0,372,"",3,1,1,20,2,"","GoldenSpectralThrow",1,"",""
130,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionSpectralThrowEbony",27741197,"OLD VERSION - DO NOT USE","","OLD - DO NOT USE","","","Spectral Throw Skin","","",387,"",3,1,1,20,2,"","",1,"",""
131,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionSpectralThrowSeraph",2023086110,"Seraph Spectral Throw Effect","","Your Spectral Throw projectile becomes a glowing, feathery wing.","","","Spectral Throw Skin","",0,363,"",3,1,1,20,2,"","SeraphSpectralThrow",1,"",""
132,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionOlmecTotem",61230421,"Olmec Totem Skin","","Your Spell or Ballista totem becomes a carved stone totem with two faces.","","","Totem Skin","",0,377,"",3,1,1,20,2,"","OlmecTotemEffect",1,"",""
133,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionAlternateStormCall",-1606460218,"Tribal Storm Call Effect","","Your Storm Call becomes charged orange lightning around a tribal fetish.","","","Storm Call Skin","",0,377,"",3,1,1,20,2,"","TribalStormCallEffect",1,"",""
134,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionArcticIceNova",1092095353,"Arctic Ice Nova Effect","","Your Ice Nova becomes a swirling ring of arctic wind.","","","Ice Nova Skin","",0,358,"",3,1,1,20,2,"","ArcticIceNovaEffect",1,"",""
135,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionGoreGlacialCascade",1385121691,"Gore Glacial Cascade Effect","","Your Glacial Cascade becomes a surge of demonic teeth from below.","","","Glacial Cascade Skin","",0,352,"",3,1,1,20,2,"","GoreGlacialCascade",1,"",""
136,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionSpiritClarity",1971673018,"Soul Nexus Aura Effect","","Your aura effect becomes a vortex of swirling spirits.","","","Aura Skin","",0,359,"",3,1,1,20,2,"","SpiritClarityEffect",1,"",""
137,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionGhostflameSummonRagingSpirit",627217422,"Ghostflame Summon Raging Spirit Skin","","Your Summon Raging Spirit now creates skulls infused with a ghostly green fire.","","","Summon Raging Spirits Skin","",2,353,"",3,1,1,20,2,"","GhostflameSummonRagingSpirit",1,"",""
138,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionRadiantWeapon",533511462,"Radiant Weapon Effect","","Adds a radiant effect to any equipped weapon","","","Weapon Effect","",0,367,"",3,1,1,20,1,"","RadiantWeapon",1,"",""
139,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionArcaneWeapon",801143380,"Arcane Weapon Effect","","Adds an arcane effect to any equipped weapon","","","Weapon Effect","",0,359,"",3,1,1,20,1,"","ArcaneWeapon",1,"",""
140,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionAcidWeapon",1902053682,"Acid Weapon Effect","","Adds an acid effect to any equipped weapon","","","Weapon Effect","",0,369,"",3,1,1,20,1,"","AcidWeapon",1,"",""
141,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionVerdantWeapon",-1889094381,"Verdant Weapon Effect","","Adds a verdant effect to any equipped weapon","","","Weapon Effect","",0,362,"",3,1,1,20,1,"","VerdantWeapon",1,"",""
142,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionNecroticWeapon",710341476,"Necrotic Weapon Effect","","Adds a necrotic effect to any equipped weapon","","","Weapon Effect","",0,349,"",3,1,1,20,1,"","NecroticWeapon",1,"",""
143,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionVampiricWeapon",-1195535367,"Vampiric Weapon Effect","","Adds a vampiric effect to any equipped weapon","","","Weapon Effect","",0,361,"",3,1,1,20,1,"","VampiricWeapon",1,"",""
144,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionTurquoiseWeapon",899578160,"Turquoise Weapon Effect","","Adds a turquoise glow effect to any equipped weapon","","","Weapon Effect","",0,387,"",3,1,1,20,1,"","TurquoiseWeapon",1,"",""
145,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionEbonyWeapon",1441453336,"Ebony Weapon Effect","","Adds an ebony glow effect to any equipped weapon","","","Weapon Effect","",0,354,"",3,1,1,20,1,"","BlackWeapon",1,"",""
146,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionBlueWeapon",1776479646,"Azure Weapon Effect","","Adds a blue glow effect to any equipped weapon","","","Weapon Effect","",0,387,"",3,1,1,20,1,"","BlueWeapon",1,"",""
147,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionGreenWeapon",-1999313355,"Emerald Weapon Effect","","Adds a green glow effect to any equipped weapon","","","Weapon Effect","",0,374,"",3,1,1,20,1,"","GreenWeapon",1,"",""
148,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionPurpleWeapon",1262444634,"Lavender Weapon Effect","","Adds a purple glow effect to any equipped weapon","","","Weapon Effect","",0,387,"",3,1,1,20,1,"","PurpleWeapon",1,"",""
149,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionRedWeapon",286953513,"Crimson Weapon Effect","","Adds a red glow effect to any equipped weapon","","","Weapon Effect","",0,370,"",3,1,1,20,1,"","RedWeapon",1,"",""
150,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionWhiteWeapon",-449221685,"White Weapon Effect","","Adds a white glow effect to any equipped weapon","","","Weapon Effect","","",387,"",3,1,1,20,1,"","",1,"",""
151,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionYellowWeapon",529388771,"Yellow Weapon Effect","","Adds a yellow glow effect to any equipped weapon","","","Weapon Effect","","",387,"",3,1,1,20,1,"","YellowWeapon",1,"",""
152,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionHeartWeapon",-159915739,"Valentine's Heart Weapon Effect (2013)","","Impales a beating heart upon a sword, dagger, or wand","","","Weapon Effect","","",387,"",3,2,2,20,1,"","",1,"",""
153,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionHeartWeapon2014",2049500235,"Valentine's Heart Weapon Effect (2014)","","Impales a beating heart upon a sword, dagger, or wand","","","Weapon Effect","","",387,"",3,2,2,20,1,"","",1,"",""
154,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionHeartWeapon2015",2067346052,"Valentine's Heart Weapon Effect (2015)","","Impales a beating heart upon a sword, dagger, or wand","","","Weapon Effect","","",387,"",3,2,2,20,1,"","HeartWeapon",1,"",""
155,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionIvoryWeapon",1670966333,"Ivory Weapon Effect","","Adds an ivory glow effect to any equipped weapon","","","Weapon Effect","",0,387,"",3,1,1,20,1,"","SpectralWeapon",1,"",""
156,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionRegalWeapon",1306897177,"Regal Weapon Effect","","Adds the Regal effect to any equipped weapon","","","Weapon Effect","","",380,"",3,1,1,20,1,"","RegalWeapon",1,"",""
157,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionDivineWeapon",715224834,"Divine Weapon Effect","","Adds the Divine effect to any equipped weapon","","","Weapon Effect","","",380,"",3,1,1,20,1,"","DivineWeapon",1,"",""
158,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionExaltedWeapon",1674802697,"Exalted Weapon Effect","","Adds the Exalted effect to any equipped weapon","","","Weapon Effect","","",380,"",3,1,1,20,1,"","ExaltedWeapon",1,"",""
159,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionEternalWeapon",742041502,"Eternal Weapon Effect","","Adds the Eternal effect to any equipped weapon","","","Weapon Effect","","",380,"",3,1,1,20,1,"","EternalWeapon",1,"",""
160,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionArcticWeapon",1996781695,"Arctic Weapon Effect","","Adds a freezing effect to any equipped weapon","","","Weapon Effect","",1,358,"",3,1,1,20,1,"","ArcticWeapon",1,"",""
161,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionInfernalWeapon",-900089394,"Infernal Weapon Effect","","Adds a flaming effect to any equipped weapon","","","Weapon Effect","",1,348,"",3,1,1,20,1,"","InfernalWeapon",1,"",""
162,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionLightningWeapon",-1269167666,"Lightning Weapon Effect","","Adds a sparking effect to any equipped weapon","","","Weapon Effect","",1,368,"",3,1,1,20,1,"","LightningWeapon",1,"",""
163,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSeraphWeapon",-1201049453,"Seraph Weapon Effect","","Adds the Seraph effect to any equipped weapon","","","Weapon Effect","",0,363,"",3,1,1,20,1,"","SeraphWeaponEffect",1,"",""
164,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionGhostFlameWeapon",-1476514313,"Ghostflame Weapon Effect","","Adds the Ghostflame effect to any equipped weapon","","","Weapon Effect","",0,353,"",3,1,1,20,1,"","GhostFlameWeaponEffect",1,"",""
165,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionCarnageWeapon",-1796981565,"Carnage Weapon Effect","","Adds the Carnage effect to any equipped weapon","","","Weapon Effect","","",418,"",3,1,1,20,1,"","CarnageWeaponEffect",1,"",""
166,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionInfernalFootprints",-890322445,"Infernal Footprints Effect","","Adds fiery footprints to any equipped pair of boots.","","","Footprints Effect","",0,348,"",3,1,1,20,1,"","InfernalFootprints",1,"",""
167,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionLightningFootprints",-257379460,"Lightning Footprints Effect","","Adds sparking footprints to any equipped pair of boots.","","","Footprints Effect","",1,368,"",3,1,1,20,1,"","LightningFootprints",1,"",""
168,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionArcticFootprints",-1920828538,"Arctic Footprints Effect","","Adds icy footprints to any equipped pair of boots.","","","Footprints Effect","",1,358,"",3,1,1,20,1,"","ArcticFootprints",1,"",""
169,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionEbonyFootprints",1427353266,"Ebony Footprints Effect","","Adds befouling footprints to any equipped pair of boots.","","","Footprints Effect","",0,354,"",3,1,1,20,1,"","EbonyFootprints",1,"",""
170,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionVampiricFootprints",1648295367,"Vampiric Footprints Effect","","Adds vampiric footprints to any equipped pair of boots.","","","Footprints Effect","",1,361,"",3,1,1,20,1,"","VampiricFootprints",1,"",""
171,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionRadiantFootprints",-1907168983,"Radiant Footprints Effect","","Adds radiant footprints to any equipped pair of boots.","","","Footprints Effect","",0,367,"",3,1,1,20,1,"","RadiantFootprints",1,"",""
172,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionNecroticFootprints",489657431,"Necrotic Footprints Effect","","Adds necrotic footprints to any equipped pair of boots.","","","Footprints Effect","",0,349,"",3,1,1,20,1,"","NecroticFootprints",1,"",""
173,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionGoreFootprints",-531411395,"Gore Footprints Effect","","Adds bloody footprints to any equipped pair of boots.","","","Footprints Effect","",1,352,"",3,1,1,20,1,"","GoreFootprints",1,"",""
174,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionRazerFootprints",722487480,"Razer Footprints Effect","","Adds Razer footprints to any equipped pair of boots.","","","Footprints Effect","","",387,"",3,1,1,20,1,"","RazerFootprints",1,"",""
175,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSeraphFootprints",996866746,"Seraph Footprints Effect","","Adds Seraph footprints to any equipped pair of boots.","","","Footprints Effect","",0,363,"",3,1,1,20,1,"","SeraphFootprints",1,"",""
