"rownum","Id","DaggerEPKFile","BowEPKFile","OneHandedMaceEPKFile","OneHandedSwordEPKFile","string","TwoHandedSwordEPKFile","TwoHandedStaffEPKFile","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","bool","bool","bool"
179,"Weapon_ChaoticEthercraft","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ethercraft_Chaotic/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ethercraft_Chaotic/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ethercraft_Chaotic/axemace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ethercraft_Chaotic/1h_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ethercraft_Chaotic/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ethercraft_Chaotic/staff.epk",-1825280715,3,-1876164608,3,-1825308672,3,-1900544000,3,56492032,0,65536,0,-1799618560,3,"","",""
180,"Weapon_Temple","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Temple/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Temple/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Temple/axemace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Temple/1h_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Temple/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Temple/staff.epk",-1731302871,3,-1775894528,3,-1731330048,3,-1797128192,3,56492032,0,65536,0,-1708785664,3,"","",""
181,"Weapon_Darkwood","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Darkwood/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Darkwood/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Darkwood/axemace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Darkwood/1h_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Darkwood/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Darkwood/staff.epk",-1638628406,3,-1684275200,3,-1638662144,3,-1626865664,3,56492032,0,65536,0,-1604976640,3,"","",""
182,"Footprint_Darkwood","","","","","","","",56506507,0,56492032,0,56492032,0,56492032,0,56492032,0,0,0,-1601830912,3,"","",""
183,"Weapon_GoddessBlue","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Goddess/goddessblue/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Goddess/goddessblue/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Goddess/goddessblue/axemace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Goddess/goddessblue/1h_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Goddess/goddessblue/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Goddess/goddessblue/staff.epk",-1523162478,3,-1574567936,3,-1523187712,3,-1599209472,3,56492032,0,65536,0,-1497235456,3,"","",""
184,"Footprint_GoddessBlue","","","","","","","",56552294,0,56492032,0,56492032,0,56492032,0,56492032,0,0,0,-1493696512,3,"","",""
185,"Weapon_Ritual","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ritual/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ritual/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ritual/axemace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ritual/1h_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ritual/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ritual/staff.epk",-1425885497,3,-1470496768,3,-1425932288,3,-1491730432,3,56492032,0,65536,0,-1403387904,3,"","",""
186,"Weapon_Misery","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/warlord_misery/EPKs/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/warlord_misery/EPKs/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/warlord_misery/EPKs/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/warlord_misery/EPKs/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/warlord_misery/EPKs/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/warlord_misery/EPKs/staff.epk",-1338082373,3,-1376256000,3,-1338114048,3,-1400897536,3,56492032,0,65536,0,-1312030720,3,"","",""
187,"Footprint_Misery","","","","","","","",56498367,0,56492032,0,56492032,0,56492032,0,56492032,0,0,0,-1309147136,3,"","",""
188,"Weapon_Suffering","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/warlord_suffering/EPKs/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/warlord_suffering/EPKs/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/warlord_suffering/EPKs/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/warlord_suffering/EPKs/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/warlord_suffering/EPKs/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/warlord_suffering/EPKs/staff.epk",-1241997292,3,-1281359872,3,-1242038272,3,-1306787840,3,56492032,0,65536,0,-1215168512,3,"","",""
189,"Footprint_Suffering","","","","","","","",56511534,0,56492032,0,56492032,0,56492032,0,56492032,0,0,0,-1211891712,3,"","",""
190,"Footprint_Despair","","","","","","","",56528979,0,56492032,0,56492032,0,56492032,0,56492032,0,0,0,-1209401344,3,"","",""
191,"Weapon_Faithsworn","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Faithsworn/epks/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Faithsworn/epks/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Faithsworn/epks/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Faithsworn/epks/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Faithsworn/epks/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Faithsworn/epks/staff.epk",-1146714030,3,-1183318016,3,-1146748928,3,-1206910976,3,56492032,0,65536,0,-1121714176,3,"","",""
192,"Weapon_Renegade","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Renegade/epks/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Renegade/epks/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Renegade/epks/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Renegade/epks/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Renegade/epks/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Renegade/epks/staff.epk",-1060051215,3,-1095892992,3,-1060110336,3,-1118961664,3,56492032,0,65536,0,-1035599872,3,"","",""
193,"Weapon_CoreDelve","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Delve/epks/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Delve/epks/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Delve/epks/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Delve/epks/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Delve/epks/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Delve/epks/staff.epk",-986971283,3,-1010171904,3,-986972160,3,-1032716288,3,56492032,0,65536,0,-963248128,3,"","",""
194,"Weapon_CoreBreach","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Breach/epk/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Breach/epk/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Breach/epk/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Breach/epk/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Breach/epk/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Breach/epk/staff.epk",-903287080,3,-937951232,3,-903348224,3,-960233472,3,56492032,0,65536,0,-879624192,3,"","",""
195,"Weapon_CoreAbyss","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Abyss/epk/daggerclawwand.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Abyss/epk/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Abyss/epk/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Abyss/epk/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Abyss/epk/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Abyss/epk/staff.epk",-819022249,3,-853278720,3,-819068928,3,-876740608,3,56492032,0,65536,0,-795607040,3,"","",""
196,"Weapon_CoreHarvest","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Harvest/epks/Harvest.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Harvest/epks/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Harvest/epks/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Harvest/epks/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Harvest/epks/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Harvest/epks/staff.epk",-733703322,3,-769130496,3,-733741056,3,-792461312,3,56492032,0,65536,0,-709492736,3,"","",""
197,"Weapon_CoreAtlas","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/atlas/epk/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/atlas/epk/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/atlas/epk/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/atlas/epk/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/atlas/epk/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/atlas/epk/staff.epk",-650340207,3,-684589056,3,-650379264,3,-706609152,3,56492032,0,65536,0,-626917376,3,"","",""
198,"Weapon_Lightbringer","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/nightbane_lightbringer/epk/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/nightbane_lightbringer/epk/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/nightbane_lightbringer/epk/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/nightbane_lightbringer/epk/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/nightbane_lightbringer/epk/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/nightbane_lightbringer/epk/staff.epk",-556239995,3,-597164032,3,-556269568,3,-623640576,3,56492032,0,65536,0,-528351232,3,"","",""
199,"Footprint_Lightbringer","","","","","","","",56554755,0,56492032,0,56492032,0,56492032,0,56492032,0,0,0,-524681216,3,"","",""
200,"Weapon_Darkshard","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/nightbane_darkshard/epk/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/nightbane_darkshard/epk/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/nightbane_darkshard/epk/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/nightbane_darkshard/epk/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/nightbane_darkshard/epk/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/nightbane_darkshard/epk/staff.epk",-456901066,3,-496631808,3,-456916992,3,-522321920,3,56492032,0,65536,0,-429785088,3,"","",""
201,"Footprint_Darkshard","","","","","","","",56510325,0,56492032,0,56492032,0,56492032,0,56492032,0,0,0,-426508288,3,"","",""
202,"Footprint_Apollyon","","","","","","","",56508469,0,56492032,0,56492032,0,56492032,0,56492032,0,0,0,-423886848,3,"","",""
203,"Weapon_Jingwei","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/jingwei/epk/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/jingwei/epk/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/jingwei/epk/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/jingwei/epk/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/jingwei/epk/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/jingwei/epk/staff.epk",-364220489,3,-399245312,3,-364249088,3,-421789696,3,56492032,0,65536,0,-340262912,3,"","",""
204,"Footprint_Jingwei","","","","","","","",56528770,0,56492032,0,56492032,0,56492032,0,56492032,0,0,0,-337248256,3,"","",""
205,"Bow_Mirage_Archer_Suffering","","Metadata/Effects/Microtransactions/Spells/mirage_archer/Suffering/Epk/suffer_weapon.epk","","","","","",56543619,0,56492032,0,56492032,0,56492032,0,56492032,0,0,0,-321781760,3,"","",""
206,"Weapon_Soulkeeper","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/SoulKeeper/epks/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/SoulKeeper/epks/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/SoulKeeper/epks/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/SoulKeeper/epks/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/SoulKeeper/epks/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/SoulKeeper/epks/staff.epk",-259124449,3,-295698432,3,-259129344,3,-319291392,3,56492032,0,65536,0,-234094592,3,"","",""
207,"Weapon_Aesir","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Aesir/epk/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Aesir/epk/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Aesir/epk/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Aesir/epk/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Aesir/epk/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Aesir/epk/staff.epk",-175490068,3,-209715200,3,-175505408,3,-231735296,3,56492032,0,65536,0,-152043520,3,"","",""
208,"Weapon_Expedition","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Expedition/epk/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Expedition/epk/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Expedition/epk/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Expedition/epk/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Expedition/epk/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Expedition/epk/staff.epk",-89500309,3,-125698048,3,-89522176,3,-149028864,3,56492032,0,65536,0,-64749568,3,"","",""
209,"Weapon_Scavenger","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/darkmatrix_scavenger/epk/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/darkmatrix_scavenger/epk/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/darkmatrix_scavenger/epk/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/darkmatrix_scavenger/epk/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/darkmatrix_scavenger/epk/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/darkmatrix_scavenger/epk/staff.epk",4211057,4,-35913728,3,4194304,4,-61865984,3,56492032,0,65536,0,31588352,4,"","",""
210,"Footprint_Scavenger","","","","","","","",56517413,0,56492032,0,56492032,0,56492032,0,56492032,0,0,0,34865152,4,"","",""
211,"Weapon_Overseer","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/darkmatrix_overseer/epk/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/darkmatrix_overseer/epk/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/darkmatrix_overseer/epk/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/darkmatrix_overseer/epk/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/darkmatrix_overseer/epk/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/darkmatrix_overseer/epk/staff.epk",102529392,4,62783488,4,102498304,4,37093376,4,56492032,0,65536,0,129630208,4,"","",""
212,"Footprint_Overseer","","","","","","","",56532691,0,56492032,0,56492032,0,56492032,0,56492032,0,0,0,132775936,4,"","",""
213,"Weapon_MidnightPact","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/darkmatrix/epk/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/darkmatrix/epk/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/darkmatrix/epk/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/darkmatrix/epk/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/darkmatrix/epk/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/darkmatrix/epk/staff.epk",195046217,4,158859264,4,195035136,4,135528448,4,56492032,0,65536,0,219807744,4,"","",""
214,"Footprint_MidnightPact","","","","","","","",56535795,0,56492032,0,56492032,0,56492032,0,56492032,0,0,0,223477760,4,"","",""
215,"Weapon_Necrolord","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/necrolord/epk/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/necrolord/epk/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/necrolord/epk/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/necrolord/epk/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/necrolord/epk/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/necrolord/epk/staff.epk",284739384,4,248905728,4,284688384,4,225837056,4,56492032,0,65536,0,309198848,4,"","",""
216,"Weapon_Direblade","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Direblade/dagger.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Direblade/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Direblade/mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Direblade/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Direblade/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Direblade/staff.epk",334532711,4,368181248,4,334495744,4,379715584,4,56492032,0,65536,0,402259968,4,"","",""
217,"Weapon_Brightfall","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/brightfall/epk/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/brightfall/epk/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/brightfall/epk/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/brightfall/epk/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/brightfall/epk/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/brightfall/epk/staff.epk",464808758,4,428605440,4,464781312,4,405274624,4,56492032,0,65536,0,489553920,4,"","",""
218,"Weapon_AuspiciousDragon1","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/dragon_treasure/epk1/daggerwand.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/dragon_treasure/epk1/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/dragon_treasure/epk1/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/dragon_treasure/epk1/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/dragon_treasure/epk1/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/dragon_treasure/epk1/staff.epk",557890883,4,519307264,4,557842432,4,571342848,4,56492032,0,65536,0,596770816,4,"","",""
219,"Weapon_AuspiciousDragon2","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/dragon_treasure/epk2/daggerwand.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/dragon_treasure/epk2/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/dragon_treasure/epk2/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/dragon_treasure/epk2/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/dragon_treasure/epk2/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/dragon_treasure/epk2/staff.epk",665061013,4,626524160,4,665059328,4,678559744,4,56492032,0,65536,0,703987712,4,"","",""
220,"Weapon_AuspiciousDragon3","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/dragon_treasure/epk3/daggerwand.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/dragon_treasure/epk3/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/dragon_treasure/epk3/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/dragon_treasure/epk3/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/dragon_treasure/epk3/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/dragon_treasure/epk3/staff.epk",772340681,4,733741056,4,772276224,4,785776640,4,56492032,0,65536,0,811204608,4,"","",""
221,"Weapon_AuspiciousBlueDragon","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/dragon_treasure/epk3b/daggerwand.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/dragon_treasure/epk3b/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/dragon_treasure/epk3b/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/dragon_treasure/epk3b/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/dragon_treasure/epk3b/sword2h.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/dragon_treasure/epk3b/staff.epk",893671922,4,841613312,4,893648896,4,907280384,4,56492032,0,65536,0,932970496,4,"","",""
222,"Weapon_Myrmidon","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Myrmidon/epks/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Myrmidon/epks/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Myrmidon/epks/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Myrmidon/epks/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Myrmidon/epks/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Myrmidon/epks/staff.epk",994602677,4,958791680,4,994574336,4,935723008,4,56492032,0,65536,0,1019084800,4,"","",""
223,"Footprint_Expedition","","","","","","","",56519563,0,56492032,0,56492032,0,56492032,0,56492032,0,0,0,1022492672,4,"","",""
224,"Weapon_Siren","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/atlantis_siren/epk/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/atlantis_siren/epk/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/atlantis_siren/epk/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/atlantis_siren/epk/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/atlantis_siren/epk/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/atlantis_siren/epk/staff.epk",1086517085,4,1048707072,4,1086455808,4,1024327680,4,56492032,0,65536,0,1112276992,4,"","",""
225,"Footprint_Siren","","","","","","","",56511060,0,56492032,0,56492032,0,56492032,0,56492032,0,0,0,1115029504,4,"","",""
226,"Weapon_Deepwater","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/atlantis_deepwater/epk/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/atlantis_deepwater/epk/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/atlantis_deepwater/epk/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/atlantis_deepwater/epk/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/atlantis_deepwater/epk/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/atlantis_deepwater/epk/staff.epk",1182146931,4,1142816768,4,1182138368,4,1117388800,4,56492032,0,65536,0,1209008128,4,"","",""
227,"Footprint_Deepwater","","","","","","","",56539399,0,56492032,0,56492032,0,56492032,0,56492032,0,0,0,1212284928,4,"","",""
228,"Footprint_Atlantis","","","","","","","",56541051,0,56492032,0,56492032,0,56492032,0,56492032,0,0,0,1214906368,4,"","",""
229,"Weapon_WinterDragon","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/ArcticDragonHunter/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/ArcticDragonHunter/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/ArcticDragonHunter/axemace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/ArcticDragonHunter/1h_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/ArcticDragonHunter/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/ArcticDragonHunter/staff.epk",1292909569,4,1242038272,4,1292894208,4,1217658880,4,56492032,0,65536,0,1318584320,4,"","",""
230,"Footprint_WinterDragon","","","","","","","",56546885,0,56492032,0,56492032,0,56492032,0,56492032,0,0,0,1322254336,4,"","",""
231,"Footprint_Scourge","","","","","","","",56543924,0,56492032,0,56492032,0,56492032,0,56492032,0,0,0,1324744704,4,"","",""
