"rownum","Id","Icon_DDSFile","Stats","Stat1Value","Stat2Value","Stat3Value","Stat4Value","i32","i32","i32","i32","i32","i32","i32","string","bool","rid","bool","rid","bool","[rid]","i32","bool","bool","i32","[rid]","rid","bool","bool","i32","bool","bool","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","[rid]","i32","[rid]","bool","rid","rid"
70,"fending150","Art/2DArt/SkillIcons/passives/fending.dds","[401,478]",25,15,0,0,797210064,0,0,0,798359552,0,16777216,"","",6954,"","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
71,"endurance_charge_duration153","Art/2DArt/SkillIcons/passives/chargestr.dds",[417],20,0,0,0,803381054,0,0,0,806879232,0,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
72,"endurance_charge_duration154","Art/2DArt/SkillIcons/passives/chargestr.dds",[417],20,0,0,0,803381994,0,0,0,811859968,0,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
73,"bloodless156","Art/2DArt/SkillIcons/passives/lifeleechimmunity.dds","[7,124]",1,10,0,0,822745233,0,0,0,824180736,0,16777216,"","",6954,"","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
74,"stun_threshold_reduction160","Art/2DArt/SkillIcons/passives/stunstr.dds",[108],10,0,0,0,834723478,0,0,0,838074368,0,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
75,"armour170","Art/2DArt/SkillIcons/passives/dmgreduction.dds","[117,124]",10,3,0,0,841619671,0,0,0,843841536,0,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
76,"armour173","Art/2DArt/SkillIcons/passives/ElementalResistance2.dds",[141],5,0,0,0,846338622,0,0,0,849346560,0,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
77,"life180","Art/2DArt/SkillIcons/passives/life1.dds",[124],5,0,0,0,645067333,0,0,0,851574784,0,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
78,"life181","Art/2DArt/SkillIcons/passives/life1.dds",[124],5,0,0,0,645070346,0,0,0,853803008,0,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
79,"life182","Art/2DArt/SkillIcons/passives/life1.dds","[124,134]",5,4,0,0,857089194,0,0,0,860225536,0,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
80,"life184","Art/2DArt/SkillIcons/passives/life1.dds",[124],5,0,0,0,645070479,0,0,0,862453760,0,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
81,"life185","Art/2DArt/SkillIcons/passives/increasedarmorandlife.dds","[117,124]",12,4,0,0,438734031,0,0,0,865730560,0,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
82,"life186","Art/2DArt/SkillIcons/passives/increasedarmorandlife.dds","[124,116]",5,30,0,0,438720611,0,0,0,869007360,0,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
83,"life187","Art/2DArt/SkillIcons/passives/life1.dds","[124,134]",5,4,0,0,857093865,0,0,0,872284160,0,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
84,"life189","Art/2DArt/SkillIcons/passives/increasedarmorandlife.dds","[116,123]",20,16,0,0,438748888,0,0,0,875560960,0,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
85,"life193","Art/2DArt/SkillIcons/passives/life1.dds",[124],5,0,0,0,645020385,0,0,0,877789184,0,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
86,"life195","Art/2DArt/SkillIcons/passives/life1.dds",[124],5,0,0,0,645047895,0,0,0,880017408,0,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
87,"accuracy198","Art/2DArt/SkillIcons/passives/accuracydex.dds","[84,553]",12,12,0,0,890038374,0,0,0,894828544,0,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
88,"eagle_eye199","Art/2DArt/SkillIcons/passives/eagleeye.dds","[84,553,83]",20,20,150,0,905578673,0,0,0,907018240,0,16777216,"","",6954,"","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
89,"accuracy200","Art/2DArt/SkillIcons/passives/accuracydex.dds","[84,553]",12,12,0,0,889995260,0,0,0,910819328,0,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
90,"lightning_resistance201","Art/2DArt/SkillIcons/passives/lightningstr.dds",[148],8,0,0,0,921443559,0,0,0,924319744,0,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
91,"troll's_blood203","Art/2DArt/SkillIcons/passives/trollblood.dds","[450,572,3460]",108,20,20,0,935878463,0,0,0,938082304,0,16777216,"","",6954,"","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
92,"life204","Art/2DArt/SkillIcons/passives/increasedarmorandlife.dds","[117,124]",10,4,0,0,438761032,0,0,0,941359104,0,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
93,"fire_resistance206","Art/2DArt/SkillIcons/passives/fireresist.dds",[144],8,0,0,0,951085598,0,0,0,953286656,0,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
94,"cold_resistance208","Art/2DArt/SkillIcons/passives/coldresist.dds",[146],8,0,0,0,963013179,0,0,0,965214208,0,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
95,"arcing_blows210","Art/2DArt/SkillIcons/passives/sparkingattacks.dds","[6041,3894]",30,8,0,0,976230871,0,0,0,978059264,0,16777216,"","",6954,"","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
96,"weapon_cold_damage211","Art/2DArt/SkillIcons/passives/colddamage.dds",[6040],12,0,0,0,988213135,0,0,0,990773248,0,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
97,"weapon_cold_damage212","Art/2DArt/SkillIcons/passives/colddamage.dds",[6040],12,0,0,0,988203212,0,0,0,994836480,0,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
98,"wand_elemental_damage213","Art/2DArt/SkillIcons/passives/masterywand.dds",[415],12,0,0,0,1005509378,0,0,0,1008467968,0,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
99,"wand_elemental_damage214","Art/2DArt/SkillIcons/passives/masterywand.dds","[415,3906]",10,2,0,0,1014027035,0,0,0,1019084800,0,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
100,"wand_elemental_damage215","Art/2DArt/SkillIcons/passives/masterywand.dds","[415,3906]",10,2,0,0,1014003918,0,0,0,1024589824,0,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
101,"fusillade216","Art/2DArt/SkillIcons/passives/fussilade.dds","[81,93]",15,30,0,0,1034436467,0,0,0,1035862016,0,16777216,"","",6954,"","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
102,"spell_damage_per_power_charge217","Art/2DArt/SkillIcons/passives/chargeint.dds",[424],4,0,0,0,1047321438,0,0,0,1051328512,0,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
103,"shock_duration220","Art/2DArt/SkillIcons/passives/lightningint.dds",[658],15,0,0,0,1061221609,0,0,0,1062993920,0,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
104,"static_blows221","Art/2DArt/SkillIcons/passives/staticshield.dds","[6071,12385,12533]",30,30,50,0,1074685885,0,0,0,1076494336,0,16777216,"","",6954,"","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
105,"shock_duration222","Art/2DArt/SkillIcons/passives/lightningint.dds","[56,658]",10,10,0,0,1081128325,0,0,0,1085669376,0,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
106,"wandslinger's_prowess232","Art/2DArt/SkillIcons/passives/wandslingersprowess.dds","[11560,81]",30,10,0,0,1098406332,0,0,0,1100087296,0,16777216,"","",6954,"","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
107,"wand_damage238","Art/2DArt/SkillIcons/passives/masterywand.dds","[41,11531,81]",12,12,4,0,1105363118,0,0,0,1110441984,0,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
108,"wand_damage240","Art/2DArt/SkillIcons/passives/masterywand.dds","[41,11531]",12,12,0,0,1114700527,0,0,0,1117519872,0,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
109,"wand_damage242","Art/2DArt/SkillIcons/passives/masterywand.dds","[41,11531,81]",12,12,4,0,1105352583,0,0,0,1122762752,0,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
110,"wand_damage_and_accuracy243","Art/2DArt/SkillIcons/passives/masterywand.dds",[11560],14,0,0,0,1127662888,0,0,0,1129316352,0,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
111,"wand_damage245","Art/2DArt/SkillIcons/passives/WandSpeedAccuracyNode.dds","[11560,81]",10,4,0,0,1141044827,0,0,0,1144913920,0,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
112,"elder_power247","Art/2DArt/SkillIcons/passives/elderpower.dds","[425,1394]",10,10,0,0,1155179012,0,0,0,1156841472,0,16777216,"","",6954,"","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
113,"staff_damage_and_attack_speed249","Art/2DArt/SkillIcons/passives/staffspeed.dds","[35,75,11529]",6,2,6,0,1170490766,0,0,0,1174536192,0,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
114,"staff_damage254","Art/2DArt/SkillIcons/passives/damagestaff.dds","[11545,331]",16,10,0,0,298226439,0,0,0,1178861568,0,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
115,"dagger_damage_and_critical_strike_chance257","Art/2DArt/SkillIcons/passives/criticaldaggerint.dds",[96],15,0,0,0,1192783958,0,0,0,1197342720,0,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
116,"dagger_damage_and_critical_strike_chance258","Art/2DArt/SkillIcons/passives/criticaldaggerint.dds","[2690,557]",80,20,0,0,1205377555,0,0,0,1210712064,0,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
117,"dagger_damage_and_accuracy260","Art/2DArt/SkillIcons/passives/criticaldaggerint.dds","[11540,89]",6,12,0,0,1216903165,0,0,0,1220542464,0,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
118,"nightstalker261","Art/2DArt/SkillIcons/passives/nightstalker.dds","[96,2690,2691]",30,60,60,0,1232264148,0,0,0,1234042880,0,16777216,"","",6954,"","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
119,"dagger_damage_and_critical_strike_multiplier262","Art/2DArt/SkillIcons/passives/criticaldaggerdex.dds","[557,96]",18,14,0,0,1249553510,0,0,0,1255538688,0,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
120,"dagger_damage_and_critical_strike_multiplier263","Art/2DArt/SkillIcons/passives/criticaldaggerdex.dds","[557,96]",18,14,0,0,1249520865,0,0,0,1264058368,0,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
121,"dagger_damage264","Art/2DArt/SkillIcons/passives/criticaldaggerint.dds",[11540],12,0,0,0,1267521654,0,0,0,1269432320,0,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
122,"dagger_damage265","Art/2DArt/SkillIcons/passives/masterydaggerdex.dds",[11540],12,0,0,0,1267503131,0,0,0,1279655936,0,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
123,"flaying266","Art/2DArt/SkillIcons/passives/flaying.dds","[11540,77,89]",24,12,18,0,1290047114,0,0,0,1291190272,0,16777216,"","",6954,"","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
124,"eagle_talons273","Art/2DArt/SkillIcons/passives/ClawsOfTheMagpie.dds","[11541,76,2385]",25,10,25,0,1303434759,0,0,0,1306132480,0,16777216,"","",6954,"","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
125,"claw_damage274","Art/2DArt/SkillIcons/passives/clawmasterydex.dds",[11541],12,0,0,0,1315837437,0,0,0,1317535744,0,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
126,"eagle_talons275","Art/2DArt/SkillIcons/passives/eagletalons.dds","[2791,88]",40,15,0,0,1328078152,0,0,0,1330774016,0,16777216,"","",6954,"","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
127,"additional_minions277","Art/2DArt/SkillIcons/passives/graveintentions.dds","[2094,9935]",27,20,0,0,1342632478,0,0,0,1344929792,0,16777216,"","",6954,"","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
128,"additional_spectre278","Art/2DArt/SkillIcons/passives/deathattunement.dds","[164,165,546]",1,1,1,0,1357794745,0,0,0,1360134144,0,16777216,"","",6954,"","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
129,"minion_life279","Art/2DArt/SkillIcons/passives/minionlife.dds",[159],10,0,0,0,1369341208,0,0,0,1371013120,0,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
130,"minion_life280","Art/2DArt/SkillIcons/passives/minionlife.dds",[159],12,0,0,0,1369313431,0,0,0,1374158848,0,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
