"rownum","NPCKey","i32","DialogueOption","[i32]","[i32]","[i32]","Script","TextAudio","Category","QuestRewardOffersKey","QuestFlag","NPCTextAudioKeys","Script2","bool","bool","[i32]","[i32]","i32","[i32]","i32","bool","rid","i32","bool","DialogueOption2","rid","rid","string","i32","i32","i32","i32","rid","i32"
170,6,0,"Exiled",[],[],[],"triggerer.TalkToWoundedExile(8.2, 22.8);",120,3,"",71,[],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,13708,0,52,"",0
171,6,1,"_no_weapon_",[],[],[64],"triggerer.FinishNPCChat();","",3,"",71,[156],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,13822,0,52,"",0
172,6,2,"_have_weapon1_",[],[],[64],"triggerer.FinishNPCChat(); Transition();","",3,"",71,[154],"",1,"",[],[],1323,[],1323,"","",4,"","","","","",0,13970,0,52,"",0
173,6,3,"_have_weapon2_",[],[],[64],"triggerer.FinishNPCChat(); Transition();","",3,"",71,[155],"",1,"",[],[],1323,[],1323,"","",4,"","","","","",0,14034,0,52,"",0
174,12,0,"Introduction",[],[],[93],"",93,3,"",93,[157],"",1,"",[],[],1323,[],1323,"","",4,"","","","","",0,14066,0,52,"",0
175,12,1,"Eramir",[75],[],[354],"","",3,"",354,[158],"",1,"",[],[],1323,[],1323,"","",4,"","","","","",0,14114,0,52,"",0
176,12,2,"Yeena",[91],[],[355],"","",3,"",355,[159],"",1,"",[],[],1323,[],1323,"","",4,"","","","","",0,14162,0,52,"",0
177,12,3,"Greust",[92],[],[356],"","",3,"",356,[160],"",1,"",[],[],1323,[],1323,"","",4,"","","","","",0,14210,0,52,"",0
178,12,4,"Helena",[243],[],[357],"","",3,"",357,[161],"",1,"",[],[],1323,[],1323,"","",4,"","","","","",0,14258,0,52,"",0
179,12,5,"Maligaro's Spike",[95],"[94,0]",[258],"",258,5,"",258,[162],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,14338,0,52,"",0
180,12,6,"Maligaro's Spike",[94],[109],"[109,0]","",109,5,"",109,[163],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,14418,0,52,"",0
181,12,7,"Maligaro's Spike",[99],[109],[109],"",109,5,"",109,[163],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,14482,0,52,"",0
182,12,8,"Maligaro's Spike Reward",[109],[106],[105],"",105,6,15,105,[],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,14580,0,52,"",0
183,12,9,"The Darkness",[88],[85],[238],"",238,3,"",238,[164],"",1,"",[],[],1323,[],1323,"","",4,"","","","","",0,14644,0,52,"",0
184,12,10,"The Great White Beast",[244],[246],[360],"","",3,"",360,[165],"",1,"",[],[],1323,[],1323,"","",4,"","","","","",0,14708,0,52,"",0
185,12,11,"The Great White Beast",[246],[],[361],"","",3,"",361,[166],"",1,"",[],[],1323,[],1323,"","",4,"","","","","",0,14756,0,52,"",0
186,12,12,"Blocked Passage",[230],[233],[232],"",232,5,"",232,[167],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,14820,0,52,"",0
187,12,13,"Reopened Passage",[233],[],[363],"","",3,"",363,[168],"",1,"",[],[],1323,[],1323,"","",4,"","","","","",0,14868,0,52,"",0
188,12,14,"The Light",[85],[],[480],"",480,3,"",480,[169],"",1,"",[],[],1323,[],1323,"","",4,"","","","","",0,14916,0,52,"",0
189,12,15,"Gamble for Items",[],[],[],"","",24,"",71,[],"","","",[],[],1323,[],1323,"","",2,"","",1,"","",0,14916,0,52,"",0
190,12,16,"Sell Items",[],[],[],"","",25,"",71,[],"","","",[],[],1323,[],1323,"","",1,"","",0,"","",0,14916,0,52,"",0
191,15,0,"The Darkness",[88],[85],[239],"",239,3,"",239,[170],"",1,"",[],[],1323,[],1323,"","",4,"","","","","",0,14980,0,52,"",0
192,15,1,"The Darkness",[85],[],[364],"","",3,"",364,[171],"",1,"",[],[],1323,[],1323,"","",4,"","","","","",0,15028,0,52,"",0
193,15,2,"Hand in Amulets","[55,0,0]",[89],"[83,0]","triggerer.SpawnServerEffect( Metadata/Effects/misc/quest_hand_in/gold.ao ); SpawnServerEffect( Metadata/Effects/misc/quest_hand_in/gold.ao );",89,5,"",89,[172],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,15460,0,52,"",0
194,15,3,"Oak's Rivals",[55],"[77,0,0]","[21,0]","triggerer.SetSessionQuestFlag( BanditAfterFightTalk );",58,5,"",21,[173],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,15712,0,52,"",0
195,15,4,"Oak's Rivals",[18],[55],[],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,5,"",21,[174],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,16018,0,52,"",0
196,15,5,"Oak's Rivals",[89],[55],[57],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );","",5,"",57,[175],"",1,"",[],[],1323,[],1323,"","",4,"","","","","",0,16082,0,52,"",0
197,15,6,"I've changed my mind",[55],[89],[],"triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );","",5,"",71,[],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,16314,0,52,"",0
198,15,7,"Oak's Rivals",[],"[81,0,0,0,79,0,0,0]","[366,0]","triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,5,"",366,[176],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,16490,0,52,"",0
199,15,8,"Oak's Rivals",[79],"[18,0,0,0,55,0,0]",[366],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,5,"",366,[177],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,16650,0,52,"",0
200,15,9,"Oak's Rivals",[77],"[18,0,0,0,55,0,0]",[366],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,5,"",366,[178],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,16810,0,52,"",0
201,15,10,"Oak's Rivals","[79,0]","[18,0,0,0,55,0]",[366],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,5,"",366,[179],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,16970,0,52,"",0
202,15,11,"Oak's Rivals",[81],"[18,0,0,0,55]",[366],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,5,"",366,[180],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,17098,0,52,"",0
203,15,12,"Oak's Rivals","[81,0]","[18,0,0,0]",[366],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,5,"",366,[181],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,17226,0,52,"",0
204,15,13,"Oak's Rivals",[80],"[18,0,0,0,55]",[366],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,5,"",366,[182],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,17354,0,52,"",0
205,15,14,"Oak's Rivals","[80,0]","[18,0,0,0]",[366],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,5,"",366,[183],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,17482,0,52,"",0
206,15,15,"Oak's Rivals","[79,0]","[18,0,0,0]",[366],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,5,"",366,[184],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,17610,0,52,"",0
207,15,16,"Oak's Rivals","[77,0]","[18,0,0,0]",[366],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,5,"",366,[185],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,17738,0,52,"",0
208,15,17,"Oak's Rivals","[79,0,0]","[18,0,0]",[366],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,5,"",366,[186],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,17866,0,52,"",0
209,15,18,"Oak's Rivals",[82],"[79,0,0,0,77]",[366],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,5,"",366,[187],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,17994,0,52,"",0
210,15,19,"Get the Apex",[89],"[76,0]",[],"triggerer.SetQuestFlag(\""a2b-SeenApexReward\"");",69,6,17,71,[],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,18164,0,52,"",0
211,14,0,"Hand in Amulets","[77,0,0]",[54],"[54,0]","triggerer.SpawnServerEffect( Metadata/Effects/misc/quest_hand_in/purple.ao ); SpawnServerEffect( Metadata/Effects/misc/quest_hand_in/purple.ao );",54,5,"",54,[190],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,18570,0,52,"",0
212,14,1,"Kraityn's Rivals",[55],"[79,0,0,0]","[19,0]","triggerer.SetSessionQuestFlag( BanditAfterFightTalk );",58,5,"",19,[191],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,18734,0,52,"",0
213,14,2,"Kraityn's Rivals",[16],[55],[],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,5,"",19,[192],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,18782,0,52,"",0
214,14,3,"Kraityn's Rivals",[54],[55],[57],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );","",5,"",57,[193],"",1,"",[],[],1323,[],1323,"","",4,"","","","","",0,18846,0,52,"",0
215,14,4,"I've changed my mind",[55],[54],[],"triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );","",5,"",71,[],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,18878,0,52,"",0
216,14,5,"Kraityn's Rivals",[],"[81,0,0,0,77,0,0,0]","[373,0]","triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,5,"",373,[194],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,19054,0,52,"",0
217,14,6,"Kraityn's Rivals",[78],"[81,0,0,0,77,0,0]",[373],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,5,"",373,[195],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,19214,0,52,"",0
218,14,7,"Kraityn's Rivals",[77],"[81,0,0,0,78,0,0]",[373],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,5,"",373,[196],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,19374,0,52,"",0
219,14,8,"Kraityn's Rivals","[77,0]","[81,0,0,0,80,0]",[373],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,5,"",373,[197],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,19534,0,52,"",0
220,14,9,"Kraityn's Rivals",[82],"[77,0,0,0,78]",[373],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,5,"",373,[198],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,19662,0,52,"",0
221,14,10,"Kraityn's Rivals","[77,0]","[78,0,0,0]",[373],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,5,"",373,[199],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,19790,0,52,"",0
222,14,11,"Kraityn's Rivals",[80],"[77,0,0,0,78]",[373],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,5,"",373,[200],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,19918,0,52,"",0
223,14,12,"Kraityn's Rivals","[78,0]","[77,0,0,0]",[373],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,5,"",373,[201],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,20046,0,52,"",0
224,14,13,"Kraityn's Rivals","[81,0]","[77,0,0,0]",[373],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,5,"",373,[202],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,20174,0,52,"",0
225,14,14,"Kraityn's Rivals","[81,0]","[78,0,0,0]",[373],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,5,"",373,[203],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,20302,0,52,"",0
226,14,15,"Kraityn's Rivals","[81,0,0]","[16,0,0]",[373],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,5,"",373,[204],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,20430,0,52,"",0
227,14,16,"Kraityn's Rivals",[81],"[77,0,0,0,78]",[373],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,5,"",373,[205],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,20558,0,52,"",0
228,14,17,"Get the Apex",[54],"[76,0]",[],"triggerer.SetQuestFlag(\""a2b-SeenApexReward\"");",69,6,17,71,[],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,20606,0,52,"",0
229,13,0,"The Darkness",[88],[85],[240],"",240,3,"",240,[206],"",1,"",[],[],1323,[],1323,"","",4,"","","","","",0,20670,0,52,"",0
230,13,1,"The Darkness",[85],[],[364],"","",3,"",364,[207],"",1,"",[],[],1323,[],1323,"","",4,"","","","","",0,20718,0,52,"",0
231,13,2,"Hand in Amulets","[55,0,0]",[56],"[56,0]","triggerer.SpawnServerEffect( Metadata/Effects/misc/quest_hand_in/blue.ao ); SpawnServerEffect( Metadata/Effects/misc/quest_hand_in/blue.ao );",56,5,"",56,[208],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,21116,0,52,"",0
232,13,3,"Alira's Rivals",[55],"[79,0,0,0]","[20,0]","triggerer.SetSessionQuestFlag( BanditAfterFightTalk );",58,5,"",20,[209],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,21276,0,52,"",0
233,13,4,"Alira's Rivals",[17],[55],[],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,5,"",20,[210],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,21324,0,52,"",0
234,13,5,"Alira's Rivals",[56],[55],[57],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );","",5,"",57,[211],"",1,"",[],[],1323,[],1323,"","",4,"","","","","",0,21388,0,52,"",0
235,13,6,"I've changed my mind",[55],[56],[],"triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );","",5,"",71,[],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,21420,0,52,"",0
236,13,7,"Alira's Rivals",[],"[81,0,0,0,79,0,0,0]","[380,0]","triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,5,"",380,[212],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,21596,0,52,"",0
237,13,8,"Alira's Rivals",[78],"[81,0,0,0,79,0,0]",[380],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,5,"",380,[213],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,21756,0,52,"",0
238,13,9,"Alira's Rivals",[79],"[81,0,0,0,78,0,0]",[380],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,5,"",380,[214],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,21916,0,52,"",0
239,13,10,"Alira's Rivals","[79,0]","[81,0,0,0,80,0]",[380],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,5,"",380,[215],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,22076,0,52,"",0
240,13,11,"Alira's Rivals",[81],"[79,0,0,0,78]",[380],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,5,"",380,[216],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,22204,0,52,"",0
241,13,12,"Alira's Rivals","[81,0]","[79,0,0,0]",[380],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,5,"",380,[217],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,22332,0,52,"",0
242,13,13,"Alira's Rivals",[82],"[79,0,0,0,78]",[380],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,5,"",380,[218],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,22460,0,52,"",0
243,13,14,"Alira's Rivals","[79,0]","[78,0,0,0]",[380],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,5,"",380,[219],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,22588,0,52,"",0
244,13,15,"Alira's Rivals","[79,0]","[78,0,0,0]",[380],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,5,"",380,[220],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,22716,0,52,"",0
245,13,16,"Alira's Rivals","[78,0]","[79,0,0,0]",[380],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,5,"",380,[221],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,22844,0,52,"",0
246,13,17,"Alira's Rivals","[79,0,0]","[17,0,0]",[380],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,5,"",380,[222],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,22972,0,52,"",0
247,13,18,"Alira's Rivals",[80],"[79,0,0,0,78]",[380],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,5,"",380,[223],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,23100,0,52,"",0
248,13,19,"Get the Apex",[56],"[76,0]",[],"triggerer.SetQuestFlag(\""a2b-SeenApexReward\"");",69,6,17,71,[],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,23148,0,52,"",0
249,16,0,"Introduction","[170,0]",[],[269],"",269,3,"",269,[224],"",1,"",[],[],1323,[],1323,"","",4,"","","","","",0,23212,0,52,"",0
250,16,1,"Clarissa",[],"[170,0]",[264],"",264,5,"",264,"[225,226,227,228]","","","",[],[],1323,[],1323,"","",4,"","","","","",0,23344,0,52,"",0
251,16,2,"Tolman",[174],[170],[385],"","",5,"",385,[229],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,23424,0,52,"",0
252,16,3,"Tolman",[170],[174],[386],"",386,3,"",386,"[230,231,232,233]","",1,"",[],[],1323,[],1323,"","",4,"","","","","",0,23536,0,52,"",0
253,16,4,"Grigor",[71],"[181,0,0]",[274],"",274,5,"",274,[234],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,23648,0,52,"",0
254,16,5,"Grigor",[71],"[181,0,0,0]",[274],"",274,5,"",274,[235],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,23760,0,52,"",0
255,16,6,"Clarissa",[269],[],[455],"","",3,"",455,[236],"",1,"",[],[],1323,[],1323,"","",4,"","","","","",0,23808,0,52,"",0
256,16,7,"Maramoa",[269],[],[454],"","",3,"",454,[237],"",1,"",[],[],1323,[],1323,"","",4,"","","","","",0,23874,0,52,"",0
257,16,8,"Grigor","[180,0]",[],[456],"","",3,"",456,[238],"",1,"",[],[],1323,[],1323,"","",4,"","","","","",0,23938,0,52,"",0
258,16,9,"The Slums",[170],[],[265],"","",3,"",265,[239],"",1,"",[],[],1323,[],1323,"","",4,"","","","","",0,24008,0,52,"",0
259,16,10,"The Undying","[269,0]",[],[387],"","",3,"",387,[240],"",1,"",[],[],1323,[],1323,"","",4,"","","","","",0,24098,0,52,"",0
260,16,11,"General Gravicius","[207,0]",[209],[388],"","",3,"",388,[241],"",1,"",[],[],1323,[],1323,"","",4,"","","","","",0,24216,0,52,"",0
261,16,12,"General Gravicius","[207,0]",[209],[388],"","",3,"",388,[241],"",1,"",[],[],1323,[],1323,"","",4,"","","","","",0,24296,0,52,"",0
262,16,13,"General Gravicius",[207],"[209,0,0]",[388],"","",3,"",388,[242],"",1,"",[],[],1323,[],1323,"","",4,"","","","","",0,24392,0,52,"",0
263,16,14,"General Gravicius",[209],[],[389],"","",3,"",389,[243],"",1,"",[],[],1323,[],1323,"","",4,"","","","","",0,24440,0,52,"",0
264,16,15,"Piety",[216],[],[276],"",276,3,"",276,[244],"",1,"",[],[],1323,[],1323,"","",4,"","","","","",0,24488,0,52,"",0
265,16,16,"Victario","[269,0]",[459],[422],"",422,5,"",422,[245],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,24588,0,52,"",0
266,16,17,"Victario","[269,0]",[459],[422],"",422,5,"",422,[245],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,24668,0,52,"",0
267,16,18,"The Purity Rebellion",[269],[],[457],"","",3,"",457,[246],"",1,"",[],[],1323,[],1323,"","",4,"","","","","",0,24760,0,52,"",0
268,16,19,"Victario's Holdfasts",[428],"[429,0,0,0]",[],"","",5,"",460,[247],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,24900,0,52,"",0
269,16,20,"Victario's Holdfasts",[429],"[428,0,0,0]",[],"","",5,"",460,[247],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,24996,0,52,"",0
270,16,21,"Victario's Holdfasts",[430],"[428,0,0,0]",[],"","",5,"",460,[247],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,25092,0,52,"",0
271,16,22,"Victario's Holdfasts","[428,0]","[427,0]",[],"","",5,"",461,[248],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,25172,0,52,"",0
272,16,23,"Victario's Holdfasts","[428,0]","[426,0]",[],"","",5,"",461,[248],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,25252,0,52,"",0
273,16,24,"Victario's Holdfasts","[429,0]","[425,0]",[],"","",5,"",461,[248],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,25332,0,52,"",0
274,16,25,"Victario's Holdfasts","[428,0,0]","[495,0]",[],"","",5,"",458,[249],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,25428,0,52,"",0
275,16,26,"Victario's Holdfasts",[425],"[426,0,0,0]","[460,0]","",71,5,"",460,[247],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,25556,0,52,"",0
276,16,27,"Victario's Holdfasts",[426],"[425,0,0,0]","[460,0]","",71,5,"",460,[247],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,25684,0,52,"",0
277,16,28,"Victario's Holdfasts",[427],"[425,0,0,0]","[460,0]","",71,5,"",460,[247],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,25812,0,52,"",0
278,16,29,"Victario's Holdfasts","[425,0]","[427,0]","[461,0]","",461,5,"",461,[248],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,25924,0,52,"",0
279,16,30,"Victario's Holdfasts","[425,0]","[426,0]","[461,0]","",461,5,"",461,[248],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,26036,0,52,"",0
280,16,31,"Victario's Holdfasts","[426,0]","[427,0]","[461,0]","",461,5,"",461,[248],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,26148,0,52,"",0
281,16,32,"Victario's Holdfasts","[426,0]","[425,0]","[461,0]","",461,5,"",461,[248],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,26260,0,52,"",0
282,16,33,"Victario's Holdfasts","[427,0]","[426,0]","[461,0]","",461,5,"",461,[248],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,26372,0,52,"",0
283,16,34,"Victario's Holdfasts","[427,0]","[425,0]","[461,0]","",461,5,"",461,[248],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,26484,0,52,"",0
284,16,35,"Victario's Holdfasts","[425,0,0]",[],"[458,0]","",458,5,"",458,[249],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,26580,0,52,"",0
