"rownum","Id","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32"
545,"MapWorldsPark",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10,100
546,"MapWorldsMalformation",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10,100
547,"MapWorldsTerrace",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10,100
548,"MapWorldsShrine",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10,100
549,"MapWorldsArsenal",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10,100
550,"MapWorldsDesertSpring",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10,100
551,"MapWorldsCore",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10,100
552,"MapWorldsColosseum",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10,100
553,"MapWorldsAcidLakes",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10,100
554,"MapWorldsDarkForest",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10,100
555,"MapWorldsCrimsonTemple",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10,100
556,"MapWorldsPlaza",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10,100
557,"MapWorldsDig",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10,100
558,"MapWorldsPalace",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10,100
559,"MapWorldsLavaLake",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10,100
560,"MapWorldsBasilica",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10,100
561,"MapWorldsSunkenCity",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10,100
562,"MapWorldsReef",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10,100
563,"MapWorldsCarcass",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10,100
564,"MapWorldsChimera",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10,100
565,"MapWorldsHydra",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10,100
566,"MapWorldsPhoenix",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10,100
567,"MapWorldsMinotaur",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10,100
568,"MapWorldsShapersRealm",5,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
569,"MapWorldsVaalTemple",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10,100
570,"MapWorldsHarbinger",5,0,50,0,24,16,16,20,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
571,"MapWorldsHarbingerLow",5,0,50,0,24,16,16,20,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
572,"MapWorldsHarbingerMid",5,0,50,0,24,16,16,20,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
573,"MapWorldsHarbingerHigh",5,0,50,0,24,16,16,20,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
574,"MapWorldsHarbingerUber",5,0,50,0,24,16,16,20,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
575,"MapWorldsDrySea",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10,100
576,"MapWorldsStagnation",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10,100
577,"MapWorldsBrambleValley",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10,100
578,"MapWorldsFrozenCabins",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10,100
579,"MapWorldsHarbingerPrison",0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,8,100,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
580,"MapWorldsGraveTrough",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10,100
581,"MapWorldsCrimsonTownship",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10,100
582,"MapWorldsForkingRiver",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10,100
583,"MapWorldsFoundry",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10,100
584,"MapWorldsColdRiver_",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10,100
585,"MapWorldsForbiddenWoods",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10,100
586,"MapWorldsSilo",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10,100
587,"MapWorldsBeachLanding",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10,100
588,"MapWorldsElder_Desert",0,0,0,0,0,0,16,20,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
589,"MapWorldsElder_Volcano",0,0,0,0,0,0,16,20,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
590,"MapWorldsElder_Sulphur",0,0,0,0,0,0,16,20,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
591,"MapWorldsElder_Reliquary",0,0,0,0,0,0,16,20,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
592,"MapWorldsElder_Temple",0,0,0,0,0,0,16,20,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
593,"MapWorldsElder_Elegant",0,0,0,0,0,0,16,20,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
594,"MapWorldsElder_Sceptre",0,0,0,0,0,0,16,20,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
595,"MapWorldsElder_Tower",0,0,0,0,0,0,16,20,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
596,"MapWorldsElder_Refinery",0,0,0,0,0,0,16,20,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
597,"MapWorldsElder_Reef",0,0,0,0,0,0,16,20,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
598,"MapWorldsElder_River",0,0,0,0,0,0,16,20,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
599,"MapWorldsElder_Garden",0,0,0,0,0,0,16,20,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
600,"MapWorldsElderArena",0,0,0,0,0,0,16,20,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601,"MapWorldsElderArenaUber",0,0,0,0,0,0,16,20,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
602,"MapWorldsPrimordialBoss1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
603,"MapWorldsPrimordialBoss2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
604,"MapWorldsPrimordialBoss3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
605,"MapWorldsPrimordialBoss4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
606,"AbyssLeague",0,0,0,0,0,0,16,20,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
607,"AbyssLeague2",0,0,0,0,0,0,16,20,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
608,"AbyssLeagueBoss",0,0,0,0,0,0,16,20,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
609,"AbyssLeagueBoss2",0,0,0,0,0,0,16,20,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
610,"AbyssLeagueBoss3",0,0,0,0,0,0,16,20,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
611,"BestiaryLeague_TigerBoss",0,0,0,0,0,0,16,20,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
612,"BestiaryLeague_CrabBoss",0,0,0,0,0,0,16,20,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
613,"BestiaryLeague_BirdBoss",0,0,0,0,0,0,16,20,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
614,"LegionLeague",0,0,0,0,0,0,16,20,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
615,"LegionLeague2",0,0,0,0,0,0,16,20,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
616,"LegionLeague3",0,0,0,0,0,0,16,20,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
617,"LegionLeague4",0,0,0,0,0,0,16,20,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
618,"Affliction_BossArena",0,0,0,0,0,0,16,20,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
619,"HarvestLeague",0,0,0,0,0,0,16,20,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
620,"HarvestLeagueMemoryLine",0,0,0,0,0,0,16,20,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
621,"Master_TH_Shipgraveyard",0,0,0,0,10,0,10,10,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
622,"Master_SP_Volcano",0,0,0,0,10,0,10,10,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
623,"AnimTest",0,0,0,0,30,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
624,"PhysicsTest",0,0,0,0,30,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
625,"LightTest",0,0,0,0,30,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
626,"PortalLeagueTest",0,0,0,0,30,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
627,"ArrowTest",0,0,0,0,30,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
628,"BlackTest",0,0,0,0,30,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
629,"HeistBunker4",0,0,0,0,0,0,0,10,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
630,"HeistBunker5",0,0,0,0,0,0,10,10,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
631,"HeistBunker6",0,0,0,0,0,0,10,10,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
632,"HeistBunker7",0,0,0,0,0,0,10,10,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
633,"HeistBunker8",0,0,0,0,0,0,10,11,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
634,"HeistBunker9",0,0,0,0,0,0,16,20,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
635,"HeistMines4",0,0,0,0,0,0,0,10,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
636,"HeistMines5",0,0,0,0,0,0,10,10,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
637,"HeistMines6",0,0,0,0,0,0,10,10,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
638,"HeistMines7",0,0,0,0,0,0,10,10,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
639,"HeistMines8",0,0,0,0,0,0,10,11,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
640,"HeistMines9",0,0,0,0,0,0,16,20,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
641,"HeistDungeon4",0,0,0,0,0,0,0,10,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
642,"HeistDungeon5",0,0,0,0,0,0,10,10,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
643,"HeistDungeon6",0,0,0,0,0,0,10,10,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
644,"HeistDungeon7",0,0,0,0,0,0,10,10,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
645,"HeistDungeon8",0,0,0,0,0,0,10,11,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
646,"HeistDungeon9",0,0,0,0,0,0,16,20,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
647,"HeistReliquary4",0,0,0,0,0,0,0,10,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
648,"HeistReliquary5",0,0,0,0,0,0,10,10,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
649,"HeistReliquary6",0,0,0,0,0,0,10,10,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
650,"HeistReliquary7",0,0,0,0,0,0,10,10,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
651,"HeistReliquary8",0,0,0,0,0,0,10,11,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
652,"HeistReliquary9",0,0,0,0,0,0,16,20,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
653,"HeistLibrary4_",0,0,0,0,0,0,0,10,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
654,"HeistLibrary5",0,0,0,0,0,0,10,10,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
655,"HeistLibrary6",0,0,0,0,0,0,10,10,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
656,"HeistLibrary7",0,0,0,0,0,0,10,10,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
657,"HeistLibrary8_",0,0,0,0,0,0,10,11,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
658,"HeistLibrary9",0,0,0,0,0,0,16,20,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
659,"HeistRobotTunnels4",0,0,0,0,0,0,0,10,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
660,"HeistRobotTunnels5",0,0,0,0,0,0,10,10,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
661,"HeistRobotTunnels6",0,0,0,0,0,0,10,10,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
662,"HeistRobotTunnels7",0,0,0,0,0,0,10,10,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
663,"HeistRobotTunnels8",0,0,0,0,0,0,10,11,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
664,"HeistRobotTunnels9",0,0,0,0,0,0,16,20,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
665,"HeistSewers4",0,0,0,0,0,0,0,10,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
666,"HeistSewers5",0,0,0,0,0,0,10,10,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
667,"HeistSewers6",0,0,0,0,0,0,10,10,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
668,"HeistSewers7",0,0,0,0,0,0,10,10,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
669,"HeistSewers8",0,0,0,0,0,0,10,11,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
670,"HeistSewers9",0,0,0,0,0,0,16,20,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
671,"HeistCourts4",0,0,0,0,0,0,0,10,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
672,"HeistCourts5",0,0,0,0,0,0,10,10,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
673,"HeistCourts6",0,0,0,0,0,0,10,10,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
674,"HeistCourts7",0,0,0,0,0,0,10,10,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
675,"HeistCourts8",0,0,0,0,0,0,10,11,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
676,"HeistCourts9_",0,0,0,0,0,0,16,20,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
677,"HeistMansion4",0,0,0,0,0,0,0,10,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
678,"HeistMansion5",0,0,0,0,0,0,10,10,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
679,"HeistMansion6",0,0,0,0,0,0,10,10,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
680,"HeistMansion7",0,0,0,0,0,0,10,10,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
