"rownum","NPCKey","i32","DialogueOption","[i32]","[i32]","[i32]","Script","rid","rid","QuestKey","i32","i32","i32","i32","[rid]","string","bool","bool","[i32]","[i32]","i32","[i32]","i32","bool","rid","bool","bool","string","rid","rid","string","i32","i32","i32","i32"
170,6,1,"_no_weapon_",[],[],[64],"triggerer.FinishNPCChat();","",3,"",71,0,0,0,[156],"","","",[],[],1275,[],1275,"","","","","","","","",0,13878,0,46
171,6,2,"_have_weapon1_",[],[],[64],"triggerer.FinishNPCChat(); Transition();","",3,"",71,0,0,0,[154],"",1,"",[],[],1275,[],1275,"","","","","","","","",0,14026,0,46
172,6,3,"_have_weapon2_",[],[],[64],"triggerer.FinishNPCChat(); Transition();","",3,"",71,0,0,0,[155],"",1,"",[],[],1275,[],1275,"","","","","","","","",0,14090,0,46
173,12,0,"Introduction",[],[],[93],"",93,3,"",93,0,0,0,[157],"",1,"",[],[],1275,[],1275,"","","","","","","","",0,14122,0,46
174,12,1,"Eramir",[75],[],[354],"","",3,"",354,0,0,0,[158],"",1,"",[],[],1275,[],1275,"","","","","","","","",0,14170,0,46
175,12,2,"Yeena",[91],[],[355],"","",3,"",355,0,0,0,[159],"",1,"",[],[],1275,[],1275,"","","","","","","","",0,14218,0,46
176,12,3,"Greust",[92],[],[356],"","",3,"",356,0,0,0,[160],"",1,"",[],[],1275,[],1275,"","","","","","","","",0,14266,0,46
177,12,4,"Helena",[243],[],[357],"","",3,"",357,0,0,0,[161],"",1,"",[],[],1275,[],1275,"","","","","","","","",0,14314,0,46
178,12,5,"Maligaro's Spike",[95],"[94,0]",[258],"",258,5,"",258,0,0,0,[162],"","","",[],[],1275,[],1275,"","","","","","","","",0,14394,0,46
179,12,6,"Maligaro's Spike",[94],[109],"[109,0]","",109,5,"",109,0,0,0,[163],"","","",[],[],1275,[],1275,"","","","","","","","",0,14474,0,46
180,12,7,"Maligaro's Spike",[99],[109],[109],"",109,5,"",109,0,0,0,[163],"","","",[],[],1275,[],1275,"","","","","","","","",0,14538,0,46
181,12,8,"Maligaro's Spike Reward",[109],[106],[105],"",105,6,16,105,0,0,0,[],"","","",[],[],1275,[],1275,"","","","","","","","",0,14636,0,46
182,12,9,"The Darkness",[88],[85],[238],"",238,3,"",238,0,0,0,[164],"",1,"",[],[],1275,[],1275,"","","","","","","","",0,14700,0,46
183,12,10,"The Great White Beast",[244],[246],[360],"","",3,"",360,0,0,0,[165],"",1,"",[],[],1275,[],1275,"","","","","","","","",0,14764,0,46
184,12,11,"The Great White Beast",[246],[],[361],"","",3,"",361,0,0,0,[166],"",1,"",[],[],1275,[],1275,"","","","","","","","",0,14812,0,46
185,12,12,"Blocked Passage",[230],[233],[232],"",232,5,"",232,0,0,0,[167],"","","",[],[],1275,[],1275,"","","","","","","","",0,14876,0,46
186,12,13,"Reopened Passage",[233],[],[363],"","",3,"",363,0,0,0,[168],"",1,"",[],[],1275,[],1275,"","","","","","","","",0,14924,0,46
187,12,14,"The Light",[85],[],[480],"",480,3,"",480,0,0,0,[169],"",1,"",[],[],1275,[],1275,"","","","","","","","",0,14972,0,46
188,15,0,"The Darkness",[88],[85],[239],"",239,3,"",239,0,0,0,[170],"",1,"",[],[],1275,[],1275,"","","","","","","","",0,15036,0,46
189,15,1,"The Darkness",[85],[],[364],"","",3,"",364,0,0,0,[171],"",1,"",[],[],1275,[],1275,"","","","","","","","",0,15084,0,46
190,15,2,"Hand in Amulets","[55,0,0]",[89],"[83,0]","triggerer.SpawnServerEffect( Metadata/Effects/misc/quest_hand_in/gold.ao ); SpawnServerEffect( Metadata/Effects/misc/quest_hand_in/gold.ao );",89,5,"",89,0,0,0,[172],"","","",[],[],1275,[],1275,"","","","","","","","",0,15516,0,46
191,15,3,"Oak's Rivals",[55],"[77,0,0]","[21,0]","triggerer.SetSessionQuestFlag( BanditAfterFightTalk );",58,5,"",21,0,0,0,[173],"","","",[],[],1275,[],1275,"","","","","","","","",0,15768,0,46
192,15,4,"Oak's Rivals",[18],[55],[],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,5,"",21,0,0,0,[174],"","","",[],[],1275,[],1275,"","","","","","","","",0,16074,0,46
193,15,5,"Oak's Rivals",[89],[55],[57],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );","",5,"",57,0,0,0,[175],"",1,"",[],[],1275,[],1275,"","","","","","","","",0,16138,0,46
194,15,6,"I've changed my mind",[55],[89],[],"triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );","",5,"",71,0,0,0,[],"","","",[],[],1275,[],1275,"","","","","","","","",0,16370,0,46
195,15,7,"Oak's Rivals",[],"[81,0,0,0,79,0,0,0]","[366,0]","triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,5,"",366,0,0,0,[176],"","","",[],[],1275,[],1275,"","","","","","","","",0,16546,0,46
196,15,8,"Oak's Rivals",[79],"[18,0,0,0,55,0,0]",[366],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,5,"",366,0,0,0,[177],"","","",[],[],1275,[],1275,"","","","","","","","",0,16706,0,46
197,15,9,"Oak's Rivals",[77],"[18,0,0,0,55,0,0]",[366],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,5,"",366,0,0,0,[178],"","","",[],[],1275,[],1275,"","","","","","","","",0,16866,0,46
198,15,10,"Oak's Rivals","[79,0]","[18,0,0,0,55,0]",[366],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,5,"",366,0,0,0,[179],"","","",[],[],1275,[],1275,"","","","","","","","",0,17026,0,46
199,15,11,"Oak's Rivals",[81],"[18,0,0,0,55]",[366],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,5,"",366,0,0,0,[180],"","","",[],[],1275,[],1275,"","","","","","","","",0,17154,0,46
200,15,12,"Oak's Rivals","[81,0]","[18,0,0,0]",[366],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,5,"",366,0,0,0,[181],"","","",[],[],1275,[],1275,"","","","","","","","",0,17282,0,46
201,15,13,"Oak's Rivals",[80],"[18,0,0,0,55]",[366],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,5,"",366,0,0,0,[182],"","","",[],[],1275,[],1275,"","","","","","","","",0,17410,0,46
202,15,14,"Oak's Rivals","[80,0]","[18,0,0,0]",[366],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,5,"",366,0,0,0,[183],"","","",[],[],1275,[],1275,"","","","","","","","",0,17538,0,46
203,15,15,"Oak's Rivals","[79,0]","[18,0,0,0]",[366],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,5,"",366,0,0,0,[184],"","","",[],[],1275,[],1275,"","","","","","","","",0,17666,0,46
204,15,16,"Oak's Rivals","[77,0]","[18,0,0,0]",[366],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,5,"",366,0,0,0,[185],"","","",[],[],1275,[],1275,"","","","","","","","",0,17794,0,46
205,15,17,"Oak's Rivals","[79,0,0]","[18,0,0]",[366],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,5,"",366,0,0,0,[186],"","","",[],[],1275,[],1275,"","","","","","","","",0,17922,0,46
206,15,18,"Oak's Rivals",[82],"[79,0,0,0,77]",[366],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,5,"",366,0,0,0,[187],"","","",[],[],1275,[],1275,"","","","","","","","",0,18050,0,46
207,15,19,"Get the Apex",[89],"[76,0]",[],"triggerer.SetQuestFlag(\""a2b-SeenApexReward\"");",69,6,18,71,0,0,0,[],"","","",[],[],1275,[],1275,"","","","","","","","",0,18220,0,46
208,14,0,"Hand in Amulets","[77,0,0]",[54],"[54,0]","triggerer.SpawnServerEffect( Metadata/Effects/misc/quest_hand_in/purple.ao ); SpawnServerEffect( Metadata/Effects/misc/quest_hand_in/purple.ao );",54,5,"",54,0,0,0,[190],"","","",[],[],1275,[],1275,"","","","","","","","",0,18626,0,46
209,14,1,"Kraityn's Rivals",[55],"[79,0,0,0]","[19,0]","triggerer.SetSessionQuestFlag( BanditAfterFightTalk );",58,5,"",19,0,0,0,[191],"","","",[],[],1275,[],1275,"","","","","","","","",0,18790,0,46
210,14,2,"Kraityn's Rivals",[16],[55],[],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,5,"",19,0,0,0,[192],"","","",[],[],1275,[],1275,"","","","","","","","",0,18838,0,46
211,14,3,"Kraityn's Rivals",[54],[55],[57],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );","",5,"",57,0,0,0,[193],"",1,"",[],[],1275,[],1275,"","","","","","","","",0,18902,0,46
212,14,4,"I've changed my mind",[55],[54],[],"triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );","",5,"",71,0,0,0,[],"","","",[],[],1275,[],1275,"","","","","","","","",0,18934,0,46
213,14,5,"Kraityn's Rivals",[],"[81,0,0,0,77,0,0,0]","[373,0]","triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,5,"",373,0,0,0,[194],"","","",[],[],1275,[],1275,"","","","","","","","",0,19110,0,46
214,14,6,"Kraityn's Rivals",[78],"[81,0,0,0,77,0,0]",[373],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,5,"",373,0,0,0,[195],"","","",[],[],1275,[],1275,"","","","","","","","",0,19270,0,46
215,14,7,"Kraityn's Rivals",[77],"[81,0,0,0,78,0,0]",[373],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,5,"",373,0,0,0,[196],"","","",[],[],1275,[],1275,"","","","","","","","",0,19430,0,46
216,14,8,"Kraityn's Rivals","[77,0]","[81,0,0,0,80,0]",[373],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,5,"",373,0,0,0,[197],"","","",[],[],1275,[],1275,"","","","","","","","",0,19590,0,46
217,14,9,"Kraityn's Rivals",[82],"[77,0,0,0,78]",[373],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,5,"",373,0,0,0,[198],"","","",[],[],1275,[],1275,"","","","","","","","",0,19718,0,46
218,14,10,"Kraityn's Rivals","[77,0]","[78,0,0,0]",[373],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,5,"",373,0,0,0,[199],"","","",[],[],1275,[],1275,"","","","","","","","",0,19846,0,46
219,14,11,"Kraityn's Rivals",[80],"[77,0,0,0,78]",[373],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,5,"",373,0,0,0,[200],"","","",[],[],1275,[],1275,"","","","","","","","",0,19974,0,46
220,14,12,"Kraityn's Rivals","[78,0]","[77,0,0,0]",[373],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,5,"",373,0,0,0,[201],"","","",[],[],1275,[],1275,"","","","","","","","",0,20102,0,46
221,14,13,"Kraityn's Rivals","[81,0]","[77,0,0,0]",[373],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,5,"",373,0,0,0,[202],"","","",[],[],1275,[],1275,"","","","","","","","",0,20230,0,46
222,14,14,"Kraityn's Rivals","[81,0]","[78,0,0,0]",[373],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,5,"",373,0,0,0,[203],"","","",[],[],1275,[],1275,"","","","","","","","",0,20358,0,46
223,14,15,"Kraityn's Rivals","[81,0,0]","[16,0,0]",[373],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,5,"",373,0,0,0,[204],"","","",[],[],1275,[],1275,"","","","","","","","",0,20486,0,46
224,14,16,"Kraityn's Rivals",[81],"[77,0,0,0,78]",[373],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,5,"",373,0,0,0,[205],"","","",[],[],1275,[],1275,"","","","","","","","",0,20614,0,46
225,14,17,"Get the Apex",[54],"[76,0]",[],"triggerer.SetQuestFlag(\""a2b-SeenApexReward\"");",69,6,18,71,0,0,0,[],"","","",[],[],1275,[],1275,"","","","","","","","",0,20662,0,46
226,13,0,"The Darkness",[88],[85],[240],"",240,3,"",240,0,0,0,[206],"",1,"",[],[],1275,[],1275,"","","","","","","","",0,20726,0,46
227,13,1,"The Darkness",[85],[],[364],"","",3,"",364,0,0,0,[207],"",1,"",[],[],1275,[],1275,"","","","","","","","",0,20774,0,46
228,13,2,"Hand in Amulets","[55,0,0]",[56],"[56,0]","triggerer.SpawnServerEffect( Metadata/Effects/misc/quest_hand_in/blue.ao ); SpawnServerEffect( Metadata/Effects/misc/quest_hand_in/blue.ao );",56,5,"",56,0,0,0,[208],"","","",[],[],1275,[],1275,"","","","","","","","",0,21172,0,46
229,13,3,"Alira's Rivals",[55],"[79,0,0,0]","[20,0]","triggerer.SetSessionQuestFlag( BanditAfterFightTalk );",58,5,"",20,0,0,0,[209],"","","",[],[],1275,[],1275,"","","","","","","","",0,21332,0,46
230,13,4,"Alira's Rivals",[17],[55],[],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,5,"",20,0,0,0,[210],"","","",[],[],1275,[],1275,"","","","","","","","",0,21380,0,46
231,13,5,"Alira's Rivals",[56],[55],[57],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );","",5,"",57,0,0,0,[211],"",1,"",[],[],1275,[],1275,"","","","","","","","",0,21444,0,46
232,13,6,"I've changed my mind",[55],[56],[],"triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );","",5,"",71,0,0,0,[],"","","",[],[],1275,[],1275,"","","","","","","","",0,21476,0,46
233,13,7,"Alira's Rivals",[],"[81,0,0,0,79,0,0,0]","[380,0]","triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,5,"",380,0,0,0,[212],"","","",[],[],1275,[],1275,"","","","","","","","",0,21652,0,46
234,13,8,"Alira's Rivals",[78],"[81,0,0,0,79,0,0]",[380],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,5,"",380,0,0,0,[213],"","","",[],[],1275,[],1275,"","","","","","","","",0,21812,0,46
235,13,9,"Alira's Rivals",[79],"[81,0,0,0,78,0,0]",[380],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,5,"",380,0,0,0,[214],"","","",[],[],1275,[],1275,"","","","","","","","",0,21972,0,46
236,13,10,"Alira's Rivals","[79,0]","[81,0,0,0,80,0]",[380],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,5,"",380,0,0,0,[215],"","","",[],[],1275,[],1275,"","","","","","","","",0,22132,0,46
237,13,11,"Alira's Rivals",[81],"[79,0,0,0,78]",[380],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,5,"",380,0,0,0,[216],"","","",[],[],1275,[],1275,"","","","","","","","",0,22260,0,46
238,13,12,"Alira's Rivals","[81,0]","[79,0,0,0]",[380],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,5,"",380,0,0,0,[217],"","","",[],[],1275,[],1275,"","","","","","","","",0,22388,0,46
239,13,13,"Alira's Rivals",[82],"[79,0,0,0,78]",[380],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,5,"",380,0,0,0,[218],"","","",[],[],1275,[],1275,"","","","","","","","",0,22516,0,46
240,13,14,"Alira's Rivals","[79,0]","[78,0,0,0]",[380],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,5,"",380,0,0,0,[219],"","","",[],[],1275,[],1275,"","","","","","","","",0,22644,0,46
241,13,15,"Alira's Rivals","[79,0]","[78,0,0,0]",[380],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,5,"",380,0,0,0,[220],"","","",[],[],1275,[],1275,"","","","","","","","",0,22772,0,46
242,13,16,"Alira's Rivals","[78,0]","[79,0,0,0]",[380],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,5,"",380,0,0,0,[221],"","","",[],[],1275,[],1275,"","","","","","","","",0,22900,0,46
243,13,17,"Alira's Rivals","[79,0,0]","[17,0,0]",[380],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,5,"",380,0,0,0,[222],"","","",[],[],1275,[],1275,"","","","","","","","",0,23028,0,46
244,13,18,"Alira's Rivals",[80],"[79,0,0,0,78]",[380],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,5,"",380,0,0,0,[223],"","","",[],[],1275,[],1275,"","","","","","","","",0,23156,0,46
245,13,19,"Get the Apex",[56],"[76,0]",[],"triggerer.SetQuestFlag(\""a2b-SeenApexReward\"");",69,6,18,71,0,0,0,[],"","","",[],[],1275,[],1275,"","","","","","","","",0,23204,0,46
246,16,0,"Introduction","[170,0]",[],[269],"",269,3,"",269,0,0,0,[224],"",1,"",[],[],1275,[],1275,"","","","","","","","",0,23268,0,46
247,16,1,"Clarissa",[],"[170,0]",[264],"",264,5,"",264,0,0,0,"[225,226,227,228]","","","",[],[],1275,[],1275,"","","","","","","","",0,23400,0,46
248,16,2,"Tolman",[174],[170],[385],"","",5,"",385,0,0,0,[229],"","","",[],[],1275,[],1275,"","","","","","","","",0,23480,0,46
249,16,3,"Tolman",[170],[174],[386],"",386,3,"",386,0,0,0,"[230,231,232,233]","",1,"",[],[],1275,[],1275,"","","","","","","","",0,23592,0,46
250,16,4,"Grigor",[71],"[181,0,0]",[274],"",274,5,"",274,0,0,0,[234],"","","",[],[],1275,[],1275,"","","","","","","","",0,23704,0,46
251,16,5,"Grigor",[71],"[181,0,0,0]",[274],"",274,5,"",274,0,0,0,[235],"","","",[],[],1275,[],1275,"","","","","","","","",0,23816,0,46
252,16,6,"Clarissa",[269],[],[455],"","",3,"",455,0,0,0,[236],"",1,"",[],[],1275,[],1275,"","","","","","","","",0,23864,0,46
253,16,7,"Maramoa",[269],[],[454],"","",3,"",454,0,0,0,[237],"",1,"",[],[],1275,[],1275,"","","","","","","","",0,23930,0,46
254,16,8,"Grigor","[180,0]",[],[456],"","",3,"",456,0,0,0,[238],"",1,"",[],[],1275,[],1275,"","","","","","","","",0,23994,0,46
255,16,9,"The Slums",[170],[],[265],"","",3,"",265,0,0,0,[239],"",1,"",[],[],1275,[],1275,"","","","","","","","",0,24064,0,46
256,16,10,"The Undying","[269,0]",[],[387],"","",3,"",387,0,0,0,[240],"",1,"",[],[],1275,[],1275,"","","","","","","","",0,24154,0,46
257,16,11,"General Gravicius","[207,0]",[209],[388],"","",3,"",388,0,0,0,[241],"",1,"",[],[],1275,[],1275,"","","","","","","","",0,24272,0,46
258,16,12,"General Gravicius","[207,0]",[209],[388],"","",3,"",388,0,0,0,[241],"",1,"",[],[],1275,[],1275,"","","","","","","","",0,24352,0,46
259,16,13,"General Gravicius",[207],"[209,0,0]",[388],"","",3,"",388,0,0,0,[242],"",1,"",[],[],1275,[],1275,"","","","","","","","",0,24448,0,46
260,16,14,"General Gravicius",[209],[],[389],"","",3,"",389,0,0,0,[243],"",1,"",[],[],1275,[],1275,"","","","","","","","",0,24496,0,46
261,16,15,"Piety",[216],[],[276],"",276,3,"",276,0,0,0,[244],"",1,"",[],[],1275,[],1275,"","","","","","","","",0,24544,0,46
262,16,16,"Victario","[269,0]",[459],[422],"",422,5,"",422,0,0,0,[245],"","","",[],[],1275,[],1275,"","","","","","","","",0,24644,0,46
263,16,17,"Victario","[269,0]",[459],[422],"",422,5,"",422,0,0,0,[245],"","","",[],[],1275,[],1275,"","","","","","","","",0,24724,0,46
264,16,18,"The Purity Rebellion",[269],[],[457],"","",3,"",457,0,0,0,[246],"",1,"",[],[],1275,[],1275,"","","","","","","","",0,24816,0,46
265,16,19,"Victario's Holdfasts",[428],"[429,0,0,0]",[],"","",5,"",460,0,0,0,[247],"","","",[],[],1275,[],1275,"","","","","","","","",0,24956,0,46
266,16,20,"Victario's Holdfasts",[429],"[428,0,0,0]",[],"","",5,"",460,0,0,0,[247],"","","",[],[],1275,[],1275,"","","","","","","","",0,25052,0,46
267,16,21,"Victario's Holdfasts",[430],"[428,0,0,0]",[],"","",5,"",460,0,0,0,[247],"","","",[],[],1275,[],1275,"","","","","","","","",0,25148,0,46
268,16,22,"Victario's Holdfasts","[428,0]","[427,0]",[],"","",5,"",461,0,0,0,[248],"","","",[],[],1275,[],1275,"","","","","","","","",0,25228,0,46
269,16,23,"Victario's Holdfasts","[428,0]","[426,0]",[],"","",5,"",461,0,0,0,[248],"","","",[],[],1275,[],1275,"","","","","","","","",0,25308,0,46
270,16,24,"Victario's Holdfasts","[429,0]","[425,0]",[],"","",5,"",461,0,0,0,[248],"","","",[],[],1275,[],1275,"","","","","","","","",0,25388,0,46
271,16,25,"Victario's Holdfasts","[428,0,0]","[495,0]",[],"","",5,"",458,0,0,0,[249],"","","",[],[],1275,[],1275,"","","","","","","","",0,25484,0,46
272,16,26,"Victario's Holdfasts",[425],"[426,0,0,0]","[460,0]","",71,5,"",460,0,0,0,[247],"","","",[],[],1275,[],1275,"","","","","","","","",0,25612,0,46
273,16,27,"Victario's Holdfasts",[426],"[425,0,0,0]","[460,0]","",71,5,"",460,0,0,0,[247],"","","",[],[],1275,[],1275,"","","","","","","","",0,25740,0,46
274,16,28,"Victario's Holdfasts",[427],"[425,0,0,0]","[460,0]","",71,5,"",460,0,0,0,[247],"","","",[],[],1275,[],1275,"","","","","","","","",0,25868,0,46
275,16,29,"Victario's Holdfasts","[425,0]","[427,0]","[461,0]","",461,5,"",461,0,0,0,[248],"","","",[],[],1275,[],1275,"","","","","","","","",0,25980,0,46
276,16,30,"Victario's Holdfasts","[425,0]","[426,0]","[461,0]","",461,5,"",461,0,0,0,[248],"","","",[],[],1275,[],1275,"","","","","","","","",0,26092,0,46
277,16,31,"Victario's Holdfasts","[426,0]","[427,0]","[461,0]","",461,5,"",461,0,0,0,[248],"","","",[],[],1275,[],1275,"","","","","","","","",0,26204,0,46
278,16,32,"Victario's Holdfasts","[426,0]","[425,0]","[461,0]","",461,5,"",461,0,0,0,[248],"","","",[],[],1275,[],1275,"","","","","","","","",0,26316,0,46
279,16,33,"Victario's Holdfasts","[427,0]","[426,0]","[461,0]","",461,5,"",461,0,0,0,[248],"","","",[],[],1275,[],1275,"","","","","","","","",0,26428,0,46
