"rownum","Id","WorldAreasKeys","i32","i32","BossMonsterSpawnChance","BossMonsterCount","BossMonster_MonsterVarietiesKeys","bool","i32","[string]","TagsKeys","MinLevel","MaxLevel","WorldAreas2","i32","PackFormation","i32","bool","[rid]","bool","bool"
227,"chaos-vaal5",[164],3,10,0,0,[],"",1,[],"[63,64,68]",0,100,[],0,"",0,"",[],1,""
228,"chaos-vaal6",[164],3,10,0,0,[],"",1,[],"[63,64,68]",0,100,[],0,"",0,"",[],1,""
229,"chaos-vaal7",[164],3,10,0,0,[],"",1,[],"[63,64,68]",0,100,[],0,"",0,"",[],1,""
230,"chaos-vaal-emanant8",[164],3,8,0,0,[],"",1,[],"[63,64,68]",0,100,[],0,"",0,"",[],1,""
231,"chaos-vaal-emanant9",[164],3,8,0,0,[],"",1,[],"[63,64,68]",0,100,[],0,"",0,"",[],1,""
232,"chaos-vaal-emanant10",[164],3,8,0,0,[],"",1,[],"[63,64,68]",0,100,[],0,"",0,"",[],1,""
233,"chaos-vaal11",[164],3,9,0,0,[],"",1,[],"[63,64,68]",0,100,[],0,"",0,"",[],1,""
234,"chaos-waterelementals2",[164],3,8,0,0,[],"",1,[],"[62,66]",0,100,[],0,"",0,"",[],1,""
235,"chaos-waterelementals3",[164],3,8,0,0,[],"",1,[],"[62,66]",0,100,[],0,"",0,"",[],1,""
236,"chaos-waterelementals4",[164],3,8,0,0,[],"",1,[],"[62,66]",0,100,[],0,"",0,"",[],1,""
237,"chaos-waterelementals5",[164],3,8,0,0,[],"",1,[],"[62,66]",0,100,[],0,"",0,"",[],1,""
238,"chaos-waterelementals6",[164],4,7,0,0,[],"",1,[],"[62,66]",0,100,[],0,"",0,"",[],1,""
239,"chaos-waterelementals7",[164],4,7,0,0,[],"",1,[],"[62,66]",0,100,[],0,"",0,"",[],1,""
240,"chaos-zombies1",[164],4,11,0,0,[],"",1,[],"[62,63,64,65,66,67,69]",0,100,[],0,"",0,"",[],1,""
241,"chaos-zombies2",[164],4,11,0,0,[],"",1,[],"[62,63,64,65,66,67,69]",0,100,[],0,"",0,"",[],1,""
242,"chaos-zombies3",[164],4,11,0,0,[],"",1,[],"[62,63,64,65,66,67,69]",0,100,[],0,"",0,"",[],1,""
243,"chaos-zombies5",[164],4,11,0,0,[],"",1,[],"[62,63,64,65,66,67,69]",0,100,[],0,"",0,"",[],1,""
244,"chaos-zombies6",[164],4,11,0,0,[],"",1,[],"[62,63,64,65,66,67,69]",0,100,[],0,"",0,"",[],1,""
245,"chaos-zombies7",[164],4,11,0,0,[],"",1,[],"[62,63,64,65,66,67,69]",0,100,[],0,"",0,"",[],1,""
246,"chaos-zombies8",[164],4,11,0,0,[],"",1,[],"[62,63,64,65,66,67,69]",0,100,[],0,"",0,"",[],1,""
247,"chaos-zombies9",[800],4,9,0,0,[],"",1,[],"[62,63,64,65,66,67,69]",0,100,[],0,"",0,"",[],1,""
248,"chaos-zombies10",[164],4,9,0,0,[],"",1,[],"[62,63,64,65,66,67,69]",0,100,[],0,"",0,"",[],1,""
249,"chaos-zombies11",[164],4,9,0,0,[],"",1,[],"[62,63,64,65,66,67,69]",0,100,[],0,"",0,"",[],1,""
250,"chaos-zombies12",[164],4,9,0,0,[],"",1,[],"[62,63,64,65,66,67,69]",0,100,[],0,"",0,"",[],1,""
251,"chaos-bandits-emanant1",[164],3,8,0,0,[],"",1,[],"[62,64,65,66,67]",0,100,[],0,"",0,"",[],1,""
252,"chaos-emanant2",[164],3,8,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
253,"chaos-emanant3",[164],3,8,0,0,[],"",1,[],"[65,66,69]",0,100,[],0,"",0,"",[],1,""
254,"chaos-emanant4",[164],3,8,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
255,"chaos-emanant5",[164],3,8,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
256,"chaos-emanant6",[164],3,8,0,0,[],"",1,[],"[62,64,66]",0,100,[],0,"",0,"",[],1,""
257,"chaos-emanant7",[164],3,10,0,0,[],"",1,[],"[64,69]",0,100,[],0,"",0,"",[],1,""
258,"chaos-axis",[164],3,9,0,0,[],"",1,[],"[63,68,69]",0,100,[],0,"",0,"",[],1,""
259,"chaos-axis2",[164],3,10,0,0,[],"",1,[],"[63,68,69]",0,100,[],0,"",0,"",[],1,""
260,"chaos-axis3",[164],3,9,0,0,[],"",1,[],"[63,68,69]",0,100,[],0,"",0,"",[],1,""
261,"chaos-axis4",[164],3,10,0,0,[],"",1,[],"[63,68,69]",0,100,[],0,"",0,"",[],1,""
262,"chaos-experimenter2",[164],3,9,0,0,[],"",1,[],"[63,68,69]",0,100,[],0,"",0,"",[],1,""
263,"chaos-demons1",[164],3,10,0,0,[],"",1,[],"[63,64,68,69]",0,100,[],0,"",0,"",[],1,""
264,"chaos-demons2",[164],3,9,0,0,[],"",1,[],"[63,64,68,69]",0,100,[],0,"",0,"",[],1,""
265,"chaos-demons3",[164],3,10,0,0,[],"",1,[],"[63,64,68,69]",0,100,[],0,"",0,"",[],1,""
266,"chaos-demons4",[164],3,9,0,0,[],"",1,[],"[63,64,68,69]",0,100,[],0,"",0,"",[],1,""
267,"chaos-demons5",[164],3,9,0,0,[],"",1,[],"[63,64,68,69]",0,100,[],0,"",0,"",[],1,""
268,"chaos-frog",[164],4,9,0,0,[],"",1,[],"[62,64,65,66]",0,100,[],0,"",0,"",[],1,""
269,"chaos-frog2",[164],4,9,0,0,[],"",1,[],"[62,64,65,66]",0,100,[],0,"",0,"",[],1,""
270,"chaos-frog-parasite3",[164],4,9,0,0,[],"",1,[],"[62,64,65,66]",0,100,[],0,"",0,"",[],1,""
271,"chaos-froginsect",[164],4,12,0,0,[],"",1,[],"[62,64,65,66]",0,100,[],0,"",0,"",[],1,""
272,"chaos-guardians1",[164],4,10,0,0,[],"",1,[],"[63,68,69]",0,100,[],0,"",0,"",[],1,""
273,"chaos-guardians2",[164],4,11,0,0,[],"",1,[],"[63,68,69]",0,100,[],0,"",0,"",[],1,""
274,"chaos-guardians3",[164],4,15,0,0,[],"",1,[],"[63,68,69]",0,100,[],0,"",0,"",[],1,""
275,"chaos-guardians4",[164],4,12,0,0,[],"",1,[],"[63,68,69]",0,100,[],0,"",0,"",[],1,""
276,"chaos-guardians5",[164],4,12,0,0,[],"",1,[],"[63,68,69]",0,100,[],0,"",0,"",[],1,""
277,"chaos-insects",[164],4,11,0,0,[],"",1,[],"[62,63,64,65,66,67,69]",0,100,[],0,"",0,"",[],1,""
278,"chaos-insects2",[164],4,14,0,0,[],"",1,[],"[62,63,64,65,66,67,69]",0,100,[],0,"",0,"",[],1,""
279,"chaos-flamebearers",[164],3,9,0,0,[],"",1,[],"[63,64,68,69]",0,100,[],0,"",0,"",[],1,""
280,"chaos-flamebearers2",[164],3,8,0,0,[],"",1,[],"[63,64,68,69]",0,100,[],0,"",0,"",[],1,""
281,"chaos-firemonsters",[164],2,7,0,0,[],"",1,[],"[63,64,67,69]",0,100,[],0,"",0,"",[],1,""
282,"chaos-firemonsters2",[164],2,8,0,0,[],"",1,[],"[63,69]",0,100,[],0,"",0,"",[],1,""
283,"chaos-pyromaniacfire",[164],3,10,0,0,[],"",1,[],"[63,64,68,69]",0,100,[],0,"",0,"",[],1,""
284,"chaos-pyromaniacfire2",[164],3,10,0,0,[],"",1,[],"[63,64,68,69]",0,100,[],0,"",0,"",[],1,""
285,"chaos-pyromaniacpoison",[164],3,10,0,0,[],"",1,[],"[63,64,68,69]",0,100,[],0,"",0,"",[],1,""
286,"chaos-necros8",[164],3,8,0,0,[],"",1,[],"[62,63,64,66,69]",0,100,[],0,"",0,"",[],1,""
287,"chaos-necros9",[164],3,6,0,0,[],"",1,[],"[62,63,64,66,69]",0,100,[],0,"",0,"",[],1,""
288,"chaos-necros10",[164],3,7,0,0,[],"",1,[],"[62,63,64,66,69]",0,100,[],0,"",0,"",[],1,""
289,"chaos-animals8",[164],3,7,0,0,[],"",1,[],"[62,63,64,67,69]",0,100,[],0,"",0,"",[],1,""
290,"chaos-snakesscorpion2",[164],3,10,0,0,[],"",1,[],"[62,63,64,67,69]",0,100,[],0,"",0,"",[],1,""
291,"chaos-bloodelementals",[164],3,8,0,0,[],"",1,[],"[63,68]",0,100,[],0,"",0,"",[],1,""
292,"chaos-bloodelementals2",[164],2,5,0,0,[],"",1,[],"[63,68]",0,100,[],0,"",0,"",[],1,""
293,"chaos-bloodelementals3",[164],3,8,0,0,[],"",1,[],"[63,68]",0,100,[],0,"",0,"",[],1,""
294,"chaos-citystalkers1",[164],3,10,0,0,[],"",1,[],"[63,64,68,69]",0,100,[],0,"",0,"",[],1,""
295,"chaos-citystalkers2",[164],3,10,0,0,[],"",1,[],"[63,64,68,69]",0,100,[],0,"",0,"",[],1,""
296,"chaos-citystalkers3",[164],3,10,0,0,[],"",1,[],"[63,64,68,69]",0,100,[],0,"",0,"",[],1,""
297,"chaos-citystalkers-emanant4",[164],3,10,0,0,[],"",1,[],"[63,64,68,69]",0,100,[],0,"",0,"",[],1,""
298,"chaos-citystalkers8",[164],3,10,0,0,[],"",1,[],"[63,64,68,69]",0,100,[],0,"",0,"",[],1,""
299,"chaos-humanoids2",[164],3,10,0,0,[],"",1,[],"[63,64,68,69]",0,100,[],0,"",0,"",[],1,""
300,"chaos-undying",[164],3,10,0,0,[],"",1,[],"[63,64,68,69]",0,100,[],0,"",0,"",[],1,""
301,"chaos-dockworkers",[164],3,9,0,0,[],"",1,[],"[62,63,64,66,69]",0,100,[],0,"",0,"",[],1,""
302,"chaos-humanoids3",[164],3,9,0,0,[],"",1,[],"[62,63,64,66,69]",0,100,[],0,"",0,"",[],1,""
303,"chaos-humanoids4",[164],3,9,0,0,[],"",1,[],"[62,63,64,66,69]",0,100,[],0,"",0,"",[],1,""
304,"chaos-humanoids5",[164],3,9,0,0,[],"",1,[],"[62,63,64,66,69]",0,100,[],0,"",0,"",[],1,""
305,"chaos-humanoids6",[164],3,9,0,0,[],"",1,[],"[63,68,69]",0,100,[],0,"",0,"",[],1,""
306,"chaos-skeletonsdock",[164],3,9,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
307,"chaos-bosspack-skeletonmagic",[164],5,10,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,""
308,"chaos-spikers",[164],3,8,0,0,[],"",1,[],"[62,63,67,69,65]",0,100,[],0,"",0,"",[],1,""
309,"chaos-kiweth",[164],3,6,0,0,[],"",1,[],"[62,65,66,67,68,69]",0,100,[],0,"",0,"",[],1,""
310,"chaos-kiweth2",[164],4,6,0,0,[],"",1,[],"[62,65,66,67,68,69]",0,100,[],0,"",0,"",[],1,""
311,"chaos-animals9",[164],2,3,0,0,[],"",1,[],"[62,65,66,67]",0,100,[],0,"",0,"",[],1,""
312,"chaos-skeletonlarge",[164],3,7,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
313,"chaos-citystalkers5",[164],3,8,0,0,[],"",1,[],"[63,64,68,69]",0,100,[],0,"",0,"",[],1,""
314,"chaos-citystalkers6",[164],3,8,0,0,[],"",1,[],"[63,64,68,69]",0,100,[],0,"",0,"",[],1,""
315,"chaos-citystalkers7",[164],3,8,0,0,[],"",1,[],"[63,64,68,69]",0,100,[],0,"",0,"",[],1,""
316,"chaos-undyingiguana",[164],3,8,0,0,[],"",1,[],"[63,64,68,69]",0,100,[],0,"",0,"",[],1,""
317,"chaos-iguana",[164],3,7,0,0,[],"",1,[],"[65,66,67,68]",0,100,[],0,"",0,"",[],1,""
318,"chaos-gemfrog",[164],3,7,0,0,[],"",1,[],"[65,66,67,68]",0,100,[],0,"",0,"",[],1,""
319,"chaos-gemfrogundying",[164],3,8,0,0,[],"",1,[],"[65,66,67,68]",0,100,[],0,"",0,"",[],1,""
320,"chaos-animals10",[164],3,10,0,0,[],"",1,[],"[62,64,66]",0,100,[],0,"",0,"",[],1,""
321,"chaos-squidinsects",[164],4,12,0,0,[],"",1,[],"[62,64,66]",0,100,[],0,"",0,"",[],1,""
322,"chaos-animals11",[164],3,4,0,0,[],"",1,[],"[65,66,69,67]",0,100,[],0,"",0,"",[],1,""
323,"chaos-blackguardzombie",[164],4,9,0,0,[],"",1,[],"[62,63,64,65,66,67,69]",0,100,[],0,"",0,"",[],1,""
324,"chaos-vultures",[164],5,8,0,0,[],"",1,[],"[66,62,67]",0,100,[],0,"",0,"",[],1,""
325,"chaos-soldierskeletons-waterspiral",[164],3,8,0,0,[],"",1,[],"[63,64,68,69]",0,100,[],0,"",0,"",[],1,""
326,"chaos-sandleaper",[164],8,12,0,0,[],"",1,[],"[69,65,66,64]",0,100,[],0,"",0,"",[],1,""
327,"chaos-sandleaper2",[164],8,12,0,0,[],"",1,[],"[69,65,66,64]",0,100,[],0,"",0,"",[],1,""
328,"chaos-sandleaper3",[164],6,10,0,0,[],"",1,[],"[69,65,66,64]",0,100,[],0,"",0,"",[],1,""
329,"chaos-sandleaperbulls4",[164],4,8,0,0,[],"",1,[],"[69,65,66,64]",0,100,[],0,"",0,"",[],1,""
330,"chaos-massskeleton-skeletons",[164],4,7,0,0,[],"",1,[],"[63,64,68,69,67]",0,100,[],0,"",0,"",[],1,""
331,"chaos-miners1",[164],3,8,0,0,[],"",1,[],"[63,64]",0,100,[],0,"",0,"",[],1,""
332,"chaos-miners2",[164],3,6,0,0,[],"",1,[],"[63,64]",0,100,[],0,"",0,"",[],1,""
333,"chaos-miners3",[164],3,6,0,0,[],"",1,[],"[63,64]",0,100,[],0,"",0,"",[],1,""
334,"chaos-bats",[164],4,8,0,0,[],"",1,[],"[63,64,65,67]",0,100,[],0,"",0,"",[],1,""
335,"chaos-kaomgroup1",[164],3,8,0,0,[],"",1,[],"[67,63,64,68]",0,100,[],0,"",0,"",[],1,""
336,"chaos-kaomgroup2",[164],3,8,0,0,[],"",1,[],"[67,63,64,68]",0,100,[],0,"",0,"",[],1,""
337,"chaos-kaomgroup3",[164],3,8,0,0,[],"",1,[],"[67,63,64,68]",0,100,[],0,"",0,"",[],1,""
338,"chaos-kaomgroup4",[164],2,6,0,0,[],"",1,[],"[67,63,64,68]",0,100,[],0,"",0,"",[],1,""
339,"chaos-heitiki-emanant",[164],6,12,0,0,[],"",1,[],"[63,64,68]",0,100,[],0,"",0,"",[],1,""
340,"chaos-hounds",[164],3,7,0,0,[],"",1,[],"[63,64,68]",0,100,[],0,"",0,"",[],1,""
341,"chaos-arena1",[164],3,9,0,0,[],"",1,[],"[63,64,69]",0,100,[],0,"",0,"",[],1,""
342,"chaos-arena2",[164],3,9,0,0,[],"",1,[],"[63,69]",0,100,[],0,"",0,"",[],1,""
343,"chaos-arena3",[164],3,5,0,0,[],"",1,[],"[63,64,69,68]",0,100,[],0,"",0,"",[],1,""
344,"chaos-arena4",[164],3,9,0,0,[],"",1,[],"[63,64,65,67]",0,100,[],0,"",0,"",[],1,""
345,"chaos-arena5",[164],3,9,0,0,[],"",1,[],"[63,64,69]",0,100,[],0,"",0,"",[],1,""
346,"chaos-belly1-emanant-abomination",[164],3,9,0,0,[],"",1,[],"[63,64,68,69]",0,100,[],0,"",0,"",[],1,""
347,"chaos-belly2-abomination",[164],3,5,0,0,[],"",1,[],"[63,64,68,69]",0,100,[],0,"",0,"",[],1,""
348,"chaos-belly3-abomination",[164],3,8,0,0,[],"",1,[],"[63,64,68,69]",0,100,[],0,"",0,"",[],1,""
349,"chaos-belly4-abomination",[164],3,9,0,0,[],"",1,[],"[63,64,68,69]",0,100,[],0,"",0,"",[],1,""
350,"chaos-belly5-abomination",[164],3,9,0,0,[],"",1,[],"[63,64,68,69]",0,100,[],0,"",0,"",[],1,""
351,"chaos-belly6-abomination",[164],3,9,0,0,[],"",1,[],"[63,64,68,69]",0,100,[],0,"",0,"",[],1,""
352,"chaos-belly7-abomination",[164],3,8,100,1,"[998,999,1000,1001,1003,1004]","",1,[],"[63,64,68,69]",0,100,[],0,"",0,"",[],1,""
353,"chaos-parasitecrabs1",[164],4,10,0,0,[],"",1,[],"[62,64,66]",0,100,[],0,"",0,"",[],1,""
354,"chaos-parasitecrabs2",[164],3,6,0,0,[],"",1,[],"[62,64,66]",0,100,[],0,"",0,"",[],1,""
355,"chaos-parasitecrabs3",[164],4,7,0,0,[],"",1,[],"[62,64,66]",0,100,[],0,"",0,"",[],1,""
356,"chaos-statues1",[164],4,7,0,0,[],"",1,[],"[63,68,69]",0,100,[],0,"",0,"",[],1,""
357,"chaos-busts1",[164],4,9,0,0,[],"",1,[],"[63,68]",0,100,[],0,"",0,"",[],1,""
358,"chaos-cultists1",[164],4,7,0,0,[],"",1,[],"[64,63,66,68,69]",0,100,[],0,"",0,"",[],1,""
359,"chaos-cultists2",[164],4,8,0,0,[],"",1,[],"[64,63,66,68,69]",0,100,[],0,"",0,"",[],1,""
360,"chaos-cultists3",[164],3,8,0,0,[],"",1,[],"[64,63,66,68,69]",0,100,[],0,"",0,"",[],1,""
361,"chaos-cultists4",[164],3,7,0,0,[],"",1,[],"[64,63,66,68,69]",0,100,[],0,"",0,"",[],1,""
362,"chaos-cultists5",[164],4,10,0,0,[],"",1,[],"[64,63,66,68,69]",0,100,[],0,"",0,"",[],1,""
363,"chaos-cultists6",[164],2,8,0,0,[],"",1,[],"[64,63,66,68,69]",0,100,[],0,"",0,"",[],1,""
364,"chaos-fireelementals1",[164],4,7,0,0,[],"",1,[],"[63,68,69]",0,100,[],0,"",0,"",[],1,""
365,"chaos-ghostcivilians1",[164],4,9,0,0,[],"",1,[],"[62,64,63,68,69]",0,100,[],0,"",0,"",[],1,""
366,"chaos-scorpions1",[164],4,9,0,0,[],"",1,[],"[62,64,63,65,67,66]",0,100,[],0,"",0,"",[],1,""
367,"chaos-parasiticsquid1",[164],4,9,0,0,[],"",1,[],"[62,64,66]",0,100,[],0,"",0,"",[],1,""
368,"chaos-parasiticsquid2",[164],3,8,0,0,[],"",1,[],"[62,64,66]",0,100,[],0,"",0,"",[],1,""
369,"chaos-templar1",[164],2,7,0,0,[],"",1,[],"[63,68,69]",0,100,[],0,"",0,"",[],1,""
370,"chaos-templar2",[164],2,6,0,0,[],"",1,[],"[63,68,69]",0,100,[],0,"",0,"",[],1,""
371,"chaos-templar3",[164],2,6,0,0,[],"",1,[],"[63,68,69]",0,100,[],0,"",0,"",[],1,""
372,"chaos-templar4",[164],4,9,0,0,[],"",1,[],"[63,68,69]",0,100,[],0,"",0,"",[],1,""
373,"chaos-templar5",[164],3,7,0,0,[],"",1,[],"[63,68,69]",0,100,[],0,"",0,"",[],1,""
374,"chaos-templar6",[164],3,7,0,0,[],"",1,[],"[63,68,69]",0,100,[],0,"",0,"",[],1,""
375,"chaos-templar7",[164],4,8,0,0,[],"",1,[],"[63,68,69]",0,100,[],0,"",0,"",[],1,""
376,"chaos-templar8",[164],4,9,0,0,[],"",1,[],"[63,68,69]",0,100,[],0,"",0,"",[],1,""
377,"chaos-furyhound",[0],3,5,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
378,"chaos-wolf",[0],3,5,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
379,"chaos-puselementalminer",[164],4,7,0,0,[],"",1,[],"[62,66]",0,100,[],0,"",0,"",[],1,""
380,"chaos-puselementalspiral",[164],4,7,0,0,[],"",1,[],"[62,66]",0,100,[],0,"",0,"",[],1,""
381,"chaos-warhero",[164],3,8,0,0,[],"",1,[],"[62,63,64,66,69]",0,100,[],0,"",0,"",[],1,""
382,"chaos-warhero2",[164],3,8,0,0,[],"",1,[],"[62,63,64,66,69]",0,100,[],0,"",0,"",[],1,""
383,"chaos-blackguardzombieleader",[164],4,9,0,0,[],"",1,[],"[62,63,64,65,66,67,69]",0,100,[],0,"",0,"",[],1,""
384,"chaos-gemfrogchrome",[164],5,8,0,0,[],"",1,[],"[62,63,67,69,65]",0,100,[],0,"",0,"",[],1,""
385,"chaos-iguanachrome",[164],4,8,0,0,[],"",1,[],"[62,63,67,69,65]",0,100,[],0,"",0,"",[],1,""
386,"chaos-spikerchrome",[164],5,8,0,0,[],"",1,[],"[62,63,67,69,65]",0,100,[],0,"",0,"",[],1,""
387,"chaos-citystalkercold",[164],5,8,0,0,[],"",1,[],"[63,64,68,69]",0,100,[],0,"",0,"",[],1,""
388,"chaos-gargoylechrome",[164],3,7,0,0,[],"",1,[],"[63,64,68,69]",0,100,[],0,"",0,"",[],1,""
389,"chaos-lunarisaxis1",[164],5,8,0,0,[],"",1,[],"[63,68,69]",0,100,[],0,"",0,"",[],1,""
390,"chaos-lunarisaxis2",[164],4,7,0,0,[],"",1,[],"[63,68,69]",0,100,[],0,"",0,"",[],1,""
391,"chaos-lunarisaxis3",[164],4,6,0,0,[],"",1,[],"[63,68,69]",0,100,[],0,"",0,"",[],1,""
392,"chaos-lunarisaxis4",[164],4,7,0,0,[],"",1,[],"[63,68,69]",0,100,[],0,"",0,"",[],1,""
393,"chaos-solarisaxis1",[164],5,8,0,0,[],"",1,[],"[63,68,69]",0,100,[],0,"",0,"",[],1,""
394,"chaos-solarisaxis2",[164],4,7,0,0,[],"",1,[],"[63,68,69]",0,100,[],0,"",0,"",[],1,""
395,"chaos-solarisaxis3",[164],4,6,0,0,[],"",1,[],"[63,68,69]",0,100,[],0,"",0,"",[],1,""
396,"chaos-solarisaxis4",[164],4,7,0,0,[],"",1,[],"[63,68,69]",0,100,[],0,"",0,"",[],1,""
397,"chaos-lunarisdemon1",[164],4,7,0,0,[],"",1,[],"[63,64,68,69]",0,100,[],0,"",0,"",[],1,""
398,"chaos-lunarisdemon2",[164],5,8,0,0,[],"",1,[],"[63,64,68,69]",0,100,[],0,"",0,"",[],1,""
399,"chaos-lunarisdemon3",[164],5,7,0,0,[],"",1,[],"[63,64,68,69]",0,100,[],0,"",0,"",[],1,""
400,"chaos-lunariscannibal1",[164],3,6,0,0,[],"",1,[],"[62,64,65,66,67,69]",0,100,[],0,"",0,"",[],1,""
401,"chaos-lunariscannibal2",[164],5,7,0,0,[],"",1,[],"[62,64,65,66,67,69]",0,100,[],0,"",0,"",[],1,""
402,"chaos-rats1",[164],5,8,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
403,"chaos-scarecrows1",[164],5,8,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
404,"chaos-farmerskeletons1",[164],5,8,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
405,"chaos-solarisfireelemental1",[164],5,7,0,0,[],"",1,[],"[63,68,69]",0,100,[],0,"",0,"",[],1,""
406,"chaos-solarisfireelemental2",[164],4,7,0,0,[],"",1,[],"[63,68,69]",0,100,[],0,"",0,"",[],1,""
407,"chaos-guardianssolaris1",[164],5,8,0,0,[],"",1,[],"[63,68,69]",0,100,[],0,"",0,"",[],1,""
408,"chaos-roman-skeletons1",[164],5,8,0,0,[],"",1,[],"[63,64,68,69]",0,100,[],0,"",0,"",[],1,""
409,"chaos-snakespitter1",[164],5,8,0,0,[],"",1,[],"[65,66,69]",0,100,[],0,"",0,"",[],1,""
410,"chaos-solarislions1",[164],4,6,0,0,[],"",1,[],"[63,64,68,69]",0,100,[],0,"",0,"",[],1,""
411,"chaos-arcticwolf1",[164],5,9,0,0,[],"",1,[],"[64,65,67,69]",0,100,[],0,"",0,"",[],1,""
412,"chaos-mummyscagespider",[164],4,9,0,0,[],"",1,[],"[62,63,64,65,66,67,69]",0,100,[],0,"",0,"",[],1,""
413,"chaos-rhex1",[164],3,7,0,0,[],"",1,[],"[62,64,65,66,67]",0,100,[],0,"",0,"",[],1,""
414,"chaos-rhex2",[164],4,8,0,0,[],"",1,[],"[62,64,65,66,67]",0,100,[],0,"",0,"",[],1,""
415,"chaos-scorpionsdesert1",[164],4,10,0,0,[],"",1,[],"[62,64,65,66,67]",0,100,[],0,"",0,"",[],1,""
416,"chaos-scorpionsdesert2",[164],6,10,0,0,[],"",1,[],"[62,64,65,66,67]",0,100,[],0,"",0,"",[],1,""
417,"chaos-gemmonsterfire",[164],4,9,0,0,[],"",1,[],"[62,64,65,66,67]",0,100,[],0,"",0,"",[],1,""
418,"chaos-bullfresh",[164],3,6,0,0,[],"",1,[],"[62,64,65,66,67]",0,100,[],0,"",0,"",[],1,""
419,"chaos-bleachedcrabs1",[164],3,7,0,0,[],"",1,[],"[62,64,66]",0,100,[],0,"",0,"",[],1,""
420,"chaos-mossmonsterice",[164],4,9,0,0,[],"",1,[],"[62,64,65,67,69]",0,100,[],0,"",0,"",[],1,""
421,"chaos-lynx",[164],5,10,0,0,[],"",1,[],"[64,65,67,69]",0,100,[],0,"",0,"",[],1,""
422,"chaos-mossrockelementals",[164],6,12,0,0,[],"",1,[],"[62,64,65,67,69]",0,100,[],0,"",0,"",[],1,""
423,"chaos-wraith",[164],5,10,0,0,[],"",1,[],"[62,63,64,66,69]",0,100,[],0,"",0,"",[],1,""
424,"chaos-paupers",[164],5,10,0,0,[],"",1,[],"[62,63,64,66,69]",0,100,[],0,"",0,"",[],1,""
425,"chaos-regurgitator1",[164],5,8,0,0,[],"",1,[],"[64,63,66,68,69]",0,100,[],0,"",0,"",[],1,""
426,"chaos-blackguardinquisitorkitava1",[164],5,10,0,0,[],"",1,[],"[63,68,69]",0,100,[],0,"",0,"",[],1,""
427,"chaos-blackguardoriathkitava",[164],5,10,0,0,[],"",1,[],"[63,68,69]",0,100,[],0,"",0,"",[],1,""
428,"chaos-slavecatcherkitava",[164],5,10,0,0,[],"",1,[],"[63,68,69]",0,100,[],0,"",0,"",[],1,""
429,"chaos-undeadmother",[164],6,9,0,0,[],"",1,[],"[63,68,69]",0,100,[],0,"",0,"",[],1,""
430,"chaos-wickermancultists",[164],5,9,0,0,[],"",1,[],"[63,68,69]",0,100,[],0,"",0,"",[],1,""
431,"chaos-marakethrider",[164],4,7,0,0,[],"",1,[],"[62,64,65,66,67]",0,100,[],0,"",0,"",[],1,""
432,"chaos-glasselementals",[164],5,8,0,0,[],"",1,[],"[63,68,69]",0,100,[],0,"",0,"",[],1,""
433,"chaos-reliquarian",[164],4,7,0,0,[],"",1,[],"[63,68,69]",0,100,[],0,"",0,"",[],1,""
434,"chaos-boatpack",[164],6,8,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,""
435,"chaos-boatpack2",[164],4,7,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,""
436,"chaos-dropbearparasite1",[164],3,4,0,0,[],"",1,[],"[62,64,65,66,67]",0,100,[],0,"",0,"",[],1,""
437,"chaos-ossuaryskeleton1",[164],5,8,0,0,[],"",1,[],"[63,68,69]",0,100,[],0,"",0,"",[],1,""
438,"chaos-ossuaryskeleton2",[164],4,8,0,0,[],"",1,[],"[63,68,69]",0,100,[],0,"",0,"",[],1,""
439,"chaos-reliquaryskeleton1",[164],4,8,0,0,[],"",1,[],"[63,68,69]",0,100,[],0,"",0,"",[],1,""
440,"chaos-doedrewraiths",[164],4,8,0,0,[],"",1,[],"[63,68,69]",0,100,[],0,"",0,"",[],1,""
441,"chaos-flamebearerchaos",[164],3,9,0,0,[],"",1,[],"[63,64,68,69]",0,100,[],0,"",0,"",[],1,""
442,"chaos-shavronnecitystalker",[164],5,8,0,0,[],"",1,[],"[63,64,68,69]",0,100,[],0,"",0,"",[],1,""
443,"chaos-citystalkerscold1",[164],5,8,0,0,[],"",1,[],"[63,64,68,69]",0,100,[],0,"",0,"",[],1,""
444,"chaos-citystalkerslightning1",[164],5,8,0,0,[],"",1,[],"[63,64,68,69]",0,100,[],0,"",0,"",[],1,""
445,"chaos-snakeflameparasite",[164],3,7,0,0,[],"",1,[],"[65,66,69]",0,100,[],0,"",0,"",[],1,""
